Orthogroup	Triticum_urartu	Triticum_turgidum
OG0012456	Triticum_urartu|LOC125512687	Triticum_turgidum|TRITD_6Bv1G197250, Triticum_turgidum|TRITD_6Av1G202210
OG0012457	Triticum_urartu|LOC125514526	Triticum_turgidum|TRITD_6Av1G024940
OG0012458	Triticum_urartu|LOC125514061	Triticum_turgidum|TRITD_6Av1G161260
OG0012459	Triticum_urartu|LOC125517484	Triticum_turgidum|TRITD_6Av1G013150
OG0012460	Triticum_urartu|LOC125513830	Triticum_turgidum|TRITD_6Bv1G137900, Triticum_turgidum|TRITD_6Av1G151900
OG0012461	Triticum_urartu|LOC125512209	Triticum_turgidum|TRITD_6Bv1G140350, Triticum_turgidum|TRITD_6Av1G154330
OG0012463	Triticum_urartu|LOC125514057	Triticum_turgidum|TRITD_6Av1G161180
OG0012464	Triticum_urartu|LOC125515856	Triticum_turgidum|TRITD_6Av1G027130
OG0012465	Triticum_urartu|LOC125512656	Triticum_turgidum|TRITD_6Av1G088960
OG0012466	Triticum_urartu|LOC125514053	Triticum_turgidum|TRITD_6Bv1G147820, Triticum_turgidum|TRITD_6Av1G162080
OG0012467	Triticum_urartu|LOC125517511	Triticum_turgidum|TRITD_6Av1G074150
OG0012468	Triticum_urartu|LOC125512527	Triticum_turgidum|TRITD_6Av1G186070
OG0012469	Triticum_urartu|LOC125514351	Triticum_turgidum|TRITD_6Av1G175440
OG0012470	Triticum_urartu|LOC125514497	Triticum_turgidum|TRITD_6Bv1G067140, Triticum_turgidum|TRITD_6Av1G056630
OG0012471	Triticum_urartu|LOC125514318	Triticum_turgidum|TRITD_6Av1G173590
OG0012472	Triticum_urartu|LOC125512709	Triticum_turgidum|TRITD_6Av1G132690
OG0012473	Triticum_urartu|LOC125512334	Triticum_turgidum|TRITD_6Bv1G150590, Triticum_turgidum|TRITD_6Av1G165230
OG0012474	Triticum_urartu|LOC125514134	Triticum_turgidum|TRITD_6Av1G165940, Triticum_turgidum|TRITD_6Bv1G151090
OG0012475	Triticum_urartu|LOC125515166	Triticum_turgidum|TRITD_6Bv1G207740, Triticum_turgidum|TRITD_6Av1G211820
OG0012476	Triticum_urartu|LOC125514033	Triticum_turgidum|TRITD_6Av1G160170
OG0012477	Triticum_urartu|LOC125515541	Triticum_turgidum|TRITD_6Av1G017340, Triticum_turgidum|TRITD_6Bv1G024660
OG0012478	Triticum_urartu|LOC125514625, Triticum_urartu|LOC125514627	Triticum_turgidum|TRITD_6Bv1G180410, Triticum_turgidum|TRITD_6Av1G190100
OG0012479	Triticum_urartu|LOC125517214	Triticum_turgidum|TRITD_6Bv1G065060, Triticum_turgidum|TRITD_6Av1G052860
OG0012480	Triticum_urartu|LOC125515113, Triticum_urartu|LOC125531943	Triticum_turgidum|TRITD_6Bv1G003010
OG0012481	Triticum_urartu|LOC125516008	Triticum_turgidum|TRITD_6Av1G000880
OG0012482	Triticum_urartu|LOC125514449	Triticum_turgidum|TRITD_6Av1G180380
OG0012483	Triticum_urartu|LOC125515663	Triticum_turgidum|TRITD_6Av1G225850
OG0012484	Triticum_urartu|LOC125512263	Triticum_turgidum|TRITD_6Av1G007920
OG0012485	Triticum_urartu|LOC125514951	Triticum_turgidum|TRITD_6Bv1G198440, Triticum_turgidum|TRITD_6Av1G203310
OG0012486	Triticum_urartu|LOC125512690	Triticum_turgidum|TRITD_6Bv1G197760, Triticum_turgidum|TRITD_6Av1G202900
OG0012487	Triticum_urartu|LOC125514845	Triticum_turgidum|TRITD_6Bv1G195200, Triticum_turgidum|TRITD_6Av1G200000
OG0012488	Triticum_urartu|LOC125515511	Triticum_turgidum|TRITD_6Av1G007560
OG0012489	Triticum_urartu|LOC125513241	Triticum_turgidum|TRITD_6Av1G095910, Triticum_turgidum|TRITD_6Bv1G097930
OG0012490	Triticum_urartu|LOC125513160	Triticum_turgidum|TRITD_6Av1G133370
OG0012491	Triticum_urartu|LOC125514774	Triticum_turgidum|TRITD_6Bv1G189400, Triticum_turgidum|TRITD_6Av1G196040
OG0012492	Triticum_urartu|LOC125512678	Triticum_turgidum|TRITD_6Av1G008360
OG0012493	Triticum_urartu|LOC125513163	Triticum_turgidum|TRITD_6Av1G226150, Triticum_turgidum|TRITD_6Bv1G226050
OG0012494	Triticum_urartu|LOC125514126	Triticum_turgidum|TRITD_6Av1G165480
OG0012495	Triticum_urartu|LOC125515145	Triticum_turgidum|TRITD_6Av1G212210
OG0012497	Triticum_urartu|LOC125513608	Triticum_turgidum|TRITD_6Av1G147540, Triticum_turgidum|TRITD_6Bv1G131800
OG0012498	Triticum_urartu|LOC125514500	Triticum_turgidum|TRITD_6Av1G182720
OG0012499	Triticum_urartu|LOC125514970	Triticum_turgidum|TRITD_6Bv1G200680, Triticum_turgidum|TRITD_6Av1G205420
OG0012500	Triticum_urartu|LOC125514494	Triticum_turgidum|TRITD_6Av1G037380
OG0012501	Triticum_urartu|LOC125513753	Triticum_turgidum|TRITD_6Av1G148460
OG0012502	Triticum_urartu|LOC125514794	Triticum_turgidum|TRITD_6Av1G196640
OG0012503	Triticum_urartu|LOC125514723	Triticum_turgidum|TRITD_6Bv1G186410, Triticum_turgidum|TRITD_6Av1G194310
OG0012504	Triticum_urartu|LOC125515232	Triticum_turgidum|TRITD_6Av1G214210
OG0012505	Triticum_urartu|LOC125515319	Triticum_turgidum|TRITD_6Av1G216480
OG0012506	Triticum_urartu|LOC125514288	Triticum_turgidum|TRITD_6Av1G172010
OG0012507	Triticum_urartu|LOC125514747	Triticum_turgidum|TRITD_6Av1G195170
OG0012508	Triticum_urartu|LOC125512290	Triticum_turgidum|TRITD_6Av1G081240
OG0012509	Triticum_urartu|LOC125512162	Triticum_turgidum|TRITD_6Av1G151410
OG0012510	Triticum_urartu|LOC125515011	Triticum_turgidum|TRITD_6Av1G206870
OG0012511	Triticum_urartu|LOC125527241, Triticum_urartu|LOC125513725	Triticum_turgidum|TRITD_6Av1G135500
OG0012512	Triticum_urartu|LOC125512592	Triticum_turgidum|TRITD_6Av1G195840
OG0012513	Triticum_urartu|LOC125515664	Triticum_turgidum|TRITD_6Bv1G226380, Triticum_turgidum|TRITD_6Av1G225830
OG0012514	Triticum_urartu|LOC125530590	Triticum_turgidum|TRITD_6Bv1G186400, Triticum_turgidum|TRITD_6Av1G194070
OG0012515	Triticum_urartu|LOC125516143	Triticum_turgidum|TRITD_6Av1G048630, Triticum_turgidum|TRITD_6Bv1G061060
OG0012516	Triticum_urartu|LOC125512410	Triticum_turgidum|TRITD_6Bv1G160810, Triticum_turgidum|TRITD_6Av1G173270
OG0012517	Triticum_urartu|LOC125514046	Triticum_turgidum|TRITD_6Av1G160740
OG0012518	Triticum_urartu|LOC125515366	Triticum_turgidum|TRITD_6Av1G218570
OG0012519	Triticum_urartu|LOC125514075	Triticum_turgidum|TRITD_6Bv1G049390, Triticum_turgidum|TRITD_6Av1G036400
OG0012519	Triticum_urartu|LOC125514254	Triticum_turgidum|TRITD_6Bv1G049390, Triticum_turgidum|TRITD_6Av1G036400
OG0012520	Triticum_urartu|LOC125513270	Triticum_turgidum|TRITD_6Av1G008540
OG0012520	Triticum_urartu|LOC125513270	Triticum_turgidum|TRITD_6Bv1G014060
OG0012521	Triticum_urartu|LOC125515693	Triticum_turgidum|TRITD_6Bv1G053260, Triticum_turgidum|TRITD_6Av1G041250
OG0012522	Triticum_urartu|LOC125513970	Triticum_turgidum|TRITD_6Av1G156730
OG0012523	Triticum_urartu|LOC125512469	Triticum_turgidum|TRITD_6Av1G180370
OG0012524	Triticum_urartu|LOC125555478	Triticum_turgidum|TRITD_5Av1G009330
OG0012524	Triticum_urartu|LOC125525101	Triticum_turgidum|TRITD_5Bv1G007480
OG0012525	Triticum_urartu|LOC125530654	Triticum_turgidum|TRITD_6Av1G178540
OG0012526	Triticum_urartu|LOC125513384	Triticum_turgidum|TRITD_6Bv1G016460, Triticum_turgidum|TRITD_6Av1G010890
OG0012527	Triticum_urartu|LOC125515966	Triticum_turgidum|TRITD_6Bv1G119740, Triticum_turgidum|TRITD_6Av1G127480
OG0012528	Triticum_urartu|LOC125512302	Triticum_turgidum|TRITD_6Av1G161690
OG0012529	Triticum_urartu|LOC125513331	Triticum_turgidum|TRITD_6Av1G032340
OG0012530	Triticum_urartu|LOC125514220	Triticum_turgidum|TRITD_6Av1G170890
OG0012531	Triticum_urartu|LOC125514702	Triticum_turgidum|TRITD_6Bv1G184950, Triticum_turgidum|TRITD_6Av1G192940
OG0012532	Triticum_urartu|LOC125515168	Triticum_turgidum|TRITD_6Av1G211490
OG0012533	Triticum_urartu|LOC125513379	Triticum_turgidum|TRITD_6Bv1G089980, Triticum_turgidum|TRITD_6Av1G085710
OG0012534	Triticum_urartu|LOC125513717	Triticum_turgidum|TRITD_6Bv1G128890, Triticum_turgidum|TRITD_6Av1G136190
OG0012535	Triticum_urartu|LOC125528919	Triticum_turgidum|TRITD_6Av1G059700, Triticum_turgidum|TRITD_6Bv1G068420
OG0012536	Triticum_urartu|LOC125513913	Triticum_turgidum|TRITD_6Av1G154340
OG0012537	Triticum_urartu|LOC125512293	Triticum_turgidum|TRITD_6Bv1G146830
OG0012538	Triticum_urartu|LOC125514695	Triticum_turgidum|TRITD_6Av1G192750
OG0012539	Triticum_urartu|LOC125514284	Triticum_turgidum|TRITD_6Av1G172230
OG0012540	Triticum_urartu|LOC125514282	Triticum_turgidum|TRITD_6Bv1G159710, Triticum_turgidum|TRITD_6Av1G172160
OG0012541	Triticum_urartu|LOC125514475	Triticum_turgidum|TRITD_6Av1G181400
OG0012542	Triticum_urartu|LOC125516222	Triticum_turgidum|TRITD_6Bv1G117190, Triticum_turgidum|TRITD_6Av1G116530
OG0012543	Triticum_urartu|LOC125515150	Triticum_turgidum|TRITD_6Bv1G208060, Triticum_turgidum|TRITD_6Av1G212170
OG0012544	Triticum_urartu|LOC125514515	Triticum_turgidum|TRITD_6Av1G183650
OG0012545	Triticum_urartu|LOC125506528	Triticum_turgidum|TRITD_4Bv1G204620
OG0012547	Triticum_urartu|LOC125512346	Triticum_turgidum|TRITD_6Av1G166100
OG0012548	Triticum_urartu|LOC125516794	Triticum_turgidum|TRITD_6Av1G146010
OG0012549	Triticum_urartu|LOC125514447	Triticum_turgidum|TRITD_6Av1G180340
OG0012550	Triticum_urartu|LOC125515790	Triticum_turgidum|TRITD_6Av1G080730
OG0012551	Triticum_urartu|LOC125528735	Triticum_turgidum|TRITD_6Av1G037880
OG0012552	Triticum_urartu|LOC125515480	Triticum_turgidum|TRITD_6Av1G220510
OG0012553	Triticum_urartu|LOC125513950	Triticum_turgidum|TRITD_6Bv1G142200
OG0012554	Triticum_urartu|LOC125515428	Triticum_turgidum|TRITD_6Bv1G219030, Triticum_turgidum|TRITD_6Av1G219120
OG0012555	Triticum_urartu|LOC125515219	Triticum_turgidum|TRITD_6Av1G213470
OG0012556	Triticum_urartu|LOC125513389	Triticum_turgidum|TRITD_6Av1G110550
OG0012557	Triticum_urartu|LOC125513271	Triticum_turgidum|TRITD_6Av1G025450
OG0012558	Triticum_urartu|LOC125512387	Triticum_turgidum|TRITD_6Av1G076590
OG0012559	Triticum_urartu|LOC125517582	Triticum_turgidum|TRITD_6Av1G068360, Triticum_turgidum|TRITD_6Bv1G074290
OG0012560	Triticum_urartu|LOC125513866	Triticum_turgidum|TRITD_6Av1G019720
OG0012560	Triticum_urartu|LOC125516210	Triticum_turgidum|TRITD_6Bv1G028640
OG0012561	Triticum_urartu|LOC125517303	Triticum_turgidum|TRITD_6Av1G059930
OG0012563	Triticum_urartu|LOC125517127	Triticum_turgidum|TRITD_6Av1G052790
OG0012564	Triticum_urartu|LOC125513526	Triticum_turgidum|TRITD_6Av1G040440
OG0012566	Triticum_urartu|LOC125528475	Triticum_turgidum|TRITD_6Av1G196930
OG0012567	Triticum_urartu|LOC125517522	Triticum_turgidum|TRITD_6Av1G074940, Triticum_turgidum|TRITD_6Bv1G079890
OG0012568	Triticum_urartu|LOC125513593	Triticum_turgidum|TRITD_6Av1G146560
OG0012569	Triticum_urartu|LOC125529362	Triticum_turgidum|TRITD_6Bv1G071570, Triticum_turgidum|TRITD_6Av1G064890
OG0012571	Triticum_urartu|LOC125513957	Triticum_turgidum|TRITD_6Av1G156320
OG0012572	Triticum_urartu|LOC125514312	Triticum_turgidum|TRITD_6Bv1G160720, Triticum_turgidum|TRITD_6Av1G173060
OG0012573	Triticum_urartu|LOC125512260	Triticum_turgidum|TRITD_6Av1G159650
OG0012574	Triticum_urartu|LOC125512464	Triticum_turgidum|TRITD_6Av1G179120
OG0012575	Triticum_urartu|LOC125516559	Triticum_turgidum|TRITD_6Av1G054180
OG0012576	Triticum_urartu|LOC125514055	Triticum_turgidum|TRITD_6Av1G161110
OG0012577	Triticum_urartu|LOC125512165	Triticum_turgidum|TRITD_6Av1G062520
OG0012578	Triticum_urartu|LOC125514106	Triticum_turgidum|TRITD_6Av1G164560
OG0012579	Triticum_urartu|LOC125513188	Triticum_turgidum|TRITD_6Bv1G090660, Triticum_turgidum|TRITD_6Av1G106930
OG0012580	Triticum_urartu|LOC125514039	Triticum_turgidum|TRITD_6Av1G160570
OG0012581	Triticum_urartu|LOC125513434	Triticum_turgidum|TRITD_6Av1G025640
OG0012582	Triticum_urartu|LOC125513678	Triticum_turgidum|TRITD_6Av1G128310
OG0012583	Triticum_urartu|LOC125513523	Triticum_turgidum|TRITD_6Av1G124350
OG0012584	Triticum_urartu|LOC125514260	Triticum_turgidum|TRITD_6Bv1G158120, Triticum_turgidum|TRITD_6Av1G171180
OG0012586	Triticum_urartu|LOC125513712	Triticum_turgidum|TRITD_6Bv1G127510, Triticum_turgidum|TRITD_6Av1G133880
OG0012587	Triticum_urartu|LOC125514468, Triticum_urartu|LOC125514491	Triticum_turgidum|TRITD_6Bv1G170030
OG0012588	Triticum_urartu|LOC125512369	Triticum_turgidum|TRITD_6Av1G168600
OG0012589	Triticum_urartu|LOC125512166	Triticum_turgidum|TRITD_6Av1G062530
OG0012590	Triticum_urartu|LOC125512203	Triticum_turgidum|TRITD_6Bv1G139940, Triticum_turgidum|TRITD_6Av1G153760
OG0012591	Triticum_urartu|LOC125514624	Triticum_turgidum|TRITD_6Av1G190160
OG0012592	Triticum_urartu|LOC125514618	Triticum_turgidum|TRITD_6Bv1G180190, Triticum_turgidum|TRITD_6Av1G189810
OG0012593	Triticum_urartu|LOC125517327	Triticum_turgidum|TRITD_6Av1G051730
OG0012594	Triticum_urartu|LOC125514921	Triticum_turgidum|TRITD_6Av1G202170
OG0012595	Triticum_urartu|LOC125515021	Triticum_turgidum|TRITD_6Av1G204190
OG0012596	Triticum_urartu|LOC125513251, Triticum_urartu|LOC125531327	Triticum_turgidum|TRITD_6Av1G076460
OG0012597	Triticum_urartu|LOC125514164	Triticum_turgidum|TRITD_6Av1G167260
OG0012598	Triticum_urartu|LOC125514741	Triticum_turgidum|TRITD_6Av1G194720
OG0012599	Triticum_urartu|LOC125512223	Triticum_turgidum|TRITD_6Av1G155420
OG0012600	Triticum_urartu|LOC125515587	Triticum_turgidum|TRITD_6Av1G224050
OG0012601	Triticum_urartu|LOC125516928	Triticum_turgidum|TRITD_6Bv1G202570, Triticum_turgidum|TRITD_6Bv1G202480, Triticum_turgidum|TRITD_6Bv1G202170
OG0012602	Triticum_urartu|LOC125513607	Triticum_turgidum|TRITD_6Av1G147500
OG0012603	Triticum_urartu|LOC125514186	Triticum_turgidum|TRITD_6Av1G168570
OG0012604	Triticum_urartu|LOC125514109	Triticum_turgidum|TRITD_6Av1G165060
OG0012605	Triticum_urartu|LOC125517193	Triticum_turgidum|TRITD_6Bv1G063440, Triticum_turgidum|TRITD_6Av1G051050
OG0012606	Triticum_urartu|LOC125514207	Triticum_turgidum|TRITD_6Av1G169920
OG0012607	Triticum_urartu|LOC125528555	Triticum_turgidum|TRITD_6Bv1G041220, Triticum_turgidum|TRITD_6Av1G027820
OG0012608	Triticum_urartu|LOC125512271	Triticum_turgidum|TRITD_6Av1G158520
OG0012609	Triticum_urartu|LOC125514098	Triticum_turgidum|TRITD_6Av1G164080
OG0012610	Triticum_urartu|LOC125512286	Triticum_turgidum|TRITD_6Av1G160300
OG0012611	Triticum_urartu|LOC125513625	Triticum_turgidum|TRITD_6Av1G149020
OG0012612	Triticum_urartu|LOC125513703	Triticum_turgidum|TRITD_6Av1G014720
OG0012613	Triticum_urartu|LOC125513984	Triticum_turgidum|TRITD_6Bv1G143700, Triticum_turgidum|TRITD_6Av1G157050
OG0012614	Triticum_urartu|LOC125514459	Triticum_turgidum|TRITD_6Av1G025650
OG0012615	Triticum_urartu|LOC125512309	Triticum_turgidum|TRITD_6Av1G079810
OG0012616	Triticum_urartu|LOC125514403	Triticum_turgidum|TRITD_6Av1G178080
OG0012617	Triticum_urartu|LOC125515091	Triticum_turgidum|TRITD_6Bv1G206360, Triticum_turgidum|TRITD_6Av1G210180
OG0012618	Triticum_urartu|LOC125514269	Triticum_turgidum|TRITD_6Bv1G158440, Triticum_turgidum|TRITD_6Av1G171440
OG0012619	Triticum_urartu|LOC125516103	Triticum_turgidum|TRITD_6Av1G041210
OG0012620	Triticum_urartu|LOC125514737	Triticum_turgidum|TRITD_6Av1G194530
OG0012621	Triticum_urartu|LOC125514816	Triticum_turgidum|TRITD_6Av1G198550
OG0012622	Triticum_urartu|LOC125513947	Triticum_turgidum|TRITD_6Av1G155930
OG0012623	Triticum_urartu|LOC125514544	Triticum_turgidum|TRITD_6Av1G185110
OG0012624	Triticum_urartu|LOC125515019	Triticum_turgidum|TRITD_6Av1G204120
OG0012625	Triticum_urartu|LOC125515849, Triticum_urartu|LOC125515874	Triticum_turgidum|TRITD_6Av1G020580, Triticum_turgidum|TRITD_6Bv1G031150
OG0012626	Triticum_urartu|LOC125514205	Triticum_turgidum|TRITD_6Av1G169910
OG0012627	Triticum_urartu|LOC125512841	Triticum_turgidum|TRITD_6Bv1G121960, Triticum_turgidum|TRITD_6Av1G129180
OG0012628	Triticum_urartu|LOC125513785	Triticum_turgidum|TRITD_6Av1G140910
OG0012629	Triticum_urartu|LOC125514832	Triticum_turgidum|TRITD_6Av1G199050
OG0012630	Triticum_urartu|LOC125513081, Triticum_urartu|LOC125513103	Triticum_turgidum|TRITD_6Bv1G106520
OG0012631	Triticum_urartu|LOC125514909	Triticum_turgidum|TRITD_6Av1G201980
OG0012632	Triticum_urartu|LOC125517618	Triticum_turgidum|TRITD_6Av1G145980
OG0012633	Triticum_urartu|LOC125514437	Triticum_turgidum|TRITD_6Bv1G050600, Triticum_turgidum|TRITD_6Av1G037590
OG0012634	Triticum_urartu|LOC125515499, Triticum_urartu|LOC125515501, Triticum_urartu|LOC125513088, Triticum_urartu|LOC125513052, Triticum_urartu|LOC125513055	Triticum_turgidum|TRITD_6Bv1G221690
OG0012635	Triticum_urartu|LOC125512240	Triticum_turgidum|TRITD_6Bv1G141720, Triticum_turgidum|TRITD_6Av1G155730
OG0012636	Triticum_urartu|LOC125514380	Triticum_turgidum|TRITD_6Av1G177140, Triticum_turgidum|TRITD_6Bv1G165680
OG0012637	Triticum_urartu|LOC125514050	Triticum_turgidum|TRITD_6Bv1G146840, Triticum_turgidum|TRITD_6Av1G160860
OG0012638	Triticum_urartu|LOC125517339	Triticum_turgidum|TRITD_6Bv1G069790, Triticum_turgidum|TRITD_6Av1G061000
OG0012639	Triticum_urartu|LOC125512210	Triticum_turgidum|TRITD_6Av1G002100
OG0012640	Triticum_urartu|LOC125512728	Triticum_turgidum|TRITD_6Bv1G202910, Triticum_turgidum|TRITD_6Av1G206620
OG0012641	Triticum_urartu|LOC125513261	Triticum_turgidum|TRITD_6Av1G126630
OG0012642	Triticum_urartu|LOC125551519	Triticum_turgidum|TRITD_1Bv1G064170, Triticum_turgidum|TRITD_1Av1G055820
OG0012643	Triticum_urartu|LOC125517674	Triticum_turgidum|TRITD_6Av1G072260
OG0012644	Triticum_urartu|LOC125515286, Triticum_urartu|LOC125515299	Triticum_turgidum|TRITD_6Av1G215830
OG0012645	Triticum_urartu|LOC125513506	Triticum_turgidum|TRITD_6Av1G007220
OG0012646	Triticum_urartu|LOC125512547	Triticum_turgidum|TRITD_6Bv1G181660, Triticum_turgidum|TRITD_6Av1G190770
OG0012647	Triticum_urartu|LOC125517270	Triticum_turgidum|TRITD_6Av1G059170
OG0012648	Triticum_urartu|LOC125515481	Triticum_turgidum|TRITD_6Av1G220530
OG0012649	Triticum_urartu|LOC125554266, Triticum_urartu|LOC125514236	Triticum_turgidum|TRITD_6Bv1G154680
OG0012650	Triticum_urartu|LOC125515976	Triticum_turgidum|TRITD_6Av1G045220
OG0012651	Triticum_urartu|LOC125515079	Triticum_turgidum|TRITD_6Av1G209510
OG0012652	Triticum_urartu|LOC125517630	Triticum_turgidum|TRITD_6Av1G147420
OG0012653	Triticum_urartu|LOC125513378	Triticum_turgidum|TRITD_6Av1G085610
OG0012654	Triticum_urartu|LOC125512607	Triticum_turgidum|TRITD_6Bv1G042270, Triticum_turgidum|TRITD_6Av1G029630
OG0012655	Triticum_urartu|LOC125514805, Triticum_urartu|LOC125515937	Triticum_turgidum|TRITD_6Bv1G057610, Triticum_turgidum|TRITD_6Av1G044790
OG0012656	Triticum_urartu|LOC125514561	Triticum_turgidum|TRITD_6Av1G187040
OG0012657	Triticum_urartu|LOC125531007	Triticum_turgidum|TRITD_6Av1G155200
OG0012658	Triticum_urartu|LOC125514102	Triticum_turgidum|TRITD_6Av1G164440
OG0012659	Triticum_urartu|LOC125517671	Triticum_turgidum|TRITD_6Bv1G128720, Triticum_turgidum|TRITD_6Av1G135480
OG0012660	Triticum_urartu|LOC125515388	Triticum_turgidum|TRITD_6Av1G218760, Triticum_turgidum|TRITD_6Bv1G217600
OG0012661	Triticum_urartu|LOC125515075	Triticum_turgidum|TRITD_6Bv1G205750, Triticum_turgidum|TRITD_6Av1G209280
OG0012662	Triticum_urartu|LOC125514441	Triticum_turgidum|TRITD_6Av1G180120
OG0012663	Triticum_urartu|LOC125514028	Triticum_turgidum|TRITD_6Av1G159900, Triticum_turgidum|TRITD_6Bv1G145940
OG0012664	Triticum_urartu|LOC125512104	Triticum_turgidum|TRITD_6Av1G072540, Triticum_turgidum|TRITD_6Bv1G077060
OG0012665	Triticum_urartu|LOC125514476	Triticum_turgidum|TRITD_6Av1G181390
OG0012666	Triticum_urartu|LOC125543401	Triticum_turgidum|TRITD_6Av1G043940
OG0012666	Triticum_urartu|LOC125515880	Triticum_turgidum|TRITD_6Av1G043940
OG0012667	Triticum_urartu|LOC125513997	Triticum_turgidum|TRITD_6Av1G159550, Triticum_turgidum|TRITD_6Bv1G145350
OG0012668	Triticum_urartu|LOC125515274	Triticum_turgidum|TRITD_6Bv1G213860, Triticum_turgidum|TRITD_6Av1G215310
OG0012669	Triticum_urartu|LOC125514177	Triticum_turgidum|TRITD_6Av1G167910
OG0012670	Triticum_urartu|LOC125532289	Triticum_turgidum|TRITD_6Bv1G039720, Triticum_turgidum|TRITD_6Av1G026350
OG0012671	Triticum_urartu|LOC125515000, Triticum_urartu|LOC125515001	Triticum_turgidum|TRITD_6Bv1G203050, Triticum_turgidum|TRITD_6Av1G206710
OG0012672	Triticum_urartu|LOC125517301	Triticum_turgidum|TRITD_6Av1G002170
OG0012673	Triticum_urartu|LOC125513507	Triticum_turgidum|TRITD_6Av1G007200
OG0012674	Triticum_urartu|LOC125514736	Triticum_turgidum|TRITD_6Av1G194520
OG0012675	Triticum_urartu|LOC125514083	Triticum_turgidum|TRITD_6Av1G162960
OG0012676	Triticum_urartu|LOC125515543	Triticum_turgidum|TRITD_6Bv1G029880, Triticum_turgidum|TRITD_6Av1G020020
OG0012677	Triticum_urartu|LOC125517478	Triticum_turgidum|TRITD_6Av1G066490
OG0012678	Triticum_urartu|LOC125537733	Triticum_turgidum|TRITD_6Av1G189010
OG0012679	Triticum_urartu|LOC125516033	Triticum_turgidum|TRITD_6Av1G083060
OG0012680	Triticum_urartu|LOC125514952	Triticum_turgidum|TRITD_6Av1G203410
OG0012681	Triticum_urartu|LOC125512413, Triticum_urartu|LOC125514902	Triticum_turgidum|TRITD_6Bv1G032470, Triticum_turgidum|TRITD_6Av1G023580
OG0012682	Triticum_urartu|LOC125514446	Triticum_turgidum|TRITD_6Bv1G169190, Triticum_turgidum|TRITD_6Av1G180330
OG0012683	Triticum_urartu|LOC125513903	Triticum_turgidum|TRITD_6Av1G153520
OG0012684	Triticum_urartu|LOC125514072	Triticum_turgidum|TRITD_6Bv1G148060, Triticum_turgidum|TRITD_6Av1G162380
OG0012685	Triticum_urartu|LOC125514089	Triticum_turgidum|TRITD_6Bv1G149220, Triticum_turgidum|TRITD_6Av1G163650
OG0012686	Triticum_urartu|LOC125514212	Triticum_turgidum|TRITD_6Bv1G156190, Triticum_turgidum|TRITD_6Av1G170000
OG0012687	Triticum_urartu|LOC125513740	Triticum_turgidum|TRITD_6Av1G151150
OG0012688	Triticum_urartu|LOC125515392	Triticum_turgidum|TRITD_6Bv1G216980, Triticum_turgidum|TRITD_6Av1G218180
OG0012689	Triticum_urartu|LOC125514972	Triticum_turgidum|TRITD_6Bv1G200750, Triticum_turgidum|TRITD_6Av1G205450
OG0012690	Triticum_urartu|LOC125530909	Triticum_turgidum|TRITD_6Bv1G220670, Triticum_turgidum|TRITD_6Av1G220090
OG0012691	Triticum_urartu|LOC125514848	Triticum_turgidum|TRITD_6Bv1G194970, Triticum_turgidum|TRITD_6Av1G199650
OG0012692	Triticum_urartu|LOC125527633	Triticum_turgidum|TRITD_6Bv1G084300, Triticum_turgidum|TRITD_6Av1G079700
OG0012693	Triticum_urartu|LOC125531112	Triticum_turgidum|TRITD_6Av1G045910
OG0012694	Triticum_urartu|LOC125514733	Triticum_turgidum|TRITD_6Av1G194480
OG0012696	Triticum_urartu|LOC125512160	Triticum_turgidum|TRITD_6Av1G021390
OG0012697	Triticum_urartu|LOC125514823	Triticum_turgidum|TRITD_6Bv1G193100, Triticum_turgidum|TRITD_6Av1G198630
OG0012698	Triticum_urartu|LOC125530887	Triticum_turgidum|TRITD_6Av1G023950, Triticum_turgidum|TRITD_6Bv1G032850
OG0012699	Triticum_urartu|LOC125514603	Triticum_turgidum|TRITD_6Av1G188240
OG0012700	Triticum_urartu|LOC125514773	Triticum_turgidum|TRITD_6Av1G195830
OG0012701	Triticum_urartu|LOC125552678	Triticum_turgidum|TRITD_6Av1G061850
OG0012702	Triticum_urartu|LOC125514983	Triticum_turgidum|TRITD_6Av1G205590, Triticum_turgidum|TRITD_6Bv1G201180
OG0012703	Triticum_urartu|LOC125514867	Triticum_turgidum|TRITD_6Av1G198930
OG0012704	Triticum_urartu|LOC125514432	Triticum_turgidum|TRITD_6Av1G030400
OG0012705	Triticum_urartu|LOC125514883	Triticum_turgidum|TRITD_6Av1G200860
OG0012706	Triticum_urartu|LOC125514245	Triticum_turgidum|TRITD_6Av1G169390
OG0012707	Triticum_urartu|LOC125514349	Triticum_turgidum|TRITD_6Av1G175420
OG0012708	Triticum_urartu|LOC125515072	Triticum_turgidum|TRITD_6Av1G209240
OG0012709	Triticum_urartu|LOC125515260	Triticum_turgidum|TRITD_6Av1G214770
OG0012710	Triticum_urartu|LOC125514323	Triticum_turgidum|TRITD_6Av1G174020
OG0012711	Triticum_urartu|LOC125515706	Triticum_turgidum|TRITD_6Bv1G086480, Triticum_turgidum|TRITD_6Av1G082720
OG0012712	Triticum_urartu|LOC125513780	Triticum_turgidum|TRITD_6Av1G140270
OG0012713	Triticum_urartu|LOC125512192	Triticum_turgidum|TRITD_6Bv1G136420, Triticum_turgidum|TRITD_6Av1G153010
OG0012714	Triticum_urartu|LOC125552638	Triticum_turgidum|TRITD_6Av1G062000
