Orthogroup	Triticum_urartu	Aegilops_speltoides
OG0010277	Triticum_urartu|LOC125545441	Aegilops_speltoides|GWHGBFXR014353.1
OG0010279	Triticum_urartu|LOC125549154	Aegilops_speltoides|GWHGBFXR015246.1
OG0010281	Triticum_urartu|LOC125546665	Aegilops_speltoides|GWHGBFXR011478.1
OG0010282	Triticum_urartu|LOC125544393	Aegilops_speltoides|GWHGBFXR013073.1
OG0010283	Triticum_urartu|LOC125545196	Aegilops_speltoides|GWHGBFXR013989.1
OG0010284	Triticum_urartu|LOC125545138	Aegilops_speltoides|GWHGBFXR013902.1
OG0010287	Triticum_urartu|LOC125544925	Aegilops_speltoides|GWHGBFXR013630.1
OG0010288	Triticum_urartu|LOC125547847	Aegilops_speltoides|GWHGBFXR011209.1
OG0010289	Triticum_urartu|LOC125544549	Aegilops_speltoides|GWHGBFXR013242.1
OG0010290	Triticum_urartu|LOC125544372	Aegilops_speltoides|GWHGBFXR013011.1
OG0010293	Triticum_urartu|LOC125543291	Aegilops_speltoides|GWHGBFXR011915.1
OG0010294	Triticum_urartu|LOC125548433	Aegilops_speltoides|GWHGBFXR012865.1
OG0010295	Triticum_urartu|LOC125544562	Aegilops_speltoides|GWHGBFXR013252.1
OG0010296	Triticum_urartu|LOC125548686	Aegilops_speltoides|GWHGBFXR013669.1
OG0010297	Triticum_urartu|LOC125548447	Aegilops_speltoides|GWHGBFXR012909.1
OG0010299	Triticum_urartu|LOC125545899	Aegilops_speltoides|GWHGBFXR015064.1
OG0010300	Triticum_urartu|LOC125551424, Triticum_urartu|LOC125553010, Triticum_urartu|LOC125527345, Triticum_urartu|LOC125528952	Aegilops_speltoides|GWHGBFXR015731.1
OG0010301	Triticum_urartu|LOC125544814	Aegilops_speltoides|GWHGBFXR013288.1
OG0010302	Triticum_urartu|LOC125545561	Aegilops_speltoides|GWHGBFXR014549.1
OG0010305	Triticum_urartu|LOC125546014	Aegilops_speltoides|GWHGBFXR015485.1
OG0010306	Triticum_urartu|LOC125545127, Triticum_urartu|LOC125545231	Aegilops_speltoides|GWHGBFXR013856.1
OG0010307	Triticum_urartu|LOC125544096	Aegilops_speltoides|GWHGBFXR013820.1
OG0010308	Triticum_urartu|LOC125544162	Aegilops_speltoides|GWHGBFXR012839.1
OG0010310	Triticum_urartu|LOC125542677	Aegilops_speltoides|GWHGBFXR011223.1
OG0010311	Triticum_urartu|LOC125542943	Aegilops_speltoides|GWHGBFXR011558.1
OG0010314	Triticum_urartu|LOC125548559	Aegilops_speltoides|GWHGBFXR013480.1
OG0010315	Triticum_urartu|LOC125543239	Aegilops_speltoides|GWHGBFXR011938.1
OG0010317	Triticum_urartu|LOC125544750	Aegilops_speltoides|GWHGBFXR013333.1
OG0010318	Triticum_urartu|LOC125544119	Aegilops_speltoides|GWHGBFXR012808.1
OG0010319	Triticum_urartu|LOC125543737	Aegilops_speltoides|GWHGBFXR012390.1
OG0010321	Triticum_urartu|LOC125545309	Aegilops_speltoides|GWHGBFXR014138.1
OG0010325	Triticum_urartu|LOC125543274	Aegilops_speltoides|GWHGBFXR012015.1
OG0010327	Triticum_urartu|LOC125548647	Aegilops_speltoides|GWHGBFXR013535.1
OG0010329	Triticum_urartu|LOC125542737, Triticum_urartu|LOC125546661	Aegilops_speltoides|GWHGBFXR011259.1
OG0010330	Triticum_urartu|LOC125548446	Aegilops_speltoides|GWHGBFXR012908.1
OG0010331	Triticum_urartu|LOC125543158	Aegilops_speltoides|GWHGBFXR013717.1
OG0010332	Triticum_urartu|LOC125527414	Aegilops_speltoides|GWHGBFXR011644.1
OG0010333	Triticum_urartu|LOC125544209	Aegilops_speltoides|GWHGBFXR012869.1
OG0010335	Triticum_urartu|LOC125544906	Aegilops_speltoides|GWHGBFXR013607.1
OG0010337	Triticum_urartu|LOC125543542	Aegilops_speltoides|GWHGBFXR012302.1
OG0010338	Triticum_urartu|LOC125547800, Triticum_urartu|LOC125547881	Aegilops_speltoides|GWHGBFXR011232.1
OG0010340	Triticum_urartu|LOC125544782	Aegilops_speltoides|GWHGBFXR013504.1
OG0010341	Triticum_urartu|LOC125544696	Aegilops_speltoides|GWHGBFXR013379.1
OG0010342	Triticum_urartu|LOC125552918	Aegilops_speltoides|GWHGBFXR019521.1
OG0010344	Triticum_urartu|LOC125551329	Aegilops_speltoides|GWHGBFXR017617.1
OG0010346	Triticum_urartu|LOC125550390	Aegilops_speltoides|GWHGBFXR016622.1
OG0010347	Triticum_urartu|LOC125552350	Aegilops_speltoides|GWHGBFXR018574.1
OG0010348	Triticum_urartu|LOC125511458	Aegilops_speltoides|GWHGBFXR019615.1
OG0010349	Triticum_urartu|LOC125552176	Aegilops_speltoides|GWHGBFXR018647.1
OG0010350	Triticum_urartu|LOC125550445	Aegilops_speltoides|GWHGBFXR016689.1
OG0010351	Triticum_urartu|LOC125542805	Aegilops_speltoides|GWHGBFXR017637.1
OG0010352	Triticum_urartu|LOC125552086	Aegilops_speltoides|GWHGBFXR018188.1
OG0010353	Triticum_urartu|LOC125550216	Aegilops_speltoides|GWHGBFXR016396.1
OG0010354	Triticum_urartu|LOC125538844	Aegilops_speltoides|GWHGBFXR019200.1
OG0010356	Triticum_urartu|LOC125511310	Aegilops_speltoides|GWHGBFXR019497.1
OG0010358	Triticum_urartu|LOC125550750	Aegilops_speltoides|GWHGBFXR017127.1
OG0010359	Triticum_urartu|LOC125552033, Triticum_urartu|LOC125552040	Aegilops_speltoides|GWHGBFXR018224.1
OG0010360	Triticum_urartu|LOC125553888	Aegilops_speltoides|GWHGBFXR017987.1
OG0010361	Triticum_urartu|LOC125553607	Aegilops_speltoides|GWHGBFXR017133.1
OG0010362	Triticum_urartu|LOC125552074, Triticum_urartu|LOC125552078	Aegilops_speltoides|GWHGBFXR018176.1
OG0010364	Triticum_urartu|LOC125550658	Aegilops_speltoides|GWHGBFXR016968.1
OG0010365	Triticum_urartu|LOC125550709	Aegilops_speltoides|GWHGBFXR017029.1
OG0010366	Triticum_urartu|LOC125554258	Aegilops_speltoides|GWHGBFXR019234.1
OG0010367	Triticum_urartu|LOC125551901, Triticum_urartu|LOC125551907	Aegilops_speltoides|GWHGBFXR018075.1
OG0010368	Triticum_urartu|LOC125511461, Triticum_urartu|LOC125528125	Aegilops_speltoides|GWHGBFXR019663.1
OG0010369	Triticum_urartu|LOC125550546	Aegilops_speltoides|GWHGBFXR016841.1
OG0010370	Triticum_urartu|LOC125550575	Aegilops_speltoides|GWHGBFXR016849.1
OG0010371	Triticum_urartu|LOC125527819	Aegilops_speltoides|GWHGBFXR019385.1
OG0010374	Triticum_urartu|LOC125551957	Aegilops_speltoides|GWHGBFXR018135.1
OG0010376	Triticum_urartu|LOC125550400, Triticum_urartu|LOC125550402	Aegilops_speltoides|GWHGBFXR016636.1
OG0010377	Triticum_urartu|LOC125551376	Aegilops_speltoides|GWHGBFXR017844.1
OG0010378	Triticum_urartu|LOC125551988	Aegilops_speltoides|GWHGBFXR018161.1
OG0010379	Triticum_urartu|LOC125551756	Aegilops_speltoides|GWHGBFXR017926.1
OG0010381	Triticum_urartu|LOC125552875	Aegilops_speltoides|GWHGBFXR019287.1
OG0010383	Triticum_urartu|LOC125511419	Aegilops_speltoides|GWHGBFXR019589.1
OG0010385	Triticum_urartu|LOC125554510	Aegilops_speltoides|GWHGBFXR016288.1, Aegilops_speltoides|GWHGBFXR016289.1, Aegilops_speltoides|GWHGBFXR019640.1
OG0010387	Triticum_urartu|LOC125552935, Triticum_urartu|LOC125552940	Aegilops_speltoides|GWHGBFXR019499.1
OG0010388	Triticum_urartu|LOC125552276	Aegilops_speltoides|GWHGBFXR018525.1
OG0010389	Triticum_urartu|LOC125551943	Aegilops_speltoides|GWHGBFXR018118.1
OG0010390	Triticum_urartu|LOC125552774	Aegilops_speltoides|GWHGBFXR019047.1
OG0010391	Triticum_urartu|LOC125550655	Aegilops_speltoides|GWHGBFXR016970.1
OG0010393	Triticum_urartu|LOC125550638	Aegilops_speltoides|GWHGBFXR016935.1
OG0010395	Triticum_urartu|LOC125552411	Aegilops_speltoides|GWHGBFXR018393.1
OG0010396	Triticum_urartu|LOC125553679	Aegilops_speltoides|GWHGBFXR017340.1
OG0010397	Triticum_urartu|LOC125552420, Triticum_urartu|LOC125552434	Aegilops_speltoides|GWHGBFXR018406.1
OG0010398	Triticum_urartu|LOC125550946	Aegilops_speltoides|GWHGBFXR017247.1
OG0010399	Triticum_urartu|LOC125552192	Aegilops_speltoides|GWHGBFXR018643.1
OG0010401	Triticum_urartu|LOC125550156	Aegilops_speltoides|GWHGBFXR016299.1
OG0010402	Triticum_urartu|LOC125554217	Aegilops_speltoides|GWHGBFXR019084.1
OG0010404	Triticum_urartu|LOC125552482	Aegilops_speltoides|GWHGBFXR018672.1
OG0010405	Triticum_urartu|LOC125550461	Aegilops_speltoides|GWHGBFXR016707.1
OG0010406	Triticum_urartu|LOC125554283	Aegilops_speltoides|GWHGBFXR019509.1
OG0010407	Triticum_urartu|LOC125552145	Aegilops_speltoides|GWHGBFXR018305.1
OG0010408	Triticum_urartu|LOC125527477	Aegilops_speltoides|GWHGBFXR018371.1
OG0010409	Triticum_urartu|LOC125551673	Aegilops_speltoides|GWHGBFXR017760.1
OG0010410	Triticum_urartu|LOC125551738	Aegilops_speltoides|GWHGBFXR017851.1
OG0010411	Triticum_urartu|LOC125527726	Aegilops_speltoides|GWHGBFXR018983.1
OG0010412	Triticum_urartu|LOC125554108	Aegilops_speltoides|GWHGBFXR018844.1
OG0010413	Triticum_urartu|LOC125528595	Aegilops_speltoides|GWHGBFXR018270.1
OG0010415	Triticum_urartu|LOC125553431	Aegilops_speltoides|GWHGBFXR016555.1
OG0010416	Triticum_urartu|LOC125511562	Aegilops_speltoides|GWHGBFXR019723.1
OG0010417	Triticum_urartu|LOC125550836, Triticum_urartu|LOC125550837	Aegilops_speltoides|GWHGBFXR017137.1
OG0010418	Triticum_urartu|LOC125553636	Aegilops_speltoides|GWHGBFXR017285.1
OG0010422	Triticum_urartu|LOC125527742	Aegilops_speltoides|GWHGBFXR017981.1
OG0010424	Triticum_urartu|LOC125551537	Aegilops_speltoides|GWHGBFXR017972.1
OG0010426	Triticum_urartu|LOC125538842	Aegilops_speltoides|GWHGBFXR019201.1
OG0010427	Triticum_urartu|LOC125551861	Aegilops_speltoides|GWHGBFXR018005.1
OG0010429	Triticum_urartu|LOC125551806	Aegilops_speltoides|GWHGBFXR017489.1
OG0010430	Triticum_urartu|LOC125552504	Aegilops_speltoides|GWHGBFXR018700.1
OG0010431	Triticum_urartu|LOC125550543	Aegilops_speltoides|GWHGBFXR016786.1
OG0010434	Triticum_urartu|LOC125552895	Aegilops_speltoides|GWHGBFXR019256.1
OG0010436	Triticum_urartu|LOC125552241	Aegilops_speltoides|GWHGBFXR018345.1
OG0010437	Triticum_urartu|LOC125531009	Aegilops_speltoides|GWHGBFXR019460.1
OG0010438	Triticum_urartu|LOC125529948	Aegilops_speltoides|GWHGBFXR019222.1
OG0010439	Triticum_urartu|LOC125552507	Aegilops_speltoides|GWHGBFXR018708.1
OG0010442	Triticum_urartu|LOC125550500	Aegilops_speltoides|GWHGBFXR016767.1
OG0010444	Triticum_urartu|LOC125551831	Aegilops_speltoides|GWHGBFXR017685.1
OG0010445	Triticum_urartu|LOC125550424	Aegilops_speltoides|GWHGBFXR016659.1
OG0010446	Triticum_urartu|LOC125554161	Aegilops_speltoides|GWHGBFXR018935.1
OG0010447	Triticum_urartu|LOC125552551	Aegilops_speltoides|GWHGBFXR018751.1
OG0010449	Triticum_urartu|LOC125551822	Aegilops_speltoides|GWHGBFXR017730.1
OG0010450	Triticum_urartu|LOC125531301	Aegilops_speltoides|GWHGBFXR018243.1
OG0010452	Triticum_urartu|LOC125550789	Aegilops_speltoides|GWHGBFXR017074.1
OG0010453	Triticum_urartu|LOC125552789	Aegilops_speltoides|GWHGBFXR019060.1
OG0010454	Triticum_urartu|LOC125550231	Aegilops_speltoides|GWHGBFXR016420.1
OG0010455	Triticum_urartu|LOC125550325	Aegilops_speltoides|GWHGBFXR016557.1
OG0010456	Triticum_urartu|LOC125550589	Aegilops_speltoides|GWHGBFXR016857.1
OG0010458	Triticum_urartu|LOC125552228	Aegilops_speltoides|GWHGBFXR018628.1
OG0010459	Triticum_urartu|LOC125506357	Aegilops_speltoides|GWHGBFXR019338.1
OG0010461	Triticum_urartu|LOC125511603, Triticum_urartu|LOC125511613	Aegilops_speltoides|GWHGBFXR019826.1
OG0010462	Triticum_urartu|LOC125553544	Aegilops_speltoides|GWHGBFXR016979.1
OG0010463	Triticum_urartu|LOC125551854	Aegilops_speltoides|GWHGBFXR018000.1
OG0010464	Triticum_urartu|LOC125551317	Aegilops_speltoides|GWHGBFXR017888.1
OG0010465	Triticum_urartu|LOC125551687	Aegilops_speltoides|GWHGBFXR017736.1
OG0010466	Triticum_urartu|LOC125552014	Aegilops_speltoides|GWHGBFXR017280.1
OG0010467	Triticum_urartu|LOC125551068, Triticum_urartu|LOC125551071, Triticum_urartu|LOC125551073	Aegilops_speltoides|GWHGBFXR017352.1
OG0010468	Triticum_urartu|LOC125554558	Aegilops_speltoides|GWHGBFXR016638.1
OG0010469	Triticum_urartu|LOC125552371	Aegilops_speltoides|GWHGBFXR018482.1
OG0010470	Triticum_urartu|LOC125552060	Aegilops_speltoides|GWHGBFXR018193.1
OG0010471	Triticum_urartu|LOC125554280	Aegilops_speltoides|GWHGBFXR019514.1
OG0010473	Triticum_urartu|LOC125550162	Aegilops_speltoides|GWHGBFXR016309.1
OG0010474	Triticum_urartu|LOC125554227	Aegilops_speltoides|GWHGBFXR019175.1
OG0010475	Triticum_urartu|LOC125550404	Aegilops_speltoides|GWHGBFXR016687.1
OG0010476	Triticum_urartu|LOC125550984	Aegilops_speltoides|GWHGBFXR017429.1
OG0010477	Triticum_urartu|LOC125511353	Aegilops_speltoides|GWHGBFXR019387.1
OG0010478	Triticum_urartu|LOC125552691	Aegilops_speltoides|GWHGBFXR018938.1
OG0010479	Triticum_urartu|LOC125552865	Aegilops_speltoides|GWHGBFXR019223.1
OG0010481	Triticum_urartu|LOC125551659	Aegilops_speltoides|GWHGBFXR017634.1
OG0010482	Triticum_urartu|LOC125512610	Aegilops_speltoides|GWHGBFXR019361.1
OG0010483	Triticum_urartu|LOC125552743	Aegilops_speltoides|GWHGBFXR019009.1
OG0010484	Triticum_urartu|LOC125552343	Aegilops_speltoides|GWHGBFXR018674.1
OG0010486	Triticum_urartu|LOC125550913	Aegilops_speltoides|GWHGBFXR017212.1
OG0010487	Triticum_urartu|LOC125553576	Aegilops_speltoides|GWHGBFXR017058.1
OG0010488	Triticum_urartu|LOC125551392	Aegilops_speltoides|GWHGBFXR017961.1
OG0010489	Triticum_urartu|LOC125550850	Aegilops_speltoides|GWHGBFXR017156.1
OG0010490	Triticum_urartu|LOC125550583	Aegilops_speltoides|GWHGBFXR016858.1
OG0010491	Triticum_urartu|LOC125553543	Aegilops_speltoides|GWHGBFXR016962.1
OG0010493	Triticum_urartu|LOC125530761	Aegilops_speltoides|GWHGBFXR016712.1
OG0010494	Triticum_urartu|LOC125511427	Aegilops_speltoides|GWHGBFXR019610.1
OG0010495	Triticum_urartu|LOC125552103, Triticum_urartu|LOC125552108	Aegilops_speltoides|GWHGBFXR018261.1
OG0010496	Triticum_urartu|LOC125552463	Aegilops_speltoides|GWHGBFXR018651.1
OG0010497	Triticum_urartu|LOC125550954	Aegilops_speltoides|GWHGBFXR017268.1
OG0010498	Triticum_urartu|LOC125552580	Aegilops_speltoides|GWHGBFXR018805.1
OG0010499	Triticum_urartu|LOC125551847	Aegilops_speltoides|GWHGBFXR017999.1
OG0010500	Triticum_urartu|LOC125539373	Aegilops_speltoides|GWHGBFXR018374.1
OG0010501	Triticum_urartu|LOC125554027	Aegilops_speltoides|GWHGBFXR018474.1
OG0010502	Triticum_urartu|LOC125550960	Aegilops_speltoides|GWHGBFXR017309.1
OG0010505	Triticum_urartu|LOC125553956	Aegilops_speltoides|GWHGBFXR018257.1
OG0010506	Triticum_urartu|LOC125550776	Aegilops_speltoides|GWHGBFXR017177.1
OG0010508	Triticum_urartu|LOC125552807	Aegilops_speltoides|GWHGBFXR019126.1
OG0010509	Triticum_urartu|LOC125552328	Aegilops_speltoides|GWHGBFXR018516.1
OG0010511	Triticum_urartu|LOC125551633	Aegilops_speltoides|GWHGBFXR017867.1
OG0010512	Triticum_urartu|LOC125552165	Aegilops_speltoides|GWHGBFXR018327.1
OG0010513	Triticum_urartu|LOC125550488	Aegilops_speltoides|GWHGBFXR016742.1
OG0010515	Triticum_urartu|LOC125552307	Aegilops_speltoides|GWHGBFXR018495.1
OG0010516	Triticum_urartu|LOC125552862	Aegilops_speltoides|GWHGBFXR019203.1
OG0010517	Triticum_urartu|LOC125550639	Aegilops_speltoides|GWHGBFXR016934.1
OG0010518	Triticum_urartu|LOC125532698, Triticum_urartu|LOC125553434	Aegilops_speltoides|GWHGBFXR016578.1
OG0010519	Triticum_urartu|LOC125551739	Aegilops_speltoides|GWHGBFXR017854.1
OG0010520	Triticum_urartu|LOC125551859	Aegilops_speltoides|GWHGBFXR018007.1
OG0010522	Triticum_urartu|LOC125553986	Aegilops_speltoides|GWHGBFXR018590.1
OG0010523	Triticum_urartu|LOC125551398	Aegilops_speltoides|GWHGBFXR017951.1
OG0010524	Triticum_urartu|LOC125551987	Aegilops_speltoides|GWHGBFXR018162.1
OG0010525	Triticum_urartu|LOC125554492	Aegilops_speltoides|GWHGBFXR016353.1
OG0010526	Triticum_urartu|LOC125554113	Aegilops_speltoides|GWHGBFXR018830.1
OG0010527	Triticum_urartu|LOC125552597	Aegilops_speltoides|GWHGBFXR018851.1
OG0010528	Triticum_urartu|LOC125551975	Aegilops_speltoides|GWHGBFXR018149.1
OG0010530	Triticum_urartu|LOC125552642, Triticum_urartu|LOC125552651	Aegilops_speltoides|GWHGBFXR018894.1
OG0010531	Triticum_urartu|LOC125529345	Aegilops_speltoides|GWHGBFXR018338.1
OG0010532	Triticum_urartu|LOC125552729, Triticum_urartu|LOC125552730	Aegilops_speltoides|GWHGBFXR018964.1
OG0010533	Triticum_urartu|LOC125550698	Aegilops_speltoides|GWHGBFXR017010.1
OG0010534	Triticum_urartu|LOC125552594	Aegilops_speltoides|GWHGBFXR018850.1
OG0010535	Triticum_urartu|LOC125551929	Aegilops_speltoides|GWHGBFXR018104.1
OG0010536	Triticum_urartu|LOC125552209	Aegilops_speltoides|GWHGBFXR018610.1
OG0010537	Triticum_urartu|LOC125553378	Aegilops_speltoides|GWHGBFXR016397.1
OG0010538	Triticum_urartu|LOC125550496	Aegilops_speltoides|GWHGBFXR016758.1
OG0010539	Triticum_urartu|LOC125527016	Aegilops_speltoides|GWHGBFXR019818.1
OG0010541	Triticum_urartu|LOC125550245, Triticum_urartu|LOC125517654	Aegilops_speltoides|GWHGBFXR016452.1
OG0010542	Triticum_urartu|LOC125552101	Aegilops_speltoides|GWHGBFXR018256.1
OG0010543	Triticum_urartu|LOC125550967	Aegilops_speltoides|GWHGBFXR017319.1
OG0010544	Triticum_urartu|LOC125552465	Aegilops_speltoides|GWHGBFXR018649.1
OG0010545	Triticum_urartu|LOC125552836	Aegilops_speltoides|GWHGBFXR019187.1
OG0010547	Triticum_urartu|LOC125506403	Aegilops_speltoides|GWHGBFXR019632.1
OG0010548	Triticum_urartu|LOC125553866	Aegilops_speltoides|GWHGBFXR017975.1
OG0010549	Triticum_urartu|LOC125553898	Aegilops_speltoides|GWHGBFXR018041.1
OG0010550	Triticum_urartu|LOC125511276	Aegilops_speltoides|GWHGBFXR019473.1
OG0010551	Triticum_urartu|LOC125550597	Aegilops_speltoides|GWHGBFXR016882.1
OG0010552	Triticum_urartu|LOC125552399	Aegilops_speltoides|GWHGBFXR018433.1
OG0010553	Triticum_urartu|LOC125550721	Aegilops_speltoides|GWHGBFXR017040.1
OG0010554	Triticum_urartu|LOC125550256	Aegilops_speltoides|GWHGBFXR016428.1
OG0010555	Triticum_urartu|LOC125553444	Aegilops_speltoides|GWHGBFXR016614.1
OG0010556	Triticum_urartu|LOC125551173, Triticum_urartu|LOC125551175, Triticum_urartu|LOC125551172	Aegilops_speltoides|GWHGBFXR017594.1
OG0010558	Triticum_urartu|LOC125552263, Triticum_urartu|LOC125552266, Triticum_urartu|LOC125552376	Aegilops_speltoides|GWHGBFXR018542.1
OG0010560	Triticum_urartu|LOC125554092	Aegilops_speltoides|GWHGBFXR018787.1
OG0010561	Triticum_urartu|LOC125530826	Aegilops_speltoides|GWHGBFXR016646.1
OG0010562	Triticum_urartu|LOC125553479	Aegilops_speltoides|GWHGBFXR016753.1
OG0010563	Triticum_urartu|LOC125552215	Aegilops_speltoides|GWHGBFXR018604.1
OG0010564	Triticum_urartu|LOC125552591	Aegilops_speltoides|GWHGBFXR018861.1
OG0010565	Triticum_urartu|LOC125552404	Aegilops_speltoides|GWHGBFXR018441.1
OG0010567	Triticum_urartu|LOC125550465	Aegilops_speltoides|GWHGBFXR016704.1
OG0010568	Triticum_urartu|LOC125551460	Aegilops_speltoides|GWHGBFXR017668.1
OG0010569	Triticum_urartu|LOC125550677	Aegilops_speltoides|GWHGBFXR017001.1
OG0010570	Triticum_urartu|LOC125552646	Aegilops_speltoides|GWHGBFXR018900.1
OG0010571	Triticum_urartu|LOC125553905	Aegilops_speltoides|GWHGBFXR018066.1
OG0010572	Triticum_urartu|LOC125552861	Aegilops_speltoides|GWHGBFXR019205.1
OG0010573	Triticum_urartu|LOC125552348	Aegilops_speltoides|GWHGBFXR018580.1
OG0010574	Triticum_urartu|LOC125552624	Aegilops_speltoides|GWHGBFXR018822.1
OG0010578	Triticum_urartu|LOC125552242	Aegilops_speltoides|GWHGBFXR018560.1
OG0010579	Triticum_urartu|LOC125552493	Aegilops_speltoides|GWHGBFXR018656.1
OG0010580	Triticum_urartu|LOC125550668	Aegilops_speltoides|GWHGBFXR016957.1
OG0010581	Triticum_urartu|LOC125529389	Aegilops_speltoides|GWHGBFXR019373.1
OG0010582	Triticum_urartu|LOC125552185	Aegilops_speltoides|GWHGBFXR018351.1
OG0010583	Triticum_urartu|LOC125551524	Aegilops_speltoides|GWHGBFXR017677.1
OG0010584	Triticum_urartu|LOC125553893	Aegilops_speltoides|GWHGBFXR018016.1
OG0010585	Triticum_urartu|LOC125550457	Aegilops_speltoides|GWHGBFXR016698.1
OG0010586	Triticum_urartu|LOC125551842	Aegilops_speltoides|GWHGBFXR017991.1
OG0010587	Triticum_urartu|LOC125552410	Aegilops_speltoides|GWHGBFXR018394.1
OG0010588	Triticum_urartu|LOC125552042	Aegilops_speltoides|GWHGBFXR018230.1
OG0010590	Triticum_urartu|LOC125550621	Aegilops_speltoides|GWHGBFXR016915.1
OG0010592	Triticum_urartu|LOC125550786	Aegilops_speltoides|GWHGBFXR017068.1
OG0010593	Triticum_urartu|LOC125552561	Aegilops_speltoides|GWHGBFXR018762.1
OG0010594	Triticum_urartu|LOC125553915	Aegilops_speltoides|GWHGBFXR018087.1
OG0010595	Triticum_urartu|LOC125551674	Aegilops_speltoides|GWHGBFXR017733.1
OG0010596	Triticum_urartu|LOC125527537	Aegilops_speltoides|GWHGBFXR019095.1
OG0010597	Triticum_urartu|LOC125552264	Aegilops_speltoides|GWHGBFXR018543.1
OG0010598	Triticum_urartu|LOC125552196	Aegilops_speltoides|GWHGBFXR018639.1
OG0010600	Triticum_urartu|LOC125552351	Aegilops_speltoides|GWHGBFXR018575.1
OG0010601	Triticum_urartu|LOC125551636, Triticum_urartu|LOC125551637	Aegilops_speltoides|GWHGBFXR017720.1
OG0010604	Triticum_urartu|LOC125511284	Aegilops_speltoides|GWHGBFXR019479.1
OG0010605	Triticum_urartu|LOC125509312, Triticum_urartu|LOC125550772	Aegilops_speltoides|GWHGBFXR017161.1
OG0010606	Triticum_urartu|LOC125553355	Aegilops_speltoides|GWHGBFXR016324.1
OG0010608	Triticum_urartu|LOC125552345	Aegilops_speltoides|GWHGBFXR018583.1
OG0010609	Triticum_urartu|LOC125546299	Aegilops_speltoides|GWHGBFXR019533.1
OG0010611	Triticum_urartu|LOC125551502	Aegilops_speltoides|GWHGBFXR017718.1
OG0010612	Triticum_urartu|LOC125551363	Aegilops_speltoides|GWHGBFXR017042.1
OG0010613	Triticum_urartu|LOC125554169	Aegilops_speltoides|GWHGBFXR018989.1
OG0010614	Triticum_urartu|LOC125528818	Aegilops_speltoides|GWHGBFXR016763.1
OG0010615	Triticum_urartu|LOC125554188	Aegilops_speltoides|GWHGBFXR019044.1
OG0010616	Triticum_urartu|LOC125551157, Triticum_urartu|LOC125554717	Aegilops_speltoides|GWHGBFXR017557.1
OG0010619	Triticum_urartu|LOC125552368	Aegilops_speltoides|GWHGBFXR018477.1
OG0010620	Triticum_urartu|LOC125553966	Aegilops_speltoides|GWHGBFXR018299.1
OG0010621	Triticum_urartu|LOC125551247, Triticum_urartu|LOC125551882	Aegilops_speltoides|GWHGBFXR018034.1
OG0010623	Triticum_urartu|LOC125550398	Aegilops_speltoides|GWHGBFXR016642.1
OG0010624	Triticum_urartu|LOC125552851	Aegilops_speltoides|GWHGBFXR019165.1
OG0010625	Triticum_urartu|LOC125550442, Triticum_urartu|LOC125550456	Aegilops_speltoides|GWHGBFXR016692.1
OG0010626	Triticum_urartu|LOC125552587	Aegilops_speltoides|GWHGBFXR018801.1
OG0010627	Triticum_urartu|LOC125552524	Aegilops_speltoides|GWHGBFXR018718.1
OG0010629	Triticum_urartu|LOC125551202	Aegilops_speltoides|GWHGBFXR017841.1
OG0010630	Triticum_urartu|LOC125552166	Aegilops_speltoides|GWHGBFXR018325.1
OG0010631	Triticum_urartu|LOC125554834	Aegilops_speltoides|GWHGBFXR018476.1
OG0010632	Triticum_urartu|LOC125551128	Aegilops_speltoides|GWHGBFXR017387.1
OG0010633	Triticum_urartu|LOC125553437	Aegilops_speltoides|GWHGBFXR016594.1
OG0010634	Triticum_urartu|LOC125528842	Aegilops_speltoides|GWHGBFXR018510.1
OG0010635	Triticum_urartu|LOC125550215	Aegilops_speltoides|GWHGBFXR016403.1
OG0010636	Triticum_urartu|LOC125550573	Aegilops_speltoides|GWHGBFXR016851.1
OG0010638	Triticum_urartu|LOC125552342	Aegilops_speltoides|GWHGBFXR018675.1
OG0010639	Triticum_urartu|LOC125550720	Aegilops_speltoides|GWHGBFXR017041.1
OG0010640	Triticum_urartu|LOC125552931	Aegilops_speltoides|GWHGBFXR019306.1
OG0010641	Triticum_urartu|LOC125554172	Aegilops_speltoides|GWHGBFXR018976.1
OG0010642	Triticum_urartu|LOC125552429	Aegilops_speltoides|GWHGBFXR018387.1
OG0010643	Triticum_urartu|LOC125511641	Aegilops_speltoides|GWHGBFXR019889.1
OG0010644	Triticum_urartu|LOC125552082	Aegilops_speltoides|GWHGBFXR018186.1
OG0010645	Triticum_urartu|LOC125552464	Aegilops_speltoides|GWHGBFXR018652.1
OG0010646	Triticum_urartu|LOC125552239	Aegilops_speltoides|GWHGBFXR018346.1
OG0010647	Triticum_urartu|LOC125552932	Aegilops_speltoides|GWHGBFXR019309.1
OG0010648	Triticum_urartu|LOC125551953	Aegilops_speltoides|GWHGBFXR018129.1
OG0010649	Triticum_urartu|LOC125550959	Aegilops_speltoides|GWHGBFXR017310.1
OG0010650	Triticum_urartu|LOC125527009	Aegilops_speltoides|GWHGBFXR017647.1
OG0010651	Triticum_urartu|LOC125552403	Aegilops_speltoides|GWHGBFXR018442.1
OG0010652	Triticum_urartu|LOC125553871	Aegilops_speltoides|GWHGBFXR017933.1
OG0010653	Triticum_urartu|LOC125551150	Aegilops_speltoides|GWHGBFXR017578.1
