Orthogroup	Triticum_urartu	Aegilops_tauschii
OG0006070	Triticum_urartu|LOC125548088	Aegilops_tauschii|LOC109739236
OG0006071	Triticum_urartu|LOC125543295	Aegilops_tauschii|LOC109770199
OG0006075	Triticum_urartu|LOC125548305	Aegilops_tauschii|LOC109777449
OG0006076	Triticum_urartu|LOC125547448	Aegilops_tauschii|LOC109738498
OG0006079	Triticum_urartu|LOC125505938	Aegilops_tauschii|LOC109735986
OG0006080	Triticum_urartu|LOC125544439	Aegilops_tauschii|LOC109732768
OG0006081	Triticum_urartu|LOC125543836, Triticum_urartu|LOC125544136	Aegilops_tauschii|LOC109769293
OG0006082	Triticum_urartu|LOC125543224, Triticum_urartu|LOC125525468	Aegilops_tauschii|LOC109750304
OG0006084	Triticum_urartu|LOC125549220	Aegilops_tauschii|LOC109741680
OG0006085	Triticum_urartu|LOC125544438	Aegilops_tauschii|LOC109732770
OG0006086	Triticum_urartu|LOC125547435	Aegilops_tauschii|LOC109780238
OG0006089	Triticum_urartu|LOC125544660, Triticum_urartu|LOC125544665	Aegilops_tauschii|LOC109778676
OG0006090	Triticum_urartu|LOC125544127	Aegilops_tauschii|LOC109761578
OG0006091	Triticum_urartu|LOC125542751, Triticum_urartu|LOC125522461	Aegilops_tauschii|LOC109738775
OG0006093	Triticum_urartu|LOC125545264	Aegilops_tauschii|LOC109749492
OG0006096	Triticum_urartu|LOC125548136, Triticum_urartu|LOC125530941	Aegilops_tauschii|LOC109761407
OG0006097	Triticum_urartu|LOC125545667	Aegilops_tauschii|LOC109767952
OG0006099	Triticum_urartu|LOC125543104	Aegilops_tauschii|LOC109739979, Aegilops_tauschii|LOC109776342
OG0006100	Triticum_urartu|LOC125549347	Aegilops_tauschii|LOC109737152
OG0006101	Triticum_urartu|LOC125542810	Aegilops_tauschii|LOC109769378
OG0006102	Triticum_urartu|LOC125527857	Aegilops_tauschii|LOC109747197
OG0006103	Triticum_urartu|LOC125531931, Triticum_urartu|LOC125549427	Aegilops_tauschii|LOC109763631
OG0006104	Triticum_urartu|LOC125542555, Triticum_urartu|LOC125542557	Aegilops_tauschii|LOC109777226
OG0006105	Triticum_urartu|LOC125546256	Aegilops_tauschii|LOC109764724
OG0006108	Triticum_urartu|LOC125542552, Triticum_urartu|LOC125542686	Aegilops_tauschii|LOC109776763
OG0006109	Triticum_urartu|LOC125545771, Triticum_urartu|LOC125528344	Aegilops_tauschii|LOC109738130
OG0006110	Triticum_urartu|LOC125545781	Aegilops_tauschii|LOC109759621
OG0006113	Triticum_urartu|LOC125548799, Triticum_urartu|LOC125528819	Aegilops_tauschii|LOC109786238
OG0006115	Triticum_urartu|LOC125549402, Triticum_urartu|LOC125526918	Aegilops_tauschii|LOC109787004
OG0006117	Triticum_urartu|LOC125544014	Aegilops_tauschii|LOC109770602
OG0006117	Triticum_urartu|LOC125544015	Aegilops_tauschii|LOC109770602
OG0006118	Triticum_urartu|LOC125543890, Triticum_urartu|LOC125508931	Aegilops_tauschii|LOC109757375
OG0006120	Triticum_urartu|LOC125544485, Triticum_urartu|LOC125545248	Aegilops_tauschii|LOC109783467
OG0006121	Triticum_urartu|LOC125550262	Aegilops_tauschii|LOC109750824
OG0006123	Triticum_urartu|LOC125536752, Triticum_urartu|LOC125544576	Aegilops_tauschii|LOC109758577
OG0006124	Triticum_urartu|LOC125548257, Triticum_urartu|LOC125548309	Aegilops_tauschii|LOC109769914
OG0006126	Triticum_urartu|LOC125545148, Triticum_urartu|LOC125531811	Aegilops_tauschii|LOC109743862
OG0006127	Triticum_urartu|LOC125546401	Aegilops_tauschii|LOC109771275
OG0006127	Triticum_urartu|LOC125546402	Aegilops_tauschii|LOC109771275
OG0006128	Triticum_urartu|LOC125542628, Triticum_urartu|LOC125531494	Aegilops_tauschii|LOC109769227
OG0006129	Triticum_urartu|LOC125541458, Triticum_urartu|LOC125548269	Aegilops_tauschii|LOC109757097
OG0006130	Triticum_urartu|LOC125530831	Aegilops_tauschii|LOC109744508
OG0006131	Triticum_urartu|LOC125542977, Triticum_urartu|LOC125528609	Aegilops_tauschii|LOC109739201
OG0006132	Triticum_urartu|LOC125544517	Aegilops_tauschii|LOC109743456
OG0006133	Triticum_urartu|LOC125543416	Aegilops_tauschii|LOC109773584
OG0006134	Triticum_urartu|LOC125543803	Aegilops_tauschii|LOC109773823
OG0006136	Triticum_urartu|LOC125547855, Triticum_urartu|LOC125547857	Aegilops_tauschii|LOC109786051
OG0006137	Triticum_urartu|LOC125544028, Triticum_urartu|LOC125544979	Aegilops_tauschii|LOC109764161
OG0006145	Triticum_urartu|LOC125529691	Aegilops_tauschii|LOC109747632
OG0006146	Triticum_urartu|LOC125543211, Triticum_urartu|LOC125543215	Aegilops_tauschii|LOC109768984
OG0006148	Triticum_urartu|LOC125544333, Triticum_urartu|LOC125544335	Aegilops_tauschii|LOC109757980
OG0006151	Triticum_urartu|LOC125547830, Triticum_urartu|LOC125526945	Aegilops_tauschii|LOC109786608
OG0006152	Triticum_urartu|LOC125548657	Aegilops_tauschii|LOC109753735, Aegilops_tauschii|LOC109785111
OG0006155	Triticum_urartu|LOC125544319, Triticum_urartu|LOC125531346	Aegilops_tauschii|LOC109782610
OG0006156	Triticum_urartu|LOC125530460	Aegilops_tauschii|LOC109748314
OG0006160	Triticum_urartu|LOC125547233	Aegilops_tauschii|LOC109785349
OG0006163	Triticum_urartu|LOC125547686, Triticum_urartu|LOC125546505	Aegilops_tauschii|LOC109756868
OG0006164	Triticum_urartu|LOC125527676, Triticum_urartu|LOC125527677	Aegilops_tauschii|LOC109776831
OG0006165	Triticum_urartu|LOC125546338, Triticum_urartu|LOC125549540	Aegilops_tauschii|LOC109784617
OG0006172	Triticum_urartu|LOC125543067	Aegilops_tauschii|LOC109786510
OG0006173	Triticum_urartu|LOC125543136, Triticum_urartu|LOC125543145	Aegilops_tauschii|LOC109769345
OG0006175	Triticum_urartu|LOC125543618	Aegilops_tauschii|LOC109778381
OG0006176	Triticum_urartu|LOC125542445, Triticum_urartu|LOC125515255	Aegilops_tauschii|LOC109761046
OG0006177	Triticum_urartu|LOC125528188	Aegilops_tauschii|LOC109738241
OG0006178	Triticum_urartu|LOC125543424, Triticum_urartu|LOC125529800	Aegilops_tauschii|LOC109738672
OG0006180	Triticum_urartu|LOC125547254	Aegilops_tauschii|LOC109735322
OG0006181	Triticum_urartu|LOC125543347	Aegilops_tauschii|LOC109757170
OG0006182	Triticum_urartu|LOC125548070, Triticum_urartu|LOC125548597	Aegilops_tauschii|LOC109747198
OG0006183	Triticum_urartu|LOC125537815, Triticum_urartu|LOC125544350	Aegilops_tauschii|LOC109745859
OG0006185	Triticum_urartu|LOC125548303	Aegilops_tauschii|LOC109761367
OG0006186	Triticum_urartu|LOC125541654, Triticum_urartu|LOC125547924, Triticum_urartu|LOC125547926	Aegilops_tauschii|LOC109777448
OG0006188	Triticum_urartu|LOC125545372	Aegilops_tauschii|LOC109750376
OG0006189	Triticum_urartu|LOC125544588, Triticum_urartu|LOC125544593	Aegilops_tauschii|LOC109734001
OG0006191	Triticum_urartu|LOC125542395, Triticum_urartu|LOC125529821	Aegilops_tauschii|LOC109738618
OG0006193	Triticum_urartu|LOC125543277	Aegilops_tauschii|LOC109776801
OG0006194	Triticum_urartu|LOC125546316, Triticum_urartu|LOC125546323	Aegilops_tauschii|LOC109750818
OG0006195	Triticum_urartu|LOC125545595, Triticum_urartu|LOC125545597	Aegilops_tauschii|LOC109741353
OG0006196	Triticum_urartu|LOC125544168, Triticum_urartu|LOC125530784	Aegilops_tauschii|LOC109766523
OG0006198	Triticum_urartu|LOC125530210	Aegilops_tauschii|LOC109743883
OG0006199	Triticum_urartu|LOC125547062, Triticum_urartu|LOC125526730	Aegilops_tauschii|LOC109771575
OG0006200	Triticum_urartu|LOC125539478, Triticum_urartu|LOC125544672	Aegilops_tauschii|LOC109764690
OG0006201	Triticum_urartu|LOC125543098, Triticum_urartu|LOC125544718	Aegilops_tauschii|LOC109748383
OG0006202	Triticum_urartu|LOC125548766	Aegilops_tauschii|LOC109742665
OG0006203	Triticum_urartu|LOC125546935, Triticum_urartu|LOC125530369	Aegilops_tauschii|LOC109753613
OG0006205	Triticum_urartu|LOC125549033	Aegilops_tauschii|LOC109755194
OG0006205	Triticum_urartu|LOC125549087	Aegilops_tauschii|LOC109755194
OG0006206	Triticum_urartu|LOC125548860	Aegilops_tauschii|LOC109750405
OG0006207	Triticum_urartu|LOC125549422	Aegilops_tauschii|LOC109784704
OG0006207	Triticum_urartu|LOC125536757	Aegilops_tauschii|LOC109773162
OG0006208	Triticum_urartu|LOC125542885, Triticum_urartu|LOC125527163	Aegilops_tauschii|LOC109756805
OG0006209	Triticum_urartu|LOC125543248, Triticum_urartu|LOC125543251	Aegilops_tauschii|LOC109773084
OG0006212	Triticum_urartu|LOC125544080, Triticum_urartu|LOC125544081	Aegilops_tauschii|LOC109744562
OG0006214	Triticum_urartu|LOC125544937, Triticum_urartu|LOC125530770	Aegilops_tauschii|LOC109768823
OG0006216	Triticum_urartu|LOC125547907, Triticum_urartu|LOC125547961	Aegilops_tauschii|LOC109777363, Aegilops_tauschii|LOC109784891
OG0006218	Triticum_urartu|LOC125544492, Triticum_urartu|LOC125544500	Aegilops_tauschii|LOC109764825
OG0006219	Triticum_urartu|LOC125548171, Triticum_urartu|LOC125548178	Aegilops_tauschii|LOC109773016
OG0006222	Triticum_urartu|LOC125543916, Triticum_urartu|LOC125526661	Aegilops_tauschii|LOC109770027
OG0006223	Triticum_urartu|LOC125543205, Triticum_urartu|LOC125543206, Triticum_urartu|LOC125527046	Aegilops_tauschii|LOC109749623
OG0006225	Triticum_urartu|LOC125545937	Aegilops_tauschii|LOC109770651, Aegilops_tauschii|LOC120977003
OG0006226	Triticum_urartu|LOC125546647, Triticum_urartu|LOC125546648	Aegilops_tauschii|LOC109739591
OG0006227	Triticum_urartu|LOC125541263, Triticum_urartu|LOC125544948	Aegilops_tauschii|LOC109736822
OG0006229	Triticum_urartu|LOC125543223, Triticum_urartu|LOC125525467	Aegilops_tauschii|LOC109739638
OG0006231	Triticum_urartu|LOC125542733	Aegilops_tauschii|LOC109777892
OG0006232	Triticum_urartu|LOC125544483, Triticum_urartu|LOC125544516, Triticum_urartu|LOC125531307	Aegilops_tauschii|LOC120976763
OG0006235	Triticum_urartu|LOC125542990, Triticum_urartu|LOC125542992	Aegilops_tauschii|LOC109777042
OG0006237	Triticum_urartu|LOC125537636, Triticum_urartu|LOC125543318	Aegilops_tauschii|LOC109739305
OG0006238	Triticum_urartu|LOC125545527, Triticum_urartu|LOC125545932	Aegilops_tauschii|LOC109741862
OG0006239	Triticum_urartu|LOC125543742, Triticum_urartu|LOC125543744	Aegilops_tauschii|LOC109772335
OG0006242	Triticum_urartu|LOC125544486, Triticum_urartu|LOC125545249	Aegilops_tauschii|LOC109783468
OG0006245	Triticum_urartu|LOC125543149, Triticum_urartu|LOC125543150, Triticum_urartu|LOC125548111	Aegilops_tauschii|LOC109738555
OG0006246	Triticum_urartu|LOC125544878	Aegilops_tauschii|LOC109753740, Aegilops_tauschii|LOC109785121
OG0006247	Triticum_urartu|LOC125543434	Aegilops_tauschii|LOC109773065
OG0006248	Triticum_urartu|LOC125544859, Triticum_urartu|LOC125544879	Aegilops_tauschii|LOC109780679
OG0006249	Triticum_urartu|LOC125545331, Triticum_urartu|LOC125543772	Aegilops_tauschii|LOC109769504
OG0006250	Triticum_urartu|LOC125542979, Triticum_urartu|LOC125542980	Aegilops_tauschii|LOC109739202
OG0006251	Triticum_urartu|LOC125543436	Aegilops_tauschii|LOC109776213
OG0006252	Triticum_urartu|LOC125543429	Aegilops_tauschii|LOC109768928
OG0006258	Triticum_urartu|LOC125542254, Triticum_urartu|LOC125542256	Aegilops_tauschii|LOC109750402
OG0006259	Triticum_urartu|LOC125546425	Aegilops_tauschii|LOC109771545
OG0006260	Triticum_urartu|LOC125544729, Triticum_urartu|LOC125544734	Aegilops_tauschii|LOC109742415
OG0006262	Triticum_urartu|LOC125530213	Aegilops_tauschii|LOC109762084
OG0006266	Triticum_urartu|LOC125542346, Triticum_urartu|LOC125542348	Aegilops_tauschii|LOC109776411
OG0006271	Triticum_urartu|LOC125547610, Triticum_urartu|LOC125547614	Aegilops_tauschii|LOC109738397
OG0006272	Triticum_urartu|LOC125544322, Triticum_urartu|LOC125544324, Triticum_urartu|LOC125544413	Aegilops_tauschii|LOC109774209
OG0006274	Triticum_urartu|LOC125544151, Triticum_urartu|LOC125544153	Aegilops_tauschii|LOC109758667
OG0006275	Triticum_urartu|LOC125544877	Aegilops_tauschii|LOC109768126
OG0006277	Triticum_urartu|LOC125546167	Aegilops_tauschii|LOC109751784
OG0006280	Triticum_urartu|LOC125548973	Aegilops_tauschii|LOC109758322
OG0006284	Triticum_urartu|LOC125548256	Aegilops_tauschii|LOC109769513
OG0006286	Triticum_urartu|LOC125527728, Triticum_urartu|LOC125546871	Aegilops_tauschii|LOC109785225
OG0006287	Triticum_urartu|LOC125543493	Aegilops_tauschii|LOC120976577
OG0006289	Triticum_urartu|LOC125545962, Triticum_urartu|LOC125545964	Aegilops_tauschii|LOC109764096
OG0006290	Triticum_urartu|LOC125548414	Aegilops_tauschii|LOC109762693
OG0006291	Triticum_urartu|LOC125545445, Triticum_urartu|LOC125545447, Triticum_urartu|LOC125545449	Aegilops_tauschii|LOC109776262
OG0006292	Triticum_urartu|LOC125548542	Aegilops_tauschii|LOC109762770
OG0006295	Triticum_urartu|LOC125546156, Triticum_urartu|LOC125546158	Aegilops_tauschii|LOC109783882
OG0006296	Triticum_urartu|LOC125521253	Aegilops_tauschii|LOC109772649
OG0006297	Triticum_urartu|LOC125545115, Triticum_urartu|LOC125545158, Triticum_urartu|LOC125509088	Aegilops_tauschii|LOC109766754
OG0006298	Triticum_urartu|LOC125545978	Aegilops_tauschii|LOC109762476
OG0006299	Triticum_urartu|LOC125523577	Aegilops_tauschii|LOC109760088
OG0006300	Triticum_urartu|LOC125543999	Aegilops_tauschii|LOC109769734
OG0006301	Triticum_urartu|LOC125542893	Aegilops_tauschii|LOC109747634
OG0006303	Triticum_urartu|LOC125544147	Aegilops_tauschii|LOC109735695
OG0006304	Triticum_urartu|LOC125545119	Aegilops_tauschii|LOC109787015
OG0006305	Triticum_urartu|LOC125543840	Aegilops_tauschii|LOC109748309, Aegilops_tauschii|LOC109771162
OG0006306	Triticum_urartu|LOC125542238	Aegilops_tauschii|LOC109756934
OG0006307	Triticum_urartu|LOC125516493, Triticum_urartu|LOC125516494	Aegilops_tauschii|LOC120966132
OG0006309	Triticum_urartu|LOC125544399	Aegilops_tauschii|LOC109783847
OG0006310	Triticum_urartu|LOC125543349	Aegilops_tauschii|LOC109749784
OG0006310	Triticum_urartu|LOC125543350	Aegilops_tauschii|LOC109749784
OG0006312	Triticum_urartu|LOC125553693	Aegilops_tauschii|LOC109762981
OG0006313	Triticum_urartu|LOC125552221, Triticum_urartu|LOC125552344	Aegilops_tauschii|LOC109751106
OG0006314	Triticum_urartu|LOC125552130	Aegilops_tauschii|LOC109745276
OG0006314	Triticum_urartu|LOC125529915	Aegilops_tauschii|LOC109745276
OG0006315	Triticum_urartu|LOC125551084	Aegilops_tauschii|LOC109775314
OG0006317	Triticum_urartu|LOC125551160	Aegilops_tauschii|LOC109757775
OG0006319	Triticum_urartu|LOC125552928	Aegilops_tauschii|LOC109734547
OG0006320	Triticum_urartu|LOC125554077	Aegilops_tauschii|LOC109757615
OG0006322	Triticum_urartu|LOC125551546, Triticum_urartu|LOC125529599	Aegilops_tauschii|LOC109778286
OG0006324	Triticum_urartu|LOC125550213	Aegilops_tauschii|LOC109767248
OG0006325	Triticum_urartu|LOC125551710	Aegilops_tauschii|LOC109761461
OG0006327	Triticum_urartu|LOC125552755, Triticum_urartu|LOC125552902	Aegilops_tauschii|LOC109733399
OG0006328	Triticum_urartu|LOC125552075, Triticum_urartu|LOC125528276	Aegilops_tauschii|LOC109733437
OG0006329	Triticum_urartu|LOC125551185	Aegilops_tauschii|LOC109731463
OG0006330	Triticum_urartu|LOC125551653, Triticum_urartu|LOC125551672	Aegilops_tauschii|LOC109760796
OG0006333	Triticum_urartu|LOC125551973, Triticum_urartu|LOC125551977	Aegilops_tauschii|LOC109783738
OG0006334	Triticum_urartu|LOC125550730	Aegilops_tauschii|LOC109780963
OG0006334	Triticum_urartu|LOC125550742	Aegilops_tauschii|LOC109780963
OG0006336	Triticum_urartu|LOC125553661	Aegilops_tauschii|LOC109736046
OG0006337	Triticum_urartu|LOC125550536, Triticum_urartu|LOC125522401	Aegilops_tauschii|LOC109748438
OG0006339	Triticum_urartu|LOC125551895	Aegilops_tauschii|LOC109758410
OG0006340	Triticum_urartu|LOC125551240, Triticum_urartu|LOC125551242	Aegilops_tauschii|LOC109778630
OG0006341	Triticum_urartu|LOC125552352	Aegilops_tauschii|LOC109782367
OG0006342	Triticum_urartu|LOC125550380	Aegilops_tauschii|LOC109780750
OG0006343	Triticum_urartu|LOC125511436, Triticum_urartu|LOC125527572	Aegilops_tauschii|LOC109735072
OG0006344	Triticum_urartu|LOC125553581, Triticum_urartu|LOC125553611	Aegilops_tauschii|LOC109743090
OG0006345	Triticum_urartu|LOC125543376	Aegilops_tauschii|LOC109764994
OG0006346	Triticum_urartu|LOC125511476	Aegilops_tauschii|LOC109748233
OG0006347	Triticum_urartu|LOC125530987	Aegilops_tauschii|LOC109741741
OG0006348	Triticum_urartu|LOC125552250	Aegilops_tauschii|LOC109761682
OG0006349	Triticum_urartu|LOC125511640	Aegilops_tauschii|LOC109782397
OG0006350	Triticum_urartu|LOC125553555, Triticum_urartu|LOC125553603	Aegilops_tauschii|LOC109744674
OG0006353	Triticum_urartu|LOC125551101	Aegilops_tauschii|LOC109757832
OG0006354	Triticum_urartu|LOC125552021, Triticum_urartu|LOC125552025	Aegilops_tauschii|LOC109757945
OG0006356	Triticum_urartu|LOC125511288, Triticum_urartu|LOC125511289	Aegilops_tauschii|LOC109772160
OG0006357	Triticum_urartu|LOC125550806	Aegilops_tauschii|LOC109733446
OG0006357	Triticum_urartu|LOC125550807	Aegilops_tauschii|LOC109733446
OG0006358	Triticum_urartu|LOC125509982, Triticum_urartu|LOC125511406	Aegilops_tauschii|LOC109768165
OG0006360	Triticum_urartu|LOC125511567	Aegilops_tauschii|LOC109745899
OG0006360	Triticum_urartu|LOC125525463	Aegilops_tauschii|LOC109782793
OG0006361	Triticum_urartu|LOC125529431	Aegilops_tauschii|LOC109762217, Aegilops_tauschii|LOC109762221
OG0006362	Triticum_urartu|LOC125550982, Triticum_urartu|LOC125551065	Aegilops_tauschii|LOC109762992
OG0006365	Triticum_urartu|LOC125553551	Aegilops_tauschii|LOC109737840
OG0006367	Triticum_urartu|LOC125552538	Aegilops_tauschii|LOC109772155
OG0006368	Triticum_urartu|LOC125552876, Triticum_urartu|LOC125552906	Aegilops_tauschii|LOC109765899
OG0006369	Triticum_urartu|LOC125550708	Aegilops_tauschii|LOC109762006
OG0006370	Triticum_urartu|LOC125552578, Triticum_urartu|LOC125526952	Aegilops_tauschii|LOC109731547
OG0006373	Triticum_urartu|LOC125550560, Triticum_urartu|LOC125550561	Aegilops_tauschii|LOC109761570
OG0006374	Triticum_urartu|LOC125529460	Aegilops_tauschii|LOC109781188
OG0006375	Triticum_urartu|LOC125552637	Aegilops_tauschii|LOC109758133
OG0006376	Triticum_urartu|LOC125552583	Aegilops_tauschii|LOC109762288
OG0006378	Triticum_urartu|LOC125552080, Triticum_urartu|LOC125552081	Aegilops_tauschii|LOC109778715
OG0006379	Triticum_urartu|LOC125554628	Aegilops_tauschii|LOC109733422
OG0006380	Triticum_urartu|LOC125553910	Aegilops_tauschii|LOC109750410
OG0006383	Triticum_urartu|LOC125552374	Aegilops_tauschii|LOC109740236
OG0006385	Triticum_urartu|LOC125527542	Aegilops_tauschii|LOC109779410
OG0006386	Triticum_urartu|LOC125551750, Triticum_urartu|LOC125551753	Aegilops_tauschii|LOC109738297
OG0006388	Triticum_urartu|LOC125553977	Aegilops_tauschii|LOC109763596
OG0006388	Triticum_urartu|LOC125553978	Aegilops_tauschii|LOC109763596
OG0006390	Triticum_urartu|LOC125552748	Aegilops_tauschii|LOC109764799, Aegilops_tauschii|LOC120963090
OG0006391	Triticum_urartu|LOC125515722, Triticum_urartu|LOC125528493	Aegilops_tauschii|LOC109747915
OG0006392	Triticum_urartu|LOC125552211, Triticum_urartu|LOC125527133	Aegilops_tauschii|LOC109775150
OG0006394	Triticum_urartu|LOC125554882	Aegilops_tauschii|LOC109753446
OG0006395	Triticum_urartu|LOC125552114, Triticum_urartu|LOC125552122	Aegilops_tauschii|LOC109785264
OG0006397	Triticum_urartu|LOC125527073, Triticum_urartu|LOC125552626	Aegilops_tauschii|LOC109762274
OG0006399	Triticum_urartu|LOC125552427, Triticum_urartu|LOC125552501	Aegilops_tauschii|LOC109765526
OG0006401	Triticum_urartu|LOC125550207	Aegilops_tauschii|LOC109759365
OG0006403	Triticum_urartu|LOC125552244	Aegilops_tauschii|LOC109766558
OG0006404	Triticum_urartu|LOC125553523, Triticum_urartu|LOC125553524	Aegilops_tauschii|LOC109738606
OG0006406	Triticum_urartu|LOC125506423, Triticum_urartu|LOC125506455	Aegilops_tauschii|LOC109772789
OG0006407	Triticum_urartu|LOC125552212, Triticum_urartu|LOC125527131	Aegilops_tauschii|LOC109775149
OG0006408	Triticum_urartu|LOC125511441	Aegilops_tauschii|LOC109735078
OG0006409	Triticum_urartu|LOC125551131	Aegilops_tauschii|LOC109757837
OG0006410	Triticum_urartu|LOC125552157	Aegilops_tauschii|LOC109770867
OG0006411	Triticum_urartu|LOC125552628, Triticum_urartu|LOC125527076	Aegilops_tauschii|LOC109762291
OG0006412	Triticum_urartu|LOC125552325	Aegilops_tauschii|LOC109739531
OG0006413	Triticum_urartu|LOC125550401, Triticum_urartu|LOC125550403	Aegilops_tauschii|LOC109778829
OG0006414	Triticum_urartu|LOC125551584, Triticum_urartu|LOC125551716	Aegilops_tauschii|LOC109740657
OG0006416	Triticum_urartu|LOC125550339	Aegilops_tauschii|LOC109764543
OG0006417	Triticum_urartu|LOC125506520, Triticum_urartu|LOC125506521	Aegilops_tauschii|LOC109734997
OG0006418	Triticum_urartu|LOC125552104, Triticum_urartu|LOC125552109	Aegilops_tauschii|LOC109731411
OG0006419	Triticum_urartu|LOC125551399, Triticum_urartu|LOC125551401	Aegilops_tauschii|LOC109757271
OG0006420	Triticum_urartu|LOC125553546, Triticum_urartu|LOC125526758	Aegilops_tauschii|LOC109757533
OG0006422	Triticum_urartu|LOC125529736	Aegilops_tauschii|LOC109734408
OG0006424	Triticum_urartu|LOC125506453	Aegilops_tauschii|LOC109779392
OG0006425	Triticum_urartu|LOC125550628, Triticum_urartu|LOC125550635	Aegilops_tauschii|LOC109757919
OG0006426	Triticum_urartu|LOC125552066, Triticum_urartu|LOC125552070	Aegilops_tauschii|LOC109733434
OG0006427	Triticum_urartu|LOC125550590, Triticum_urartu|LOC125550594, Triticum_urartu|LOC125550599	Aegilops_tauschii|LOC109744331
OG0006431	Triticum_urartu|LOC125509299	Aegilops_tauschii|LOC109772045
OG0006433	Triticum_urartu|LOC125550703	Aegilops_tauschii|LOC109758554
OG0006434	Triticum_urartu|LOC125552020	Aegilops_tauschii|LOC109757931
OG0006434	Triticum_urartu|LOC125552024	Aegilops_tauschii|LOC109757931
OG0006435	Triticum_urartu|LOC125551085	Aegilops_tauschii|LOC109775315
OG0006439	Triticum_urartu|LOC125553359	Aegilops_tauschii|LOC109774347, Aegilops_tauschii|LOC109774348, Aegilops_tauschii|LOC109754075
OG0006440	Triticum_urartu|LOC125552288, Triticum_urartu|LOC125552291	Aegilops_tauschii|LOC109759816
OG0006443	Triticum_urartu|LOC125511459	Aegilops_tauschii|LOC109742282
OG0006445	Triticum_urartu|LOC125551769, Triticum_urartu|LOC125551770	Aegilops_tauschii|LOC109732762
OG0006446	Triticum_urartu|LOC125551927	Aegilops_tauschii|LOC109785084
OG0006447	Triticum_urartu|LOC125552329, Triticum_urartu|LOC125552331	Aegilops_tauschii|LOC109747668
OG0006448	Triticum_urartu|LOC125550800	Aegilops_tauschii|LOC109767112
OG0006449	Triticum_urartu|LOC125553660	Aegilops_tauschii|LOC109773635
OG0006450	Triticum_urartu|LOC125554035, Triticum_urartu|LOC125554041	Aegilops_tauschii|LOC109774015
OG0006451	Triticum_urartu|LOC125511472, Triticum_urartu|LOC125511493	Aegilops_tauschii|LOC109772775
OG0006452	Triticum_urartu|LOC125511425, Triticum_urartu|LOC125511426	Aegilops_tauschii|LOC109736591
OG0006453	Triticum_urartu|LOC125511278, Triticum_urartu|LOC125511282	Aegilops_tauschii|LOC109762897
OG0006455	Triticum_urartu|LOC125506413	Aegilops_tauschii|LOC109748232
OG0006456	Triticum_urartu|LOC125551045	Aegilops_tauschii|LOC109779745
OG0006457	Triticum_urartu|LOC125553557, Triticum_urartu|LOC125553559, Triticum_urartu|LOC125530057	Aegilops_tauschii|LOC109762040
OG0006458	Triticum_urartu|LOC125528533	Aegilops_tauschii|LOC109750375
OG0006459	Triticum_urartu|LOC125552627, Triticum_urartu|LOC125527072	Aegilops_tauschii|LOC109762292
OG0006460	Triticum_urartu|LOC125552832	Aegilops_tauschii|LOC109753451, Aegilops_tauschii|LOC109772812
OG0006462	Triticum_urartu|LOC125551062	Aegilops_tauschii|LOC109768331
OG0006464	Triticum_urartu|LOC125554785	Aegilops_tauschii|LOC109761237, Aegilops_tauschii|LOC109778188
OG0006466	Triticum_urartu|LOC125552426, Triticum_urartu|LOC125552500	Aegilops_tauschii|LOC109765524
OG0006467	Triticum_urartu|LOC125550544	Aegilops_tauschii|LOC109742402
OG0006468	Triticum_urartu|LOC125554243, Triticum_urartu|LOC125554247	Aegilops_tauschii|LOC109766989
OG0006469	Triticum_urartu|LOC125511635	Aegilops_tauschii|LOC109742969
OG0006470	Triticum_urartu|LOC125550627, Triticum_urartu|LOC125550634	Aegilops_tauschii|LOC109757911
OG0006471	Triticum_urartu|LOC125551013	Aegilops_tauschii|LOC109746713
OG0006472	Triticum_urartu|LOC125527678	Aegilops_tauschii|LOC109738601
OG0006473	Triticum_urartu|LOC125551090	Aegilops_tauschii|LOC109752115
OG0006474	Triticum_urartu|LOC125551305	Aegilops_tauschii|LOC109756437
OG0006475	Triticum_urartu|LOC125551154	Aegilops_tauschii|LOC109779119
OG0006477	Triticum_urartu|LOC125552073, Triticum_urartu|LOC125552077	Aegilops_tauschii|LOC109763317
OG0006478	Triticum_urartu|LOC125550788, Triticum_urartu|LOC125550790	Aegilops_tauschii|LOC109747804
OG0006480	Triticum_urartu|LOC125550481	Aegilops_tauschii|LOC109737680
OG0006481	Triticum_urartu|LOC125550998	Aegilops_tauschii|LOC109773621
OG0006482	Triticum_urartu|LOC125552049, Triticum_urartu|LOC125552055	Aegilops_tauschii|LOC109762036
OG0006484	Triticum_urartu|LOC125551586, Triticum_urartu|LOC125551745	Aegilops_tauschii|LOC109774724
OG0006485	Triticum_urartu|LOC125551227, Triticum_urartu|LOC125529021	Aegilops_tauschii|LOC109762409
OG0006486	Triticum_urartu|LOC125551294, Triticum_urartu|LOC125552246	Aegilops_tauschii|LOC109785757
OG0006489	Triticum_urartu|LOC125553372, Triticum_urartu|LOC125553375	Aegilops_tauschii|LOC109766764
OG0006490	Triticum_urartu|LOC125550620, Triticum_urartu|LOC125550624	Aegilops_tauschii|LOC109785598
OG0006491	Triticum_urartu|LOC125552356, Triticum_urartu|LOC125552825	Aegilops_tauschii|LOC109772809
OG0006492	Triticum_urartu|LOC125550892	Aegilops_tauschii|LOC109748657
