Orthogroup	Triticum_urartu	Triticum_aestivum
OG0008167	Triticum_urartu|LOC125554253	Triticum_aestivum|TraesCS1A03G0360600
OG0008168	Triticum_urartu|LOC125516026	Triticum_aestivum|TraesCS1D03G0586500, Triticum_aestivum|TraesCS1A03G0625600
OG0008169	Triticum_urartu|LOC125514237	Triticum_aestivum|TraesCS1D03G0561200, Triticum_aestivum|TraesCS1B03G0685800, Triticum_aestivum|TraesCS1A03G0590000
OG0008170	Triticum_urartu|LOC125533110	Triticum_aestivum|TraesCS1A03G0500000
OG0008171	Triticum_urartu|LOC125548972	Triticum_aestivum|TraesCS1A03G0263600
OG0008173	Triticum_urartu|LOC125529022	Triticum_aestivum|TraesCS1A03G0407000
OG0008174	Triticum_urartu|LOC125511965	Triticum_aestivum|TraesCS1B03G0616300, Triticum_aestivum|TraesCS1A03G0527200, Triticum_aestivum|TraesCS1D03G0508500
OG0008175	Triticum_urartu|LOC125528530	Triticum_aestivum|TraesCS1B03G1114500, Triticum_aestivum|TraesCS1A03G0941000, Triticum_aestivum|TraesCS1D03G0916300
OG0008176	Triticum_urartu|LOC125525475	Triticum_aestivum|TraesCS1A03G0851300
OG0008177	Triticum_urartu|LOC125512135	Triticum_aestivum|TraesCS1A03G0530600
OG0008178	Triticum_urartu|LOC125516758, Triticum_urartu|LOC125516814	Triticum_aestivum|TraesCS1D03G0596300
OG0008179	Triticum_urartu|LOC125549920	Triticum_aestivum|TraesCS1A03G0229600
OG0008179	Triticum_urartu|LOC125549936	Triticum_aestivum|TraesCS1A03G0229600
OG0008180	Triticum_urartu|LOC125544371	Triticum_aestivum|TraesCS1A03G0096700
OG0008181	Triticum_urartu|LOC125524624	Triticum_aestivum|TraesCS1D03G0793500, Triticum_aestivum|TraesCS1B03G0948900, Triticum_aestivum|TraesCS1A03G0824700
OG0008182	Triticum_urartu|LOC125527765	Triticum_aestivum|TraesCS1A03G0908700
OG0008183	Triticum_urartu|LOC125520381	Triticum_aestivum|TraesCS1A03G0709700
OG0008184	Triticum_urartu|LOC125517862	Triticum_aestivum|TraesCS1A03G0657900
OG0008185	Triticum_urartu|LOC125517483, Triticum_urartu|LOC125527029	Triticum_aestivum|TraesCS1B03G0734900, Triticum_aestivum|TraesCS1D03G0606900, Triticum_aestivum|TraesCS1A03G0648900
OG0008186	Triticum_urartu|LOC125507764	Triticum_aestivum|TraesCS1A03G0413200
OG0008187	Triticum_urartu|LOC125544884	Triticum_aestivum|TraesCS1D03G0115300, Triticum_aestivum|TraesCS1B03G0165400, Triticum_aestivum|TraesCS1A03G0121700
OG0008188	Triticum_urartu|LOC125536092	Triticum_aestivum|TraesCS1A03G0731900, Triticum_aestivum|TraesCS1D03G0696800
OG0008189	Triticum_urartu|LOC125548984	Triticum_aestivum|TraesCS1D03G0210300, Triticum_aestivum|TraesCS1B03G0290900, Triticum_aestivum|TraesCS1A03G0263400
OG0008190	Triticum_urartu|LOC125529384	Triticum_aestivum|TraesCS1A03G0626000, Triticum_aestivum|TraesCS1D03G0587100, Triticum_aestivum|TraesCS1B03G0714900
OG0008191	Triticum_urartu|LOC125529448	Triticum_aestivum|TraesCS1A03G0988300
OG0008192	Triticum_urartu|LOC125515616	Triticum_aestivum|TraesCS1D03G0580500, Triticum_aestivum|TraesCS1B03G0706100, Triticum_aestivum|TraesCS1A03G0608100
OG0008193	Triticum_urartu|LOC125528901	Triticum_aestivum|TraesCS1A03G0964300
OG0008194	Triticum_urartu|LOC125551219	Triticum_aestivum|TraesCS1A03G0311800
OG0008195	Triticum_urartu|LOC125520058	Triticum_aestivum|TraesCS1D03G0663800, Triticum_aestivum|TraesCS1B03G0795600, Triticum_aestivum|TraesCS1A03G0698900
OG0008196	Triticum_urartu|LOC125514210	Triticum_aestivum|TraesCS1A03G0589500
OG0008197	Triticum_urartu|LOC125516219	Triticum_aestivum|TraesCS1A03G0628300
OG0008198	Triticum_urartu|LOC125550674	Triticum_aestivum|TraesCS1A03G0233600, Triticum_aestivum|TraesCS1D03G0251000
OG0008199	Triticum_urartu|LOC125545202, Triticum_urartu|LOC125545226	Triticum_aestivum|TraesCS1D03G0122200
OG0008200	Triticum_urartu|LOC125554174	Triticum_aestivum|TraesCS1D03G0296200, Triticum_aestivum|TraesCS1B03G0424200, Triticum_aestivum|TraesCS1A03G0341100
OG0008201	Triticum_urartu|LOC125507913	Triticum_aestivum|TraesCS1B03G0522300, Triticum_aestivum|TraesCS1D03G0406800, Triticum_aestivum|TraesCS1A03G0432500
OG0008202	Triticum_urartu|LOC125529985	Triticum_aestivum|TraesCS1A03G1003700
OG0008203	Triticum_urartu|LOC125507519	Triticum_aestivum|TraesCS1D03G0404900, Triticum_aestivum|TraesCS1A03G0428800
OG0008204	Triticum_urartu|LOC125530687	Triticum_aestivum|TraesCS1A03G1018800
OG0008205	Triticum_urartu|LOC125532957	Triticum_aestivum|TraesCS1A03G0483400
OG0008206	Triticum_urartu|LOC125527978	Triticum_aestivum|TraesCS1A03G0031600
OG0008207	Triticum_urartu|LOC125531582	Triticum_aestivum|TraesCS1A03G1038500
OG0008208	Triticum_urartu|LOC125522456	Triticum_aestivum|TraesCS1A03G0753400
OG0008209	Triticum_urartu|LOC125507380	Triticum_aestivum|TraesCS1A03G0425900
OG0008210	Triticum_urartu|LOC125529004	Triticum_aestivum|TraesCS1A03G0966800
OG0008211	Triticum_urartu|LOC125533370	Triticum_aestivum|TraesCS1A03G0520200
OG0008212	Triticum_urartu|LOC125528419	Triticum_aestivum|TraesCS2D03G0427800, Triticum_aestivum|TraesCS2B03G0540300, Triticum_aestivum|TraesCS2A03G0409400
OG0008213	Triticum_urartu|LOC125539072	Triticum_aestivum|TraesCS2A03G0908200
OG0008214	Triticum_urartu|LOC125535855	Triticum_aestivum|TraesCS2B03G0363800, Triticum_aestivum|TraesCS2A03G0262400
OG0008215	Triticum_urartu|LOC125528449	Triticum_aestivum|TraesCS2A03G0354300
OG0008216	Triticum_urartu|LOC125534024	Triticum_aestivum|TraesCS2B03G1192900, Triticum_aestivum|TraesCS2B03G1192800
OG0008216	Triticum_urartu|LOC125534031	Triticum_aestivum|TraesCS2B03G1192900, Triticum_aestivum|TraesCS2B03G1192800
OG0008216	Triticum_urartu|LOC125530977	Triticum_aestivum|TraesCS2B03G1192900, Triticum_aestivum|TraesCS2B03G1192800
OG0008217	Triticum_urartu|LOC125536643	Triticum_aestivum|TraesCS2A03G0438000, Triticum_aestivum|TraesCS2D03G0451400
OG0008218	Triticum_urartu|LOC125536135	Triticum_aestivum|TraesCS2D03G0344200, Triticum_aestivum|TraesCS2B03G0443500, Triticum_aestivum|TraesCS2A03G0323800
OG0008219	Triticum_urartu|LOC125535964	Triticum_aestivum|TraesCS2A03G0274300
OG0008220	Triticum_urartu|LOC125535988	Triticum_aestivum|TraesCS2A03G0288900
OG0008221	Triticum_urartu|LOC125529267	Triticum_aestivum|TraesCS2A03G0397000
OG0008222	Triticum_urartu|LOC125536867	Triticum_aestivum|TraesCS2A03G0525300
OG0008223	Triticum_urartu|LOC125540084	Triticum_aestivum|TraesCS2A03G1197900, Triticum_aestivum|TraesCS2B03G1364900, Triticum_aestivum|TraesCS2D03G1153100
OG0008224	Triticum_urartu|LOC125536301	Triticum_aestivum|TraesCS2D03G0367800, Triticum_aestivum|TraesCS2B03G0470700, Triticum_aestivum|TraesCS2A03G0350000
OG0008225	Triticum_urartu|LOC125528236	Triticum_aestivum|TraesCS2A03G0778200
OG0008225	Triticum_urartu|LOC125528236	Triticum_aestivum|TraesCS2B03G0865500
OG0008225	Triticum_urartu|LOC125528236	Triticum_aestivum|TraesCS2D03G0718600
OG0008226	Triticum_urartu|LOC125539208	Triticum_aestivum|TraesCS2A03G0936100, Triticum_aestivum|TraesCS2D03G0877500, Triticum_aestivum|TraesCS2B03G1030400
OG0008227	Triticum_urartu|LOC125536265, Triticum_urartu|LOC125536272	Triticum_aestivum|TraesCS2D03G0388200, Triticum_aestivum|TraesCS2B03G0491200, Triticum_aestivum|TraesCS2A03G0368700
OG0008228	Triticum_urartu|LOC125541755	Triticum_aestivum|TraesCS2A03G0785400
OG0008229	Triticum_urartu|LOC125537022	Triticum_aestivum|TraesCS2A03G0552800
OG0008230	Triticum_urartu|LOC125539363	Triticum_aestivum|TraesCS2A03G0980500
OG0008231	Triticum_urartu|LOC125538985	Triticum_aestivum|TraesCS2B03G0976700, Triticum_aestivum|TraesCS2A03G0886500, Triticum_aestivum|TraesCS2D03G0825100
OG0008232	Triticum_urartu|LOC125536374	Triticum_aestivum|TraesCS2A03G0374300
OG0008233	Triticum_urartu|LOC125539947, Triticum_urartu|LOC125539953	Triticum_aestivum|TraesCS2A03G1165000
OG0008235	Triticum_urartu|LOC125539867	Triticum_aestivum|TraesCS2B03G1291500, Triticum_aestivum|TraesCS2A03G1139300, Triticum_aestivum|TraesCS2D03G1088600
OG0008236	Triticum_urartu|LOC125538137	Triticum_aestivum|TraesCS2A03G0685600, Triticum_aestivum|TraesCS2D03G0639400
OG0008237	Triticum_urartu|LOC125528658	Triticum_aestivum|TraesCS2A03G0140600
OG0008238	Triticum_urartu|LOC125530899	Triticum_aestivum|TraesCS2A03G0932300
OG0008239	Triticum_urartu|LOC125537246	Triticum_aestivum|TraesCS2A03G0544300
OG0008240	Triticum_urartu|LOC125540101	Triticum_aestivum|TraesCS2D03G1159900
OG0008241	Triticum_urartu|LOC125539675	Triticum_aestivum|TraesCS2A03G1075800
OG0008242	Triticum_urartu|LOC125536818	Triticum_aestivum|TraesCS2A03G0472400
OG0008243	Triticum_urartu|LOC125540386	Triticum_aestivum|TraesCS2A03G1320000, Triticum_aestivum|TraesCS2B03G1522700, Triticum_aestivum|TraesCS2D03G1283900
OG0008244	Triticum_urartu|LOC125538676	Triticum_aestivum|TraesCS2B03G0889600, Triticum_aestivum|TraesCS2A03G0805000, Triticum_aestivum|TraesCS2D03G0745100
OG0008245	Triticum_urartu|LOC125540374	Triticum_aestivum|TraesCS4A03G0499500, Triticum_aestivum|TraesCS2A03G1325300, Triticum_aestivum|TraesCS2D03G1292800, Triticum_aestivum|TraesCS2B03G1527800
OG0008246	Triticum_urartu|LOC125539711	Triticum_aestivum|TraesCS2A03G1084800
OG0008247	Triticum_urartu|LOC125539558, Triticum_urartu|LOC125509438	Triticum_aestivum|TraesCS2D03G0968600, Triticum_aestivum|TraesCS2B03G1151200, Triticum_aestivum|TraesCS2A03G1028600
OG0008248	Triticum_urartu|LOC125536718	Triticum_aestivum|TraesCS2A03G0452700
OG0008249	Triticum_urartu|LOC125539581, Triticum_urartu|LOC125509512	Triticum_aestivum|TraesCS2B03G1157200, Triticum_aestivum|TraesCS2D03G0975000, Triticum_aestivum|TraesCS2A03G1038700
OG0008250	Triticum_urartu|LOC125529683	Triticum_aestivum|TraesCS2A03G0954300, Triticum_aestivum|TraesCS2D03G0896000, Triticum_aestivum|TraesCS2B03G1056300
OG0008251	Triticum_urartu|LOC125533768	Triticum_aestivum|TraesCS2A03G0925300
OG0008252	Triticum_urartu|LOC125539686	Triticum_aestivum|TraesCS2A03G1077500, Triticum_aestivum|TraesCS2D03G1019700
OG0008253	Triticum_urartu|LOC125540787	Triticum_aestivum|TraesCS2B03G0161000, Triticum_aestivum|TraesCS2B03G0159900, Triticum_aestivum|TraesCS2B03G0157800
OG0008254	Triticum_urartu|LOC125539582	Triticum_aestivum|TraesCS2B03G1156900, Triticum_aestivum|TraesCS2A03G1039200, Triticum_aestivum|TraesCS2D03G0974800
OG0008255	Triticum_urartu|LOC125539361	Triticum_aestivum|TraesCS2A03G0974800
OG0008256	Triticum_urartu|LOC125539516	Triticum_aestivum|TraesCS2A03G1016900
OG0008257	Triticum_urartu|LOC125540917	Triticum_aestivum|TraesCS2B03G0247400, Triticum_aestivum|TraesCS2A03G0180600
OG0008258	Triticum_urartu|LOC125538689	Triticum_aestivum|TraesCS2A03G0819400
OG0008259	Triticum_urartu|LOC125527916	Triticum_aestivum|TraesCS2A03G0967900
OG0008260	Triticum_urartu|LOC125537480	Triticum_aestivum|TraesCS2D03G0598600, Triticum_aestivum|TraesCS2B03G0719500, Triticum_aestivum|TraesCS2A03G0649900
OG0008262	Triticum_urartu|LOC125538371	Triticum_aestivum|TraesCS2D03G0707700, Triticum_aestivum|TraesCS2B03G0846500, Triticum_aestivum|TraesCS2A03G0769100
OG0008263	Triticum_urartu|LOC125538430	Triticum_aestivum|TraesCS2A03G0783200
OG0008264	Triticum_urartu|LOC125540417	Triticum_aestivum|TraesCS2A03G1305000
OG0008266	Triticum_urartu|LOC125538052	Triticum_aestivum|TraesCS2A03G0711600
OG0008267	Triticum_urartu|LOC125539458	Triticum_aestivum|TraesCS2A03G1002900
OG0008268	Triticum_urartu|LOC125536555, Triticum_urartu|LOC125528664	Triticum_aestivum|TraesCS2B03G0540600, Triticum_aestivum|TraesCS2D03G0428200, Triticum_aestivum|TraesCS2A03G0409900
OG0008269	Triticum_urartu|LOC125536584	Triticum_aestivum|TraesCS2A03G0423600
OG0008270	Triticum_urartu|LOC125535499	Triticum_aestivum|TraesCS2A03G0179100
OG0008271	Triticum_urartu|LOC125541202	Triticum_aestivum|TraesCS2A03G0325100
OG0008272	Triticum_urartu|LOC125540619	Triticum_aestivum|TraesCS2A03G0043400
OG0008273	Triticum_urartu|LOC125538640	Triticum_aestivum|TraesCS2D03G0755100, Triticum_aestivum|TraesCS2A03G0813500
OG0008274	Triticum_urartu|LOC125535857, Triticum_urartu|LOC125535859	Triticum_aestivum|TraesCS2A03G0262700
OG0008275	Triticum_urartu|LOC125536522	Triticum_aestivum|TraesCS2D03G0419900, Triticum_aestivum|TraesCS2B03G0532000, Triticum_aestivum|TraesCS2A03G0388900
OG0008276	Triticum_urartu|LOC125527717	Triticum_aestivum|TraesCS2B03G1346000, Triticum_aestivum|TraesCS2A03G1182400, Triticum_aestivum|TraesCS2D03G1137800
OG0008277	Triticum_urartu|LOC125535748	Triticum_aestivum|TraesCS2A03G0239200
OG0008278	Triticum_urartu|LOC125536634	Triticum_aestivum|TraesCS2A03G0428900, Triticum_aestivum|TraesCS2D03G0442900
OG0008279	Triticum_urartu|LOC125539653	Triticum_aestivum|TraesCS2D03G1006500, Triticum_aestivum|TraesCS2A03G1065300
OG0008280	Triticum_urartu|LOC125538092	Triticum_aestivum|TraesCS2A03G0692200
OG0008281	Triticum_urartu|LOC125539392, Triticum_urartu|LOC125539397	Triticum_aestivum|TraesCS2A03G0986300, Triticum_aestivum|TraesCS2B03G1095300, Triticum_aestivum|TraesCS2D03G0924400
OG0008282	Triticum_urartu|LOC125538026	Triticum_aestivum|TraesCS2D03G0674800
OG0008283	Triticum_urartu|LOC125536159	Triticum_aestivum|TraesCS2A03G0328700
OG0008284	Triticum_urartu|LOC125536113	Triticum_aestivum|TraesCS2A03G0316400, Triticum_aestivum|TraesCS2D03G0331800
OG0008285	Triticum_urartu|LOC125538875	Triticum_aestivum|TraesCS2B03G0965300, Triticum_aestivum|TraesCS2A03G0864500, Triticum_aestivum|TraesCS2D03G0813900
OG0008286	Triticum_urartu|LOC125538655	Triticum_aestivum|TraesCS2A03G0798700
OG0008287	Triticum_urartu|LOC125534368	Triticum_aestivum|TraesCS2A03G1214700
OG0008288	Triticum_urartu|LOC125539672	Triticum_aestivum|TraesCS2A03G1075700
OG0008289	Triticum_urartu|LOC125538499	Triticum_aestivum|TraesCS2A03G0776600
OG0008289	Triticum_urartu|LOC125538501	Triticum_aestivum|TraesCS2A03G0776600
OG0008291	Triticum_urartu|LOC125537892	Triticum_aestivum|TraesCS2A03G0705800
OG0008292	Triticum_urartu|LOC125540460	Triticum_aestivum|TraesCS2A03G1283300
OG0008293	Triticum_urartu|LOC125540274	Triticum_aestivum|TraesCS2B03G1458100
OG0008294	Triticum_urartu|LOC125539301	Triticum_aestivum|TraesCS2A03G0959600
OG0008295	Triticum_urartu|LOC125539488	Triticum_aestivum|TraesCS2B03G1127800, Triticum_aestivum|TraesCS2A03G1012400
OG0008296	Triticum_urartu|LOC125538520	Triticum_aestivum|TraesCS2D03G0731300, Triticum_aestivum|TraesCS2A03G0795600
OG0008297	Triticum_urartu|LOC125538435	Triticum_aestivum|TraesCS2A03G0784100
OG0008298	Triticum_urartu|LOC125533945	Triticum_aestivum|TraesCS2B03G1154300, Triticum_aestivum|TraesCS2D03G0973000, Triticum_aestivum|TraesCS2A03G1033100
OG0008299	Triticum_urartu|LOC125540127	Triticum_aestivum|TraesCS2B03G1388000, Triticum_aestivum|TraesCS2A03G1214500
OG0008300	Triticum_urartu|LOC125540448	Triticum_aestivum|TraesCS2A03G1345300
OG0008301	Triticum_urartu|LOC125535366	Triticum_aestivum|TraesCS2A03G0132400
OG0008302	Triticum_urartu|LOC125537156	Triticum_aestivum|TraesCS2A03G0497100
OG0008303	Triticum_urartu|LOC125541478	Triticum_aestivum|TraesCS2A03G0560100
OG0008304	Triticum_urartu|LOC125539515	Triticum_aestivum|TraesCS2B03G1137600, Triticum_aestivum|TraesCS2A03G1018300, Triticum_aestivum|TraesCS2D03G0958900
OG0008305	Triticum_urartu|LOC125536212	Triticum_aestivum|TraesCS2D03G0358800, Triticum_aestivum|TraesCS2B03G0460500, Triticum_aestivum|TraesCS2A03G0343200
OG0008306	Triticum_urartu|LOC125540132	Triticum_aestivum|TraesCS2A03G1214900
OG0008307	Triticum_urartu|LOC125535323	Triticum_aestivum|TraesCS2D03G0116600
OG0008308	Triticum_urartu|LOC125539082	Triticum_aestivum|TraesCS2B03G0999700, Triticum_aestivum|TraesCS2A03G0910000, Triticum_aestivum|TraesCS2D03G0849700
OG0008309	Triticum_urartu|LOC125536760	Triticum_aestivum|TraesCS2A03G0458900
OG0008310	Triticum_urartu|LOC125540318	Triticum_aestivum|TraesCS2A03G1288400
OG0008311	Triticum_urartu|LOC125539204	Triticum_aestivum|TraesCS2A03G0936400
OG0008312	Triticum_urartu|LOC125535578	Triticum_aestivum|TraesCS2B03G0272800, Triticum_aestivum|TraesCS2A03G0200400
OG0008313	Triticum_urartu|LOC125535372	Triticum_aestivum|TraesCS2A03G0132800
OG0008314	Triticum_urartu|LOC125535027, Triticum_urartu|LOC125530682	Triticum_aestivum|TraesCS2D03G0032000
OG0008315	Triticum_urartu|LOC125538195	Triticum_aestivum|TraesCS2A03G0742700
OG0008316	Triticum_urartu|LOC125530601	Triticum_aestivum|TraesCS2D03G1200600
OG0008317	Triticum_urartu|LOC125541424	Triticum_aestivum|TraesCS2A03G0470800, Triticum_aestivum|TraesCS2B03G0592800, Triticum_aestivum|TraesCS2D03G0478300
OG0008318	Triticum_urartu|LOC125541720	Triticum_aestivum|TraesCS2A03G0739900
OG0008319	Triticum_urartu|LOC125539572	Triticum_aestivum|TraesCS2D03G0976500, Triticum_aestivum|TraesCS2B03G1159800, Triticum_aestivum|TraesCS2A03G1037000
OG0008320	Triticum_urartu|LOC125537310	Triticum_aestivum|TraesCS2A03G0605800
OG0008321	Triticum_urartu|LOC125537160	Triticum_aestivum|TraesCS2A03G0495100, Triticum_aestivum|TraesCS2B03G0633300
OG0008322	Triticum_urartu|LOC125527868	Triticum_aestivum|TraesCS2B03G0587900, Triticum_aestivum|TraesCS2A03G0466200, Triticum_aestivum|TraesCS2D03G0476900
OG0008323	Triticum_urartu|LOC125541745	Triticum_aestivum|TraesCS2A03G0773100
OG0008324	Triticum_urartu|LOC125541604	Triticum_aestivum|TraesCS2A03G1066400
OG0008325	Triticum_urartu|LOC125539309	Triticum_aestivum|TraesCS2D03G0899300, Triticum_aestivum|TraesCS2A03G0956700
OG0008326	Triticum_urartu|LOC125536917	Triticum_aestivum|TraesCS2D03G0495700, Triticum_aestivum|TraesCS2B03G0611100, Triticum_aestivum|TraesCS2A03G0507000
OG0008327	Triticum_urartu|LOC125534238	Triticum_aestivum|TraesCS2A03G1161600
OG0008328	Triticum_urartu|LOC125537731	Triticum_aestivum|TraesCS2B03G0777600
OG0008328	Triticum_urartu|LOC125537807	Triticum_aestivum|TraesCS2B03G0777600
OG0008329	Triticum_urartu|LOC125539218	Triticum_aestivum|TraesCS2A03G0939400
OG0008330	Triticum_urartu|LOC125540352, Triticum_urartu|LOC125540354	Triticum_aestivum|TraesCS2A03G1332800
OG0008331	Triticum_urartu|LOC125533642	Triticum_aestivum|TraesCS2A03G0830600, Triticum_aestivum|TraesCS2D03G0772800
OG0008332	Triticum_urartu|LOC125541705	Triticum_aestivum|TraesCS2A03G0692800
OG0008333	Triticum_urartu|LOC125539650	Triticum_aestivum|TraesCS2A03G1064800
OG0008334	Triticum_urartu|LOC125537774	Triticum_aestivum|TraesCS2D03G0651700, Triticum_aestivum|TraesCS2B03G0782500, Triticum_aestivum|TraesCS2A03G0704000
OG0008335	Triticum_urartu|LOC125529669	Triticum_aestivum|TraesCS2D03G0450900
OG0008336	Triticum_urartu|LOC125535832	Triticum_aestivum|TraesCS2A03G0258000, Triticum_aestivum|TraesCS2D03G0268900, Triticum_aestivum|TraesCS2B03G0357000
OG0008337	Triticum_urartu|LOC125536861	Triticum_aestivum|TraesCS2A03G0475300
OG0008338	Triticum_urartu|LOC125538694	Triticum_aestivum|TraesCS2A03G0821700
OG0008339	Triticum_urartu|LOC125536903	Triticum_aestivum|TraesCS2A03G0517600
OG0008340	Triticum_urartu|LOC125535390	Triticum_aestivum|TraesCS2B03G0186000, Triticum_aestivum|TraesCS2D03G0133800, Triticum_aestivum|TraesCS2A03G0134900
OG0008341	Triticum_urartu|LOC125535698	Triticum_aestivum|TraesCS2A03G0229400
OG0008341	Triticum_urartu|LOC125535698	Triticum_aestivum|TraesCS2D03G0235500
OG0008342	Triticum_urartu|LOC125539709	Triticum_aestivum|TraesCS2D03G1024500
OG0008342	Triticum_urartu|LOC125539708	Triticum_aestivum|TraesCS2A03G1082800
OG0008343	Triticum_urartu|LOC125540304	Triticum_aestivum|TraesCS2A03G1295700
OG0008344	Triticum_urartu|LOC125538654	Triticum_aestivum|TraesCS2B03G0883100, Triticum_aestivum|TraesCS2A03G0798500, Triticum_aestivum|TraesCS2D03G0735100
OG0008345	Triticum_urartu|LOC125536206	Triticum_aestivum|TraesCS2A03G0339300, Triticum_aestivum|TraesCS2D03G0356100, Triticum_aestivum|TraesCS2B03G0455900
OG0008346	Triticum_urartu|LOC125541017	Triticum_aestivum|TraesCS2A03G0237000, Triticum_aestivum|TraesCS2D03G0251100
OG0008347	Triticum_urartu|LOC125534019	Triticum_aestivum|TraesCS2D03G1005000, Triticum_aestivum|TraesCS2A03G1063900
OG0008348	Triticum_urartu|LOC125537971	Triticum_aestivum|TraesCS2A03G0726100
OG0008349	Triticum_urartu|LOC125535459	Triticum_aestivum|TraesCS2A03G0158900
OG0008350	Triticum_urartu|LOC125536541	Triticum_aestivum|TraesCS2A03G0393700
OG0008351	Triticum_urartu|LOC125538361	Triticum_aestivum|TraesCS2A03G0768200
OG0008352	Triticum_urartu|LOC125535920	Triticum_aestivum|TraesCS2A03G0277500
OG0008353	Triticum_urartu|LOC125534379	Triticum_aestivum|TraesCS2A03G1221900
OG0008354	Triticum_urartu|LOC125538697	Triticum_aestivum|TraesCS2B03G0910600, Triticum_aestivum|TraesCS2A03G0822300, Triticum_aestivum|TraesCS2D03G0763600
OG0008355	Triticum_urartu|LOC125536069	Triticum_aestivum|TraesCS2D03G0325400, Triticum_aestivum|TraesCS2A03G0310500
OG0008356	Triticum_urartu|LOC125538463	Triticum_aestivum|TraesCS2B03G1519800, Triticum_aestivum|TraesCS2D03G1281000
OG0008356	Triticum_urartu|LOC125538464	Triticum_aestivum|TraesCS2A03G1317700, Triticum_aestivum|TraesCS2A03G1317600
OG0008357	Triticum_urartu|LOC125535307	Triticum_aestivum|TraesCS2B03G0153000, Triticum_aestivum|TraesCS2D03G0113400, Triticum_aestivum|TraesCS2A03G0115600
OG0008358	Triticum_urartu|LOC125539810	Triticum_aestivum|TraesCS2A03G1122400
OG0008359	Triticum_urartu|LOC125533872	Triticum_aestivum|TraesCS2A03G0991900
OG0008360	Triticum_urartu|LOC125536215	Triticum_aestivum|TraesCS2D03G0360300, Triticum_aestivum|TraesCS2A03G0344500
OG0008361	Triticum_urartu|LOC125536139	Triticum_aestivum|TraesCS2A03G0324600, Triticum_aestivum|TraesCS2B03G0444400, Triticum_aestivum|TraesCS2D03G0345200
OG0008362	Triticum_urartu|LOC125537843	Triticum_aestivum|TraesCS2A03G0679100
OG0008363	Triticum_urartu|LOC125538025	Triticum_aestivum|TraesCS2A03G0732700, Triticum_aestivum|TraesCS2B03G0808400, Triticum_aestivum|TraesCS2D03G0674900
OG0008364	Triticum_urartu|LOC125538624	Triticum_aestivum|TraesCS2A03G0812400
OG0008365	Triticum_urartu|LOC125536909	Triticum_aestivum|TraesCS2A03G0600800
OG0008366	Triticum_urartu|LOC125536363	Triticum_aestivum|TraesCS2D03G0395400, Triticum_aestivum|TraesCS2B03G0503100, Triticum_aestivum|TraesCS2A03G0378100
OG0008367	Triticum_urartu|LOC125536197	Triticum_aestivum|TraesCS2D03G0356300, Triticum_aestivum|TraesCS2A03G0339700
OG0008368	Triticum_urartu|LOC125538473	Triticum_aestivum|TraesCS2A03G0771400, Triticum_aestivum|TraesCS2D03G0710200, Triticum_aestivum|TraesCS2B03G0852800
OG0008369	Triticum_urartu|LOC125539487	Triticum_aestivum|TraesCS2A03G1012300
OG0008370	Triticum_urartu|LOC125538122	Triticum_aestivum|TraesCS2A03G0685200
OG0008371	Triticum_urartu|LOC125538872	Triticum_aestivum|TraesCS2D03G0803800, Triticum_aestivum|TraesCS2B03G0954800, Triticum_aestivum|TraesCS2A03G0862600
OG0008372	Triticum_urartu|LOC125536953	Triticum_aestivum|TraesCS2A03G0527300
OG0008373	Triticum_urartu|LOC125530495	Triticum_aestivum|TraesCS2A03G1243900
OG0008374	Triticum_urartu|LOC125536456	Triticum_aestivum|TraesCS2D03G0426700, Triticum_aestivum|TraesCS2B03G0538800, Triticum_aestivum|TraesCS2A03G0407700
OG0008375	Triticum_urartu|LOC125538503	Triticum_aestivum|TraesCS2A03G0777400, Triticum_aestivum|TraesCS2D03G0717900
OG0008376	Triticum_urartu|LOC125538982, Triticum_urartu|LOC125538991	Triticum_aestivum|TraesCS2A03G0890000
OG0008377	Triticum_urartu|LOC125539825	Triticum_aestivum|TraesCS2A03G1125000, Triticum_aestivum|TraesCS2D03G1071100
OG0008378	Triticum_urartu|LOC125536630	Triticum_aestivum|TraesCS2A03G0427400
OG0008379	Triticum_urartu|LOC125535219	Triticum_aestivum|TraesCS2A03G0074200, Triticum_aestivum|TraesCS2B03G0108700, Triticum_aestivum|TraesCS2D03G0069400
OG0008380	Triticum_urartu|LOC125539989	Triticum_aestivum|TraesCS2A03G1176800
OG0008381	Triticum_urartu|LOC125535577	Triticum_aestivum|TraesCS2A03G0200300
OG0008382	Triticum_urartu|LOC125539350	Triticum_aestivum|TraesCS2A03G0972300
OG0008383	Triticum_urartu|LOC125537691	Triticum_aestivum|TraesCS2A03G0715200
OG0008384	Triticum_urartu|LOC125537369	Triticum_aestivum|TraesCS2D03G0581400, Triticum_aestivum|TraesCS2B03G0689500, Triticum_aestivum|TraesCS2A03G0604300
OG0008385	Triticum_urartu|LOC125539182	Triticum_aestivum|TraesCS2A03G1168600
OG0008385	Triticum_urartu|LOC125526685	Triticum_aestivum|TraesCS2A03G1168600
OG0008386	Triticum_urartu|LOC125530800	Triticum_aestivum|TraesCS2A03G0390600, Triticum_aestivum|TraesCS2D03G0417900, Triticum_aestivum|TraesCS2B03G0530500
OG0008387	Triticum_urartu|LOC125534523	Triticum_aestivum|TraesCS2A03G1288500
