Orthogroup	Triticum_urartu	Hordeum_vulgare
OG0008266	Triticum_urartu|LOC125538052	Hordeum_vulgare|LOC123426560
OG0008267	Triticum_urartu|LOC125539458	Hordeum_vulgare|LOC123427592
OG0008268	Triticum_urartu|LOC125536555, Triticum_urartu|LOC125528664	Hordeum_vulgare|LOC123425619
OG0008269	Triticum_urartu|LOC125536584	Hordeum_vulgare|LOC123425671
OG0008270	Triticum_urartu|LOC125535499	Hordeum_vulgare|LOC123429383
OG0008271	Triticum_urartu|LOC125541202	Hordeum_vulgare|LOC123425205
OG0008272	Triticum_urartu|LOC125540619	Hordeum_vulgare|LOC123429071, Hordeum_vulgare|LOC123429072
OG0008273	Triticum_urartu|LOC125538640	Hordeum_vulgare|LOC123426956
OG0008275	Triticum_urartu|LOC125536522	Hordeum_vulgare|LOC123429804
OG0008276	Triticum_urartu|LOC125527717	Hordeum_vulgare|LOC123428119
OG0008277	Triticum_urartu|LOC125535748	Hordeum_vulgare|LOC123424786
OG0008278	Triticum_urartu|LOC125536634	Hordeum_vulgare|LOC123425693
OG0008279	Triticum_urartu|LOC125539653	Hordeum_vulgare|LOC123427876
OG0008280	Triticum_urartu|LOC125538092	Hordeum_vulgare|LOC123426482
OG0008281	Triticum_urartu|LOC125539392, Triticum_urartu|LOC125539397	Hordeum_vulgare|LOC123430669
OG0008282	Triticum_urartu|LOC125538026	Hordeum_vulgare|LOC123426646
OG0008283	Triticum_urartu|LOC125536159	Hordeum_vulgare|LOC123425217
OG0008284	Triticum_urartu|LOC125536113	Hordeum_vulgare|LOC123425150
OG0008285	Triticum_urartu|LOC125538875	Hordeum_vulgare|LOC123427149
OG0008286	Triticum_urartu|LOC125538655	Hordeum_vulgare|LOC123426890
OG0008288	Triticum_urartu|LOC125539672	Hordeum_vulgare|LOC123428771
OG0008289	Triticum_urartu|LOC125538499, Triticum_urartu|LOC125538501	Hordeum_vulgare|LOC123426818
OG0008291	Triticum_urartu|LOC125537892	Hordeum_vulgare|LOC123426534
OG0008292	Triticum_urartu|LOC125540460	Hordeum_vulgare|LOC123428357
OG0008293	Triticum_urartu|LOC125540274	Hordeum_vulgare|LOC123428380
OG0008294	Triticum_urartu|LOC125539301	Hordeum_vulgare|LOC123430634
OG0008295	Triticum_urartu|LOC125539488	Hordeum_vulgare|LOC123427620
OG0008296	Triticum_urartu|LOC125538520	Hordeum_vulgare|LOC123426882
OG0008297	Triticum_urartu|LOC125538435	Hordeum_vulgare|LOC123430346
OG0008298	Triticum_urartu|LOC125533945	Hordeum_vulgare|LOC123430757
OG0008299	Triticum_urartu|LOC125540127	Hordeum_vulgare|LOC123428206
OG0008300	Triticum_urartu|LOC125540448	Hordeum_vulgare|LOC123431450
OG0008301	Triticum_urartu|LOC125535366	Hordeum_vulgare|LOC123424514
OG0008302	Triticum_urartu|LOC125537156	Hordeum_vulgare|LOC123426085
OG0008303	Triticum_urartu|LOC125541478	Hordeum_vulgare|LOC123430028
OG0008304	Triticum_urartu|LOC125539515	Hordeum_vulgare|LOC123427648
OG0008305	Triticum_urartu|LOC125536212	Hordeum_vulgare|LOC123425267
OG0008306	Triticum_urartu|LOC125540132	Hordeum_vulgare|LOC123428211
OG0008307	Triticum_urartu|LOC125535323	Hordeum_vulgare|LOC123424542
OG0008308	Triticum_urartu|LOC125539082	Hordeum_vulgare|LOC123427302
OG0008309	Triticum_urartu|LOC125536760	Hordeum_vulgare|LOC123425797
OG0008310	Triticum_urartu|LOC125540318	Hordeum_vulgare|LOC123431189
OG0008311	Triticum_urartu|LOC125539204	Hordeum_vulgare|LOC123430589
OG0008312	Triticum_urartu|LOC125535578	Hordeum_vulgare|LOC123424667
OG0008313	Triticum_urartu|LOC125535372	Hordeum_vulgare|LOC123424512
OG0008314	Triticum_urartu|LOC125535027, Triticum_urartu|LOC125530682	Hordeum_vulgare|LOC123431516
OG0008315	Triticum_urartu|LOC125538195	Hordeum_vulgare|LOC123430270
OG0008316	Triticum_urartu|LOC125530601	Hordeum_vulgare|LOC123428285
OG0008317	Triticum_urartu|LOC125541424	Hordeum_vulgare|LOC123429936
OG0008318	Triticum_urartu|LOC125541720	Hordeum_vulgare|LOC123426681
OG0008319	Triticum_urartu|LOC125539572	Hordeum_vulgare|LOC123427718
OG0008320	Triticum_urartu|LOC125537310	Hordeum_vulgare|LOC123430075
OG0008321	Triticum_urartu|LOC125537160	Hordeum_vulgare|LOC123426108
OG0008322	Triticum_urartu|LOC125527868	Hordeum_vulgare|LOC123425834
OG0008323	Triticum_urartu|LOC125541745	Hordeum_vulgare|LOC123430317
OG0008325	Triticum_urartu|LOC125539309	Hordeum_vulgare|LOC123427442
OG0008326	Triticum_urartu|LOC125536917	Hordeum_vulgare|LOC123425956
OG0008327	Triticum_urartu|LOC125534238	Hordeum_vulgare|LOC123428046
OG0008328	Triticum_urartu|LOC125537735, Triticum_urartu|LOC125537731, Triticum_urartu|LOC125537807	Hordeum_vulgare|LOC123426499
OG0008329	Triticum_urartu|LOC125539218	Hordeum_vulgare|LOC123427382
OG0008330	Triticum_urartu|LOC125540352, Triticum_urartu|LOC125540354	Hordeum_vulgare|LOC123431303
OG0008331	Triticum_urartu|LOC125533642	Hordeum_vulgare|LOC123427008
OG0008332	Triticum_urartu|LOC125541705	Hordeum_vulgare|LOC123426484
OG0008333	Triticum_urartu|LOC125539650	Hordeum_vulgare|LOC123430850
OG0008334	Triticum_urartu|LOC125537774	Hordeum_vulgare|LOC123426527
OG0008335	Triticum_urartu|LOC125529669	Hordeum_vulgare|LOC123425721
OG0008336	Triticum_urartu|LOC125535832	Hordeum_vulgare|LOC123424850
OG0008337	Triticum_urartu|LOC125536861	Hordeum_vulgare|LOC123425890
OG0008338	Triticum_urartu|LOC125538694	Hordeum_vulgare|LOC123426983
OG0008339	Triticum_urartu|LOC125536903	Hordeum_vulgare|LOC123426019
OG0008340	Triticum_urartu|LOC125535390	Hordeum_vulgare|LOC123424501
OG0008341	Triticum_urartu|LOC125535698	Hordeum_vulgare|LOC123429468
OG0008343	Triticum_urartu|LOC125540304	Hordeum_vulgare|LOC123428331
OG0008344	Triticum_urartu|LOC125538654	Hordeum_vulgare|LOC123426889
OG0008345	Triticum_urartu|LOC125536206	Hordeum_vulgare|LOC123425247
OG0008346	Triticum_urartu|LOC125541017	Hordeum_vulgare|LOC123424782
OG0008348	Triticum_urartu|LOC125537971	Hordeum_vulgare|LOC123426605
OG0008349	Triticum_urartu|LOC125535459	Hordeum_vulgare|LOC123424578
OG0008351	Triticum_urartu|LOC125538361	Hordeum_vulgare|LOC123426785
OG0008352	Triticum_urartu|LOC125535920	Hordeum_vulgare|LOC123424975
OG0008353	Triticum_urartu|LOC125534379	Hordeum_vulgare|LOC123431116
OG0008354	Triticum_urartu|LOC125538697	Hordeum_vulgare|LOC123426985
OG0008355	Triticum_urartu|LOC125536069	Hordeum_vulgare|LOC123425123
OG0008356	Triticum_urartu|LOC125538463, Triticum_urartu|LOC125538464	Hordeum_vulgare|LOC123428931
OG0008357	Triticum_urartu|LOC125535307	Hordeum_vulgare|LOC123429297
OG0008358	Triticum_urartu|LOC125539810	Hordeum_vulgare|LOC123427952
OG0008359	Triticum_urartu|LOC125533872	Hordeum_vulgare|LOC123427561
OG0008360	Triticum_urartu|LOC125536215	Hordeum_vulgare|LOC123425273
OG0008361	Triticum_urartu|LOC125536139	Hordeum_vulgare|LOC123425202
OG0008362	Triticum_urartu|LOC125537843	Hordeum_vulgare|LOC123426445
OG0008363	Triticum_urartu|LOC125538025	Hordeum_vulgare|LOC123426645
OG0008364	Triticum_urartu|LOC125538624	Hordeum_vulgare|LOC123426963
OG0008366	Triticum_urartu|LOC125536363	Hordeum_vulgare|LOC123425439
OG0008367	Triticum_urartu|LOC125536197	Hordeum_vulgare|LOC123425249
OG0008368	Triticum_urartu|LOC125538473	Hordeum_vulgare|LOC123426797
OG0008369	Triticum_urartu|LOC125539487	Hordeum_vulgare|LOC123427618
OG0008370	Triticum_urartu|LOC125538122	Hordeum_vulgare|LOC123426468
OG0008371	Triticum_urartu|LOC125538872	Hordeum_vulgare|LOC123427122
OG0008372	Triticum_urartu|LOC125536953	Hordeum_vulgare|LOC123426227
OG0008373	Triticum_urartu|LOC125530495	Hordeum_vulgare|LOC123428279
OG0008374	Triticum_urartu|LOC125536456	Hordeum_vulgare|LOC123425610
OG0008375	Triticum_urartu|LOC125538503	Hordeum_vulgare|LOC123426822
OG0008376	Triticum_urartu|LOC125538982, Triticum_urartu|LOC125538991	Hordeum_vulgare|LOC123427213
OG0008377	Triticum_urartu|LOC125539825	Hordeum_vulgare|LOC123427957
OG0008378	Triticum_urartu|LOC125536630	Hordeum_vulgare|LOC123425689
OG0008379	Triticum_urartu|LOC125535219	Hordeum_vulgare|LOC123424414
OG0008380	Triticum_urartu|LOC125539989	Hordeum_vulgare|LOC123431009
OG0008381	Triticum_urartu|LOC125535577	Hordeum_vulgare|LOC123424666
OG0008382	Triticum_urartu|LOC125539350	Hordeum_vulgare|LOC123427496
OG0008383	Triticum_urartu|LOC125537691	Hordeum_vulgare|LOC123426572
OG0008384	Triticum_urartu|LOC125537369	Hordeum_vulgare|LOC123426259
OG0008385	Triticum_urartu|LOC125539182, Triticum_urartu|LOC125526685	Hordeum_vulgare|LOC123428075
OG0008386	Triticum_urartu|LOC125530800	Hordeum_vulgare|LOC123429802
OG0008387	Triticum_urartu|LOC125534523	Hordeum_vulgare|LOC123431188
OG0008388	Triticum_urartu|LOC125538331	Hordeum_vulgare|LOC123430300
OG0008390	Triticum_urartu|LOC125539803	Hordeum_vulgare|LOC123427944
OG0008391	Triticum_urartu|LOC125537522	Hordeum_vulgare|LOC123426364
OG0008392	Triticum_urartu|LOC125536887	Hordeum_vulgare|LOC123425944
OG0008393	Triticum_urartu|LOC125537128	Hordeum_vulgare|LOC123425937
OG0008394	Triticum_urartu|LOC125539249	Hordeum_vulgare|LOC123427407
OG0008395	Triticum_urartu|LOC125541191	Hordeum_vulgare|LOC123429649
OG0008397	Triticum_urartu|LOC125535639	Hordeum_vulgare|LOC123411449, Hordeum_vulgare|LOC123424704
OG0008398	Triticum_urartu|LOC125536512	Hordeum_vulgare|LOC123425580
OG0008399	Triticum_urartu|LOC125535216	Hordeum_vulgare|LOC123429158
OG0008400	Triticum_urartu|LOC125537950	Hordeum_vulgare|LOC123426593
OG0008401	Triticum_urartu|LOC125537759	Hordeum_vulgare|LOC123428738
OG0008402	Triticum_urartu|LOC125533698	Hordeum_vulgare|LOC123430485
OG0008403	Triticum_urartu|LOC125539097	Hordeum_vulgare|LOC123427286
OG0008404	Triticum_urartu|LOC125536851	Hordeum_vulgare|LOC123425892
OG0008406	Triticum_urartu|LOC125536029	Hordeum_vulgare|LOC123425065
OG0008407	Triticum_urartu|LOC125539760	Hordeum_vulgare|LOC123427786
OG0008408	Triticum_urartu|LOC125529147	Hordeum_vulgare|LOC123426339
OG0008409	Triticum_urartu|LOC125540434, Triticum_urartu|LOC125508096	Hordeum_vulgare|LOC123428463
OG0008410	Triticum_urartu|LOC125538456	Hordeum_vulgare|LOC123426866
OG0008411	Triticum_urartu|LOC125535567	Hordeum_vulgare|LOC123424658
OG0008412	Triticum_urartu|LOC125540232	Hordeum_vulgare|LOC123428424
OG0008414	Triticum_urartu|LOC125536765, Triticum_urartu|LOC125536771, Triticum_urartu|LOC125529418	Hordeum_vulgare|LOC123425803
OG0008416	Triticum_urartu|LOC125538254	Hordeum_vulgare|LOC123426733
OG0008418	Triticum_urartu|LOC125535550	Hordeum_vulgare|LOC123424644
OG0008419	Triticum_urartu|LOC125535726	Hordeum_vulgare|LOC123424756
OG0008420	Triticum_urartu|LOC125536629	Hordeum_vulgare|LOC123425686
OG0008421	Triticum_urartu|LOC125539291	Hordeum_vulgare|LOC123427457
OG0008422	Triticum_urartu|LOC125536250	Hordeum_vulgare|LOC123425402
OG0008423	Triticum_urartu|LOC125536792	Hordeum_vulgare|LOC123425812
OG0008424	Triticum_urartu|LOC125538308	Hordeum_vulgare|LOC123426757
OG0008425	Triticum_urartu|LOC125532163	Hordeum_vulgare|LOC123429515
OG0008426	Triticum_urartu|LOC125533886	Hordeum_vulgare|LOC123430702
OG0008427	Triticum_urartu|LOC125536764	Hordeum_vulgare|LOC123425804
OG0008428	Triticum_urartu|LOC125539671	Hordeum_vulgare|LOC123430814
OG0008429	Triticum_urartu|LOC125539435	Hordeum_vulgare|LOC123427578
OG0008430	Triticum_urartu|LOC125536334	Hordeum_vulgare|LOC123425349
OG0008431	Triticum_urartu|LOC125537470	Hordeum_vulgare|LOC123430086
OG0008432	Triticum_urartu|LOC125533671	Hordeum_vulgare|LOC123430476
OG0008433	Triticum_urartu|LOC125538027	Hordeum_vulgare|LOC123426647
OG0008434	Triticum_urartu|LOC125538277	Hordeum_vulgare|LOC123426741
OG0008435	Triticum_urartu|LOC125533985	Hordeum_vulgare|LOC123427743
OG0008436	Triticum_urartu|LOC125539477	Hordeum_vulgare|LOC123427580
OG0008437	Triticum_urartu|LOC125538895	Hordeum_vulgare|LOC123427174
OG0008439	Triticum_urartu|LOC125539503	Hordeum_vulgare|LOC123427629
OG0008440	Triticum_urartu|LOC125536838	Hordeum_vulgare|LOC123425880
OG0008441	Triticum_urartu|LOC125536243	Hordeum_vulgare|LOC123425409
OG0008442	Triticum_urartu|LOC125538311	Hordeum_vulgare|LOC123426759
OG0008443	Triticum_urartu|LOC125539772	Hordeum_vulgare|LOC123427903
OG0008444	Triticum_urartu|LOC125536408, Triticum_urartu|LOC125537995	Hordeum_vulgare|LOC123426635
OG0008446	Triticum_urartu|LOC125539043	Hordeum_vulgare|LOC123427332
OG0008447	Triticum_urartu|LOC125535596	Hordeum_vulgare|LOC123424680
OG0008448	Triticum_urartu|LOC125540262	Hordeum_vulgare|LOC123428397
OG0008450	Triticum_urartu|LOC125538129	Hordeum_vulgare|LOC123426476
OG0008451	Triticum_urartu|LOC125540877	Hordeum_vulgare|LOC123425111
OG0008452	Triticum_urartu|LOC125535341	Hordeum_vulgare|LOC123424534
OG0008453	Triticum_urartu|LOC125540504	Hordeum_vulgare|LOC123428551
OG0008455	Triticum_urartu|LOC125538118	Hordeum_vulgare|LOC123426467
OG0008456	Triticum_urartu|LOC125539722	Hordeum_vulgare|LOC123427813
OG0008457	Triticum_urartu|LOC125521383, Triticum_urartu|LOC125539024	Hordeum_vulgare|LOC123444863
OG0008458	Triticum_urartu|LOC125538746	Hordeum_vulgare|LOC123430437
OG0008459	Triticum_urartu|LOC125539629	Hordeum_vulgare|LOC123427778
OG0008460	Triticum_urartu|LOC125538806	Hordeum_vulgare|LOC123427080
OG0008461	Triticum_urartu|LOC125536325	Hordeum_vulgare|LOC123425342
OG0008462	Triticum_urartu|LOC125539847	Hordeum_vulgare|LOC123427958
OG0008464	Triticum_urartu|LOC125536013	Hordeum_vulgare|LOC123425050
OG0008465	Triticum_urartu|LOC125538184, Triticum_urartu|LOC125538186	Hordeum_vulgare|LOC123426692
OG0008466	Triticum_urartu|LOC125540509	Hordeum_vulgare|LOC123428553
OG0008467	Triticum_urartu|LOC125538356	Hordeum_vulgare|LOC123426780
OG0008469	Triticum_urartu|LOC125527644	Hordeum_vulgare|LOC123395467
OG0008470	Triticum_urartu|LOC125535673	Hordeum_vulgare|LOC123424738
OG0008471	Triticum_urartu|LOC125537072	Hordeum_vulgare|LOC123426125
OG0008472	Triticum_urartu|LOC125536284, Triticum_urartu|LOC125535348	Hordeum_vulgare|LOC123425389
OG0008473	Triticum_urartu|LOC125539073	Hordeum_vulgare|LOC123430565
OG0008474	Triticum_urartu|LOC125540055	Hordeum_vulgare|LOC123428038
OG0008476	Triticum_urartu|LOC125537226	Hordeum_vulgare|LOC123426092
OG0008477	Triticum_urartu|LOC125540057, Triticum_urartu|LOC125518462	Hordeum_vulgare|LOC123430956, Hordeum_vulgare|LOC123430957
OG0008478	Triticum_urartu|LOC125541719	Hordeum_vulgare|LOC123426680
OG0008479	Triticum_urartu|LOC125537394	Hordeum_vulgare|LOC123426291
OG0008480	Triticum_urartu|LOC125539882	Hordeum_vulgare|LOC123427993
OG0008481	Triticum_urartu|LOC125534259	Hordeum_vulgare|LOC123447897
OG0008481	Triticum_urartu|LOC125534258	Hordeum_vulgare|LOC123430993
OG0008482	Triticum_urartu|LOC125536386	Hordeum_vulgare|LOC123425451
OG0008483	Triticum_urartu|LOC125540358, Triticum_urartu|LOC125540361	Hordeum_vulgare|LOC123428505
OG0008484	Triticum_urartu|LOC125541192	Hordeum_vulgare|LOC123429651
OG0008485	Triticum_urartu|LOC125535110	Hordeum_vulgare|LOC123408400
OG0008486	Triticum_urartu|LOC125539346	Hordeum_vulgare|LOC123427493
OG0008487	Triticum_urartu|LOC125537192	Hordeum_vulgare|LOC123426174
OG0008488	Triticum_urartu|LOC125536203	Hordeum_vulgare|LOC123425244
OG0008489	Triticum_urartu|LOC125541620	Hordeum_vulgare|LOC123430151
OG0008490	Triticum_urartu|LOC125536446	Hordeum_vulgare|LOC123425485
OG0008491	Triticum_urartu|LOC125536435, Triticum_urartu|LOC125536438	Hordeum_vulgare|LOC123425491
OG0008492	Triticum_urartu|LOC125537770	Hordeum_vulgare|LOC123426525
OG0008493	Triticum_urartu|LOC125537245	Hordeum_vulgare|LOC123426076
OG0008494	Triticum_urartu|LOC125538339	Hordeum_vulgare|LOC123426770
OG0008495	Triticum_urartu|LOC125530872	Hordeum_vulgare|LOC123426412
OG0008496	Triticum_urartu|LOC125536950	Hordeum_vulgare|LOC123425964
OG0008498	Triticum_urartu|LOC125538179	Hordeum_vulgare|LOC123426690
OG0008500	Triticum_urartu|LOC125538391	Hordeum_vulgare|LOC123426802
OG0008501	Triticum_urartu|LOC125539501	Hordeum_vulgare|LOC123427627
OG0008502	Triticum_urartu|LOC125539307	Hordeum_vulgare|LOC123427447
OG0008503	Triticum_urartu|LOC125538682	Hordeum_vulgare|LOC123426970
OG0008504	Triticum_urartu|LOC125539906	Hordeum_vulgare|LOC123428020
OG0008505	Triticum_urartu|LOC125539568, Triticum_urartu|LOC125528662	Hordeum_vulgare|LOC123427704
OG0008507	Triticum_urartu|LOC125539720	Hordeum_vulgare|LOC123427814
OG0008508	Triticum_urartu|LOC125540095	Hordeum_vulgare|LOC123428164
OG0008509	Triticum_urartu|LOC125536217	Hordeum_vulgare|LOC123429685
OG0008510	Triticum_urartu|LOC125538623	Hordeum_vulgare|LOC123426964
OG0008511	Triticum_urartu|LOC125538190	Hordeum_vulgare|LOC123426695
OG0008512	Triticum_urartu|LOC125541461	Hordeum_vulgare|LOC123429690
OG0008513	Triticum_urartu|LOC125536666	Hordeum_vulgare|LOC123425732
OG0008514	Triticum_urartu|LOC125536863	Hordeum_vulgare|LOC123425992
OG0008515	Triticum_urartu|LOC125537692	Hordeum_vulgare|LOC123426571
OG0008516	Triticum_urartu|LOC125536413	Hordeum_vulgare|LOC123425430
OG0008517	Triticum_urartu|LOC125538878	Hordeum_vulgare|LOC123427162
OG0008518	Triticum_urartu|LOC125536926	Hordeum_vulgare|LOC123426134
OG0008519	Triticum_urartu|LOC125536312	Hordeum_vulgare|LOC123425322
OG0008520	Triticum_urartu|LOC125541220	Hordeum_vulgare|LOC123429674
OG0008522	Triticum_urartu|LOC125528661	Hordeum_vulgare|LOC123424486
OG0008523	Triticum_urartu|LOC125539464	Hordeum_vulgare|LOC123427599
OG0008524	Triticum_urartu|LOC125539120	Hordeum_vulgare|LOC123427278
OG0008525	Triticum_urartu|LOC125535792	Hordeum_vulgare|LOC123424775
OG0008526	Triticum_urartu|LOC125538411	Hordeum_vulgare|LOC123426841
OG0008527	Triticum_urartu|LOC125537499	Hordeum_vulgare|LOC123426343
OG0008528	Triticum_urartu|LOC125540404	Hordeum_vulgare|LOC123428470
OG0008529	Triticum_urartu|LOC125535517, Triticum_urartu|LOC125508245	Hordeum_vulgare|LOC123424595
OG0008530	Triticum_urartu|LOC125539327	Hordeum_vulgare|LOC123430648
OG0008531	Triticum_urartu|LOC125552007	Hordeum_vulgare|LOC123430552
OG0008532	Triticum_urartu|LOC125541664	Hordeum_vulgare|LOC123430167
OG0008533	Triticum_urartu|LOC125539508	Hordeum_vulgare|LOC123427651
OG0008534	Triticum_urartu|LOC125539098	Hordeum_vulgare|LOC123427287
OG0008535	Triticum_urartu|LOC125541292	Hordeum_vulgare|LOC123429765
OG0008536	Triticum_urartu|LOC125538606	Hordeum_vulgare|LOC123430386
OG0008537	Triticum_urartu|LOC125535795	Hordeum_vulgare|LOC123429495
OG0008538	Triticum_urartu|LOC125537836	Hordeum_vulgare|LOC123426459
OG0008539	Triticum_urartu|LOC125537838	Hordeum_vulgare|LOC123426447
OG0008540	Triticum_urartu|LOC125536996	Hordeum_vulgare|LOC123426038
OG0008541	Triticum_urartu|LOC125539724	Hordeum_vulgare|LOC123430800
OG0008542	Triticum_urartu|LOC125539426	Hordeum_vulgare|LOC123427569
OG0008543	Triticum_urartu|LOC125538830	Hordeum_vulgare|LOC123427101
OG0008544	Triticum_urartu|LOC125538691	Hordeum_vulgare|LOC123426981
OG0008545	Triticum_urartu|LOC125534157	Hordeum_vulgare|LOC123430895
OG0008546	Triticum_urartu|LOC125534111	Hordeum_vulgare|LOC123430786
OG0008547	Triticum_urartu|LOC125535559	Hordeum_vulgare|LOC123424651
OG0008548	Triticum_urartu|LOC125538348	Hordeum_vulgare|LOC123426774
OG0008549	Triticum_urartu|LOC125516078	Hordeum_vulgare|LOC123431479
OG0008550	Triticum_urartu|LOC125534356	Hordeum_vulgare|LOC123431069
OG0008551	Triticum_urartu|LOC125536586	Hordeum_vulgare|LOC123425674
OG0008552	Triticum_urartu|LOC125535548	Hordeum_vulgare|LOC123424641
OG0008553	Triticum_urartu|LOC125540990, Triticum_urartu|LOC125540993	Hordeum_vulgare|LOC123424724
OG0008554	Triticum_urartu|LOC125537526	Hordeum_vulgare|LOC123426362
OG0008555	Triticum_urartu|LOC125528763	Hordeum_vulgare|LOC123428015
OG0008556	Triticum_urartu|LOC125539123, Triticum_urartu|LOC125539171	Hordeum_vulgare|LOC123427266
OG0008557	Triticum_urartu|LOC125539287	Hordeum_vulgare|LOC123427463
OG0008558	Triticum_urartu|LOC125537090	Hordeum_vulgare|LOC123426151
OG0008559	Triticum_urartu|LOC125539066	Hordeum_vulgare|LOC123427318
OG0008560	Triticum_urartu|LOC125534015	Hordeum_vulgare|LOC123430851
OG0008561	Triticum_urartu|LOC125535064	Hordeum_vulgare|LOC123424348
OG0008562	Triticum_urartu|LOC125533954, Triticum_urartu|LOC125533959	Hordeum_vulgare|LOC123430760
OG0008563	Triticum_urartu|LOC125537578	Hordeum_vulgare|LOC123426414
OG0008564	Triticum_urartu|LOC125536551	Hordeum_vulgare|LOC123425629
OG0008565	Triticum_urartu|LOC125540314	Hordeum_vulgare|LOC123428344
OG0008566	Triticum_urartu|LOC125536339	Hordeum_vulgare|LOC123425357
OG0008567	Triticum_urartu|LOC125531219	Hordeum_vulgare|LOC123425144
OG0008568	Triticum_urartu|LOC125538977	Hordeum_vulgare|LOC123427210
OG0008569	Triticum_urartu|LOC125540161	Hordeum_vulgare|LOC123428238
OG0008570	Triticum_urartu|LOC125536578	Hordeum_vulgare|LOC123425662
OG0008571	Triticum_urartu|LOC125537999	Hordeum_vulgare|LOC123426632
OG0008572	Triticum_urartu|LOC125539322	Hordeum_vulgare|LOC123427478
OG0008573	Triticum_urartu|LOC125538572	Hordeum_vulgare|LOC123426944
OG0008574	Triticum_urartu|LOC125536269	Hordeum_vulgare|LOC123425386
OG0008576	Triticum_urartu|LOC125539222	Hordeum_vulgare|LOC123427385
OG0008577	Triticum_urartu|LOC125536498	Hordeum_vulgare|LOC123429772
OG0008578	Triticum_urartu|LOC125537567	Hordeum_vulgare|LOC123426368
OG0008579	Triticum_urartu|LOC125528451	Hordeum_vulgare|LOC123425695
OG0008580	Triticum_urartu|LOC125535831	Hordeum_vulgare|LOC123424852
OG0008581	Triticum_urartu|LOC125536469	Hordeum_vulgare|LOC123425552
OG0008582	Triticum_urartu|LOC125538178	Hordeum_vulgare|LOC123426689
OG0008583	Triticum_urartu|LOC125540959	Hordeum_vulgare|LOC123429431
OG0008584	Triticum_urartu|LOC125540693	Hordeum_vulgare|LOC123424397
OG0008585	Triticum_urartu|LOC125535633	Hordeum_vulgare|LOC123424699
OG0008586	Triticum_urartu|LOC125539036, Triticum_urartu|LOC125539450	Hordeum_vulgare|LOC123427337
OG0008587	Triticum_urartu|LOC125538701	Hordeum_vulgare|LOC123426990
OG0008588	Triticum_urartu|LOC125540099	Hordeum_vulgare|LOC123428174
OG0008589	Triticum_urartu|LOC125538457	Hordeum_vulgare|LOC123426868
OG0008590	Triticum_urartu|LOC125536539	Hordeum_vulgare|LOC123425588
OG0008591	Triticum_urartu|LOC125536486	Hordeum_vulgare|LOC123425513
OG0008592	Triticum_urartu|LOC125538441	Hordeum_vulgare|LOC123426859
OG0008593	Triticum_urartu|LOC125536189, Triticum_urartu|LOC125536193	Hordeum_vulgare|LOC123425258
OG0008594	Triticum_urartu|LOC125537374	Hordeum_vulgare|LOC123426260
OG0008595	Triticum_urartu|LOC125539676	Hordeum_vulgare|LOC123427851
OG0008596	Triticum_urartu|LOC125536219, Triticum_urartu|LOC125536231	Hordeum_vulgare|LOC123425277
OG0008597	Triticum_urartu|LOC125539623	Hordeum_vulgare|LOC123427771
OG0008598	Triticum_urartu|LOC125536807	Hordeum_vulgare|LOC123425838
OG0008599	Triticum_urartu|LOC125539203	Hordeum_vulgare|LOC123427369
OG0008600	Triticum_urartu|LOC125539643	Hordeum_vulgare|LOC123427885
OG0008602	Triticum_urartu|LOC125538967	Hordeum_vulgare|LOC123427198
OG0008603	Triticum_urartu|LOC125535551	Hordeum_vulgare|LOC123424646
OG0008604	Triticum_urartu|LOC125541283	Hordeum_vulgare|LOC123429753
OG0008606	Triticum_urartu|LOC125538470	Hordeum_vulgare|LOC123426794
OG0008608	Triticum_urartu|LOC125540841	Hordeum_vulgare|LOC123424556
OG0008609	Triticum_urartu|LOC125539280	Hordeum_vulgare|LOC123430622
OG0008610	Triticum_urartu|LOC125529890	Hordeum_vulgare|LOC123426602
OG0008611	Triticum_urartu|LOC125533737	Hordeum_vulgare|LOC123430564
OG0008612	Triticum_urartu|LOC125539298	Hordeum_vulgare|LOC123427454
OG0008613	Triticum_urartu|LOC125539045	Hordeum_vulgare|LOC123427334
OG0008614	Triticum_urartu|LOC125537154	Hordeum_vulgare|LOC123426189
OG0008615	Triticum_urartu|LOC125535728	Hordeum_vulgare|LOC123424769
OG0008616	Triticum_urartu|LOC125534074	Hordeum_vulgare|LOC123427834
OG0008617	Triticum_urartu|LOC125529677	Hordeum_vulgare|LOC123424712
OG0008618	Triticum_urartu|LOC125535700	Hordeum_vulgare|LOC123424758
OG0008620	Triticum_urartu|LOC125534463	Hordeum_vulgare|LOC123431229
OG0008621	Triticum_urartu|LOC125534456	Hordeum_vulgare|LOC123428415
OG0008622	Triticum_urartu|LOC125534140	Hordeum_vulgare|LOC123430880
OG0008623	Triticum_urartu|LOC125541764, Triticum_urartu|LOC125541768	Hordeum_vulgare|LOC123430328
OG0008624	Triticum_urartu|LOC125536676	Hordeum_vulgare|LOC123425744
OG0008625	Triticum_urartu|LOC125537529	Hordeum_vulgare|LOC123426359
OG0008626	Triticum_urartu|LOC125536204	Hordeum_vulgare|LOC123425246
OG0008627	Triticum_urartu|LOC125539384	Hordeum_vulgare|LOC123427544
OG0008628	Triticum_urartu|LOC125536182	Hordeum_vulgare|LOC123425222
OG0008629	Triticum_urartu|LOC125536944	Hordeum_vulgare|LOC123425962
OG0008630	Triticum_urartu|LOC125536020	Hordeum_vulgare|LOC123425059
