Orthogroup	Hordeum_vulgare	Triticum_urartu
OG0005621	Hordeum_vulgare|LOC123418693	Triticum_urartu|LOC125528439, Triticum_urartu|LOC125527734
OG0005622	Hordeum_vulgare|LOC123451803	Triticum_urartu|LOC125530780, Triticum_urartu|LOC125533170
OG0005623	Hordeum_vulgare|LOC123439817	Triticum_urartu|LOC125535032
OG0005624	Hordeum_vulgare|LOC123441212	Triticum_urartu|LOC125514045, Triticum_urartu|LOC125514422
OG0005625	Hordeum_vulgare|LOC123413542	Triticum_urartu|LOC125522664, Triticum_urartu|LOC125522676
OG0005626	Hordeum_vulgare|LOC123430194	Triticum_urartu|LOC125508310, Triticum_urartu|LOC125514051
OG0005627	Hordeum_vulgare|LOC123435699	Triticum_urartu|LOC125510440, Triticum_urartu|LOC125510846
OG0005628	Hordeum_vulgare|LOC123441268	Triticum_urartu|LOC125513979, Triticum_urartu|LOC125538645
OG0005629	Hordeum_vulgare|LOC123447868	Triticum_urartu|LOC125541659, Triticum_urartu|LOC125541669
OG0005630	Hordeum_vulgare|LOC123418898, Hordeum_vulgare|LOC123418931	Triticum_urartu|LOC125530433
OG0005631	Hordeum_vulgare|LOC123443092	Triticum_urartu|LOC125519135, Triticum_urartu|LOC125528881
OG0005632	Hordeum_vulgare|LOC123401716	Triticum_urartu|LOC125527562, Triticum_urartu|LOC125527837, Triticum_urartu|LOC125530980
OG0005633	Hordeum_vulgare|LOC123405664	Triticum_urartu|LOC125550501, Triticum_urartu|LOC125529256
OG0005634	Hordeum_vulgare|LOC123438197	Triticum_urartu|LOC125533832
OG0005635	Hordeum_vulgare|LOC123449484	Triticum_urartu|LOC125528081
OG0005636	Hordeum_vulgare|LOC123450191, Hordeum_vulgare|LOC123452364	Triticum_urartu|LOC125531747
OG0005637	Hordeum_vulgare|LOC123435683	Triticum_urartu|LOC125510429, Triticum_urartu|LOC125510838
OG0005639	Hordeum_vulgare|LOC123439560	Triticum_urartu|LOC125513888, Triticum_urartu|LOC125513900
OG0005640	Hordeum_vulgare|LOC123414781	Triticum_urartu|LOC125532696, Triticum_urartu|LOC125535959
OG0005641	Hordeum_vulgare|LOC123420994	Triticum_urartu|LOC125531366
OG0005642	Hordeum_vulgare|LOC123448856	Triticum_urartu|LOC125530537
OG0005643	Hordeum_vulgare|LOC123452009	Triticum_urartu|LOC125531225, Triticum_urartu|LOC125531252
OG0005644	Hordeum_vulgare|LOC123425353	Triticum_urartu|LOC125549296, Triticum_urartu|LOC125549308
OG0005645	Hordeum_vulgare|LOC123435849	Triticum_urartu|LOC125510967, Triticum_urartu|LOC125511007
OG0005646	Hordeum_vulgare|LOC123451814	Triticum_urartu|LOC125530792, Triticum_urartu|LOC125530814
OG0005647	Hordeum_vulgare|LOC123413437	Triticum_urartu|LOC125522791, Triticum_urartu|LOC125522825
OG0005648	Hordeum_vulgare|LOC123411096	Triticum_urartu|LOC125525726
OG0005649	Hordeum_vulgare|LOC123405479, Hordeum_vulgare|LOC123412014	Triticum_urartu|LOC125528205
OG0005650	Hordeum_vulgare|LOC123415038	Triticum_urartu|LOC125546762
OG0005651	Hordeum_vulgare|LOC123446897	Triticum_urartu|LOC125528679
OG0005653	Hordeum_vulgare|LOC123443493	Triticum_urartu|LOC125523481, Triticum_urartu|LOC125523834
OG0005654	Hordeum_vulgare|LOC123398684, Hordeum_vulgare|LOC123405482	Triticum_urartu|LOC125552801
OG0005655	Hordeum_vulgare|LOC123398579	Triticum_urartu|LOC125545216, Triticum_urartu|LOC125545243
OG0005656	Hordeum_vulgare|LOC123435209	Triticum_urartu|LOC125510267
OG0005657	Hordeum_vulgare|LOC123425858, Hordeum_vulgare|LOC123443216, Hordeum_vulgare|LOC123451855	Triticum_urartu|LOC125509415
OG0005658	Hordeum_vulgare|LOC123446749	Triticum_urartu|LOC125544693, Triticum_urartu|LOC125521646
OG0005659	Hordeum_vulgare|LOC123444529	Triticum_urartu|LOC125521816
OG0005660	Hordeum_vulgare|LOC123442819	Triticum_urartu|LOC125518718
OG0005661	Hordeum_vulgare|LOC123425542	Triticum_urartu|LOC125513123, Triticum_urartu|LOC125534102
OG0005662	Hordeum_vulgare|LOC123413634	Triticum_urartu|LOC125522343, Triticum_urartu|LOC125522353
OG0005663	Hordeum_vulgare|LOC123406819	Triticum_urartu|LOC125506251, Triticum_urartu|LOC125506359
OG0005664	Hordeum_vulgare|LOC123424461	Triticum_urartu|LOC125548671
OG0005666	Hordeum_vulgare|LOC123433033	Triticum_urartu|LOC125556536
OG0005667	Hordeum_vulgare|LOC123409945	Triticum_urartu|LOC125506939, Triticum_urartu|LOC125509036
OG0005668	Hordeum_vulgare|LOC123428051	Triticum_urartu|LOC125539940, Triticum_urartu|LOC125543390
OG0005669	Hordeum_vulgare|LOC123426382	Triticum_urartu|LOC125537180
OG0005670	Hordeum_vulgare|LOC123427792	Triticum_urartu|LOC125539731
OG0005671	Hordeum_vulgare|LOC123427321	Triticum_urartu|LOC125539059, Triticum_urartu|LOC125539063
OG0005673	Hordeum_vulgare|LOC123426440	Triticum_urartu|LOC125537851
OG0005674	Hordeum_vulgare|LOC123430915, Hordeum_vulgare|LOC123430917	Triticum_urartu|LOC125539864, Triticum_urartu|LOC125539839
OG0005675	Hordeum_vulgare|LOC123427733	Triticum_urartu|LOC125529482
OG0005676	Hordeum_vulgare|LOC123427123	Triticum_urartu|LOC125538871
OG0005678	Hordeum_vulgare|LOC123431454	Triticum_urartu|LOC125540553
OG0005680	Hordeum_vulgare|LOC123424566	Triticum_urartu|LOC125535416, Triticum_urartu|LOC125535427
OG0005681	Hordeum_vulgare|LOC123426793	Triticum_urartu|LOC125538382
OG0005683	Hordeum_vulgare|LOC123427761	Triticum_urartu|LOC125533995, Triticum_urartu|LOC125533996
OG0005684	Hordeum_vulgare|LOC123425208	Triticum_urartu|LOC125536147, Triticum_urartu|LOC125536151
OG0005685	Hordeum_vulgare|LOC123430541	Triticum_urartu|LOC125533759, Triticum_urartu|LOC125533761
OG0005686	Hordeum_vulgare|LOC123429949	Triticum_urartu|LOC125536854, Triticum_urartu|LOC125530587
OG0005688	Hordeum_vulgare|LOC123427678	Triticum_urartu|LOC125539532, Triticum_urartu|LOC125539540
OG0005689	Hordeum_vulgare|LOC123430147	Triticum_urartu|LOC125537594
OG0005690	Hordeum_vulgare|LOC123427194	Triticum_urartu|LOC125538962, Triticum_urartu|LOC125538964
OG0005691	Hordeum_vulgare|LOC123427118	Triticum_urartu|LOC125538925, Triticum_urartu|LOC125538931
OG0005692	Hordeum_vulgare|LOC123424874	Triticum_urartu|LOC125535842, Triticum_urartu|LOC125535844
OG0005693	Hordeum_vulgare|LOC123426503	Triticum_urartu|LOC125537739, Triticum_urartu|LOC125537743
OG0005695	Hordeum_vulgare|LOC123452222	Triticum_urartu|LOC125540158, Triticum_urartu|LOC125510598
OG0005696	Hordeum_vulgare|LOC123429940	Triticum_urartu|LOC125541420, Triticum_urartu|LOC125541422
OG0005697	Hordeum_vulgare|LOC123426377	Triticum_urartu|LOC125537618, Triticum_urartu|LOC125537620
OG0005698	Hordeum_vulgare|LOC123427076	Triticum_urartu|LOC125538804, Triticum_urartu|LOC125538832
OG0005699	Hordeum_vulgare|LOC123425020	Triticum_urartu|LOC125535986, Triticum_urartu|LOC125535987
OG0005700	Hordeum_vulgare|LOC123424664	Triticum_urartu|LOC125535575, Triticum_urartu|LOC125527706
OG0005701	Hordeum_vulgare|LOC123426471	Triticum_urartu|LOC125538135
OG0005702	Hordeum_vulgare|LOC123425913	Triticum_urartu|LOC125536731, Triticum_urartu|LOC125536732, Triticum_urartu|LOC125536733
OG0005703	Hordeum_vulgare|LOC123424749	Triticum_urartu|LOC125535690
OG0005704	Hordeum_vulgare|LOC123428440	Triticum_urartu|LOC125507894
OG0005705	Hordeum_vulgare|LOC123427126, Hordeum_vulgare|LOC123427136	Triticum_urartu|LOC125538868
OG0005706	Hordeum_vulgare|LOC123427184	Triticum_urartu|LOC125538903, Triticum_urartu|LOC125507395
OG0005707	Hordeum_vulgare|LOC123427247	Triticum_urartu|LOC125539140, Triticum_urartu|LOC125539144
OG0005708	Hordeum_vulgare|LOC123427127	Triticum_urartu|LOC125538866
OG0005709	Hordeum_vulgare|LOC123428632	Triticum_urartu|LOC125537430
OG0005710	Hordeum_vulgare|LOC123425569	Triticum_urartu|LOC125536527, Triticum_urartu|LOC125527708
OG0005711	Hordeum_vulgare|LOC123425191	Triticum_urartu|LOC125536132, Triticum_urartu|LOC125536237
OG0005712	Hordeum_vulgare|LOC123427677	Triticum_urartu|LOC125539535, Triticum_urartu|LOC125539539
OG0005714	Hordeum_vulgare|LOC123427324	Triticum_urartu|LOC125537452, Triticum_urartu|LOC125539055
OG0005715	Hordeum_vulgare|LOC123430311	Triticum_urartu|LOC125541741, Triticum_urartu|LOC125541742
OG0005716	Hordeum_vulgare|LOC123425613	Triticum_urartu|LOC125536458, Triticum_urartu|LOC125527060
OG0005717	Hordeum_vulgare|LOC123425811	Triticum_urartu|LOC125536791, Triticum_urartu|LOC125528792
OG0005718	Hordeum_vulgare|LOC123427137	Triticum_urartu|LOC125538855
OG0005719	Hordeum_vulgare|LOC123428743	Triticum_urartu|LOC125533979
OG0005720	Hordeum_vulgare|LOC123427024	Triticum_urartu|LOC125538727
OG0005721	Hordeum_vulgare|LOC123429718	Triticum_urartu|LOC125536259, Triticum_urartu|LOC125536285
OG0005722	Hordeum_vulgare|LOC123425543	Triticum_urartu|LOC125536473, Triticum_urartu|LOC125536477
OG0005723	Hordeum_vulgare|LOC123430510	Triticum_urartu|LOC125539006, Triticum_urartu|LOC125539011
OG0005724	Hordeum_vulgare|LOC123404780	Triticum_urartu|LOC125517106
OG0005725	Hordeum_vulgare|LOC123430220	Triticum_urartu|LOC125541507
OG0005726	Hordeum_vulgare|LOC123427756	Triticum_urartu|LOC125539612, Triticum_urartu|LOC125539614
OG0005727	Hordeum_vulgare|LOC123430460	Triticum_urartu|LOC125533688
OG0005729	Hordeum_vulgare|LOC123427234	Triticum_urartu|LOC125539176
OG0005730	Hordeum_vulgare|LOC123427124	Triticum_urartu|LOC125538869
OG0005733	Hordeum_vulgare|LOC123430682	Triticum_urartu|LOC125533859, Triticum_urartu|LOC125533861
OG0005734	Hordeum_vulgare|LOC123406191	Triticum_urartu|LOC125536461
OG0005735	Hordeum_vulgare|LOC123427119	Triticum_urartu|LOC125538932, Triticum_urartu|LOC125538933, Triticum_urartu|LOC125543501
OG0005737	Hordeum_vulgare|LOC123427373	Triticum_urartu|LOC125539210, Triticum_urartu|LOC125539216
OG0005738	Hordeum_vulgare|LOC123426436	Triticum_urartu|LOC125537856, Triticum_urartu|LOC125537859
OG0005740	Hordeum_vulgare|LOC123426544	Triticum_urartu|LOC125537904
OG0005741	Hordeum_vulgare|LOC123427257	Triticum_urartu|LOC125539128
OG0005742	Hordeum_vulgare|LOC123428788	Triticum_urartu|LOC125537938, Triticum_urartu|LOC125537937
OG0005743	Hordeum_vulgare|LOC123430886	Triticum_urartu|LOC125539783
OG0005744	Hordeum_vulgare|LOC123429539	Triticum_urartu|LOC125541082, Triticum_urartu|LOC125541105
OG0005746	Hordeum_vulgare|LOC123424546	Triticum_urartu|LOC125535310, Triticum_urartu|LOC125535312
OG0005747	Hordeum_vulgare|LOC123430348	Triticum_urartu|LOC125538444, Triticum_urartu|LOC125538450
OG0005748	Hordeum_vulgare|LOC123426735	Triticum_urartu|LOC125538261, Triticum_urartu|LOC125538266
OG0005749	Hordeum_vulgare|LOC123429536	Triticum_urartu|LOC125541079
OG0005750	Hordeum_vulgare|LOC123425178	Triticum_urartu|LOC125536090, Triticum_urartu|LOC125536127
OG0005751	Hordeum_vulgare|LOC123429908	Triticum_urartu|LOC125541411, Triticum_urartu|LOC125541412
OG0005752	Hordeum_vulgare|LOC123425455	Triticum_urartu|LOC125535902, Triticum_urartu|LOC125532411
OG0005753	Hordeum_vulgare|LOC123430685	Triticum_urartu|LOC125537646, Triticum_urartu|LOC125533868
OG0005754	Hordeum_vulgare|LOC123430465, Hordeum_vulgare|LOC123430464	Triticum_urartu|LOC125533695
OG0005755	Hordeum_vulgare|LOC123429585	Triticum_urartu|LOC125535999
OG0005756	Hordeum_vulgare|LOC123427002	Triticum_urartu|LOC125533636
OG0005757	Hordeum_vulgare|LOC123430254	Triticum_urartu|LOC125538032, Triticum_urartu|LOC125538048
OG0005758	Hordeum_vulgare|LOC123430906	Triticum_urartu|LOC125534174, Triticum_urartu|LOC125534179
OG0005759	Hordeum_vulgare|LOC123431058	Triticum_urartu|LOC125534342
OG0005761	Hordeum_vulgare|LOC123425955	Triticum_urartu|LOC125537293, Triticum_urartu|LOC125537295
OG0005762	Hordeum_vulgare|LOC123426621	Triticum_urartu|LOC125537655, Triticum_urartu|LOC125537991
OG0005763	Hordeum_vulgare|LOC123427841	Triticum_urartu|LOC125534064
OG0005765	Hordeum_vulgare|LOC123429853	Triticum_urartu|LOC125536625, Triticum_urartu|LOC125536626
OG0005766	Hordeum_vulgare|LOC123425012	Triticum_urartu|LOC125535977, Triticum_urartu|LOC125535981
OG0005767	Hordeum_vulgare|LOC123427789	Triticum_urartu|LOC125539728
OG0005769	Hordeum_vulgare|LOC123429510	Triticum_urartu|LOC125541045
OG0005770	Hordeum_vulgare|LOC123431504	Triticum_urartu|LOC125531026
OG0005771	Hordeum_vulgare|LOC123426376	Triticum_urartu|LOC125537622, Triticum_urartu|LOC125536943
OG0005772	Hordeum_vulgare|LOC123427052	Triticum_urartu|LOC125538776, Triticum_urartu|LOC125538779
OG0005773	Hordeum_vulgare|LOC123425609	Triticum_urartu|LOC125536401, Triticum_urartu|LOC125536455
OG0005775	Hordeum_vulgare|LOC123405675	Triticum_urartu|LOC125516882
OG0005776	Hordeum_vulgare|LOC123430418	Triticum_urartu|LOC125538710, Triticum_urartu|LOC125529086
OG0005777	Hordeum_vulgare|LOC123429866	Triticum_urartu|LOC125536702, Triticum_urartu|LOC125536707, Triticum_urartu|LOC125536708
OG0005778	Hordeum_vulgare|LOC123427738	Triticum_urartu|LOC125539592
OG0005779	Hordeum_vulgare|LOC123427323	Triticum_urartu|LOC125539057, Triticum_urartu|LOC125539062
OG0005780	Hordeum_vulgare|LOC123428352	Triticum_urartu|LOC125522042, Triticum_urartu|LOC125540463
OG0005783	Hordeum_vulgare|LOC123425345, Hordeum_vulgare|LOC123426662	Triticum_urartu|LOC125541695
OG0005784	Hordeum_vulgare|LOC123426496	Triticum_urartu|LOC125537811
OG0005786	Hordeum_vulgare|LOC123426439	Triticum_urartu|LOC125537849, Triticum_urartu|LOC125537852
OG0005787	Hordeum_vulgare|LOC123428488	Triticum_urartu|LOC125534567
OG0005788	Hordeum_vulgare|LOC123427484	Triticum_urartu|LOC125539333
OG0005790	Hordeum_vulgare|LOC123431299	Triticum_urartu|LOC125534550, Triticum_urartu|LOC125529188
OG0005791	Hordeum_vulgare|LOC123425298	Triticum_urartu|LOC125536294, Triticum_urartu|LOC125528126
OG0005792	Hordeum_vulgare|LOC123430631	Triticum_urartu|LOC125533777, Triticum_urartu|LOC125533824
OG0005793	Hordeum_vulgare|LOC123424790	Triticum_urartu|LOC125535751, Triticum_urartu|LOC125531129
OG0005794	Hordeum_vulgare|LOC123430930	Triticum_urartu|LOC125534208
OG0005795	Hordeum_vulgare|LOC123424703	Triticum_urartu|LOC125535637
OG0005796	Hordeum_vulgare|LOC123430741, Hordeum_vulgare|LOC123430743	Triticum_urartu|LOC125533932
OG0005801	Hordeum_vulgare|LOC123430091	Triticum_urartu|LOC125531393
OG0005802	Hordeum_vulgare|LOC123428050	Triticum_urartu|LOC125539939, Triticum_urartu|LOC125543391, Triticum_urartu|LOC125528558
OG0005803	Hordeum_vulgare|LOC123427772	Triticum_urartu|LOC125539624
OG0005805	Hordeum_vulgare|LOC123411333	Triticum_urartu|LOC125540454, Triticum_urartu|LOC125523016
OG0005806	Hordeum_vulgare|LOC123427717	Triticum_urartu|LOC125537757
OG0005807	Hordeum_vulgare|LOC123425676	Triticum_urartu|LOC125536589, Triticum_urartu|LOC125536598
OG0005809	Hordeum_vulgare|LOC123427387	Triticum_urartu|LOC125539227, Triticum_urartu|LOC125539244
OG0005810	Hordeum_vulgare|LOC123428496	Triticum_urartu|LOC125529502
OG0005812	Hordeum_vulgare|LOC123426187	Triticum_urartu|LOC125536980, Triticum_urartu|LOC125536981
OG0005813	Hordeum_vulgare|LOC123430303	Triticum_urartu|LOC125541732
OG0005814	Hordeum_vulgare|LOC123431443	Triticum_urartu|LOC125534929
OG0005815	Hordeum_vulgare|LOC123426393	Triticum_urartu|LOC125535939, Triticum_urartu|LOC125537607
OG0005816	Hordeum_vulgare|LOC123426500	Triticum_urartu|LOC125537730, Triticum_urartu|LOC125537736
OG0005817	Hordeum_vulgare|LOC123426817	Triticum_urartu|LOC125538498, Triticum_urartu|LOC125538500
OG0005818	Hordeum_vulgare|LOC123428509	Triticum_urartu|LOC125540353, Triticum_urartu|LOC125540355
OG0005819	Hordeum_vulgare|LOC123431194	Triticum_urartu|LOC125538539
OG0005821	Hordeum_vulgare|LOC123430410	Triticum_urartu|LOC125533627, Triticum_urartu|LOC125529315
OG0005822	Hordeum_vulgare|LOC123427042	Triticum_urartu|LOC125527540
OG0005823	Hordeum_vulgare|LOC123424503	Triticum_urartu|LOC125535388, Triticum_urartu|LOC125529656
OG0005824	Hordeum_vulgare|LOC123427218	Triticum_urartu|LOC125539003, Triticum_urartu|LOC125539007
OG0005825	Hordeum_vulgare|LOC123426394	Triticum_urartu|LOC125537598
OG0005826	Hordeum_vulgare|LOC123425901	Triticum_urartu|LOC125537299
OG0005827	Hordeum_vulgare|LOC123404841, Hordeum_vulgare|LOC123402204	Triticum_urartu|LOC125515528
OG0005830	Hordeum_vulgare|LOC123431122, Hordeum_vulgare|LOC123428239	Triticum_urartu|LOC125540160
OG0005831	Hordeum_vulgare|LOC123430586	Triticum_urartu|LOC125533788
OG0005832	Hordeum_vulgare|LOC123427503	Triticum_urartu|LOC125539343, Triticum_urartu|LOC125539353
OG0005833	Hordeum_vulgare|LOC123426788, Hordeum_vulgare|LOC123408258	Triticum_urartu|LOC125538372
OG0005834	Hordeum_vulgare|LOC123425646	Triticum_urartu|LOC125536569, Triticum_urartu|LOC125536593
OG0005835	Hordeum_vulgare|LOC123426127	Triticum_urartu|LOC125536893, Triticum_urartu|LOC125537010
OG0005836	Hordeum_vulgare|LOC123427615	Triticum_urartu|LOC125539485
OG0005837	Hordeum_vulgare|LOC123425437	Triticum_urartu|LOC125536365, Triticum_urartu|LOC125530698
OG0005838	Hordeum_vulgare|LOC123428039	Triticum_urartu|LOC125539924, Triticum_urartu|LOC125539930
OG0005839	Hordeum_vulgare|LOC123426427	Triticum_urartu|LOC125537868
OG0005840	Hordeum_vulgare|LOC123424705	Triticum_urartu|LOC125535642, Triticum_urartu|LOC125535643
OG0005841	Hordeum_vulgare|LOC123431309, Hordeum_vulgare|LOC123431311, Hordeum_vulgare|LOC123431314	Triticum_urartu|LOC125529561
OG0005842	Hordeum_vulgare|LOC123428581	Triticum_urartu|LOC125540514, Triticum_urartu|LOC125530591, Triticum_urartu|LOC125547127, Triticum_urartu|LOC125528340
OG0005843	Hordeum_vulgare|LOC123426104	Triticum_urartu|LOC125536970, Triticum_urartu|LOC125532081
OG0005844	Hordeum_vulgare|LOC123427419	Triticum_urartu|LOC125539263, Triticum_urartu|LOC125539264
OG0005845	Hordeum_vulgare|LOC123427376	Triticum_urartu|LOC125539212, Triticum_urartu|LOC125539214
OG0005846	Hordeum_vulgare|LOC123426517	Triticum_urartu|LOC125537758, Triticum_urartu|LOC125537761
OG0005847	Hordeum_vulgare|LOC123424948	Triticum_urartu|LOC125535894
OG0005848	Hordeum_vulgare|LOC123426099	Triticum_urartu|LOC125537155, Triticum_urartu|LOC125537157
OG0005849	Hordeum_vulgare|LOC123425001	Triticum_urartu|LOC125535960, Triticum_urartu|LOC125535966
OG0005850	Hordeum_vulgare|LOC123427697	Triticum_urartu|LOC125539562, Triticum_urartu|LOC125526651
OG0005851	Hordeum_vulgare|LOC123425276	Triticum_urartu|LOC125536218, Triticum_urartu|LOC125536230
OG0005852	Hordeum_vulgare|LOC123427605	Triticum_urartu|LOC125539466
OG0005853	Hordeum_vulgare|LOC123430469	Triticum_urartu|LOC125538924, Triticum_urartu|LOC125538934
OG0005854	Hordeum_vulgare|LOC123427489	Triticum_urartu|LOC125539337, Triticum_urartu|LOC125539338
OG0005855	Hordeum_vulgare|LOC123429697	Triticum_urartu|LOC125536314, Triticum_urartu|LOC125536316
OG0005856	Hordeum_vulgare|LOC123426466	Triticum_urartu|LOC125529163, Triticum_urartu|LOC125537879
OG0005857	Hordeum_vulgare|LOC123428532, Hordeum_vulgare|LOC123396628	Triticum_urartu|LOC125540450
OG0005858	Hordeum_vulgare|LOC123425343	Triticum_urartu|LOC125536327
OG0005859	Hordeum_vulgare|LOC123428863	Triticum_urartu|LOC125534318, Triticum_urartu|LOC125540081
OG0005860	Hordeum_vulgare|LOC123429203	Triticum_urartu|LOC125535256
OG0005862	Hordeum_vulgare|LOC123424502	Triticum_urartu|LOC125535389
OG0005863	Hordeum_vulgare|LOC123427272	Triticum_urartu|LOC125539110, Triticum_urartu|LOC125539118
OG0005866	Hordeum_vulgare|LOC123428498	Triticum_urartu|LOC125529504
OG0005867	Hordeum_vulgare|LOC123426003	Triticum_urartu|LOC125537325, Triticum_urartu|LOC125537331
OG0005868	Hordeum_vulgare|LOC123428455	Triticum_urartu|LOC125540424, Triticum_urartu|LOC125525754
OG0005869	Hordeum_vulgare|LOC123430141	Triticum_urartu|LOC125548924, Triticum_urartu|LOC125529963
OG0005870	Hordeum_vulgare|LOC123425207	Triticum_urartu|LOC125536146, Triticum_urartu|LOC125536150
OG0005871	Hordeum_vulgare|LOC123424776	Triticum_urartu|LOC125535732, Triticum_urartu|LOC125535812
OG0005872	Hordeum_vulgare|LOC123429443	Triticum_urartu|LOC125517607
OG0005873	Hordeum_vulgare|LOC123425734, Hordeum_vulgare|LOC123429871	Triticum_urartu|LOC125541378
OG0005874	Hordeum_vulgare|LOC123427037	Triticum_urartu|LOC125538748, Triticum_urartu|LOC125537283
OG0005875	Hordeum_vulgare|LOC123427219	Triticum_urartu|LOC125539004, Triticum_urartu|LOC125539008
OG0005876	Hordeum_vulgare|LOC123426838	Triticum_urartu|LOC125538414
OG0005877	Hordeum_vulgare|LOC123425774	Triticum_urartu|LOC125536725, Triticum_urartu|LOC125536726
OG0005878	Hordeum_vulgare|LOC123426773	Triticum_urartu|LOC125538344, Triticum_urartu|LOC125538475
OG0005879	Hordeum_vulgare|LOC123430266	Triticum_urartu|LOC125538188, Triticum_urartu|LOC125538189
OG0005880	Hordeum_vulgare|LOC123426622	Triticum_urartu|LOC125537656, Triticum_urartu|LOC125537993
OG0005881	Hordeum_vulgare|LOC123430235	Triticum_urartu|LOC125541680
OG0005882	Hordeum_vulgare|LOC123427755	Triticum_urartu|LOC125539611, Triticum_urartu|LOC125539613
OG0005883	Hordeum_vulgare|LOC123431045	Triticum_urartu|LOC125541107, Triticum_urartu|LOC125534324
OG0005884	Hordeum_vulgare|LOC123428437	Triticum_urartu|LOC125513297
OG0005885	Hordeum_vulgare|LOC123428370	Triticum_urartu|LOC125540286
OG0005888	Hordeum_vulgare|LOC123426246	Triticum_urartu|LOC125536971, Triticum_urartu|LOC125536974
OG0005889	Hordeum_vulgare|LOC123444777	Triticum_urartu|LOC125547032
OG0005890	Hordeum_vulgare|LOC123427092	Triticum_urartu|LOC125538818, Triticum_urartu|LOC125538820
OG0005891	Hordeum_vulgare|LOC123425607	Triticum_urartu|LOC125536402, Triticum_urartu|LOC125536403
OG0005892	Hordeum_vulgare|LOC123428852	Triticum_urartu|LOC125539992, Triticum_urartu|LOC125540005
OG0005893	Hordeum_vulgare|LOC123430905	Triticum_urartu|LOC125539818
OG0005893	Hordeum_vulgare|LOC123430905	Triticum_urartu|LOC125539824
OG0005894	Hordeum_vulgare|LOC123430295	Triticum_urartu|LOC125541731
OG0005896	Hordeum_vulgare|LOC123424459	Triticum_urartu|LOC125535228
OG0005897	Hordeum_vulgare|LOC123425631	Triticum_urartu|LOC125536552, Triticum_urartu|LOC125524717
OG0005898	Hordeum_vulgare|LOC123426935	Triticum_urartu|LOC125538610
OG0005899	Hordeum_vulgare|LOC123426884	Triticum_urartu|LOC125538648, Triticum_urartu|LOC125538650
OG0005900	Hordeum_vulgare|LOC123430670	Triticum_urartu|LOC125533848, Triticum_urartu|LOC125533850
OG0005901	Hordeum_vulgare|LOC123429179, Hordeum_vulgare|LOC123429177, Hordeum_vulgare|LOC123429178	Triticum_urartu|LOC125541697, Triticum_urartu|LOC125506063, Triticum_urartu|LOC125506067
OG0005902	Hordeum_vulgare|LOC123429720	Triticum_urartu|LOC125541251, Triticum_urartu|LOC125528880
OG0005903	Hordeum_vulgare|LOC123425027	Triticum_urartu|LOC125535994, Triticum_urartu|LOC125535212
OG0005904	Hordeum_vulgare|LOC123426639	Triticum_urartu|LOC125538007
OG0005905	Hordeum_vulgare|LOC123427005	Triticum_urartu|LOC125533638, Triticum_urartu|LOC125538720
OG0005906	Hordeum_vulgare|LOC123425793	Triticum_urartu|LOC125536744
OG0005907	Hordeum_vulgare|LOC123430680	Triticum_urartu|LOC125533860
OG0005910	Hordeum_vulgare|LOC123426299	Triticum_urartu|LOC125537385, Triticum_urartu|LOC125537390
OG0005911	Hordeum_vulgare|LOC123409423	Triticum_urartu|LOC125523053
OG0005912	Hordeum_vulgare|LOC123425324	Triticum_urartu|LOC125536317
OG0005913	Hordeum_vulgare|LOC123429111, Hordeum_vulgare|LOC123424359	Triticum_urartu|LOC125540655, Triticum_urartu|LOC125534746
OG0005915	Hordeum_vulgare|LOC123425647	Triticum_urartu|LOC125536567, Triticum_urartu|LOC125536594
OG0005916	Hordeum_vulgare|LOC123427819, Hordeum_vulgare|LOC123407525	Triticum_urartu|LOC125539712
OG0005917	Hordeum_vulgare|LOC123430689	Triticum_urartu|LOC125533864
OG0005918	Hordeum_vulgare|LOC123429504	Triticum_urartu|LOC125535765, Triticum_urartu|LOC125512322
OG0005919	Hordeum_vulgare|LOC123427114	Triticum_urartu|LOC125538927, Triticum_urartu|LOC125538937
OG0005920	Hordeum_vulgare|LOC123425071	Triticum_urartu|LOC125536087
OG0005922	Hordeum_vulgare|LOC123425278	Triticum_urartu|LOC125536220, Triticum_urartu|LOC125536232
OG0005924	Hordeum_vulgare|LOC123426896	Triticum_urartu|LOC125538664
OG0005925	Hordeum_vulgare|LOC123425715	Triticum_urartu|LOC125536700, Triticum_urartu|LOC125536710
OG0005926	Hordeum_vulgare|LOC123425369	Triticum_urartu|LOC125536349, Triticum_urartu|LOC125536350
OG0005927	Hordeum_vulgare|LOC123427315	Triticum_urartu|LOC125539070, Triticum_urartu|LOC125530562
OG0005928	Hordeum_vulgare|LOC123427680	Triticum_urartu|LOC125539530, Triticum_urartu|LOC125539541
OG0005929	Hordeum_vulgare|LOC123427956	Triticum_urartu|LOC125539817
OG0005930	Hordeum_vulgare|LOC123421981	Triticum_urartu|LOC125532439
OG0005931	Hordeum_vulgare|LOC123425470	Triticum_urartu|LOC125536398, Triticum_urartu|LOC125529606
OG0005933	Hordeum_vulgare|LOC123425048	Triticum_urartu|LOC125536011
OG0005934	Hordeum_vulgare|LOC123427048	Triticum_urartu|LOC125538766, Triticum_urartu|LOC125538768
OG0005935	Hordeum_vulgare|LOC123429723	Triticum_urartu|LOC125541247
OG0005936	Hordeum_vulgare|LOC123424722	Triticum_urartu|LOC125535653
OG0005937	Hordeum_vulgare|LOC123428533	Triticum_urartu|LOC125536738, Triticum_urartu|LOC125530734
