Orthogroup	Hordeum_vulgare	Triticum_turgidum
OG0010508	Hordeum_vulgare|LOC123449596	Triticum_turgidum|TRITD_4Av1G003380, Triticum_turgidum|TRITD_4Bv1G171320
OG0010509	Hordeum_vulgare|LOC123449165	Triticum_turgidum|TRITD_4Av1G033010, Triticum_turgidum|TRITD_4Bv1G136980
OG0010510	Hordeum_vulgare|LOC123446582	Triticum_turgidum|TRITD_4Av1G055230
OG0010511	Hordeum_vulgare|LOC123448524	Triticum_turgidum|TRITD_4Av1G098760, Triticum_turgidum|TRITD_4Bv1G100340
OG0010512	Hordeum_vulgare|LOC123446660	Triticum_turgidum|TRITD_4Av1G042980, Triticum_turgidum|TRITD_4Bv1G128180
OG0010513	Hordeum_vulgare|LOC123451079	Triticum_turgidum|TRITD_4Av1G188340, Triticum_turgidum|TRITD_4Bv1G018210
OG0010514	Hordeum_vulgare|LOC123446951	Triticum_turgidum|TRITD_4Av1G201660, Triticum_turgidum|TRITD_4Bv1G004280
OG0010515	Hordeum_vulgare|LOC123449182	Triticum_turgidum|TRITD_4Bv1G138220, Triticum_turgidum|TRITD_4Av1G031440
OG0010516	Hordeum_vulgare|LOC123449636	Triticum_turgidum|TRITD_4Av1G000510, Triticum_turgidum|TRITD_4Bv1G174090
OG0010517	Hordeum_vulgare|LOC123447767	Triticum_turgidum|TRITD_4Bv1G025850, Triticum_turgidum|TRITD_4Av1G178270
OG0010519	Hordeum_vulgare|LOC123448627	Triticum_turgidum|TRITD_4Av1G075820, Triticum_turgidum|TRITD_4Bv1G099150
OG0010520	Hordeum_vulgare|LOC123448776	Triticum_turgidum|TRITD_4Av1G064480, Triticum_turgidum|TRITD_4Bv1G111100
OG0010521	Hordeum_vulgare|LOC123449031	Triticum_turgidum|TRITD_4Bv1G127830, Triticum_turgidum|TRITD_4Av1G043240
OG0010522	Hordeum_vulgare|LOC123446678	Triticum_turgidum|TRITD_4Av1G038010, Triticum_turgidum|TRITD_4Bv1G132490
OG0010523	Hordeum_vulgare|LOC123446505	Triticum_turgidum|TRITD_4Bv1G105850, Triticum_turgidum|TRITD_4Av1G071140
OG0010524	Hordeum_vulgare|LOC123448894	Triticum_turgidum|TRITD_4Av1G054290, Triticum_turgidum|TRITD_4Bv1G119170
OG0010525	Hordeum_vulgare|LOC123446906	Triticum_turgidum|TRITD_4Av1G202220, Triticum_turgidum|TRITD_4Bv1G003440
OG0010526	Hordeum_vulgare|LOC123446911	Triticum_turgidum|TRITD_4Bv1G156500, Triticum_turgidum|TRITD_4Av1G015080
OG0010527	Hordeum_vulgare|LOC123449442	Triticum_turgidum|TRITD_4Av1G015930, Triticum_turgidum|TRITD_4Bv1G157710
OG0010528	Hordeum_vulgare|LOC123448884	Triticum_turgidum|TRITD_4Av1G054820
OG0010531	Hordeum_vulgare|LOC123449044	Triticum_turgidum|TRITD_4Bv1G128880, Triticum_turgidum|TRITD_4Av1G042370
OG0010532	Hordeum_vulgare|LOC123449511	Triticum_turgidum|TRITD_4Av1G007890, Triticum_turgidum|TRITD_4Bv1G166270
OG0010533	Hordeum_vulgare|LOC123447817	Triticum_turgidum|TRITD_4Av1G174160, Triticum_turgidum|TRITD_4Bv1G029370
OG0010534	Hordeum_vulgare|LOC123449440	Triticum_turgidum|TRITD_4Bv1G157700, Triticum_turgidum|TRITD_4Av1G015920
OG0010535	Hordeum_vulgare|LOC123446570	Triticum_turgidum|TRITD_4Av1G057360
OG0010536	Hordeum_vulgare|LOC123449093	Triticum_turgidum|TRITD_4Bv1G131620, Triticum_turgidum|TRITD_4Av1G039010
OG0010537	Hordeum_vulgare|LOC123450988	Triticum_turgidum|TRITD_4Av1G201210, Triticum_turgidum|TRITD_4Bv1G004980
OG0010538	Hordeum_vulgare|LOC123447651	Triticum_turgidum|TRITD_4Bv1G019400, Triticum_turgidum|TRITD_4Av1G187330
OG0010539	Hordeum_vulgare|LOC123449992	Triticum_turgidum|TRITD_4Bv1G202250, Triticum_turgidum|TRITD_5Av1G253440
OG0010540	Hordeum_vulgare|LOC123448610	Triticum_turgidum|TRITD_4Av1G124180
OG0010541	Hordeum_vulgare|LOC123447069	Triticum_turgidum|TRITD_4Av1G200140
OG0010542	Hordeum_vulgare|LOC123446624	Triticum_turgidum|TRITD_4Av1G047490, Triticum_turgidum|TRITD_4Bv1G122530
OG0010543	Hordeum_vulgare|LOC123448023	Triticum_turgidum|TRITD_4Av1G148190, Triticum_turgidum|TRITD_4Bv1G046140
OG0010544	Hordeum_vulgare|LOC123449281	Triticum_turgidum|TRITD_4Bv1G145790
OG0010545	Hordeum_vulgare|LOC123449623	Triticum_turgidum|TRITD_4Bv1G173180
OG0010546	Hordeum_vulgare|LOC123446507	Triticum_turgidum|TRITD_4Av1G070770, Triticum_turgidum|TRITD_4Bv1G106050
OG0010547	Hordeum_vulgare|LOC123447405	Triticum_turgidum|TRITD_4Bv1G195040, Triticum_turgidum|TRITD_5Av1G246250
OG0010548	Hordeum_vulgare|LOC123446519	Triticum_turgidum|TRITD_4Av1G066630, Triticum_turgidum|TRITD_4Bv1G109220
OG0010549	Hordeum_vulgare|LOC123448803	Triticum_turgidum|TRITD_4Av1G059970, Triticum_turgidum|TRITD_4Bv1G113360
OG0010550	Hordeum_vulgare|LOC123449807	Triticum_turgidum|TRITD_4Bv1G183040, Triticum_turgidum|TRITD_5Av1G237120
OG0010551	Hordeum_vulgare|LOC123447741	Triticum_turgidum|TRITD_4Bv1G024100, Triticum_turgidum|TRITD_4Av1G180820
OG0010552	Hordeum_vulgare|LOC123449232	Triticum_turgidum|TRITD_7Bv1G107120, Triticum_turgidum|TRITD_4Bv1G141660
OG0010554	Hordeum_vulgare|LOC123430635, Hordeum_vulgare|LOC123447043	Triticum_turgidum|TRITD_4Bv1G005790, Triticum_turgidum|TRITD_4Av1G200680
OG0010555	Hordeum_vulgare|LOC123447427	Triticum_turgidum|TRITD_4Av1G193580
OG0010556	Hordeum_vulgare|LOC123448145	Triticum_turgidum|TRITD_4Bv1G059260
OG0010557	Hordeum_vulgare|LOC123447065	Triticum_turgidum|TRITD_4Av1G005570
OG0010559	Hordeum_vulgare|LOC123447995	Triticum_turgidum|TRITD_4Bv1G044400, Triticum_turgidum|TRITD_4Av1G160980
OG0010560	Hordeum_vulgare|LOC123449393	Triticum_turgidum|TRITD_4Bv1G153720, Triticum_turgidum|TRITD_4Av1G017130
OG0010561	Hordeum_vulgare|LOC123447497	Triticum_turgidum|TRITD_4Bv1G014010, Triticum_turgidum|TRITD_4Av1G192430
OG0010562	Hordeum_vulgare|LOC123451082	Triticum_turgidum|TRITD_4Bv1G018870
OG0010563	Hordeum_vulgare|LOC123449099	Triticum_turgidum|TRITD_4Bv1G131940, Triticum_turgidum|TRITD_4Av1G038710
OG0010564	Hordeum_vulgare|LOC123449449	Triticum_turgidum|TRITD_4Bv1G158360, Triticum_turgidum|TRITD_4Av1G016310
OG0010565	Hordeum_vulgare|LOC123449224	Triticum_turgidum|TRITD_4Av1G028480, Triticum_turgidum|TRITD_4Bv1G141230
OG0010566	Hordeum_vulgare|LOC123448357	Triticum_turgidum|TRITD_4Av1G111500, Triticum_turgidum|TRITD_4Bv1G083410
OG0010567	Hordeum_vulgare|LOC123447595	Triticum_turgidum|TRITD_4Bv1G016740, Triticum_turgidum|TRITD_4Av1G189720
OG0010568	Hordeum_vulgare|LOC123448438	Triticum_turgidum|TRITD_4Bv1G078740, Triticum_turgidum|TRITD_4Av1G121830
OG0010569	Hordeum_vulgare|LOC123447812	Triticum_turgidum|TRITD_4Av1G175160, Triticum_turgidum|TRITD_4Bv1G028610
OG0010570	Hordeum_vulgare|LOC123449473	Triticum_turgidum|TRITD_4Bv1G160950, Triticum_turgidum|TRITD_4Av1G012680
OG0010572	Hordeum_vulgare|LOC123449638	Triticum_turgidum|TRITD_4Bv1G174110, Triticum_turgidum|TRITD_4Av1G000540
OG0010573	Hordeum_vulgare|LOC123446684	Triticum_turgidum|TRITD_4Bv1G133010, Triticum_turgidum|TRITD_4Av1G037460
OG0010574	Hordeum_vulgare|LOC123449417	Triticum_turgidum|TRITD_4Bv1G155840
OG0010575	Hordeum_vulgare|LOC123451152	Triticum_turgidum|TRITD_4Bv1G027760
OG0010576	Hordeum_vulgare|LOC123448845	Triticum_turgidum|TRITD_4Bv1G116710
OG0010577	Hordeum_vulgare|LOC123448979	Triticum_turgidum|TRITD_4Av1G047250, Triticum_turgidum|TRITD_4Bv1G122420
OG0010578	Hordeum_vulgare|LOC123449126	Triticum_turgidum|TRITD_4Av1G036330, Triticum_turgidum|TRITD_4Bv1G133940
OG0010579	Hordeum_vulgare|LOC123449286	Triticum_turgidum|TRITD_4Av1G024100, Triticum_turgidum|TRITD_4Bv1G146370
OG0010580	Hordeum_vulgare|LOC123451142	Triticum_turgidum|TRITD_4Av1G177090, Triticum_turgidum|TRITD_4Bv1G026570
OG0010581	Hordeum_vulgare|LOC123447279	Triticum_turgidum|TRITD_4Bv1G187310, Triticum_turgidum|TRITD_5Av1G241160
OG0010582	Hordeum_vulgare|LOC123449062	Triticum_turgidum|TRITD_4Av1G041250, Triticum_turgidum|TRITD_4Bv1G129590
OG0010583	Hordeum_vulgare|LOC123448506	Triticum_turgidum|TRITD_4Av1G092910, Triticum_turgidum|TRITD_4Bv1G074190
OG0010584	Hordeum_vulgare|LOC123446533	Triticum_turgidum|TRITD_4Av1G063990
OG0010585	Hordeum_vulgare|LOC123447589	Triticum_turgidum|TRITD_4Bv1G016390, Triticum_turgidum|TRITD_4Av1G189970
OG0010586	Hordeum_vulgare|LOC123448762	Triticum_turgidum|TRITD_4Bv1G110430, Triticum_turgidum|TRITD_4Av1G065190
OG0010587	Hordeum_vulgare|LOC123449254	Triticum_turgidum|TRITD_4Av1G025840, Triticum_turgidum|TRITD_4Bv1G143880
OG0010588	Hordeum_vulgare|LOC123448958	Triticum_turgidum|TRITD_4Bv1G124230, Triticum_turgidum|TRITD_4Av1G048930
OG0010589	Hordeum_vulgare|LOC123448750	Triticum_turgidum|TRITD_4Av1G066540, Triticum_turgidum|TRITD_4Bv1G109310
OG0010590	Hordeum_vulgare|LOC123447754	Triticum_turgidum|TRITD_4Av1G179090, Triticum_turgidum|TRITD_4Bv1G025080
OG0010591	Hordeum_vulgare|LOC123451155	Triticum_turgidum|TRITD_4Bv1G027930
OG0010592	Hordeum_vulgare|LOC123447850	Triticum_turgidum|TRITD_4Bv1G032590, Triticum_turgidum|TRITD_4Av1G167500
OG0010593	Hordeum_vulgare|LOC123449377	Triticum_turgidum|TRITD_4Bv1G152590
OG0010594	Hordeum_vulgare|LOC123448834	Triticum_turgidum|TRITD_4Av1G062670, Triticum_turgidum|TRITD_4Bv1G116070
OG0010595	Hordeum_vulgare|LOC123448464	Triticum_turgidum|TRITD_4Bv1G079940, Triticum_turgidum|TRITD_4Av1G110580
OG0010596	Hordeum_vulgare|LOC123447086	Triticum_turgidum|TRITD_4Bv1G170250, Triticum_turgidum|TRITD_4Av1G004160
OG0010597	Hordeum_vulgare|LOC123449142	Triticum_turgidum|TRITD_4Av1G035120, Triticum_turgidum|TRITD_4Bv1G135090
OG0010598	Hordeum_vulgare|LOC123449073	Triticum_turgidum|TRITD_4Bv1G130440, Triticum_turgidum|TRITD_4Av1G040640
OG0010599	Hordeum_vulgare|LOC123449128	Triticum_turgidum|TRITD_4Av1G036150
OG0010600	Hordeum_vulgare|LOC123449109, Hordeum_vulgare|LOC123449112	Triticum_turgidum|TRITD_4Bv1G133180
OG0010601	Hordeum_vulgare|LOC123448536	Triticum_turgidum|TRITD_4Bv1G087000, Triticum_turgidum|TRITD_4Av1G102260
OG0010602	Hordeum_vulgare|LOC123447042	Triticum_turgidum|TRITD_4Bv1G166760, Triticum_turgidum|TRITD_4Av1G007320
OG0010603	Hordeum_vulgare|LOC123448455	Triticum_turgidum|TRITD_4Bv1G078800, Triticum_turgidum|TRITD_4Av1G105260
OG0010604	Hordeum_vulgare|LOC123447348	Triticum_turgidum|TRITD_5Av1G237410, Triticum_turgidum|TRITD_4Bv1G182790
OG0010605	Hordeum_vulgare|LOC123447920	Triticum_turgidum|TRITD_4Av1G170150, Triticum_turgidum|TRITD_4Bv1G037070
OG0010606	Hordeum_vulgare|LOC123446844	Triticum_turgidum|TRITD_4Bv1G001740, Triticum_turgidum|TRITD_4Av1G203630
OG0010607	Hordeum_vulgare|LOC123446693	Triticum_turgidum|TRITD_4Bv1G134850, Triticum_turgidum|TRITD_4Av1G035470
OG0010610	Hordeum_vulgare|LOC123448877	Triticum_turgidum|TRITD_4Av1G055010
OG0010611	Hordeum_vulgare|LOC123408595	Triticum_turgidum|TRITD_4Bv1G084630, Triticum_turgidum|TRITD_4Av1G105070
OG0010612	Hordeum_vulgare|LOC123442700	Triticum_turgidum|TRITD_4Bv1G031810, Triticum_turgidum|TRITD_4Av1G103550
OG0010613	Hordeum_vulgare|LOC123447001	Triticum_turgidum|TRITD_4Av1G009910, Triticum_turgidum|TRITD_4Bv1G163980, Triticum_turgidum|TRITD_4Bv1G164090
OG0010614	Hordeum_vulgare|LOC123447656	Triticum_turgidum|TRITD_4Bv1G019740, Triticum_turgidum|TRITD_4Av1G187110
OG0010615	Hordeum_vulgare|LOC123447063	Triticum_turgidum|TRITD_4Bv1G168270, Triticum_turgidum|TRITD_4Av1G005600
OG0010616	Hordeum_vulgare|LOC123448234	Triticum_turgidum|TRITD_4Av1G141340, Triticum_turgidum|TRITD_4Bv1G060790
OG0010617	Hordeum_vulgare|LOC123447411	Triticum_turgidum|TRITD_4Bv1G195620, Triticum_turgidum|TRITD_5Av1G246460
OG0010618	Hordeum_vulgare|LOC123446511	Triticum_turgidum|TRITD_4Av1G069730, Triticum_turgidum|TRITD_4Bv1G106610
OG0010619	Hordeum_vulgare|LOC123449200	Triticum_turgidum|TRITD_4Bv1G139550, Triticum_turgidum|TRITD_4Av1G030070
OG0010621	Hordeum_vulgare|LOC123448798	Triticum_turgidum|TRITD_4Av1G059400, Triticum_turgidum|TRITD_4Bv1G113110
OG0010622	Hordeum_vulgare|LOC123449500	Triticum_turgidum|TRITD_4Av1G009690, Triticum_turgidum|TRITD_4Bv1G164530
OG0010624	Hordeum_vulgare|LOC123449610	Triticum_turgidum|TRITD_4Bv1G172420, Triticum_turgidum|TRITD_4Av1G002400
OG0010625	Hordeum_vulgare|LOC123451062	Triticum_turgidum|TRITD_4Bv1G016080, Triticum_turgidum|TRITD_4Av1G190440
OG0010626	Hordeum_vulgare|LOC123449398	Triticum_turgidum|TRITD_4Bv1G154800, Triticum_turgidum|TRITD_4Av1G016800
OG0010627	Hordeum_vulgare|LOC123449337	Triticum_turgidum|TRITD_4Av1G020380, Triticum_turgidum|TRITD_4Bv1G150240
OG0010628	Hordeum_vulgare|LOC123441947, Hordeum_vulgare|LOC123447094	Triticum_turgidum|TRITD_4Av1G003400, Triticum_turgidum|TRITD_4Bv1G171270
OG0010629	Hordeum_vulgare|LOC123448601	Triticum_turgidum|TRITD_4Bv1G101870, Triticum_turgidum|TRITD_4Av1G079150
OG0010630	Hordeum_vulgare|LOC123449036	Triticum_turgidum|TRITD_4Av1G042990, Triticum_turgidum|TRITD_4Bv1G127970
OG0010631	Hordeum_vulgare|LOC123446726	Triticum_turgidum|TRITD_4Bv1G139580, Triticum_turgidum|TRITD_4Av1G029990
OG0010632	Hordeum_vulgare|LOC123446226	Triticum_turgidum|TRITD_4Bv1G049580
OG0010633	Hordeum_vulgare|LOC123451042	Triticum_turgidum|TRITD_4Bv1G011860
OG0010634	Hordeum_vulgare|LOC123449167	Triticum_turgidum|TRITD_4Bv1G137130, Triticum_turgidum|TRITD_4Av1G032800
OG0010635	Hordeum_vulgare|LOC123447007	Triticum_turgidum|TRITD_4Bv1G005000, Triticum_turgidum|TRITD_4Av1G201190
OG0010636	Hordeum_vulgare|LOC123447725	Triticum_turgidum|TRITD_4Av1G182110, Triticum_turgidum|TRITD_4Bv1G023380
OG0010638	Hordeum_vulgare|LOC123449303	Triticum_turgidum|TRITD_4Av1G023120, Triticum_turgidum|TRITD_4Bv1G147450
OG0010639	Hordeum_vulgare|LOC123451171	Triticum_turgidum|TRITD_4Av1G168670, Triticum_turgidum|TRITD_4Bv1G030700
OG0010640	Hordeum_vulgare|LOC123449699	Triticum_turgidum|TRITD_4Av1G227150, Triticum_turgidum|TRITD_4Bv1G179050
OG0010641	Hordeum_vulgare|LOC123447020	Triticum_turgidum|TRITD_4Bv1G165420, Triticum_turgidum|TRITD_4Av1G009100
OG0010642	Hordeum_vulgare|LOC123449259	Triticum_turgidum|TRITD_4Bv1G144220, Triticum_turgidum|TRITD_4Av1G025610
OG0010643	Hordeum_vulgare|LOC123450053	Triticum_turgidum|TRITD_3Bv1G270700, Triticum_turgidum|TRITD_5Av1G255620
OG0010644	Hordeum_vulgare|LOC123448915	Triticum_turgidum|TRITD_4Bv1G120230
OG0010645	Hordeum_vulgare|LOC123446776	Triticum_turgidum|TRITD_4Av1G024330, Triticum_turgidum|TRITD_4Bv1G145980
OG0010646	Hordeum_vulgare|LOC123449056	Triticum_turgidum|TRITD_4Av1G041890, Triticum_turgidum|TRITD_4Bv1G129310
OG0010647	Hordeum_vulgare|LOC123449701	Triticum_turgidum|TRITD_4Av1G227130, Triticum_turgidum|TRITD_4Bv1G179100
OG0010648	Hordeum_vulgare|LOC123448867	Triticum_turgidum|TRITD_4Av1G055990, Triticum_turgidum|TRITD_4Bv1G118070
OG0010649	Hordeum_vulgare|LOC123448016	Triticum_turgidum|TRITD_4Bv1G045810, Triticum_turgidum|TRITD_4Av1G147850
OG0010650	Hordeum_vulgare|LOC123448427	Triticum_turgidum|TRITD_4Bv1G068900, Triticum_turgidum|TRITD_4Av1G104110
OG0010651	Hordeum_vulgare|LOC123449223	Triticum_turgidum|TRITD_4Av1G028580, Triticum_turgidum|TRITD_4Bv1G141020
OG0010652	Hordeum_vulgare|LOC123446512	Triticum_turgidum|TRITD_4Bv1G106960, Triticum_turgidum|TRITD_4Av1G069070
OG0010653	Hordeum_vulgare|LOC123448130	Triticum_turgidum|TRITD_4Av1G141900, Triticum_turgidum|TRITD_4Bv1G060070
OG0010654	Hordeum_vulgare|LOC123449265	Triticum_turgidum|TRITD_4Av1G025360, Triticum_turgidum|TRITD_4Bv1G144910
OG0010656	Hordeum_vulgare|LOC123449277	Triticum_turgidum|TRITD_4Bv1G145710, Triticum_turgidum|TRITD_4Av1G024560
OG0010657	Hordeum_vulgare|LOC123447021	Triticum_turgidum|TRITD_4Bv1G165440, Triticum_turgidum|TRITD_4Av1G009090
OG0010658	Hordeum_vulgare|LOC123446196	Triticum_turgidum|TRITD_4Bv1G046280, Triticum_turgidum|TRITD_4Av1G148390
OG0010659	Hordeum_vulgare|LOC123448118	Triticum_turgidum|TRITD_4Bv1G060480, Triticum_turgidum|TRITD_4Av1G140430
OG0010660	Hordeum_vulgare|LOC123448718	Triticum_turgidum|TRITD_4Av1G069320, Triticum_turgidum|TRITD_4Bv1G106850
OG0010661	Hordeum_vulgare|LOC123446178	Triticum_turgidum|TRITD_4Av1G166660, Triticum_turgidum|TRITD_4Bv1G033540
OG0010662	Hordeum_vulgare|LOC123448341	Triticum_turgidum|TRITD_4Bv1G071250
OG0010663	Hordeum_vulgare|LOC123447971	Triticum_turgidum|TRITD_4Bv1G042810, Triticum_turgidum|TRITD_4Av1G159530
OG0010664	Hordeum_vulgare|LOC123446320	Triticum_turgidum|TRITD_4Av1G129530, Triticum_turgidum|TRITD_4Bv1G065750
OG0010665	Hordeum_vulgare|LOC123449560	Triticum_turgidum|TRITD_4Bv1G168860, Triticum_turgidum|TRITD_4Av1G005200
OG0010666	Hordeum_vulgare|LOC123448348	Triticum_turgidum|TRITD_4Av1G099780, Triticum_turgidum|TRITD_4Bv1G084040
OG0010667	Hordeum_vulgare|LOC123449376	Triticum_turgidum|TRITD_4Bv1G152550, Triticum_turgidum|TRITD_4Av1G018000
OG0010669	Hordeum_vulgare|LOC123448873	Triticum_turgidum|TRITD_4Bv1G118470, Triticum_turgidum|TRITD_4Av1G055280
OG0010670	Hordeum_vulgare|LOC123449034	Triticum_turgidum|TRITD_4Av1G043160
OG0010671	Hordeum_vulgare|LOC123448790	Triticum_turgidum|TRITD_4Av1G058610
OG0010673	Hordeum_vulgare|LOC123448980	Triticum_turgidum|TRITD_4Av1G047140, Triticum_turgidum|TRITD_4Bv1G122330
OG0010674	Hordeum_vulgare|LOC123449289	Triticum_turgidum|TRITD_4Bv1G146500, Triticum_turgidum|TRITD_4Av1G023970
OG0010675	Hordeum_vulgare|LOC123449023	Triticum_turgidum|TRITD_4Bv1G127330, Triticum_turgidum|TRITD_4Av1G043690
OG0010676	Hordeum_vulgare|LOC123449523	Triticum_turgidum|TRITD_4Bv1G166800
OG0010677	Hordeum_vulgare|LOC123419107	Triticum_turgidum|TRITD_1Av1G213730, Triticum_turgidum|TRITD_4Bv1G039060
OG0010678	Hordeum_vulgare|LOC123447891	Triticum_turgidum|TRITD_4Bv1G039270, Triticum_turgidum|TRITD_4Av1G162250
OG0010679	Hordeum_vulgare|LOC123451172	Triticum_turgidum|TRITD_4Bv1G031570, Triticum_turgidum|TRITD_4Av1G168210
OG0010680	Hordeum_vulgare|LOC123447944	Triticum_turgidum|TRITD_4Bv1G035000
OG0010681	Hordeum_vulgare|LOC123447173	Triticum_turgidum|TRITD_4Bv1G008190
OG0010682	Hordeum_vulgare|LOC123447446	Triticum_turgidum|TRITD_4Bv1G013070, Triticum_turgidum|TRITD_4Av1G193170
OG0010683	Hordeum_vulgare|LOC123447155	Triticum_turgidum|TRITD_4Bv1G007970, Triticum_turgidum|TRITD_4Av1G199120
OG0010684	Hordeum_vulgare|LOC123449577	Triticum_turgidum|TRITD_4Bv1G170240, Triticum_turgidum|TRITD_4Av1G004170
OG0010685	Hordeum_vulgare|LOC123449625	Triticum_turgidum|TRITD_4Bv1G173420, Triticum_turgidum|TRITD_4Av1G000070
OG0010686	Hordeum_vulgare|LOC123449492	Triticum_turgidum|TRITD_4Bv1G163270, Triticum_turgidum|TRITD_4Av1G010360
OG0010687	Hordeum_vulgare|LOC123449782	Triticum_turgidum|TRITD_4Bv1G184750, Triticum_turgidum|TRITD_5Av1G239300
OG0010689	Hordeum_vulgare|LOC123449693	Triticum_turgidum|TRITD_4Bv1G178640, Triticum_turgidum|TRITD_4Av1G227380
OG0010690	Hordeum_vulgare|LOC123449433	Triticum_turgidum|TRITD_4Bv1G157150, Triticum_turgidum|TRITD_4Av1G015540
OG0010691	Hordeum_vulgare|LOC123450258	Triticum_turgidum|TRITD_4Bv1G030620
OG0010692	Hordeum_vulgare|LOC123447492	Triticum_turgidum|TRITD_5Av1G250140, Triticum_turgidum|TRITD_4Bv1G199740
OG0010693	Hordeum_vulgare|LOC123448569	Triticum_turgidum|TRITD_4Bv1G082360, Triticum_turgidum|TRITD_4Av1G094610
OG0010694	Hordeum_vulgare|LOC123449236	Triticum_turgidum|TRITD_4Bv1G141990, Triticum_turgidum|TRITD_4Av1G027920
OG0010695	Hordeum_vulgare|LOC123449472	Triticum_turgidum|TRITD_4Av1G012640, Triticum_turgidum|TRITD_4Bv1G160620
OG0010696	Hordeum_vulgare|LOC123448699	Triticum_turgidum|TRITD_4Bv1G105530, Triticum_turgidum|TRITD_4Av1G071740
OG0010697	Hordeum_vulgare|LOC123448814	Triticum_turgidum|TRITD_4Bv1G114610, Triticum_turgidum|TRITD_4Av1G061560
OG0010698	Hordeum_vulgare|LOC123449318	Triticum_turgidum|TRITD_4Av1G021300, Triticum_turgidum|TRITD_4Bv1G148680
OG0010700	Hordeum_vulgare|LOC123449859	Triticum_turgidum|TRITD_4Bv1G193220
OG0010701	Hordeum_vulgare|LOC123449845	Triticum_turgidum|TRITD_4Bv1G191790, Triticum_turgidum|TRITD_5Av1G243530
OG0010702	Hordeum_vulgare|LOC123448534	Triticum_turgidum|TRITD_4Bv1G091590, Triticum_turgidum|TRITD_4Av1G083390
OG0010703	Hordeum_vulgare|LOC123449022	Triticum_turgidum|TRITD_4Av1G043840, Triticum_turgidum|TRITD_4Bv1G127290
OG0010704	Hordeum_vulgare|LOC123447436	Triticum_turgidum|TRITD_4Bv1G012940, Triticum_turgidum|TRITD_4Av1G193430
OG0010705	Hordeum_vulgare|LOC123447535	Triticum_turgidum|TRITD_4Bv1G015270, Triticum_turgidum|TRITD_4Av1G191310
OG0010706	Hordeum_vulgare|LOC123447923	Triticum_turgidum|TRITD_4Bv1G036910, Triticum_turgidum|TRITD_4Av1G170500
OG0010707	Hordeum_vulgare|LOC123449866	Triticum_turgidum|TRITD_4Bv1G193660, Triticum_turgidum|TRITD_5Av1G244910
OG0010708	Hordeum_vulgare|LOC123446180	Triticum_turgidum|TRITD_4Bv1G043370, Triticum_turgidum|TRITD_4Av1G160240
OG0010709	Hordeum_vulgare|LOC123449000	Triticum_turgidum|TRITD_4Av1G045830, Triticum_turgidum|TRITD_4Bv1G121280
OG0010710	Hordeum_vulgare|LOC123448708	Triticum_turgidum|TRITD_4Av1G070080, Triticum_turgidum|TRITD_4Bv1G106440
OG0010711	Hordeum_vulgare|LOC123447804	Triticum_turgidum|TRITD_4Av1G175370, Triticum_turgidum|TRITD_4Bv1G028460
OG0010712	Hordeum_vulgare|LOC123449173	Triticum_turgidum|TRITD_4Bv1G137700, Triticum_turgidum|TRITD_4Av1G032130
OG0010713	Hordeum_vulgare|LOC123446926	Triticum_turgidum|TRITD_4Bv1G003760, Triticum_turgidum|TRITD_4Av1G202000
OG0010714	Hordeum_vulgare|LOC123450990	Triticum_turgidum|TRITD_4Bv1G005310, Triticum_turgidum|TRITD_4Av1G201130
OG0010715	Hordeum_vulgare|LOC123451211	Triticum_turgidum|TRITD_4Bv1G039340, Triticum_turgidum|TRITD_4Av1G162090
OG0010716	Hordeum_vulgare|LOC123447993	Triticum_turgidum|TRITD_4Bv1G044300
OG0010717	Hordeum_vulgare|LOC123450229	Triticum_turgidum|TRITD_4Bv1G024710, Triticum_turgidum|TRITD_4Bv1G024840, Triticum_turgidum|TRITD_4Av1G179720
OG0010718	Hordeum_vulgare|LOC123446181	Triticum_turgidum|TRITD_4Av1G160330, Triticum_turgidum|TRITD_4Bv1G043510
OG0010719	Hordeum_vulgare|LOC123447852	Triticum_turgidum|TRITD_4Bv1G032340, Triticum_turgidum|TRITD_4Av1G167650
OG0010720	Hordeum_vulgare|LOC123446779	Triticum_turgidum|TRITD_4Bv1G147250, Triticum_turgidum|TRITD_4Av1G023460
OG0010721	Hordeum_vulgare|LOC123449047	Triticum_turgidum|TRITD_4Av1G042360, Triticum_turgidum|TRITD_4Bv1G128900
OG0010722	Hordeum_vulgare|LOC123449438	Triticum_turgidum|TRITD_4Bv1G157680, Triticum_turgidum|TRITD_4Av1G015910
OG0010723	Hordeum_vulgare|LOC123448786	Triticum_turgidum|TRITD_4Bv1G112420, Triticum_turgidum|TRITD_4Av1G063440
OG0010724	Hordeum_vulgare|LOC123450232	Triticum_turgidum|TRITD_4Bv1G024900, Triticum_turgidum|TRITD_4Av1G179440
OG0010725	Hordeum_vulgare|LOC123447810	Triticum_turgidum|TRITD_4Bv1G028600, Triticum_turgidum|TRITD_4Av1G175190
OG0010726	Hordeum_vulgare|LOC123449079	Triticum_turgidum|TRITD_4Bv1G130740, Triticum_turgidum|TRITD_4Av1G040170
OG0010727	Hordeum_vulgare|LOC123449654	Triticum_turgidum|TRITD_4Av1G001040
OG0010728	Hordeum_vulgare|LOC123448789	Triticum_turgidum|TRITD_4Bv1G112690, Triticum_turgidum|TRITD_4Av1G058510
OG0010729	Hordeum_vulgare|LOC123446932	Triticum_turgidum|TRITD_4Av1G201810, Triticum_turgidum|TRITD_4Bv1G004090
