Orthogroup	Hordeum_vulgare	Aegilops_speltoides
OG0004704	Hordeum_vulgare|LOC123412937	Aegilops_speltoides|GWHGBFXR031230.1, Aegilops_speltoides|GWHGBFXR031237.1, Aegilops_speltoides|GWHGBFXR031236.1
OG0004705	Hordeum_vulgare|LOC123413537	Aegilops_speltoides|GWHGBFXR035859.1
OG0004708	Hordeum_vulgare|LOC123410006	Aegilops_speltoides|GWHGBFXR035856.1, Aegilops_speltoides|GWHGBFXR036910.1, Aegilops_speltoides|GWHGBFXR037462.1, Aegilops_speltoides|GWHGBFXR035579.1, Aegilops_speltoides|GWHGBFXR037128.1
OG0004709	Hordeum_vulgare|LOC123411418	Aegilops_speltoides|GWHGBFXR034433.1, Aegilops_speltoides|GWHGBFXR034435.1
OG0004710	Hordeum_vulgare|LOC123407688	Aegilops_speltoides|GWHGBFXR032909.1
OG0004711	Hordeum_vulgare|LOC123408868	Aegilops_speltoides|GWHGBFXR035733.1
OG0004711	Hordeum_vulgare|LOC123412908	Aegilops_speltoides|GWHGBFXR035730.1
OG0004712	Hordeum_vulgare|LOC123410296	Aegilops_speltoides|GWHGBFXR034156.1, Aegilops_speltoides|GWHGBFXR034160.1
OG0004713	Hordeum_vulgare|LOC123412941, Hordeum_vulgare|LOC123409743, Hordeum_vulgare|LOC123407421	Aegilops_speltoides|GWHGBFXR037111.1, Aegilops_speltoides|GWHGBFXR031713.1
OG0004716	Hordeum_vulgare|LOC123412547	Aegilops_speltoides|GWHGBFXR034288.1
OG0004717	Hordeum_vulgare|LOC123412702, Hordeum_vulgare|LOC123407053	Aegilops_speltoides|GWHGBFXR030266.1
OG0004719	Hordeum_vulgare|LOC123409373	Aegilops_speltoides|GWHGBFXR031851.1, Aegilops_speltoides|GWHGBFXR031850.1
OG0004720	Hordeum_vulgare|LOC123413513	Aegilops_speltoides|GWHGBFXR031416.1
OG0004721	Hordeum_vulgare|LOC123410936	Aegilops_speltoides|GWHGBFXR031502.1
OG0004722	Hordeum_vulgare|LOC123411339	Aegilops_speltoides|GWHGBFXR035617.1, Aegilops_speltoides|GWHGBFXR035616.1
OG0004723	Hordeum_vulgare|LOC123411561	Aegilops_speltoides|GWHGBFXR032742.1
OG0004724	Hordeum_vulgare|LOC123410069	Aegilops_speltoides|GWHGBFXR035270.1
OG0004725	Hordeum_vulgare|LOC123411002	Aegilops_speltoides|GWHGBFXR034783.1
OG0004726	Hordeum_vulgare|LOC123411747	Aegilops_speltoides|GWHGBFXR031151.1
OG0004727	Hordeum_vulgare|LOC123407771, Hordeum_vulgare|LOC123411748	Aegilops_speltoides|GWHGBFXR031150.1
OG0004729	Hordeum_vulgare|LOC123409294	Aegilops_speltoides|GWHGBFXR035031.1
OG0004732	Hordeum_vulgare|LOC123401721, Hordeum_vulgare|LOC123410606	Aegilops_speltoides|GWHGBFXR031916.1
OG0004733	Hordeum_vulgare|LOC123413060	Aegilops_speltoides|GWHGBFXR031937.1
OG0004734	Hordeum_vulgare|LOC123445562	Aegilops_speltoides|GWHGBFXR031384.1
OG0004736	Hordeum_vulgare|LOC123411724	Aegilops_speltoides|GWHGBFXR034953.1
OG0004737	Hordeum_vulgare|LOC123410782	Aegilops_speltoides|GWHGBFXR031153.1
OG0004738	Hordeum_vulgare|LOC123407163	Aegilops_speltoides|GWHGBFXR030884.1
OG0004741	Hordeum_vulgare|LOC123398349	Aegilops_speltoides|GWHGBFXR036694.1
OG0004741	Hordeum_vulgare|LOC123407761	Aegilops_speltoides|GWHGBFXR034676.1
OG0004742	Hordeum_vulgare|LOC123410321	Aegilops_speltoides|GWHGBFXR034514.1, Aegilops_speltoides|GWHGBFXR034510.1
OG0004743	Hordeum_vulgare|LOC123411140	Aegilops_speltoides|GWHGBFXR030768.1
OG0004744	Hordeum_vulgare|LOC123410129	Aegilops_speltoides|GWHGBFXR032769.1
OG0004745	Hordeum_vulgare|LOC123408218	Aegilops_speltoides|GWHGBFXR031425.1
OG0004747	Hordeum_vulgare|LOC123411058	Aegilops_speltoides|GWHGBFXR031537.1, Aegilops_speltoides|GWHGBFXR031539.1
OG0004748	Hordeum_vulgare|LOC123413577	Aegilops_speltoides|GWHGBFXR030801.1
OG0004750	Hordeum_vulgare|LOC123407095	Aegilops_speltoides|GWHGBFXR033484.1
OG0004751	Hordeum_vulgare|LOC123397631	Aegilops_speltoides|GWHGBFXR030244.1
OG0004752	Hordeum_vulgare|LOC123407148	Aegilops_speltoides|GWHGBFXR035955.1
OG0004753	Hordeum_vulgare|LOC123411935	Aegilops_speltoides|GWHGBFXR035468.1
OG0004754	Hordeum_vulgare|rpl20	Aegilops_speltoides|GWHGBFXR036131.1
OG0004754	Hordeum_vulgare|rpl20	Aegilops_speltoides|GWHGBFXR037432.1
OG0004757	Hordeum_vulgare|LOC123404421	Aegilops_speltoides|GWHGBFXR036709.1
OG0004759	Hordeum_vulgare|LOC123410258	Aegilops_speltoides|GWHGBFXR037549.1, Aegilops_speltoides|GWHGBFXR036995.1
OG0004760	Hordeum_vulgare|rpl16	Aegilops_speltoides|GWHGBFXR037242.1, Aegilops_speltoides|GWHGBFXR037481.1
OG0004761	Hordeum_vulgare|LOC123412704	Aegilops_speltoides|GWHGBFXR037473.1
OG0004809	Hordeum_vulgare|LOC123439570	Aegilops_speltoides|GWHGBFXR002183.1
OG0004811	Hordeum_vulgare|LOC123427365	Aegilops_speltoides|GWHGBFXR000057.1
OG0004812	Hordeum_vulgare|LOC123451483	Aegilops_speltoides|GWHGBFXR004088.1
OG0004813	Hordeum_vulgare|LOC123443646, Hordeum_vulgare|LOC123443694	Aegilops_speltoides|GWHGBFXR006754.1, Aegilops_speltoides|GWHGBFXR027314.1, Aegilops_speltoides|GWHGBFXR023416.1, Aegilops_speltoides|GWHGBFXR012011.1, Aegilops_speltoides|GWHGBFXR031764.1, Aegilops_speltoides|GWHGBFXR026158.1, Aegilops_speltoides|GWHGBFXR004104.1, Aegilops_speltoides|GWHGBFXR003209.1
OG0004814	Hordeum_vulgare|LOC123439866, Hordeum_vulgare|LOC123448250	Aegilops_speltoides|GWHGBFXR002365.1
OG0004817	Hordeum_vulgare|LOC123432265	Aegilops_speltoides|GWHGBFXR001671.1
OG0004818	Hordeum_vulgare|LOC123443678	Aegilops_speltoides|GWHGBFXR002380.1
OG0004819	Hordeum_vulgare|LOC123407907	Aegilops_speltoides|GWHGBFXR003030.1
OG0004819	Hordeum_vulgare|LOC123413579	Aegilops_speltoides|GWHGBFXR003033.1
OG0004820	Hordeum_vulgare|LOC123451547	Aegilops_speltoides|GWHGBFXR000412.1
OG0004821	Hordeum_vulgare|LOC123397097	Aegilops_speltoides|GWHGBFXR001068.1
OG0004821	Hordeum_vulgare|LOC123427452	Aegilops_speltoides|GWHGBFXR001069.1
OG0004823	Hordeum_vulgare|LOC123441853	Aegilops_speltoides|GWHGBFXR002449.1
OG0004825	Hordeum_vulgare|LOC123449152	Aegilops_speltoides|GWHGBFXR003675.1
OG0004826	Hordeum_vulgare|LOC123403792	Aegilops_speltoides|GWHGBFXR000072.1, Aegilops_speltoides|GWHGBFXR000064.1
OG0004827	Hordeum_vulgare|LOC123451853	Aegilops_speltoides|GWHGBFXR004143.1
OG0004829	Hordeum_vulgare|LOC123446524, Hordeum_vulgare|LOC123451088, Hordeum_vulgare|LOC123411552, Hordeum_vulgare|LOC123430554, Hordeum_vulgare|LOC123413573	Aegilops_speltoides|GWHGBFXR002658.1
OG0004831	Hordeum_vulgare|LOC123449129, Hordeum_vulgare|LOC123449162	Aegilops_speltoides|GWHGBFXR003679.1
OG0004833	Hordeum_vulgare|LOC123414509	Aegilops_speltoides|GWHGBFXR002871.1, Aegilops_speltoides|GWHGBFXR002872.1
OG0004834	Hordeum_vulgare|LOC123445679, Hordeum_vulgare|LOC123451451	Aegilops_speltoides|GWHGBFXR004081.1
OG0004836	Hordeum_vulgare|LOC123452846, Hordeum_vulgare|LOC123452856	Aegilops_speltoides|GWHGBFXR004381.1, Aegilops_speltoides|GWHGBFXR004384.1
OG0004837	Hordeum_vulgare|LOC123404718	Aegilops_speltoides|GWHGBFXR000001.1
OG0004838	Hordeum_vulgare|LOC123406008	Aegilops_speltoides|GWHGBFXR030158.1
OG0004838	Hordeum_vulgare|LOC123441387	Aegilops_speltoides|GWHGBFXR003088.1
OG0004840	Hordeum_vulgare|LOC123414257	Aegilops_speltoides|GWHGBFXR002893.1
OG0004841	Hordeum_vulgare|LOC123413455	Aegilops_speltoides|GWHGBFXR003069.1
OG0004844	Hordeum_vulgare|LOC123397240	Aegilops_speltoides|GWHGBFXR000499.1, Aegilops_speltoides|GWHGBFXR030840.1, Aegilops_speltoides|GWHGBFXR012067.1, Aegilops_speltoides|GWHGBFXR008782.1, Aegilops_speltoides|GWHGBFXR009666.1, Aegilops_speltoides|GWHGBFXR030099.1
OG0004846	Hordeum_vulgare|LOC123418725, Hordeum_vulgare|LOC123418736	Aegilops_speltoides|GWHGBFXR003799.1
OG0004847	Hordeum_vulgare|LOC123412113	Aegilops_speltoides|GWHGBFXR002302.1
OG0004848	Hordeum_vulgare|LOC123401227	Aegilops_speltoides|GWHGBFXR000459.1, Aegilops_speltoides|GWHGBFXR028016.1
OG0004849	Hordeum_vulgare|LOC123432180	Aegilops_speltoides|GWHGBFXR001667.1
OG0004850	Hordeum_vulgare|LOC123439600	Aegilops_speltoides|GWHGBFXR002184.1
OG0004852	Hordeum_vulgare|LOC123442990	Aegilops_speltoides|GWHGBFXR002542.1
OG0004853	Hordeum_vulgare|LOC123412608	Aegilops_speltoides|GWHGBFXR032371.1, Aegilops_speltoides|GWHGBFXR000302.1
OG0004854	Hordeum_vulgare|LOC123428072, Hordeum_vulgare|LOC123441494	Aegilops_speltoides|GWHGBFXR000315.1, Aegilops_speltoides|GWHGBFXR023597.1, Aegilops_speltoides|GWHGBFXR015710.1, Aegilops_speltoides|GWHGBFXR031129.1
OG0004855	Hordeum_vulgare|LOC123446574	Aegilops_speltoides|GWHGBFXR000993.1
OG0004856	Hordeum_vulgare|LOC123395807, Hordeum_vulgare|LOC123405242	Aegilops_speltoides|GWHGBFXR000443.1
OG0004857	Hordeum_vulgare|LOC123396168	Aegilops_speltoides|GWHGBFXR000649.1, Aegilops_speltoides|GWHGBFXR000655.1
OG0004861	Hordeum_vulgare|LOC123452745	Aegilops_speltoides|GWHGBFXR004371.1
OG0004864	Hordeum_vulgare|LOC123450040	Aegilops_speltoides|GWHGBFXR019933.1, Aegilops_speltoides|GWHGBFXR003079.1
OG0004865	Hordeum_vulgare|LOC123397918	Aegilops_speltoides|GWHGBFXR000497.1
OG0004866	Hordeum_vulgare|LOC123402089	Aegilops_speltoides|GWHGBFXR003859.1, Aegilops_speltoides|GWHGBFXR003858.1
OG0004867	Hordeum_vulgare|LOC123411156	Aegilops_speltoides|GWHGBFXR034981.1, Aegilops_speltoides|GWHGBFXR002884.1
OG0004868	Hordeum_vulgare|LOC123405087	Aegilops_speltoides|GWHGBFXR000390.1
OG0004869	Hordeum_vulgare|LOC123434136	Aegilops_speltoides|GWHGBFXR019967.1, Aegilops_speltoides|GWHGBFXR001792.1
OG0004870	Hordeum_vulgare|LOC123407826	Aegilops_speltoides|GWHGBFXR000663.1
OG0004871	Hordeum_vulgare|LOC123420348	Aegilops_speltoides|GWHGBFXR004068.1
OG0004872	Hordeum_vulgare|LOC123453131	Aegilops_speltoides|GWHGBFXR000040.1
OG0004872	Hordeum_vulgare|LOC123443132	Aegilops_speltoides|GWHGBFXR011917.1
OG0004873	Hordeum_vulgare|LOC123435126	Aegilops_speltoides|GWHGBFXR001859.1
OG0004875	Hordeum_vulgare|LOC123415852	Aegilops_speltoides|GWHGBFXR003187.1, Aegilops_speltoides|GWHGBFXR003188.1
OG0004876	Hordeum_vulgare|LOC123446312	Aegilops_speltoides|GWHGBFXR000581.1, Aegilops_speltoides|GWHGBFXR033955.1
OG0004877	Hordeum_vulgare|LOC123448821	Aegilops_speltoides|GWHGBFXR003424.1, Aegilops_speltoides|GWHGBFXR003423.1
OG0004878	Hordeum_vulgare|LOC123424428	Aegilops_speltoides|GWHGBFXR000892.1
OG0004879	Hordeum_vulgare|LOC123420887	Aegilops_speltoides|GWHGBFXR004170.1
OG0004880	Hordeum_vulgare|LOC123414894	Aegilops_speltoides|GWHGBFXR002808.1
OG0004881	Hordeum_vulgare|LOC123449329	Aegilops_speltoides|GWHGBFXR000866.1, Aegilops_speltoides|GWHGBFXR018703.1
OG0004882	Hordeum_vulgare|LOC123443656	Aegilops_speltoides|GWHGBFXR012611.1, Aegilops_speltoides|GWHGBFXR002537.1
OG0004884	Hordeum_vulgare|LOC123440411	Aegilops_speltoides|GWHGBFXR003297.1, Aegilops_speltoides|GWHGBFXR003296.1
OG0004885	Hordeum_vulgare|LOC123446946	Aegilops_speltoides|GWHGBFXR003337.1
OG0004886	Hordeum_vulgare|LOC123418541	Aegilops_speltoides|GWHGBFXR003731.1
OG0004887	Hordeum_vulgare|LOC123411647	Aegilops_speltoides|GWHGBFXR006136.1, Aegilops_speltoides|GWHGBFXR000728.1
OG0004888	Hordeum_vulgare|LOC123443831	Aegilops_speltoides|GWHGBFXR003059.1
OG0004889	Hordeum_vulgare|LOC123399352	Aegilops_speltoides|GWHGBFXR000522.1
OG0004890	Hordeum_vulgare|LOC123397138	Aegilops_speltoides|GWHGBFXR001104.1
OG0004891	Hordeum_vulgare|LOC123445628	Aegilops_speltoides|GWHGBFXR002759.1
OG0004893	Hordeum_vulgare|LOC123421856	Aegilops_speltoides|GWHGBFXR004331.1
OG0004894	Hordeum_vulgare|LOC123412469	Aegilops_speltoides|GWHGBFXR002196.1
OG0004895	Hordeum_vulgare|LOC123439066	Aegilops_speltoides|GWHGBFXR002136.1
OG0004896	Hordeum_vulgare|LOC123406692	Aegilops_speltoides|GWHGBFXR000794.1
OG0004897	Hordeum_vulgare|LOC123422270	Aegilops_speltoides|GWHGBFXR000833.1
OG0004898	Hordeum_vulgare|LOC123422116	Aegilops_speltoides|GWHGBFXR000832.1
OG0004899	Hordeum_vulgare|LOC123452212, Hordeum_vulgare|LOC123450585	Aegilops_speltoides|GWHGBFXR004230.1
OG0004900	Hordeum_vulgare|LOC123429021	Aegilops_speltoides|GWHGBFXR004495.1, Aegilops_speltoides|GWHGBFXR000790.1
OG0004902	Hordeum_vulgare|LOC123449197, Hordeum_vulgare|LOC123449214	Aegilops_speltoides|GWHGBFXR003683.1
OG0004903	Hordeum_vulgare|LOC123408314, Hordeum_vulgare|LOC123411587, Hordeum_vulgare|LOC123409863	Aegilops_speltoides|GWHGBFXR001666.1
OG0004904	Hordeum_vulgare|LOC123409256	Aegilops_speltoides|GWHGBFXR001485.1
OG0004905	Hordeum_vulgare|LOC123414621	Aegilops_speltoides|GWHGBFXR002845.1
OG0004907	Hordeum_vulgare|LOC123427892	Aegilops_speltoides|GWHGBFXR008916.1
OG0004908	Hordeum_vulgare|LOC123426907	Aegilops_speltoides|GWHGBFXR007652.1
OG0004909	Hordeum_vulgare|LOC123429491	Aegilops_speltoides|GWHGBFXR005595.1, Aegilops_speltoides|GWHGBFXR005594.1, Aegilops_speltoides|GWHGBFXR005596.1
OG0004910	Hordeum_vulgare|LOC123427105, Hordeum_vulgare|LOC123427107	Aegilops_speltoides|GWHGBFXR007927.1
OG0004912	Hordeum_vulgare|LOC123429684	Aegilops_speltoides|GWHGBFXR006144.1, Aegilops_speltoides|GWHGBFXR006145.1, Aegilops_speltoides|GWHGBFXR006143.1
OG0004913	Hordeum_vulgare|LOC123430425	Aegilops_speltoides|GWHGBFXR007795.1, Aegilops_speltoides|GWHGBFXR007794.1
OG0004914	Hordeum_vulgare|LOC123401438	Aegilops_speltoides|GWHGBFXR026651.1
OG0004915	Hordeum_vulgare|LOC123428379	Aegilops_speltoides|GWHGBFXR010035.1
OG0004916	Hordeum_vulgare|LOC123425865	Aegilops_speltoides|GWHGBFXR006681.1
OG0004917	Hordeum_vulgare|LOC123427741	Aegilops_speltoides|GWHGBFXR008851.1
OG0004918	Hordeum_vulgare|LOC123424555, Hordeum_vulgare|LOC123429320	Aegilops_speltoides|GWHGBFXR005100.1, Aegilops_speltoides|GWHGBFXR005103.1
OG0004919	Hordeum_vulgare|LOC123413269	Aegilops_speltoides|GWHGBFXR007693.1, Aegilops_speltoides|GWHGBFXR034532.1
OG0004920	Hordeum_vulgare|LOC123427554	Aegilops_speltoides|GWHGBFXR008546.1, Aegilops_speltoides|GWHGBFXR008545.1
OG0004921	Hordeum_vulgare|LOC123425458	Aegilops_speltoides|GWHGBFXR006316.1
OG0004922	Hordeum_vulgare|LOC123425419	Aegilops_speltoides|GWHGBFXR006276.1
OG0004923	Hordeum_vulgare|LOC123427053	Aegilops_speltoides|GWHGBFXR007866.1
OG0004924	Hordeum_vulgare|LOC123424558, Hordeum_vulgare|LOC123424561	Aegilops_speltoides|GWHGBFXR005108.1
OG0004925	Hordeum_vulgare|LOC123425228	Aegilops_speltoides|GWHGBFXR006106.1
OG0004926	Hordeum_vulgare|LOC123425921	Aegilops_speltoides|GWHGBFXR006717.1
OG0004927	Hordeum_vulgare|LOC123424792	Aegilops_speltoides|GWHGBFXR005604.1, Aegilops_speltoides|GWHGBFXR005605.1
OG0004928	Hordeum_vulgare|LOC123429204	Aegilops_speltoides|GWHGBFXR004846.1
OG0004929	Hordeum_vulgare|LOC123429137	Aegilops_speltoides|GWHGBFXR004684.1
OG0004930	Hordeum_vulgare|LOC123430869	Aegilops_speltoides|GWHGBFXR008906.1
OG0004931	Hordeum_vulgare|LOC123427322	Aegilops_speltoides|GWHGBFXR008136.1
OG0004932	Hordeum_vulgare|LOC123426336	Aegilops_speltoides|GWHGBFXR009856.1, Aegilops_speltoides|GWHGBFXR007046.1
OG0004934	Hordeum_vulgare|LOC123427676	Aegilops_speltoides|GWHGBFXR008755.1
OG0004935	Hordeum_vulgare|LOC123430180	Aegilops_speltoides|GWHGBFXR007177.1
OG0004936	Hordeum_vulgare|LOC123448541	Aegilops_speltoides|GWHGBFXR017678.1
OG0004938	Hordeum_vulgare|LOC123424405	Aegilops_speltoides|GWHGBFXR004694.1
OG0004938	Hordeum_vulgare|LOC123429138	Aegilops_speltoides|GWHGBFXR004693.1, Aegilops_speltoides|GWHGBFXR004692.1
OG0004939	Hordeum_vulgare|LOC123428336	Aegilops_speltoides|GWHGBFXR010135.1
OG0004940	Hordeum_vulgare|LOC123427963	Aegilops_speltoides|GWHGBFXR009293.1
OG0004942	Hordeum_vulgare|LOC123429357	Aegilops_speltoides|GWHGBFXR019965.1, Aegilops_speltoides|GWHGBFXR005187.1
OG0004943	Hordeum_vulgare|LOC123452050	Aegilops_speltoides|GWHGBFXR005323.1, Aegilops_speltoides|GWHGBFXR005326.1
OG0004944	Hordeum_vulgare|LOC123395028	Aegilops_speltoides|GWHGBFXR009544.1, Aegilops_speltoides|GWHGBFXR025272.1
OG0004945	Hordeum_vulgare|LOC123426537	Aegilops_speltoides|GWHGBFXR007257.1
OG0004946	Hordeum_vulgare|LOC123429913	Aegilops_speltoides|GWHGBFXR006651.1
OG0004947	Hordeum_vulgare|LOC123431281	Aegilops_speltoides|GWHGBFXR010230.1
OG0004948	Hordeum_vulgare|LOC123430771	Aegilops_speltoides|GWHGBFXR008863.1, Aegilops_speltoides|GWHGBFXR008854.1
OG0004950	Hordeum_vulgare|LOC123427095	Aegilops_speltoides|GWHGBFXR007914.1
OG0004951	Hordeum_vulgare|LOC123427531	Aegilops_speltoides|GWHGBFXR008508.1
OG0004952	Hordeum_vulgare|LOC123426539	Aegilops_speltoides|GWHGBFXR007259.1
OG0004953	Hordeum_vulgare|LOC123428445	Aegilops_speltoides|GWHGBFXR010171.1
OG0004954	Hordeum_vulgare|LOC123430040	Aegilops_speltoides|GWHGBFXR005920.1
OG0004956	Hordeum_vulgare|LOC123406327	Aegilops_speltoides|GWHGBFXR010326.1
OG0004958	Hordeum_vulgare|LOC123429573	Aegilops_speltoides|GWHGBFXR005849.1
OG0004959	Hordeum_vulgare|LOC123430405	Aegilops_speltoides|GWHGBFXR007740.1
OG0004961	Hordeum_vulgare|LOC123398357	Aegilops_speltoides|GWHGBFXR023940.1
OG0004961	Hordeum_vulgare|LOC123428343	Aegilops_speltoides|GWHGBFXR010121.1, Aegilops_speltoides|GWHGBFXR010119.1, Aegilops_speltoides|GWHGBFXR010120.1
OG0004962	Hordeum_vulgare|LOC123424565	Aegilops_speltoides|GWHGBFXR005127.1
OG0004964	Hordeum_vulgare|ndhH	Aegilops_speltoides|GWHGBFXR032313.1, Aegilops_speltoides|GWHGBFXR013954.1, Aegilops_speltoides|GWHGBFXR010220.1, Aegilops_speltoides|GWHGBFXR032264.1
OG0004965	Hordeum_vulgare|LOC123429278	Aegilops_speltoides|GWHGBFXR005001.1
OG0004966	Hordeum_vulgare|LOC123427468	Aegilops_speltoides|GWHGBFXR008427.1
OG0004967	Hordeum_vulgare|LOC123428517	Aegilops_speltoides|GWHGBFXR010315.1, Aegilops_speltoides|GWHGBFXR014790.1
OG0004969	Hordeum_vulgare|LOC123429677	Aegilops_speltoides|GWHGBFXR006114.1
OG0004970	Hordeum_vulgare|LOC123425635	Aegilops_speltoides|GWHGBFXR006459.1
OG0004971	Hordeum_vulgare|LOC123427295	Aegilops_speltoides|GWHGBFXR010497.1, Aegilops_speltoides|GWHGBFXR008167.1
OG0004972	Hordeum_vulgare|LOC123426320	Aegilops_speltoides|GWHGBFXR007033.1
OG0004973	Hordeum_vulgare|LOC123404057, Hordeum_vulgare|LOC123429517	Aegilops_speltoides|GWHGBFXR005689.1
OG0004974	Hordeum_vulgare|LOC123425863	Aegilops_speltoides|GWHGBFXR006682.1
OG0004975	Hordeum_vulgare|LOC123426334	Aegilops_speltoides|GWHGBFXR007048.1
OG0004976	Hordeum_vulgare|LOC123424634, Hordeum_vulgare|LOC123424635	Aegilops_speltoides|GWHGBFXR005320.1
OG0004977	Hordeum_vulgare|LOC123430971, Hordeum_vulgare|LOC123430973	Aegilops_speltoides|GWHGBFXR005770.1
OG0004978	Hordeum_vulgare|LOC123425165	Aegilops_speltoides|GWHGBFXR006021.1
OG0004979	Hordeum_vulgare|LOC123430197	Aegilops_speltoides|GWHGBFXR007235.1, Aegilops_speltoides|GWHGBFXR037557.1
OG0004981	Hordeum_vulgare|LOC123426670	Aegilops_speltoides|GWHGBFXR007371.1
OG0004982	Hordeum_vulgare|LOC123428409	Aegilops_speltoides|GWHGBFXR009986.1
OG0004983	Hordeum_vulgare|LOC123453071	Aegilops_speltoides|GWHGBFXR008969.1, Aegilops_speltoides|GWHGBFXR024909.1
OG0004984	Hordeum_vulgare|LOC123428260, Hordeum_vulgare|LOC123451891, Hordeum_vulgare|LOC123425375	Aegilops_speltoides|GWHGBFXR006275.1
OG0004987	Hordeum_vulgare|LOC123427907	Aegilops_speltoides|GWHGBFXR009185.1
OG0004988	Hordeum_vulgare|LOC123424928	Aegilops_speltoides|GWHGBFXR004746.1
OG0004990	Hordeum_vulgare|LOC123428102	Aegilops_speltoides|GWHGBFXR009343.1
OG0004993	Hordeum_vulgare|LOC123429429	Aegilops_speltoides|GWHGBFXR005412.1
OG0004994	Hordeum_vulgare|LOC123425189	Aegilops_speltoides|GWHGBFXR006039.1
OG0004995	Hordeum_vulgare|LOC123429331, Hordeum_vulgare|LOC123424456, Hordeum_vulgare|LOC123424457	Aegilops_speltoides|GWHGBFXR004798.1
OG0004997	Hordeum_vulgare|LOC123427094	Aegilops_speltoides|GWHGBFXR007915.1
OG0004998	Hordeum_vulgare|LOC123424779	Aegilops_speltoides|GWHGBFXR005574.1
OG0004999	Hordeum_vulgare|LOC123425820	Aegilops_speltoides|GWHGBFXR006634.1
OG0005000	Hordeum_vulgare|LOC123449308	Aegilops_speltoides|GWHGBFXR018681.1
OG0005000	Hordeum_vulgare|LOC123406114	Aegilops_speltoides|GWHGBFXR008675.1
OG0005001	Hordeum_vulgare|LOC123429756	Aegilops_speltoides|GWHGBFXR006327.1
OG0005003	Hordeum_vulgare|LOC123398129	Aegilops_speltoides|GWHGBFXR006031.1, Aegilops_speltoides|GWHGBFXR022050.1
OG0005004	Hordeum_vulgare|LOC123429442	Aegilops_speltoides|GWHGBFXR010261.1
OG0005005	Hordeum_vulgare|LOC123425388, Hordeum_vulgare|LOC123395087	Aegilops_speltoides|GWHGBFXR006258.1
OG0005006	Hordeum_vulgare|LOC123427689, Hordeum_vulgare|LOC123428731	Aegilops_speltoides|GWHGBFXR008771.1
OG0005007	Hordeum_vulgare|LOC123430613	Aegilops_speltoides|GWHGBFXR008361.1
OG0005008	Hordeum_vulgare|LOC123427480	Aegilops_speltoides|GWHGBFXR008443.1
OG0005009	Hordeum_vulgare|LOC123439483	Aegilops_speltoides|GWHGBFXR011514.1
OG0005010	Hordeum_vulgare|LOC123413442	Aegilops_speltoides|GWHGBFXR016045.1, Aegilops_speltoides|GWHGBFXR030225.1
OG0005011	Hordeum_vulgare|LOC123441057	Aegilops_speltoides|GWHGBFXR015941.1, Aegilops_speltoides|GWHGBFXR015935.1
OG0005013	Hordeum_vulgare|LOC123445766	Aegilops_speltoides|GWHGBFXR016242.1
OG0005014	Hordeum_vulgare|LOC123444005	Aegilops_speltoides|GWHGBFXR012960.1
OG0005015	Hordeum_vulgare|LOC123395441	Aegilops_speltoides|GWHGBFXR013839.1, Aegilops_speltoides|GWHGBFXR021277.1
OG0005016	Hordeum_vulgare|LOC123443982	Aegilops_speltoides|GWHGBFXR012925.1
OG0005017	Hordeum_vulgare|LOC123444286	Aegilops_speltoides|GWHGBFXR013040.1
OG0005018	Hordeum_vulgare|LOC123445091	Aegilops_speltoides|GWHGBFXR014535.1
OG0005019	Hordeum_vulgare|LOC123444152, Hordeum_vulgare|LOC123444153	Aegilops_speltoides|GWHGBFXR013202.1
OG0005020	Hordeum_vulgare|LOC123443417	Aegilops_speltoides|GWHGBFXR012317.1
OG0005021	Hordeum_vulgare|LOC123444793	Aegilops_speltoides|GWHGBFXR014289.1
OG0005022	Hordeum_vulgare|LOC123442926	Aegilops_speltoides|GWHGBFXR011559.1
OG0005023	Hordeum_vulgare|LOC123444021	Aegilops_speltoides|GWHGBFXR012979.1
OG0005025	Hordeum_vulgare|LOC123439672	Aegilops_speltoides|GWHGBFXR012076.1
OG0005027	Hordeum_vulgare|LOC123440464	Aegilops_speltoides|GWHGBFXR014304.1
OG0005028	Hordeum_vulgare|LOC123443507	Aegilops_speltoides|GWHGBFXR012408.1
OG0005029	Hordeum_vulgare|LOC123445092	Aegilops_speltoides|GWHGBFXR014536.1
OG0005030	Hordeum_vulgare|LOC123445229	Aegilops_speltoides|GWHGBFXR014807.1
OG0005031	Hordeum_vulgare|LOC123444826, Hordeum_vulgare|LOC123442076	Aegilops_speltoides|GWHGBFXR014853.1
OG0005032	Hordeum_vulgare|LOC123440882	Aegilops_speltoides|GWHGBFXR015380.1, Aegilops_speltoides|GWHGBFXR015377.1
OG0005033	Hordeum_vulgare|LOC123442434	Aegilops_speltoides|GWHGBFXR010835.1
OG0005034	Hordeum_vulgare|LOC123444518, Hordeum_vulgare|LOC123444520	Aegilops_speltoides|GWHGBFXR013611.1, Aegilops_speltoides|GWHGBFXR013610.1
OG0005035	Hordeum_vulgare|LOC123444710	Aegilops_speltoides|GWHGBFXR013904.1, Aegilops_speltoides|GWHGBFXR013905.1
OG0005036	Hordeum_vulgare|LOC123441277, Hordeum_vulgare|LOC123428655, Hordeum_vulgare|LOC123396539	Aegilops_speltoides|GWHGBFXR010815.1
OG0005037	Hordeum_vulgare|LOC123443714	Aegilops_speltoides|GWHGBFXR012601.1
OG0005038	Hordeum_vulgare|LOC123445623	Aegilops_speltoides|GWHGBFXR015970.1
