Orthogroup	Hordeum_vulgare	Aegilops_tauschii
OG0007943	Hordeum_vulgare|LOC123444282	Aegilops_tauschii|LOC109767104
OG0007944	Hordeum_vulgare|LOC123426216	Aegilops_tauschii|LOC109779762
OG0007945	Hordeum_vulgare|LOC123445866	Aegilops_tauschii|LOC109740317
OG0007946	Hordeum_vulgare|LOC123443633	Aegilops_tauschii|LOC109747452
OG0007947	Hordeum_vulgare|LOC123446485	Aegilops_tauschii|LOC109739007
OG0007948	Hordeum_vulgare|LOC123432388	Aegilops_tauschii|LOC109751339
OG0007949	Hordeum_vulgare|LOC123442999	Aegilops_tauschii|LOC109786907
OG0007950	Hordeum_vulgare|LOC123398372	Aegilops_tauschii|LOC109771915
OG0007951	Hordeum_vulgare|LOC123405065	Aegilops_tauschii|LOC109731926
OG0007952	Hordeum_vulgare|LOC123417260	Aegilops_tauschii|LOC109745668
OG0007953	Hordeum_vulgare|LOC123414765	Aegilops_tauschii|LOC109762342
OG0007954	Hordeum_vulgare|LOC123441722	Aegilops_tauschii|LOC109767314
OG0007956	Hordeum_vulgare|LOC123443539	Aegilops_tauschii|LOC109747958
OG0007957	Hordeum_vulgare|LOC123442069	Aegilops_tauschii|LOC109736707
OG0007958	Hordeum_vulgare|LOC123411905	Aegilops_tauschii|LOC109733368
OG0007959	Hordeum_vulgare|LOC123430797	Aegilops_tauschii|LOC109758726
OG0007960	Hordeum_vulgare|LOC123436290	Aegilops_tauschii|LOC109782881
OG0007961	Hordeum_vulgare|LOC123443128	Aegilops_tauschii|LOC109772898
OG0007962	Hordeum_vulgare|LOC123442486	Aegilops_tauschii|LOC109767291
OG0007963	Hordeum_vulgare|LOC123445163	Aegilops_tauschii|LOC109759746
OG0007964	Hordeum_vulgare|LOC123439256	Aegilops_tauschii|LOC109758372
OG0007966	Hordeum_vulgare|LOC123412735	Aegilops_tauschii|LOC109780066
OG0007967	Hordeum_vulgare|LOC123425015	Aegilops_tauschii|LOC109770699
OG0007968	Hordeum_vulgare|LOC123441704	Aegilops_tauschii|LOC109744842
OG0007969	Hordeum_vulgare|LOC123438875	Aegilops_tauschii|LOC109779975
OG0007970	Hordeum_vulgare|LOC123445262	Aegilops_tauschii|LOC109762356
OG0007971	Hordeum_vulgare|LOC123452471	Aegilops_tauschii|LOC109752513
OG0007972	Hordeum_vulgare|LOC123442561	Aegilops_tauschii|LOC109752153
OG0007973	Hordeum_vulgare|LOC123434491, Hordeum_vulgare|LOC123429156	Aegilops_tauschii|LOC109732825
OG0007974	Hordeum_vulgare|LOC123405531	Aegilops_tauschii|LOC109749656
OG0007975	Hordeum_vulgare|LOC123407233	Aegilops_tauschii|LOC109762594
OG0007976	Hordeum_vulgare|LOC123410323	Aegilops_tauschii|LOC109753419
OG0007977	Hordeum_vulgare|LOC123424661	Aegilops_tauschii|LOC109762597
OG0007978	Hordeum_vulgare|LOC123445001	Aegilops_tauschii|LOC109766814
OG0007979	Hordeum_vulgare|LOC123412321	Aegilops_tauschii|LOC109735887
OG0007980	Hordeum_vulgare|LOC123449624	Aegilops_tauschii|LOC109744623
OG0007981	Hordeum_vulgare|LOC123440794	Aegilops_tauschii|LOC109735876
OG0007982	Hordeum_vulgare|LOC123432404	Aegilops_tauschii|LOC109751327
OG0007983	Hordeum_vulgare|LOC123419491	Aegilops_tauschii|LOC109735700
OG0007984	Hordeum_vulgare|LOC123441149	Aegilops_tauschii|LOC109734384
OG0007986	Hordeum_vulgare|LOC123409052	Aegilops_tauschii|LOC109780380
OG0007987	Hordeum_vulgare|LOC123439302	Aegilops_tauschii|LOC109758341
OG0007989	Hordeum_vulgare|LOC123443048	Aegilops_tauschii|LOC109765085
OG0007990	Hordeum_vulgare|LOC123409567	Aegilops_tauschii|LOC109785869
OG0007991	Hordeum_vulgare|LOC123446025	Aegilops_tauschii|LOC109770159
OG0007992	Hordeum_vulgare|LOC123422737	Aegilops_tauschii|LOC109752521
OG0007993	Hordeum_vulgare|LOC123409315	Aegilops_tauschii|LOC109734493
OG0007994	Hordeum_vulgare|LOC123428892	Aegilops_tauschii|LOC109739782
OG0007995	Hordeum_vulgare|LOC123412101	Aegilops_tauschii|LOC109763625
OG0007996	Hordeum_vulgare|LOC123437210	Aegilops_tauschii|LOC109772396
OG0007997	Hordeum_vulgare|LOC123404021	Aegilops_tauschii|LOC109784179
OG0007998	Hordeum_vulgare|LOC123447274	Aegilops_tauschii|LOC109754832
OG0007999	Hordeum_vulgare|LOC123419035	Aegilops_tauschii|LOC109755915
OG0008000	Hordeum_vulgare|LOC123412147	Aegilops_tauschii|LOC109733846
OG0008001	Hordeum_vulgare|LOC123442513	Aegilops_tauschii|LOC109737560
OG0008002	Hordeum_vulgare|LOC123446591	Aegilops_tauschii|LOC109741757
OG0008003	Hordeum_vulgare|LOC123440967	Aegilops_tauschii|LOC109758800
OG0008004	Hordeum_vulgare|LOC123397296	Aegilops_tauschii|LOC109732419
OG0008006	Hordeum_vulgare|LOC123434591	Aegilops_tauschii|LOC109765465
OG0008007	Hordeum_vulgare|LOC123410099	Aegilops_tauschii|LOC109742512
OG0008008	Hordeum_vulgare|LOC123420622	Aegilops_tauschii|LOC109740221
OG0008010	Hordeum_vulgare|LOC123446256	Aegilops_tauschii|LOC109744168
OG0008011	Hordeum_vulgare|LOC123404845	Aegilops_tauschii|LOC109755678
OG0008012	Hordeum_vulgare|LOC123430817	Aegilops_tauschii|LOC109758728
OG0008013	Hordeum_vulgare|LOC123442448	Aegilops_tauschii|LOC109780075
OG0008014	Hordeum_vulgare|LOC123443067	Aegilops_tauschii|LOC109781911
OG0008015	Hordeum_vulgare|LOC123448322	Aegilops_tauschii|LOC109732739
OG0008016	Hordeum_vulgare|LOC123425683	Aegilops_tauschii|LOC109759832
OG0008017	Hordeum_vulgare|LOC123445340	Aegilops_tauschii|LOC109755895
OG0008018	Hordeum_vulgare|LOC123430155	Aegilops_tauschii|LOC109732883
OG0008019	Hordeum_vulgare|LOC123426779	Aegilops_tauschii|LOC109745850
OG0008020	Hordeum_vulgare|LOC123411801	Aegilops_tauschii|LOC109741653
OG0008021	Hordeum_vulgare|LOC123440111	Aegilops_tauschii|LOC109780550
OG0008022	Hordeum_vulgare|LOC123434884	Aegilops_tauschii|LOC109732428
OG0008023	Hordeum_vulgare|LOC123416409	Aegilops_tauschii|LOC109754827
OG0008024	Hordeum_vulgare|LOC123451753	Aegilops_tauschii|LOC109739906
OG0008025	Hordeum_vulgare|LOC123446456	Aegilops_tauschii|LOC109754578
OG0008026	Hordeum_vulgare|LOC123443590	Aegilops_tauschii|LOC109748029
OG0008027	Hordeum_vulgare|LOC123442312	Aegilops_tauschii|LOC109764173
OG0008029	Hordeum_vulgare|LOC123407241	Aegilops_tauschii|LOC109756401
OG0008030	Hordeum_vulgare|LOC123450049	Aegilops_tauschii|LOC109762129
OG0008031	Hordeum_vulgare|LOC123427522	Aegilops_tauschii|LOC109752785
OG0008032	Hordeum_vulgare|LOC123452666	Aegilops_tauschii|LOC109782197
OG0008033	Hordeum_vulgare|LOC123443231	Aegilops_tauschii|LOC109785946
OG0008034	Hordeum_vulgare|LOC123405302	Aegilops_tauschii|LOC109755669
OG0008035	Hordeum_vulgare|LOC123432090	Aegilops_tauschii|LOC109772934
OG0008036	Hordeum_vulgare|LOC123402432	Aegilops_tauschii|LOC109761937
OG0008037	Hordeum_vulgare|LOC123442946	Aegilops_tauschii|LOC109779323
OG0008038	Hordeum_vulgare|LOC123428688	Aegilops_tauschii|LOC109766504
OG0008039	Hordeum_vulgare|LOC123440682	Aegilops_tauschii|LOC109733511
OG0008040	Hordeum_vulgare|LOC123441905	Aegilops_tauschii|LOC109778327
OG0008041	Hordeum_vulgare|LOC123412364	Aegilops_tauschii|LOC109754001
OG0008042	Hordeum_vulgare|LOC123445670	Aegilops_tauschii|LOC109785666
OG0008043	Hordeum_vulgare|LOC123445311	Aegilops_tauschii|LOC109762329
OG0008044	Hordeum_vulgare|LOC123426400	Aegilops_tauschii|LOC109750753
OG0008045	Hordeum_vulgare|LOC123421511	Aegilops_tauschii|LOC109773052
OG0008046	Hordeum_vulgare|LOC123407181	Aegilops_tauschii|LOC109756641
OG0008047	Hordeum_vulgare|LOC123433209	Aegilops_tauschii|LOC109773674
OG0008048	Hordeum_vulgare|LOC123413597	Aegilops_tauschii|LOC109757218
OG0008050	Hordeum_vulgare|LOC123429715	Aegilops_tauschii|LOC109733168
OG0008051	Hordeum_vulgare|LOC123408373	Aegilops_tauschii|LOC109744793
OG0008052	Hordeum_vulgare|LOC123410735	Aegilops_tauschii|LOC109773609
OG0008053	Hordeum_vulgare|LOC123416911	Aegilops_tauschii|LOC109781485
OG0008054	Hordeum_vulgare|LOC123445106	Aegilops_tauschii|LOC109747037
OG0008055	Hordeum_vulgare|LOC123411477	Aegilops_tauschii|LOC109770189
OG0008056	Hordeum_vulgare|LOC123430968	Aegilops_tauschii|LOC109733359
OG0008058	Hordeum_vulgare|LOC123447819	Aegilops_tauschii|LOC109781483
OG0008059	Hordeum_vulgare|LOC123412171	Aegilops_tauschii|LOC109771504
OG0008060	Hordeum_vulgare|LOC123428862	Aegilops_tauschii|LOC109771311
OG0008061	Hordeum_vulgare|LOC123430567	Aegilops_tauschii|LOC109784198
OG0008062	Hordeum_vulgare|LOC123440314	Aegilops_tauschii|LOC109757877
OG0008063	Hordeum_vulgare|LOC123429200	Aegilops_tauschii|LOC109751233
OG0008064	Hordeum_vulgare|LOC123412862	Aegilops_tauschii|LOC109768921
OG0008065	Hordeum_vulgare|LOC123435601	Aegilops_tauschii|LOC109746279
OG0008066	Hordeum_vulgare|LOC123443762	Aegilops_tauschii|LOC109748723
OG0008067	Hordeum_vulgare|LOC123432010	Aegilops_tauschii|LOC109765698
OG0008068	Hordeum_vulgare|LOC123432985	Aegilops_tauschii|LOC109764829
OG0008069	Hordeum_vulgare|LOC123411189	Aegilops_tauschii|LOC109768435
OG0008070	Hordeum_vulgare|LOC123428147	Aegilops_tauschii|LOC109744368
OG0008071	Hordeum_vulgare|LOC123419715	Aegilops_tauschii|LOC109746481
OG0008072	Hordeum_vulgare|LOC123443513	Aegilops_tauschii|LOC109759015
OG0008073	Hordeum_vulgare|LOC123450384	Aegilops_tauschii|LOC109754715
OG0008074	Hordeum_vulgare|LOC123438320	Aegilops_tauschii|LOC109770185
OG0008075	Hordeum_vulgare|LOC123451200	Aegilops_tauschii|LOC109759803
OG0008076	Hordeum_vulgare|LOC123444562	Aegilops_tauschii|LOC109743424
OG0008078	Hordeum_vulgare|LOC123403691	Aegilops_tauschii|LOC109755676
OG0008079	Hordeum_vulgare|LOC123430382	Aegilops_tauschii|LOC109738428
OG0008080	Hordeum_vulgare|LOC123431412	Aegilops_tauschii|LOC109734560, Aegilops_tauschii|LOC120961871, Aegilops_tauschii|LOC120973293
OG0008081	Hordeum_vulgare|LOC123431437	Aegilops_tauschii|LOC109759738
OG0008082	Hordeum_vulgare|LOC123448043	Aegilops_tauschii|LOC109786751
OG0008083	Hordeum_vulgare|LOC123408445	Aegilops_tauschii|LOC109764975
OG0008084	Hordeum_vulgare|LOC123410030	Aegilops_tauschii|LOC109745692
OG0008085	Hordeum_vulgare|LOC123412612	Aegilops_tauschii|LOC109778303
OG0008086	Hordeum_vulgare|LOC123446721	Aegilops_tauschii|LOC109769326
OG0008087	Hordeum_vulgare|LOC123434077	Aegilops_tauschii|LOC109760907
OG0008088	Hordeum_vulgare|LOC123411607	Aegilops_tauschii|LOC109779967
OG0008089	Hordeum_vulgare|LOC123427102	Aegilops_tauschii|LOC109745968
OG0008090	Hordeum_vulgare|LOC123436056	Aegilops_tauschii|LOC109779414
OG0008091	Hordeum_vulgare|LOC123405379	Aegilops_tauschii|LOC109766056
OG0008092	Hordeum_vulgare|LOC123445524	Aegilops_tauschii|LOC109732249
OG0008093	Hordeum_vulgare|LOC123410530	Aegilops_tauschii|LOC109734420
OG0008094	Hordeum_vulgare|LOC123427668	Aegilops_tauschii|LOC109759492
OG0008095	Hordeum_vulgare|LOC123418709	Aegilops_tauschii|LOC109750854
OG0008096	Hordeum_vulgare|LOC123439503	Aegilops_tauschii|LOC109735229
OG0008097	Hordeum_vulgare|LOC123428386	Aegilops_tauschii|LOC109766052
OG0008098	Hordeum_vulgare|LOC123415986	Aegilops_tauschii|LOC109765583
OG0008099	Hordeum_vulgare|LOC123414861	Aegilops_tauschii|LOC109748351
OG0008100	Hordeum_vulgare|LOC123448361	Aegilops_tauschii|LOC109736596
OG0008101	Hordeum_vulgare|LOC123409062	Aegilops_tauschii|LOC109745556
OG0008102	Hordeum_vulgare|LOC123445381	Aegilops_tauschii|LOC109749710
OG0008103	Hordeum_vulgare|LOC123425620	Aegilops_tauschii|LOC109755333
OG0008104	Hordeum_vulgare|LOC123446514	Aegilops_tauschii|LOC109739005
OG0008106	Hordeum_vulgare|LOC123445247	Aegilops_tauschii|LOC109762339
OG0008107	Hordeum_vulgare|LOC123447579	Aegilops_tauschii|LOC109736986
OG0008109	Hordeum_vulgare|LOC123428245	Aegilops_tauschii|LOC109761049
OG0008111	Hordeum_vulgare|LOC123443976	Aegilops_tauschii|LOC109780143
OG0008112	Hordeum_vulgare|LOC123425471	Aegilops_tauschii|LOC109782353
OG0008113	Hordeum_vulgare|LOC123418963	Aegilops_tauschii|LOC109780161
OG0008114	Hordeum_vulgare|LOC123404879	Aegilops_tauschii|LOC109769297
OG0008115	Hordeum_vulgare|LOC123417511	Aegilops_tauschii|LOC109774792
OG0008116	Hordeum_vulgare|LOC123434184	Aegilops_tauschii|LOC109771660
OG0008117	Hordeum_vulgare|LOC123442594	Aegilops_tauschii|LOC109752155
OG0008118	Hordeum_vulgare|LOC123427106	Aegilops_tauschii|LOC109781318
OG0008119	Hordeum_vulgare|LOC123410755	Aegilops_tauschii|LOC109756435
OG0008120	Hordeum_vulgare|LOC123426392	Aegilops_tauschii|LOC109750746
OG0008121	Hordeum_vulgare|LOC123431160	Aegilops_tauschii|LOC109771327
OG0008122	Hordeum_vulgare|LOC123448127	Aegilops_tauschii|LOC109733809
OG0008123	Hordeum_vulgare|LOC123411700	Aegilops_tauschii|LOC109766715
OG0008124	Hordeum_vulgare|LOC123428025	Aegilops_tauschii|LOC109753858
OG0008125	Hordeum_vulgare|LOC123415055	Aegilops_tauschii|LOC109744176
OG0008126	Hordeum_vulgare|LOC123398714	Aegilops_tauschii|LOC109740947
OG0008127	Hordeum_vulgare|LOC123451182	Aegilops_tauschii|LOC109781253
OG0008128	Hordeum_vulgare|LOC123441346	Aegilops_tauschii|LOC109746849
OG0008129	Hordeum_vulgare|LOC123409135	Aegilops_tauschii|LOC109748621
OG0008130	Hordeum_vulgare|LOC123425055	Aegilops_tauschii|LOC109780359
OG0008131	Hordeum_vulgare|LOC123417153	Aegilops_tauschii|LOC109781869
OG0008132	Hordeum_vulgare|LOC123451759	Aegilops_tauschii|LOC109739947
OG0008133	Hordeum_vulgare|LOC123437973	Aegilops_tauschii|LOC109768009
OG0008135	Hordeum_vulgare|LOC123436567	Aegilops_tauschii|LOC109784664
OG0008136	Hordeum_vulgare|LOC123446187	Aegilops_tauschii|LOC109761703
OG0008137	Hordeum_vulgare|LOC123431358	Aegilops_tauschii|LOC109784918
OG0008138	Hordeum_vulgare|LOC123412669	Aegilops_tauschii|LOC109778307
OG0008139	Hordeum_vulgare|LOC123421512	Aegilops_tauschii|LOC109769026
OG0008140	Hordeum_vulgare|LOC123413487	Aegilops_tauschii|LOC109774142
OG0008141	Hordeum_vulgare|LOC123422026	Aegilops_tauschii|LOC109754660
OG0008143	Hordeum_vulgare|LOC123438741	Aegilops_tauschii|LOC109782808
OG0008144	Hordeum_vulgare|LOC123443821	Aegilops_tauschii|LOC109783733
OG0008145	Hordeum_vulgare|LOC123445057	Aegilops_tauschii|LOC109761927
OG0008146	Hordeum_vulgare|LOC123444817	Aegilops_tauschii|LOC109736481
OG0008147	Hordeum_vulgare|LOC123434242	Aegilops_tauschii|LOC109775340
OG0008148	Hordeum_vulgare|LOC123435753	Aegilops_tauschii|LOC109765446
OG0008149	Hordeum_vulgare|LOC123451034	Aegilops_tauschii|LOC109736914
OG0008150	Hordeum_vulgare|LOC123442719	Aegilops_tauschii|LOC109735041
OG0008151	Hordeum_vulgare|LOC123417875	Aegilops_tauschii|LOC109772366
OG0008152	Hordeum_vulgare|LOC123431400	Aegilops_tauschii|LOC109772407
OG0008154	Hordeum_vulgare|LOC123444390	Aegilops_tauschii|LOC109783522
OG0008155	Hordeum_vulgare|LOC123430374	Aegilops_tauschii|LOC109734562
OG0008156	Hordeum_vulgare|LOC123435110	Aegilops_tauschii|LOC109780828
OG0008157	Hordeum_vulgare|LOC123424450	Aegilops_tauschii|LOC109746720
OG0008158	Hordeum_vulgare|LOC123438262	Aegilops_tauschii|LOC109766512
OG0008159	Hordeum_vulgare|LOC123410688	Aegilops_tauschii|LOC109761480
OG0008160	Hordeum_vulgare|LOC123446135	Aegilops_tauschii|LOC109770724
OG0008162	Hordeum_vulgare|LOC123412556	Aegilops_tauschii|LOC109774062
OG0008163	Hordeum_vulgare|LOC123431275	Aegilops_tauschii|LOC109751089
OG0008164	Hordeum_vulgare|LOC123426727	Aegilops_tauschii|LOC109738908
OG0008165	Hordeum_vulgare|LOC123444179	Aegilops_tauschii|LOC109767264
OG0008166	Hordeum_vulgare|LOC123409154	Aegilops_tauschii|LOC109733157
OG0008167	Hordeum_vulgare|LOC123429464	Aegilops_tauschii|LOC109781956
OG0008168	Hordeum_vulgare|LOC123399523	Aegilops_tauschii|LOC109733379
OG0008169	Hordeum_vulgare|LOC123440851	Aegilops_tauschii|LOC109735882
OG0008170	Hordeum_vulgare|LOC123410797	Aegilops_tauschii|LOC109770307
OG0008171	Hordeum_vulgare|LOC123424733	Aegilops_tauschii|LOC109762593
OG0008172	Hordeum_vulgare|LOC123437411	Aegilops_tauschii|LOC109756263
OG0008173	Hordeum_vulgare|LOC123430731	Aegilops_tauschii|LOC109759724
OG0008174	Hordeum_vulgare|LOC123436642	Aegilops_tauschii|LOC109784659
OG0008175	Hordeum_vulgare|LOC123449753	Aegilops_tauschii|LOC109767872
OG0008176	Hordeum_vulgare|LOC123448961	Aegilops_tauschii|LOC109751075
OG0008177	Hordeum_vulgare|LOC123437130	Aegilops_tauschii|LOC109734389
OG0008178	Hordeum_vulgare|LOC123442236	Aegilops_tauschii|LOC109734999
OG0008179	Hordeum_vulgare|LOC123425719	Aegilops_tauschii|LOC109761708
OG0008180	Hordeum_vulgare|LOC123448641	Aegilops_tauschii|LOC109787358
OG0008182	Hordeum_vulgare|LOC123449292	Aegilops_tauschii|LOC109774767
OG0008183	Hordeum_vulgare|LOC123445648	Aegilops_tauschii|LOC109751174
OG0008184	Hordeum_vulgare|LOC123442463	Aegilops_tauschii|LOC109780074
OG0008186	Hordeum_vulgare|LOC123430999	Aegilops_tauschii|LOC109785872
OG0008187	Hordeum_vulgare|LOC123397145	Aegilops_tauschii|LOC109772750
OG0008189	Hordeum_vulgare|LOC123424723	Aegilops_tauschii|LOC109762599
OG0008190	Hordeum_vulgare|LOC123439896	Aegilops_tauschii|LOC109733679
OG0008191	Hordeum_vulgare|LOC123450718	Aegilops_tauschii|LOC109761991
OG0008193	Hordeum_vulgare|LOC123450209	Aegilops_tauschii|LOC109747567
OG0008194	Hordeum_vulgare|LOC123427556	Aegilops_tauschii|LOC109752789
OG0008195	Hordeum_vulgare|LOC123415354	Aegilops_tauschii|LOC109761705
OG0008196	Hordeum_vulgare|LOC123440886	Aegilops_tauschii|LOC109735884
OG0008197	Hordeum_vulgare|LOC123439769	Aegilops_tauschii|LOC109782124
OG0008198	Hordeum_vulgare|LOC123425990	Aegilops_tauschii|LOC109765539
OG0008199	Hordeum_vulgare|LOC123398482	Aegilops_tauschii|LOC109734518
OG0008200	Hordeum_vulgare|LOC123428443	Aegilops_tauschii|LOC109764137
OG0008201	Hordeum_vulgare|LOC123409761	Aegilops_tauschii|LOC109741841
OG0008202	Hordeum_vulgare|LOC123451077	Aegilops_tauschii|LOC109782502
OG0008203	Hordeum_vulgare|LOC123431427	Aegilops_tauschii|LOC109744270
OG0008204	Hordeum_vulgare|LOC123451610	Aegilops_tauschii|LOC109739851
OG0008205	Hordeum_vulgare|LOC123410434	Aegilops_tauschii|LOC109732816
OG0008206	Hordeum_vulgare|LOC123403860	Aegilops_tauschii|LOC109745993
OG0008207	Hordeum_vulgare|LOC123452201	Aegilops_tauschii|LOC109762111
OG0008208	Hordeum_vulgare|LOC123444548	Aegilops_tauschii|LOC109743420
OG0008209	Hordeum_vulgare|LOC123431313	Aegilops_tauschii|LOC109760358
OG0008210	Hordeum_vulgare|LOC123450253	Aegilops_tauschii|LOC109743596
OG0008212	Hordeum_vulgare|LOC123425934	Aegilops_tauschii|LOC109752037
OG0008213	Hordeum_vulgare|LOC123430566	Aegilops_tauschii|LOC109732119
OG0008214	Hordeum_vulgare|LOC123424880	Aegilops_tauschii|LOC109758824
OG0008215	Hordeum_vulgare|LOC123425329	Aegilops_tauschii|LOC109770042
OG0008216	Hordeum_vulgare|LOC123430848	Aegilops_tauschii|LOC109741241
OG0008217	Hordeum_vulgare|LOC123425726	Aegilops_tauschii|LOC109787244
OG0008218	Hordeum_vulgare|LOC123425197	Aegilops_tauschii|LOC109754211
OG0008219	Hordeum_vulgare|LOC123424956	Aegilops_tauschii|LOC109758057
OG0008220	Hordeum_vulgare|LOC123425021	Aegilops_tauschii|LOC109744646
OG0008221	Hordeum_vulgare|LOC123425532	Aegilops_tauschii|LOC109779646
OG0008222	Hordeum_vulgare|LOC123426045	Aegilops_tauschii|LOC109768058
OG0008223	Hordeum_vulgare|LOC123428154	Aegilops_tauschii|LOC109786011
OG0008224	Hordeum_vulgare|LOC123425305	Aegilops_tauschii|LOC109746707
OG0008225	Hordeum_vulgare|LOC123426834	Aegilops_tauschii|LOC109783358
OG0008226	Hordeum_vulgare|LOC123427370	Aegilops_tauschii|LOC109781087, Aegilops_tauschii|LOC109753273
OG0008227	Hordeum_vulgare|LOC123425381	Aegilops_tauschii|LOC109742762
OG0008228	Hordeum_vulgare|LOC123430347	Aegilops_tauschii|LOC109758998
OG0008229	Hordeum_vulgare|LOC123449708	Aegilops_tauschii|LOC109753277
OG0008230	Hordeum_vulgare|LOC123427526	Aegilops_tauschii|LOC109763540
OG0008231	Hordeum_vulgare|LOC123427200	Aegilops_tauschii|LOC109735762
OG0008232	Hordeum_vulgare|LOC123425431	Aegilops_tauschii|LOC109747378
OG0008233	Hordeum_vulgare|LOC123428059	Aegilops_tauschii|LOC109775451
OG0008234	Hordeum_vulgare|LOC123427535	Aegilops_tauschii|LOC109763556
OG0008235	Hordeum_vulgare|LOC123430922	Aegilops_tauschii|LOC109745647
OG0008236	Hordeum_vulgare|LOC123426470	Aegilops_tauschii|LOC109745041
OG0008237	Hordeum_vulgare|LOC123424487	Aegilops_tauschii|LOC109743743
OG0008238	Hordeum_vulgare|LOC123427228	Aegilops_tauschii|LOC109765468
OG0008239	Hordeum_vulgare|LOC123426062	Aegilops_tauschii|LOC109769765
OG0008240	Hordeum_vulgare|LOC123428176	Aegilops_tauschii|LOC109782258
OG0008241	Hordeum_vulgare|LOC123427854	Aegilops_tauschii|LOC109770463
OG0008242	Hordeum_vulgare|LOC123425868	Aegilops_tauschii|LOC109759962
OG0008243	Hordeum_vulgare|LOC123428492	Aegilops_tauschii|LOC109744604
OG0008244	Hordeum_vulgare|LOC123426906	Aegilops_tauschii|LOC109748188
OG0008245	Hordeum_vulgare|LOC123428501	Aegilops_tauschii|LOC109765904
OG0008246	Hordeum_vulgare|LOC123424678, Hordeum_vulgare|LOC123427820	Aegilops_tauschii|LOC109752959
OG0008247	Hordeum_vulgare|LOC123427686	Aegilops_tauschii|LOC109774540
OG0008248	Hordeum_vulgare|LOC123425756	Aegilops_tauschii|LOC109763196
OG0008249	Hordeum_vulgare|LOC123427708	Aegilops_tauschii|LOC109739451
OG0008250	Hordeum_vulgare|LOC123430624	Aegilops_tauschii|LOC109759864
OG0008251	Hordeum_vulgare|LOC123427244	Aegilops_tauschii|LOC109750222
OG0008252	Hordeum_vulgare|LOC123427847	Aegilops_tauschii|LOC109738408
OG0008253	Hordeum_vulgare|LOC123429311	Aegilops_tauschii|LOC109733911
OG0008254	Hordeum_vulgare|LOC123427706	Aegilops_tauschii|LOC109782087
OG0008255	Hordeum_vulgare|LOC123427507	Aegilops_tauschii|LOC109769388
OG0008256	Hordeum_vulgare|LOC123427646	Aegilops_tauschii|LOC109782423
OG0008257	Hordeum_vulgare|LOC123429386	Aegilops_tauschii|LOC109767638
OG0008258	Hordeum_vulgare|LOC123426979	Aegilops_tauschii|LOC109780850
OG0008259	Hordeum_vulgare|LOC123427486	Aegilops_tauschii|LOC109770986
OG0008260	Hordeum_vulgare|LOC123426316	Aegilops_tauschii|LOC109759302
OG0008262	Hordeum_vulgare|LOC123426787	Aegilops_tauschii|LOC109751636
OG0008263	Hordeum_vulgare|LOC123426849	Aegilops_tauschii|LOC109743849
OG0008264	Hordeum_vulgare|LOC123428451	Aegilops_tauschii|LOC109764452
OG0008265	Hordeum_vulgare|LOC123431151	Aegilops_tauschii|LOC109771151
OG0008266	Hordeum_vulgare|LOC123426560	Aegilops_tauschii|LOC109752613
OG0008267	Hordeum_vulgare|LOC123427592	Aegilops_tauschii|LOC109753293
OG0008268	Hordeum_vulgare|LOC123425619	Aegilops_tauschii|LOC109752049
OG0008269	Hordeum_vulgare|LOC123425671	Aegilops_tauschii|LOC109786113
OG0008271	Hordeum_vulgare|LOC123425205	Aegilops_tauschii|LOC109760278
OG0008272	Hordeum_vulgare|LOC123429071, Hordeum_vulgare|LOC123429072	Aegilops_tauschii|LOC109748891
OG0008273	Hordeum_vulgare|LOC123426956	Aegilops_tauschii|LOC109781454
OG0008274	Hordeum_vulgare|LOC123424885	Aegilops_tauschii|LOC109758825
OG0008276	Hordeum_vulgare|LOC123428119	Aegilops_tauschii|LOC109760337
OG0008277	Hordeum_vulgare|LOC123424786	Aegilops_tauschii|LOC109778272
OG0008278	Hordeum_vulgare|LOC123425693	Aegilops_tauschii|LOC109731823
OG0008279	Hordeum_vulgare|LOC123427876	Aegilops_tauschii|LOC109767977
OG0008280	Hordeum_vulgare|LOC123426482	Aegilops_tauschii|LOC109758931
OG0008281	Hordeum_vulgare|LOC123430669	Aegilops_tauschii|LOC109784541
OG0008282	Hordeum_vulgare|LOC123426646	Aegilops_tauschii|LOC109744462
OG0008283	Hordeum_vulgare|LOC123425217	Aegilops_tauschii|LOC109782231
OG0008284	Hordeum_vulgare|LOC123425150	Aegilops_tauschii|LOC109743792
OG0008285	Hordeum_vulgare|LOC123427149	Aegilops_tauschii|LOC109745370
OG0008286	Hordeum_vulgare|LOC123426890	Aegilops_tauschii|LOC109740334
OG0008287	Hordeum_vulgare|LOC123428207	Aegilops_tauschii|LOC109786449
OG0008288	Hordeum_vulgare|LOC123428771	Aegilops_tauschii|LOC120961795
OG0008289	Hordeum_vulgare|LOC123426818	Aegilops_tauschii|LOC109733796
OG0008290	Hordeum_vulgare|LOC123430889, Hordeum_vulgare|LOC123430891	Aegilops_tauschii|LOC109767983
OG0008291	Hordeum_vulgare|LOC123426534	Aegilops_tauschii|LOC109732788
OG0008292	Hordeum_vulgare|LOC123428357	Aegilops_tauschii|LOC109733900
OG0008293	Hordeum_vulgare|LOC123428380	Aegilops_tauschii|LOC109746564
OG0008294	Hordeum_vulgare|LOC123430634	Aegilops_tauschii|LOC109775337
OG0008295	Hordeum_vulgare|LOC123427620	Aegilops_tauschii|LOC109782916
OG0008296	Hordeum_vulgare|LOC123426882	Aegilops_tauschii|LOC109761266
