Orthogroup	Aegilops_speltoides	Aegilops_tauschii
OG0008949	Aegilops_speltoides|GWHGBFXR010178.1	Aegilops_tauschii|LOC109764453
OG0008951	Aegilops_speltoides|GWHGBFXR007463.1	Aegilops_tauschii|LOC109759468
OG0008952	Aegilops_speltoides|GWHGBFXR008327.1	Aegilops_tauschii|LOC109765661
OG0008954	Aegilops_speltoides|GWHGBFXR007579.1	Aegilops_tauschii|LOC109744008
OG0008955	Aegilops_speltoides|GWHGBFXR009323.1	Aegilops_tauschii|LOC109754644
OG0008956	Aegilops_speltoides|GWHGBFXR007806.1	Aegilops_tauschii|LOC120961993
OG0008957	Aegilops_speltoides|GWHGBFXR005577.1	Aegilops_tauschii|LOC109774229
OG0008959	Aegilops_speltoides|GWHGBFXR010091.1	Aegilops_tauschii|LOC109744265
OG0008960	Aegilops_speltoides|GWHGBFXR008768.1	Aegilops_tauschii|LOC109774541
OG0008961	Aegilops_speltoides|GWHGBFXR005229.1	Aegilops_tauschii|LOC109776463
OG0008962	Aegilops_speltoides|GWHGBFXR007506.1	Aegilops_tauschii|LOC109747774
OG0008963	Aegilops_speltoides|GWHGBFXR008284.1	Aegilops_tauschii|LOC109765880
OG0008964	Aegilops_speltoides|GWHGBFXR006986.1	Aegilops_tauschii|LOC109767228
OG0008965	Aegilops_speltoides|GWHGBFXR008372.1	Aegilops_tauschii|LOC109760158
OG0008966	Aegilops_speltoides|GWHGBFXR006703.1	Aegilops_tauschii|LOC109781655
OG0008967	Aegilops_speltoides|GWHGBFXR008239.1	Aegilops_tauschii|LOC109754002
OG0008968	Aegilops_speltoides|GWHGBFXR004470.1	Aegilops_tauschii|LOC109770855
OG0008970	Aegilops_speltoides|GWHGBFXR005929.1	Aegilops_tauschii|LOC109754968
OG0008971	Aegilops_speltoides|GWHGBFXR006673.1	Aegilops_tauschii|LOC109746735
OG0008972	Aegilops_speltoides|GWHGBFXR010112.1	Aegilops_tauschii|LOC109739138
OG0008973	Aegilops_speltoides|GWHGBFXR007537.1	Aegilops_tauschii|LOC109740543
OG0008974	Aegilops_speltoides|GWHGBFXR006993.1	Aegilops_tauschii|LOC109743659
OG0008974	Aegilops_speltoides|GWHGBFXR006993.1	Aegilops_tauschii|LOC120974554
OG0008975	Aegilops_speltoides|GWHGBFXR007863.1	Aegilops_tauschii|LOC109779061
OG0008976	Aegilops_speltoides|GWHGBFXR005991.1	Aegilops_tauschii|LOC109760293
OG0008977	Aegilops_speltoides|GWHGBFXR008060.1	Aegilops_tauschii|LOC109745773
OG0008978	Aegilops_speltoides|GWHGBFXR008087.1	Aegilops_tauschii|LOC109742189
OG0008979	Aegilops_speltoides|GWHGBFXR010123.1	Aegilops_tauschii|LOC109772560, Aegilops_tauschii|LOC109747313
OG0008980	Aegilops_speltoides|GWHGBFXR007120.1	Aegilops_tauschii|LOC109748217
OG0008981	Aegilops_speltoides|GWHGBFXR009480.1	Aegilops_tauschii|LOC109752217
OG0008982	Aegilops_speltoides|GWHGBFXR006650.1	Aegilops_tauschii|LOC109777205
OG0008983	Aegilops_speltoides|GWHGBFXR007272.1	Aegilops_tauschii|LOC109752621
OG0008984	Aegilops_speltoides|GWHGBFXR008510.1	Aegilops_tauschii|LOC109762832
OG0008986	Aegilops_speltoides|GWHGBFXR007294.1	Aegilops_tauschii|LOC109765748
OG0008987	Aegilops_speltoides|GWHGBFXR006948.1	Aegilops_tauschii|LOC109762918
OG0008990	Aegilops_speltoides|GWHGBFXR007743.1	Aegilops_tauschii|LOC109734223
OG0008991	Aegilops_speltoides|GWHGBFXR009181.1	Aegilops_tauschii|LOC109745419
OG0008992	Aegilops_speltoides|GWHGBFXR007308.1	Aegilops_tauschii|LOC109774549
OG0008993	Aegilops_speltoides|GWHGBFXR008725.1	Aegilops_tauschii|LOC109770283
OG0008994	Aegilops_speltoides|GWHGBFXR010335.1	Aegilops_tauschii|LOC109747356
OG0008996	Aegilops_speltoides|GWHGBFXR009439.1	Aegilops_tauschii|LOC109740061
OG0008997	Aegilops_speltoides|GWHGBFXR007988.1	Aegilops_tauschii|LOC109758079
OG0008998	Aegilops_speltoides|GWHGBFXR009026.1	Aegilops_tauschii|LOC109779289
OG0009000	Aegilops_speltoides|GWHGBFXR006368.1	Aegilops_tauschii|LOC109754459
OG0009001	Aegilops_speltoides|GWHGBFXR008565.1	Aegilops_tauschii|LOC109750054
OG0009002	Aegilops_speltoides|GWHGBFXR006557.1	Aegilops_tauschii|LOC109787183
OG0009003	Aegilops_speltoides|GWHGBFXR009638.1	Aegilops_tauschii|LOC109785149
OG0009004	Aegilops_speltoides|GWHGBFXR006056.1	Aegilops_tauschii|LOC109754200
OG0009005	Aegilops_speltoides|GWHGBFXR005042.1	Aegilops_tauschii|LOC109754308
OG0009006	Aegilops_speltoides|GWHGBFXR009479.1	Aegilops_tauschii|LOC109752220
OG0009007	Aegilops_speltoides|GWHGBFXR007900.1	Aegilops_tauschii|LOC109769799
OG0009008	Aegilops_speltoides|GWHGBFXR037355.1, Aegilops_speltoides|GWHGBFXR005646.1	Aegilops_tauschii|LOC109786965
OG0009010	Aegilops_speltoides|GWHGBFXR009900.1	Aegilops_tauschii|LOC109753559
OG0009014	Aegilops_speltoides|GWHGBFXR008120.1	Aegilops_tauschii|LOC109776454
OG0009015	Aegilops_speltoides|GWHGBFXR007604.1	Aegilops_tauschii|LOC109774036
OG0009016	Aegilops_speltoides|GWHGBFXR006665.1	Aegilops_tauschii|LOC109752886
OG0009017	Aegilops_speltoides|GWHGBFXR008152.1	Aegilops_tauschii|LOC109776566
OG0009018	Aegilops_speltoides|GWHGBFXR007999.1	Aegilops_tauschii|LOC109737415
OG0009019	Aegilops_speltoides|GWHGBFXR007253.1	Aegilops_tauschii|LOC109782333
OG0009021	Aegilops_speltoides|GWHGBFXR004491.1	Aegilops_tauschii|LOC109760365
OG0009022	Aegilops_speltoides|GWHGBFXR007609.1	Aegilops_tauschii|LOC109760141
OG0009024	Aegilops_speltoides|GWHGBFXR008531.1	Aegilops_tauschii|LOC109734491
OG0009025	Aegilops_speltoides|GWHGBFXR008061.1	Aegilops_tauschii|LOC109749370
OG0009026	Aegilops_speltoides|GWHGBFXR007073.1	Aegilops_tauschii|LOC109740225
OG0009027	Aegilops_speltoides|GWHGBFXR008014.1	Aegilops_tauschii|LOC109781115
OG0009028	Aegilops_speltoides|GWHGBFXR009947.1	Aegilops_tauschii|LOC109735536
OG0009029	Aegilops_speltoides|GWHGBFXR006507.1	Aegilops_tauschii|LOC109747592
OG0009030	Aegilops_speltoides|GWHGBFXR006247.1	Aegilops_tauschii|LOC109786358
OG0009031	Aegilops_speltoides|GWHGBFXR033289.1	Aegilops_tauschii|LOC109739225
OG0009031	Aegilops_speltoides|GWHGBFXR010183.1, Aegilops_speltoides|GWHGBFXR011728.1, Aegilops_speltoides|GWHGBFXR011600.1	Aegilops_tauschii|LOC120974716
OG0009032	Aegilops_speltoides|GWHGBFXR008526.1	Aegilops_tauschii|LOC109763559
OG0009033	Aegilops_speltoides|GWHGBFXR006697.1	Aegilops_tauschii|LOC109767063
OG0009034	Aegilops_speltoides|GWHGBFXR008272.1	Aegilops_tauschii|LOC109752675
OG0009035	Aegilops_speltoides|GWHGBFXR006980.1	Aegilops_tauschii|LOC109787419
OG0009036	Aegilops_speltoides|GWHGBFXR009787.1	Aegilops_tauschii|LOC109751558
OG0009037	Aegilops_speltoides|GWHGBFXR007542.1	Aegilops_tauschii|LOC109733798
OG0009038	Aegilops_speltoides|GWHGBFXR010101.1	Aegilops_tauschii|LOC109777880
OG0009039	Aegilops_speltoides|GWHGBFXR010083.1	Aegilops_tauschii|LOC109733898
OG0009040	Aegilops_speltoides|GWHGBFXR005933.1	Aegilops_tauschii|LOC109772632
OG0009041	Aegilops_speltoides|GWHGBFXR006644.1	Aegilops_tauschii|LOC109766811
OG0009042	Aegilops_speltoides|GWHGBFXR009077.1	Aegilops_tauschii|LOC109756903
OG0009043	Aegilops_speltoides|GWHGBFXR009159.1	Aegilops_tauschii|LOC109762312
OG0009044	Aegilops_speltoides|GWHGBFXR005613.1	Aegilops_tauschii|LOC109778246
OG0009045	Aegilops_speltoides|GWHGBFXR006033.1	Aegilops_tauschii|LOC109778171
OG0009046	Aegilops_speltoides|GWHGBFXR007981.1	Aegilops_tauschii|LOC109778514
OG0009047	Aegilops_speltoides|GWHGBFXR006309.1	Aegilops_tauschii|LOC109762903
OG0009048	Aegilops_speltoides|GWHGBFXR008304.1	Aegilops_tauschii|LOC109753526
OG0009049	Aegilops_speltoides|GWHGBFXR007013.1	Aegilops_tauschii|LOC109736019
OG0009051	Aegilops_speltoides|GWHGBFXR008696.1	Aegilops_tauschii|LOC109780593
OG0009052	Aegilops_speltoides|GWHGBFXR009272.1	Aegilops_tauschii|LOC109736814
OG0009053	Aegilops_speltoides|GWHGBFXR010062.1	Aegilops_tauschii|LOC109777364
OG0009054	Aegilops_speltoides|GWHGBFXR004683.1	Aegilops_tauschii|LOC109746601
OG0009055	Aegilops_speltoides|GWHGBFXR009571.1	Aegilops_tauschii|LOC109750710
OG0009056	Aegilops_speltoides|GWHGBFXR006566.1	Aegilops_tauschii|LOC109765977
OG0009058	Aegilops_speltoides|GWHGBFXR008451.1	Aegilops_tauschii|LOC109783503
OG0009059	Aegilops_speltoides|GWHGBFXR005597.1	Aegilops_tauschii|LOC109778270
OG0009060	Aegilops_speltoides|GWHGBFXR008377.1	Aegilops_tauschii|LOC109782044
OG0009062	Aegilops_speltoides|GWHGBFXR005674.1	Aegilops_tauschii|LOC109784449
OG0009063	Aegilops_speltoides|GWHGBFXR010040.1	Aegilops_tauschii|LOC109746554
OG0009064	Aegilops_speltoides|GWHGBFXR006532.1	Aegilops_tauschii|LOC109744162
OG0009065	Aegilops_speltoides|GWHGBFXR007617.1	Aegilops_tauschii|LOC109761250
OG0009066	Aegilops_speltoides|GWHGBFXR006775.1	Aegilops_tauschii|LOC109780944
OG0009067	Aegilops_speltoides|GWHGBFXR006721.1	Aegilops_tauschii|LOC109770872
OG0009068	Aegilops_speltoides|GWHGBFXR007208.1	Aegilops_tauschii|LOC109737090
OG0009069	Aegilops_speltoides|GWHGBFXR007124.1	Aegilops_tauschii|LOC109769213
OG0009070	Aegilops_speltoides|GWHGBFXR007251.1	Aegilops_tauschii|LOC109782334
OG0009071	Aegilops_speltoides|GWHGBFXR007406.1	Aegilops_tauschii|LOC109781569
OG0009072	Aegilops_speltoides|GWHGBFXR005790.1	Aegilops_tauschii|LOC109758058
OG0009073	Aegilops_speltoides|GWHGBFXR005300.1	Aegilops_tauschii|LOC120973425
OG0009074	Aegilops_speltoides|GWHGBFXR005176.1	Aegilops_tauschii|LOC109783185
OG0009078	Aegilops_speltoides|GWHGBFXR004622.1	Aegilops_tauschii|LOC109752444
OG0009080	Aegilops_speltoides|GWHGBFXR006974.1	Aegilops_tauschii|LOC109759808
OG0009081	Aegilops_speltoides|GWHGBFXR005758.1	Aegilops_tauschii|LOC109753061
OG0009082	Aegilops_speltoides|GWHGBFXR008815.1	Aegilops_tauschii|LOC109749642
OG0009084	Aegilops_speltoides|GWHGBFXR009038.1	Aegilops_tauschii|LOC109773563
OG0009085	Aegilops_speltoides|GWHGBFXR004448.1	Aegilops_tauschii|LOC109751679
OG0009086	Aegilops_speltoides|GWHGBFXR005576.1	Aegilops_tauschii|LOC109774228
OG0009087	Aegilops_speltoides|GWHGBFXR009658.1	Aegilops_tauschii|LOC109757306
OG0009088	Aegilops_speltoides|GWHGBFXR007546.1	Aegilops_tauschii|LOC109733793
OG0009089	Aegilops_speltoides|GWHGBFXR008199.1	Aegilops_tauschii|LOC109759953
OG0009091	Aegilops_speltoides|GWHGBFXR007341.1	Aegilops_tauschii|LOC109744482
OG0009092	Aegilops_speltoides|GWHGBFXR008413.1	Aegilops_tauschii|LOC109775334
OG0009095	Aegilops_speltoides|GWHGBFXR004429.1	Aegilops_tauschii|LOC109767511
OG0009096	Aegilops_speltoides|GWHGBFXR005038.1	Aegilops_tauschii|LOC109754314
OG0009097	Aegilops_speltoides|GWHGBFXR007192.1	Aegilops_tauschii|LOC109783290
OG0009098	Aegilops_speltoides|GWHGBFXR009933.1	Aegilops_tauschii|LOC109775548
OG0009099	Aegilops_speltoides|GWHGBFXR009899.1	Aegilops_tauschii|LOC109753558
OG0009100	Aegilops_speltoides|GWHGBFXR005927.1	Aegilops_tauschii|LOC109754970
OG0009101	Aegilops_speltoides|GWHGBFXR008312.1	Aegilops_tauschii|LOC109786223
OG0009102	Aegilops_speltoides|GWHGBFXR006903.1	Aegilops_tauschii|LOC109758495
OG0009103	Aegilops_speltoides|GWHGBFXR004532.1	Aegilops_tauschii|LOC109744718
OG0009104	Aegilops_speltoides|GWHGBFXR006420.1	Aegilops_tauschii|LOC109746953
OG0009105	Aegilops_speltoides|GWHGBFXR007227.1	Aegilops_tauschii|LOC109771496
OG0009108	Aegilops_speltoides|GWHGBFXR008573.1	Aegilops_tauschii|LOC109750039
OG0009109	Aegilops_speltoides|GWHGBFXR010025.1	Aegilops_tauschii|LOC109746053
OG0009110	Aegilops_speltoides|GWHGBFXR008154.1	Aegilops_tauschii|LOC109776557
OG0009111	Aegilops_speltoides|GWHGBFXR009190.1	Aegilops_tauschii|LOC109783582
OG0009113	Aegilops_speltoides|GWHGBFXR006228.1	Aegilops_tauschii|LOC109786183
OG0009114	Aegilops_speltoides|GWHGBFXR005019.1	Aegilops_tauschii|LOC109778851
OG0009115	Aegilops_speltoides|GWHGBFXR008463.1	Aegilops_tauschii|LOC109731496
OG0009116	Aegilops_speltoides|GWHGBFXR005200.1	Aegilops_tauschii|LOC109748348
OG0009117	Aegilops_speltoides|GWHGBFXR007473.1	Aegilops_tauschii|LOC109782007
OG0009118	Aegilops_speltoides|GWHGBFXR008623.1	Aegilops_tauschii|LOC109771941
OG0009122	Aegilops_speltoides|GWHGBFXR007162.1	Aegilops_tauschii|LOC109765848
OG0009123	Aegilops_speltoides|GWHGBFXR006584.1	Aegilops_tauschii|LOC109741109
OG0009124	Aegilops_speltoides|GWHGBFXR009717.1	Aegilops_tauschii|LOC109782250
OG0009126	Aegilops_speltoides|GWHGBFXR007635.1	Aegilops_tauschii|LOC109731778
OG0009127	Aegilops_speltoides|GWHGBFXR005961.1	Aegilops_tauschii|LOC109761519
OG0009128	Aegilops_speltoides|GWHGBFXR009425.1	Aegilops_tauschii|LOC109732376, Aegilops_tauschii|LOC109732381
OG0009129	Aegilops_speltoides|GWHGBFXR007588.1	Aegilops_tauschii|LOC109743979
OG0009130	Aegilops_speltoides|GWHGBFXR008891.1	Aegilops_tauschii|LOC109783694
OG0009131	Aegilops_speltoides|GWHGBFXR007436.1	Aegilops_tauschii|LOC109756230
OG0009134	Aegilops_speltoides|GWHGBFXR008683.1	Aegilops_tauschii|LOC109780597
OG0009135	Aegilops_speltoides|GWHGBFXR006455.1	Aegilops_tauschii|LOC109734377
OG0009136	Aegilops_speltoides|GWHGBFXR008109.1	Aegilops_tauschii|LOC109742187
OG0009138	Aegilops_speltoides|GWHGBFXR005558.1	Aegilops_tauschii|LOC109764678
OG0009139	Aegilops_speltoides|GWHGBFXR006343.1	Aegilops_tauschii|LOC109739183
OG0009140	Aegilops_speltoides|GWHGBFXR009994.1	Aegilops_tauschii|LOC109776891
OG0009141	Aegilops_speltoides|GWHGBFXR008027.1	Aegilops_tauschii|LOC109782080
OG0009143	Aegilops_speltoides|GWHGBFXR009716.1	Aegilops_tauschii|LOC109782252
OG0009144	Aegilops_speltoides|GWHGBFXR005960.1	Aegilops_tauschii|LOC109761515
OG0009145	Aegilops_speltoides|GWHGBFXR008159.1	Aegilops_tauschii|LOC109769403
OG0009147	Aegilops_speltoides|GWHGBFXR008038.1	Aegilops_tauschii|LOC109770776
OG0009148	Aegilops_speltoides|GWHGBFXR007906.1	Aegilops_tauschii|LOC109754339
OG0009149	Aegilops_speltoides|GWHGBFXR009442.1	Aegilops_tauschii|LOC109770074
OG0009150	Aegilops_speltoides|GWHGBFXR006978.1	Aegilops_tauschii|LOC109780869
OG0009151	Aegilops_speltoides|GWHGBFXR006878.1	Aegilops_tauschii|LOC109733158
OG0009153	Aegilops_speltoides|GWHGBFXR006699.1	Aegilops_tauschii|LOC109742376
OG0009155	Aegilops_speltoides|GWHGBFXR008010.1	Aegilops_tauschii|LOC109781116
OG0009156	Aegilops_speltoides|GWHGBFXR006735.1	Aegilops_tauschii|LOC109744397
OG0009157	Aegilops_speltoides|GWHGBFXR007109.1	Aegilops_tauschii|LOC109771479
OG0009158	Aegilops_speltoides|GWHGBFXR007137.1	Aegilops_tauschii|LOC109745484
OG0009159	Aegilops_speltoides|GWHGBFXR008476.1	Aegilops_tauschii|LOC109769394, Aegilops_tauschii|LOC109769398
OG0009160	Aegilops_speltoides|GWHGBFXR006020.1	Aegilops_tauschii|LOC109756115
OG0009162	Aegilops_speltoides|GWHGBFXR006847.1	Aegilops_tauschii|LOC109757898
OG0009163	Aegilops_speltoides|GWHGBFXR009704.1	Aegilops_tauschii|LOC109782222
OG0009166	Aegilops_speltoides|GWHGBFXR005785.1	Aegilops_tauschii|LOC109733891
OG0009167	Aegilops_speltoides|GWHGBFXR009041.1	Aegilops_tauschii|LOC109763602
OG0009168	Aegilops_speltoides|GWHGBFXR006338.1	Aegilops_tauschii|LOC109750489
OG0009169	Aegilops_speltoides|GWHGBFXR005889.1	Aegilops_tauschii|LOC109734330
OG0009170	Aegilops_speltoides|GWHGBFXR006982.1	Aegilops_tauschii|LOC109787416
OG0009171	Aegilops_speltoides|GWHGBFXR006710.1	Aegilops_tauschii|LOC109733064
OG0009172	Aegilops_speltoides|GWHGBFXR008469.1	Aegilops_tauschii|LOC109743909
OG0009173	Aegilops_speltoides|GWHGBFXR007826.1	Aegilops_tauschii|LOC109739978
OG0009174	Aegilops_speltoides|GWHGBFXR005722.1	Aegilops_tauschii|LOC109744530
OG0009176	Aegilops_speltoides|GWHGBFXR007315.1	Aegilops_tauschii|LOC109787222
OG0009177	Aegilops_speltoides|GWHGBFXR005721.1	Aegilops_tauschii|LOC109744531
OG0009178	Aegilops_speltoides|GWHGBFXR009706.1	Aegilops_tauschii|LOC109782254
OG0009180	Aegilops_speltoides|GWHGBFXR006791.1	Aegilops_tauschii|LOC109751978
OG0009181	Aegilops_speltoides|GWHGBFXR008577.1	Aegilops_tauschii|LOC109750018
OG0009182	Aegilops_speltoides|GWHGBFXR008935.1	Aegilops_tauschii|LOC109760725
OG0009183	Aegilops_speltoides|GWHGBFXR009025.1	Aegilops_tauschii|LOC109779290
OG0009184	Aegilops_speltoides|GWHGBFXR010359.1	Aegilops_tauschii|LOC109774616
OG0009185	Aegilops_speltoides|GWHGBFXR006153.1	Aegilops_tauschii|LOC109744627
OG0009186	Aegilops_speltoides|GWHGBFXR007354.1	Aegilops_tauschii|LOC109744474
OG0009188	Aegilops_speltoides|GWHGBFXR006475.1	Aegilops_tauschii|LOC109771569
OG0009190	Aegilops_speltoides|GWHGBFXR008049.1	Aegilops_tauschii|LOC109735763
OG0009191	Aegilops_speltoides|GWHGBFXR008244.1	Aegilops_tauschii|LOC109746058
OG0009193	Aegilops_speltoides|GWHGBFXR007909.1	Aegilops_tauschii|LOC109734279
OG0009194	Aegilops_speltoides|GWHGBFXR010350.1	Aegilops_tauschii|LOC109785392
OG0009195	Aegilops_speltoides|GWHGBFXR009936.1	Aegilops_tauschii|LOC109775553
OG0009197	Aegilops_speltoides|GWHGBFXR008571.1	Aegilops_tauschii|LOC109750070
OG0009199	Aegilops_speltoides|GWHGBFXR007959.1	Aegilops_tauschii|LOC109775242
OG0009200	Aegilops_speltoides|GWHGBFXR005514.1	Aegilops_tauschii|LOC109773174
OG0009201	Aegilops_speltoides|GWHGBFXR008489.1	Aegilops_tauschii|LOC109765318
OG0009202	Aegilops_speltoides|GWHGBFXR006539.1	Aegilops_tauschii|LOC109747934
OG0009203	Aegilops_speltoides|GWHGBFXR009768.1	Aegilops_tauschii|LOC109745541
OG0009204	Aegilops_speltoides|GWHGBFXR006720.1	Aegilops_tauschii|LOC109770871
OG0009205	Aegilops_speltoides|GWHGBFXR007882.1	Aegilops_tauschii|LOC109782659
OG0009206	Aegilops_speltoides|GWHGBFXR008464.1	Aegilops_tauschii|LOC109731497
OG0009207	Aegilops_speltoides|GWHGBFXR005586.1	Aegilops_tauschii|LOC109784493
OG0009208	Aegilops_speltoides|GWHGBFXR008353.1	Aegilops_tauschii|LOC109740384
OG0009209	Aegilops_speltoides|GWHGBFXR007827.1	Aegilops_tauschii|LOC109755998
OG0009210	Aegilops_speltoides|GWHGBFXR007079.1	Aegilops_tauschii|LOC109740204
OG0009211	Aegilops_speltoides|GWHGBFXR007005.1	Aegilops_tauschii|LOC109766000
OG0009212	Aegilops_speltoides|GWHGBFXR006360.1	Aegilops_tauschii|LOC109744973
OG0009213	Aegilops_speltoides|GWHGBFXR005593.1	Aegilops_tauschii|LOC109778251
OG0009214	Aegilops_speltoides|GWHGBFXR005553.1	Aegilops_tauschii|LOC109744754
OG0009215	Aegilops_speltoides|GWHGBFXR007420.1	Aegilops_tauschii|LOC109734256
OG0009216	Aegilops_speltoides|GWHGBFXR009878.1	Aegilops_tauschii|LOC109753553, Aegilops_tauschii|LOC109753594
OG0009217	Aegilops_speltoides|GWHGBFXR005137.1	Aegilops_tauschii|LOC109756835
OG0009218	Aegilops_speltoides|GWHGBFXR008744.1	Aegilops_tauschii|LOC109748335
OG0009219	Aegilops_speltoides|GWHGBFXR005068.1	Aegilops_tauschii|LOC109767916
OG0009220	Aegilops_speltoides|GWHGBFXR004785.1	Aegilops_tauschii|LOC109733262
OG0009221	Aegilops_speltoides|GWHGBFXR009118.1	Aegilops_tauschii|LOC109772618
OG0009222	Aegilops_speltoides|GWHGBFXR007917.1	Aegilops_tauschii|LOC109736948
OG0009223	Aegilops_speltoides|GWHGBFXR007298.1	Aegilops_tauschii|LOC109777077
OG0009224	Aegilops_speltoides|GWHGBFXR009693.1	Aegilops_tauschii|LOC109782261
OG0009225	Aegilops_speltoides|GWHGBFXR008394.1	Aegilops_tauschii|LOC109756277
OG0009226	Aegilops_speltoides|GWHGBFXR006524.1	Aegilops_tauschii|LOC109731850
OG0009227	Aegilops_speltoides|GWHGBFXR008517.1	Aegilops_tauschii|LOC109763558
OG0009228	Aegilops_speltoides|GWHGBFXR009773.1	Aegilops_tauschii|LOC109745548
OG0009229	Aegilops_speltoides|GWHGBFXR005998.1	Aegilops_tauschii|LOC109743793
OG0009230	Aegilops_speltoides|GWHGBFXR006585.1	Aegilops_tauschii|LOC109741108
OG0009231	Aegilops_speltoides|GWHGBFXR009574.1	Aegilops_tauschii|LOC109758682
OG0009233	Aegilops_speltoides|GWHGBFXR008951.1	Aegilops_tauschii|LOC109755883
OG0009234	Aegilops_speltoides|GWHGBFXR010277.1	Aegilops_tauschii|LOC109758734
OG0009235	Aegilops_speltoides|GWHGBFXR009992.1	Aegilops_tauschii|LOC109770895
OG0009236	Aegilops_speltoides|GWHGBFXR007890.1	Aegilops_tauschii|LOC109746455
OG0009238	Aegilops_speltoides|GWHGBFXR008444.1	Aegilops_tauschii|LOC109732907
OG0009239	Aegilops_speltoides|GWHGBFXR006755.1	Aegilops_tauschii|LOC109758537
OG0009240	Aegilops_speltoides|GWHGBFXR006596.1	Aegilops_tauschii|LOC109781968
OG0009244	Aegilops_speltoides|GWHGBFXR006476.1	Aegilops_tauschii|LOC109771570
OG0009245	Aegilops_speltoides|GWHGBFXR007098.1	Aegilops_tauschii|LOC109778758
OG0009246	Aegilops_speltoides|GWHGBFXR008737.1	Aegilops_tauschii|LOC120974160, Aegilops_tauschii|LOC109764880
OG0009247	Aegilops_speltoides|GWHGBFXR004503.1	Aegilops_tauschii|LOC109733828
OG0009248	Aegilops_speltoides|GWHGBFXR005876.1	Aegilops_tauschii|LOC109731851
OG0009249	Aegilops_speltoides|GWHGBFXR007632.1	Aegilops_tauschii|LOC109786549
OG0009250	Aegilops_speltoides|GWHGBFXR008378.1	Aegilops_tauschii|LOC109782046
OG0009252	Aegilops_speltoides|GWHGBFXR008843.1	Aegilops_tauschii|LOC109749817
OG0009253	Aegilops_speltoides|GWHGBFXR009491.1	Aegilops_tauschii|LOC109750069
OG0009254	Aegilops_speltoides|GWHGBFXR007973.1	Aegilops_tauschii|LOC109775262
OG0009255	Aegilops_speltoides|GWHGBFXR008569.1	Aegilops_tauschii|LOC109750048
OG0009256	Aegilops_speltoides|GWHGBFXR009490.1	Aegilops_tauschii|LOC109752209
OG0009257	Aegilops_speltoides|GWHGBFXR009872.1	Aegilops_tauschii|LOC109753624
OG0009258	Aegilops_speltoides|GWHGBFXR007096.1	Aegilops_tauschii|LOC109737966
OG0009259	Aegilops_speltoides|GWHGBFXR009962.1	Aegilops_tauschii|LOC109751571
OG0009260	Aegilops_speltoides|GWHGBFXR007561.1	Aegilops_tauschii|LOC109747604
OG0009261	Aegilops_speltoides|GWHGBFXR007669.1	Aegilops_tauschii|LOC109753902
OG0009262	Aegilops_speltoides|GWHGBFXR006403.1	Aegilops_tauschii|LOC109745909
OG0009263	Aegilops_speltoides|GWHGBFXR006870.1	Aegilops_tauschii|LOC109762890
OG0009264	Aegilops_speltoides|GWHGBFXR006402.1	Aegilops_tauschii|LOC109745910
OG0009265	Aegilops_speltoides|GWHGBFXR005893.1	Aegilops_tauschii|LOC109734334
OG0009266	Aegilops_speltoides|GWHGBFXR008384.1	Aegilops_tauschii|LOC109759861
OG0009267	Aegilops_speltoides|GWHGBFXR005935.1	Aegilops_tauschii|LOC109772629
OG0009268	Aegilops_speltoides|GWHGBFXR009691.1	Aegilops_tauschii|LOC109782262
OG0009269	Aegilops_speltoides|GWHGBFXR006109.1	Aegilops_tauschii|LOC109740931
OG0009270	Aegilops_speltoides|GWHGBFXR005803.1	Aegilops_tauschii|LOC109748324
OG0009271	Aegilops_speltoides|GWHGBFXR008254.1	Aegilops_tauschii|LOC109781616
OG0009272	Aegilops_speltoides|GWHGBFXR008170.1	Aegilops_tauschii|LOC109764353
OG0009273	Aegilops_speltoides|GWHGBFXR006095.1	Aegilops_tauschii|LOC109756894
OG0009276	Aegilops_speltoides|GWHGBFXR005766.1	Aegilops_tauschii|LOC109742578
OG0009277	Aegilops_speltoides|GWHGBFXR007440.1	Aegilops_tauschii|LOC109751428
OG0009278	Aegilops_speltoides|GWHGBFXR009338.1	Aegilops_tauschii|LOC109769062
OG0009279	Aegilops_speltoides|GWHGBFXR008842.1	Aegilops_tauschii|LOC109749819
OG0009280	Aegilops_speltoides|GWHGBFXR005433.1	Aegilops_tauschii|LOC109746380
OG0009281	Aegilops_speltoides|GWHGBFXR008078.1	Aegilops_tauschii|LOC109782669
OG0009282	Aegilops_speltoides|GWHGBFXR005995.1	Aegilops_tauschii|LOC109739371
OG0009284	Aegilops_speltoides|GWHGBFXR008242.1	Aegilops_tauschii|LOC109746057
OG0009286	Aegilops_speltoides|GWHGBFXR007245.1	Aegilops_tauschii|LOC109779015
OG0009287	Aegilops_speltoides|GWHGBFXR005129.1	Aegilops_tauschii|LOC109780093
OG0009288	Aegilops_speltoides|GWHGBFXR007296.1	Aegilops_tauschii|LOC109759638
OG0009289	Aegilops_speltoides|GWHGBFXR007560.1	Aegilops_tauschii|LOC109747606
OG0009290	Aegilops_speltoides|GWHGBFXR006030.1	Aegilops_tauschii|LOC109778170
OG0009291	Aegilops_speltoides|GWHGBFXR008580.1	Aegilops_tauschii|LOC109750043
OG0009292	Aegilops_speltoides|GWHGBFXR010004.1	Aegilops_tauschii|LOC109739013
OG0009293	Aegilops_speltoides|GWHGBFXR009265.1	Aegilops_tauschii|LOC109736819
