Orthogroup	Aegilops_speltoides	Hordeum_vulgare
OG0009252	Aegilops_speltoides|GWHGBFXR008843.1	Hordeum_vulgare|LOC123430767
OG0009253	Aegilops_speltoides|GWHGBFXR009491.1	Hordeum_vulgare|LOC123428035
OG0009254	Aegilops_speltoides|GWHGBFXR007973.1	Hordeum_vulgare|LOC123427138
OG0009255	Aegilops_speltoides|GWHGBFXR008569.1	Hordeum_vulgare|LOC123427568
OG0009256	Aegilops_speltoides|GWHGBFXR009490.1	Hordeum_vulgare|LOC123428037
OG0009257	Aegilops_speltoides|GWHGBFXR009872.1	Hordeum_vulgare|LOC123428269
OG0009258	Aegilops_speltoides|GWHGBFXR007096.1	Hordeum_vulgare|LOC123426384
OG0009259	Aegilops_speltoides|GWHGBFXR009962.1	Hordeum_vulgare|LOC123428418
OG0009260	Aegilops_speltoides|GWHGBFXR007561.1	Hordeum_vulgare|LOC123426835
OG0009261	Aegilops_speltoides|GWHGBFXR007669.1	Hordeum_vulgare|LOC123430376
OG0009262	Aegilops_speltoides|GWHGBFXR006403.1	Hordeum_vulgare|LOC123425557
OG0009263	Aegilops_speltoides|GWHGBFXR006870.1	Hordeum_vulgare|LOC123426225
OG0009264	Aegilops_speltoides|GWHGBFXR006402.1	Hordeum_vulgare|LOC123425556
OG0009265	Aegilops_speltoides|GWHGBFXR005893.1	Hordeum_vulgare|LOC123425033
OG0009266	Aegilops_speltoides|GWHGBFXR008384.1	Hordeum_vulgare|LOC123427429
OG0009267	Aegilops_speltoides|GWHGBFXR005935.1	Hordeum_vulgare|LOC123425074
OG0009268	Aegilops_speltoides|GWHGBFXR009691.1	Hordeum_vulgare|LOC123428172
OG0009269	Aegilops_speltoides|GWHGBFXR006109.1	Hordeum_vulgare|LOC123429676
OG0009270	Aegilops_speltoides|GWHGBFXR005803.1	Hordeum_vulgare|LOC123424964
OG0009271	Aegilops_speltoides|GWHGBFXR008254.1	Hordeum_vulgare|LOC123427235
OG0009272	Aegilops_speltoides|GWHGBFXR008170.1	Hordeum_vulgare|LOC123430559
OG0009273	Aegilops_speltoides|GWHGBFXR006095.1	Hordeum_vulgare|LOC123425221
OG0009274	Aegilops_speltoides|GWHGBFXR009195.1	Hordeum_vulgare|LOC123427908
OG0009275	Aegilops_speltoides|GWHGBFXR007180.1	Hordeum_vulgare|LOC123426469
OG0009276	Aegilops_speltoides|GWHGBFXR005766.1	Hordeum_vulgare|LOC123424925
OG0009277	Aegilops_speltoides|GWHGBFXR007440.1	Hordeum_vulgare|LOC123426729
OG0009278	Aegilops_speltoides|GWHGBFXR009338.1	Hordeum_vulgare|LOC123428098
OG0009279	Aegilops_speltoides|GWHGBFXR008842.1	Hordeum_vulgare|LOC123427739
OG0009280	Aegilops_speltoides|GWHGBFXR005433.1	Hordeum_vulgare|LOC123424692
OG0009281	Aegilops_speltoides|GWHGBFXR008078.1	Hordeum_vulgare|LOC123430506
OG0009282	Aegilops_speltoides|GWHGBFXR005995.1	Hordeum_vulgare|LOC123425141
OG0009283	Aegilops_speltoides|GWHGBFXR007682.1	Hordeum_vulgare|LOC123430381
OG0009284	Aegilops_speltoides|GWHGBFXR008242.1	Hordeum_vulgare|LOC123428650
OG0009285	Aegilops_speltoides|GWHGBFXR009663.1	Hordeum_vulgare|LOC123428161
OG0009286	Aegilops_speltoides|GWHGBFXR007245.1	Hordeum_vulgare|LOC123430198
OG0009287	Aegilops_speltoides|GWHGBFXR005129.1	Hordeum_vulgare|LOC123424564
OG0009288	Aegilops_speltoides|GWHGBFXR007296.1	Hordeum_vulgare|LOC123426579
OG0009289	Aegilops_speltoides|GWHGBFXR007560.1	Hordeum_vulgare|LOC123426836
OG0009290	Aegilops_speltoides|GWHGBFXR006030.1	Hordeum_vulgare|LOC123425180
OG0009291	Aegilops_speltoides|GWHGBFXR008580.1	Hordeum_vulgare|LOC123430696
OG0009292	Aegilops_speltoides|GWHGBFXR010004.1	Hordeum_vulgare|LOC123428401
OG0009293	Aegilops_speltoides|GWHGBFXR009265.1	Hordeum_vulgare|LOC123430901
OG0009295	Aegilops_speltoides|GWHGBFXR007880.1	Hordeum_vulgare|LOC123427058
OG0009296	Aegilops_speltoides|GWHGBFXR007498.1	Hordeum_vulgare|LOC123430307
OG0009298	Aegilops_speltoides|GWHGBFXR005846.1	Hordeum_vulgare|LOC123425011
OG0009299	Aegilops_speltoides|GWHGBFXR009402.1	Hordeum_vulgare|LOC123428078
OG0009300	Aegilops_speltoides|GWHGBFXR008453.1	Hordeum_vulgare|LOC123426084
OG0009301	Aegilops_speltoides|GWHGBFXR006867.1	Hordeum_vulgare|LOC123426201
OG0009302	Aegilops_speltoides|GWHGBFXR007586.1	Hordeum_vulgare|LOC123426852
OG0009303	Aegilops_speltoides|GWHGBFXR007130.1	Hordeum_vulgare|LOC123426417
OG0009304	Aegilops_speltoides|GWHGBFXR006485.1	Hordeum_vulgare|LOC123425660
OG0009305	Aegilops_speltoides|GWHGBFXR008057.1	Hordeum_vulgare|LOC123427207
OG0009306	Aegilops_speltoides|GWHGBFXR008313.1	Hordeum_vulgare|LOC123430597
OG0009307	Aegilops_speltoides|GWHGBFXR008713.1	Hordeum_vulgare|LOC123430733
OG0009308	Aegilops_speltoides|GWHGBFXR008243.1	Hordeum_vulgare|LOC123430535
OG0009309	Aegilops_speltoides|GWHGBFXR004985.1	Hordeum_vulgare|LOC123424541
OG0009310	Aegilops_speltoides|GWHGBFXR007026.1	Hordeum_vulgare|LOC123426313
OG0009314	Aegilops_speltoides|GWHGBFXR009841.1	Hordeum_vulgare|LOC123411438, Hordeum_vulgare|LOC123410816
OG0009315	Aegilops_speltoides|GWHGBFXR004562.1	Hordeum_vulgare|LOC123431515
OG0009316	Aegilops_speltoides|GWHGBFXR004653.1	Hordeum_vulgare|LOC123424891
OG0009317	Aegilops_speltoides|GWHGBFXR006547.1	Hordeum_vulgare|LOC123425717
OG0009318	Aegilops_speltoides|GWHGBFXR006421.1	Hordeum_vulgare|LOC123425582
OG0009319	Aegilops_speltoides|GWHGBFXR013311.1	Hordeum_vulgare|LOC123440179
OG0009320	Aegilops_speltoides|GWHGBFXR013354.1	Hordeum_vulgare|LOC123444323
OG0009321	Aegilops_speltoides|GWHGBFXR013320.1	Hordeum_vulgare|LOC123444296
OG0009322	Aegilops_speltoides|GWHGBFXR011649.1	Hordeum_vulgare|LOC123442983
OG0009323	Aegilops_speltoides|GWHGBFXR013208.1	Hordeum_vulgare|LOC123440113
OG0009324	Aegilops_speltoides|GWHGBFXR012694.1	Hordeum_vulgare|LOC123443782
OG0009325	Aegilops_speltoides|GWHGBFXR014399.1	Hordeum_vulgare|LOC123445019
OG0009326	Aegilops_speltoides|GWHGBFXR012045.1	Hordeum_vulgare|LOC123443214
OG0009327	Aegilops_speltoides|GWHGBFXR011775.1	Hordeum_vulgare|LOC123443059
OG0009329	Aegilops_speltoides|GWHGBFXR013140.1	Hordeum_vulgare|LOC123440148
OG0009330	Aegilops_speltoides|GWHGBFXR012860.1	Hordeum_vulgare|LOC123443928
OG0009331	Aegilops_speltoides|GWHGBFXR014769.1	Hordeum_vulgare|LOC123445212
OG0009332	Aegilops_speltoides|GWHGBFXR014029.1	Hordeum_vulgare|LOC123444956
OG0009333	Aegilops_speltoides|GWHGBFXR013576.1	Hordeum_vulgare|LOC123444496
OG0009334	Aegilops_speltoides|GWHGBFXR014037.1	Hordeum_vulgare|LOC123440548
OG0009335	Aegilops_speltoides|GWHGBFXR012780.1	Hordeum_vulgare|LOC123443860
OG0009336	Aegilops_speltoides|GWHGBFXR013029.1	Hordeum_vulgare|LOC123444064
OG0009337	Aegilops_speltoides|GWHGBFXR014028.1	Hordeum_vulgare|LOC123440552
OG0009338	Aegilops_speltoides|GWHGBFXR012910.1	Hordeum_vulgare|LOC123440033
OG0009340	Aegilops_speltoides|GWHGBFXR015728.1, Aegilops_speltoides|GWHGBFXR015717.1	Hordeum_vulgare|LOC123440978
OG0009341	Aegilops_speltoides|GWHGBFXR013899.1	Hordeum_vulgare|LOC123444707
OG0009342	Aegilops_speltoides|GWHGBFXR013355.1	Hordeum_vulgare|LOC123440191
OG0009343	Aegilops_speltoides|GWHGBFXR013043.1	Hordeum_vulgare|LOC123444284
OG0009344	Aegilops_speltoides|GWHGBFXR012786.1	Hordeum_vulgare|LOC123443866
OG0009345	Aegilops_speltoides|GWHGBFXR013533.1	Hordeum_vulgare|LOC123441927
OG0009346	Aegilops_speltoides|GWHGBFXR015544.1	Hordeum_vulgare|LOC123445474
OG0009347	Aegilops_speltoides|GWHGBFXR013645.1	Hordeum_vulgare|LOC123444546
OG0009348	Aegilops_speltoides|GWHGBFXR013797.1	Hordeum_vulgare|LOC123440382
OG0009349	Aegilops_speltoides|GWHGBFXR012150.1	Hordeum_vulgare|LOC123439692
OG0009350	Aegilops_speltoides|GWHGBFXR013651.1	Hordeum_vulgare|LOC123444542
OG0009351	Aegilops_speltoides|GWHGBFXR013622.1	Hordeum_vulgare|LOC123444526
OG0009352	Aegilops_speltoides|GWHGBFXR011864.1	Hordeum_vulgare|LOC123443094
OG0009353	Aegilops_speltoides|GWHGBFXR013695.1	Hordeum_vulgare|LOC123444566
OG0009354	Aegilops_speltoides|GWHGBFXR013212.1	Hordeum_vulgare|LOC123444145
OG0009355	Aegilops_speltoides|GWHGBFXR014833.1	Hordeum_vulgare|LOC123445244
OG0009356	Aegilops_speltoides|GWHGBFXR014262.1	Hordeum_vulgare|LOC123444808
OG0009357	Aegilops_speltoides|GWHGBFXR011647.1	Hordeum_vulgare|LOC123442977
OG0009358	Aegilops_speltoides|GWHGBFXR014243.1	Hordeum_vulgare|LOC123440488
OG0009359	Aegilops_speltoides|GWHGBFXR014356.1	Hordeum_vulgare|LOC123444751
OG0009360	Aegilops_speltoides|GWHGBFXR013777.1	Hordeum_vulgare|LOC123444612
OG0009361	Aegilops_speltoides|GWHGBFXR011840.1	Hordeum_vulgare|LOC123443079
OG0009362	Aegilops_speltoides|GWHGBFXR013281.1	Hordeum_vulgare|LOC123444436
OG0009363	Aegilops_speltoides|GWHGBFXR012080.1	Hordeum_vulgare|LOC123443233
OG0009364	Aegilops_speltoides|GWHGBFXR011631.1	Hordeum_vulgare|LOC123442963
OG0009365	Aegilops_speltoides|GWHGBFXR014840.1	Hordeum_vulgare|LOC123445251
OG0009366	Aegilops_speltoides|GWHGBFXR014436.1	Hordeum_vulgare|LOC123442022
OG0009368	Aegilops_speltoides|GWHGBFXR013597.1	Hordeum_vulgare|LOC123444512
OG0009369	Aegilops_speltoides|GWHGBFXR016057.1	Hordeum_vulgare|LOC123445655
OG0009370	Aegilops_speltoides|GWHGBFXR014329.1	Hordeum_vulgare|LOC123444764
OG0009371	Aegilops_speltoides|GWHGBFXR013114.1	Hordeum_vulgare|LOC123444231
OG0009372	Aegilops_speltoides|GWHGBFXR013027.1	Hordeum_vulgare|LOC123440079
OG0009373	Aegilops_speltoides|GWHGBFXR014214.1	Hordeum_vulgare|LOC123444831
OG0009374	Aegilops_speltoides|GWHGBFXR011389.1	Hordeum_vulgare|LOC123442817
OG0009375	Aegilops_speltoides|GWHGBFXR012849.1	Hordeum_vulgare|LOC123439989
OG0009376	Aegilops_speltoides|GWHGBFXR011765.1	Hordeum_vulgare|LOC123439566
OG0009377	Aegilops_speltoides|GWHGBFXR013057.1	Hordeum_vulgare|LOC123444273
OG0009378	Aegilops_speltoides|GWHGBFXR010555.1	Hordeum_vulgare|LOC123442500, Hordeum_vulgare|LOC123442506
OG0009379	Aegilops_speltoides|GWHGBFXR011913.1	Hordeum_vulgare|LOC123443127
OG0009380	Aegilops_speltoides|GWHGBFXR014132.1	Hordeum_vulgare|LOC123444882
OG0009381	Aegilops_speltoides|GWHGBFXR013633.1	Hordeum_vulgare|LOC123444531
OG0009382	Aegilops_speltoides|GWHGBFXR015714.1, Aegilops_speltoides|GWHGBFXR015730.1	Hordeum_vulgare|LOC123440977
OG0009383	Aegilops_speltoides|GWHGBFXR014955.1	Hordeum_vulgare|LOC123445330
OG0009384	Aegilops_speltoides|GWHGBFXR011332.1	Hordeum_vulgare|LOC123442788
OG0009385	Aegilops_speltoides|GWHGBFXR013098.1	Hordeum_vulgare|LOC123441855
OG0009386	Aegilops_speltoides|GWHGBFXR012941.1	Hordeum_vulgare|LOC123440047
OG0009387	Aegilops_speltoides|GWHGBFXR013012.1	Hordeum_vulgare|LOC123444049
OG0009388	Aegilops_speltoides|GWHGBFXR012282.1	Hordeum_vulgare|LOC123443386
OG0009389	Aegilops_speltoides|GWHGBFXR016162.1	Hordeum_vulgare|LOC123445714
OG0009390	Aegilops_speltoides|GWHGBFXR015062.1	Hordeum_vulgare|LOC123445355
OG0009391	Aegilops_speltoides|GWHGBFXR014954.1	Hordeum_vulgare|LOC123445329
OG0009392	Aegilops_speltoides|GWHGBFXR012380.1	Hordeum_vulgare|LOC123443482
OG0009393	Aegilops_speltoides|GWHGBFXR013380.1	Hordeum_vulgare|LOC123444338
OG0009394	Aegilops_speltoides|GWHGBFXR012945.1	Hordeum_vulgare|LOC123443995
OG0009395	Aegilops_speltoides|GWHGBFXR014585.1	Hordeum_vulgare|LOC123445112
OG0009396	Aegilops_speltoides|GWHGBFXR013553.1	Hordeum_vulgare|LOC123444480
OG0009397	Aegilops_speltoides|GWHGBFXR012781.1	Hordeum_vulgare|LOC123439959
OG0009398	Aegilops_speltoides|GWHGBFXR011690.1	Hordeum_vulgare|LOC123443007
OG0009399	Aegilops_speltoides|GWHGBFXR012584.1	Hordeum_vulgare|LOC123407630
OG0009400	Aegilops_speltoides|GWHGBFXR013200.1	Hordeum_vulgare|LOC123441832
OG0009401	Aegilops_speltoides|GWHGBFXR014650.1, Aegilops_speltoides|GWHGBFXR014642.1	Hordeum_vulgare|LOC123440637
OG0009402	Aegilops_speltoides|GWHGBFXR013203.1	Hordeum_vulgare|LOC123444150
OG0009403	Aegilops_speltoides|GWHGBFXR012661.1	Hordeum_vulgare|LOC123443753
OG0009404	Aegilops_speltoides|GWHGBFXR012242.1	Hordeum_vulgare|LOC123443357
OG0009405	Aegilops_speltoides|GWHGBFXR015195.1, Aegilops_speltoides|GWHGBFXR015192.1, Aegilops_speltoides|GWHGBFXR015193.1, Aegilops_speltoides|GWHGBFXR015191.1, Aegilops_speltoides|GWHGBFXR015194.1	Hordeum_vulgare|LOC123440822, Hordeum_vulgare|LOC123440821
OG0009406	Aegilops_speltoides|GWHGBFXR012965.1	Hordeum_vulgare|LOC123440054
OG0009407	Aegilops_speltoides|GWHGBFXR012837.1	Hordeum_vulgare|LOC123443914
OG0009408	Aegilops_speltoides|GWHGBFXR014293.1	Hordeum_vulgare|LOC123444792
OG0009409	Aegilops_speltoides|GWHGBFXR014732.1	Hordeum_vulgare|LOC123445189
OG0009410	Aegilops_speltoides|GWHGBFXR012978.1	Hordeum_vulgare|LOC123444019
OG0009411	Aegilops_speltoides|GWHGBFXR015151.1	Hordeum_vulgare|LOC123442115
OG0009412	Aegilops_speltoides|GWHGBFXR012099.1	Hordeum_vulgare|LOC123443248
OG0009413	Aegilops_speltoides|GWHGBFXR011716.1	Hordeum_vulgare|LOC123443021
OG0009415	Aegilops_speltoides|GWHGBFXR012693.1	Hordeum_vulgare|LOC123443784
OG0009416	Aegilops_speltoides|GWHGBFXR011540.1	Hordeum_vulgare|LOC123439489
OG0009417	Aegilops_speltoides|GWHGBFXR013243.1	Hordeum_vulgare|LOC123440097
OG0009418	Aegilops_speltoides|GWHGBFXR012238.1	Hordeum_vulgare|LOC123439730
OG0009419	Aegilops_speltoides|GWHGBFXR014453.1	Hordeum_vulgare|LOC123445046
OG0009420	Aegilops_speltoides|GWHGBFXR013544.1	Hordeum_vulgare|LOC123440282
OG0009421	Aegilops_speltoides|GWHGBFXR014863.1	Hordeum_vulgare|LOC123445270
OG0009422	Aegilops_speltoides|GWHGBFXR012967.1	Hordeum_vulgare|LOC123444010
OG0009423	Aegilops_speltoides|GWHGBFXR010543.1	Hordeum_vulgare|LOC123439237
OG0009425	Aegilops_speltoides|GWHGBFXR011500.1	Hordeum_vulgare|LOC123442890
OG0009427	Aegilops_speltoides|GWHGBFXR012651.1	Hordeum_vulgare|LOC123443744
OG0009428	Aegilops_speltoides|GWHGBFXR012252.1	Hordeum_vulgare|LOC123443363
OG0009429	Aegilops_speltoides|GWHGBFXR012807.1	Hordeum_vulgare|LOC123443881
OG0009430	Aegilops_speltoides|GWHGBFXR010944.1	Hordeum_vulgare|LOC123442593
OG0009431	Aegilops_speltoides|GWHGBFXR012364.1	Hordeum_vulgare|LOC123439778
OG0009432	Aegilops_speltoides|GWHGBFXR012691.1	Hordeum_vulgare|LOC123439925
OG0009433	Aegilops_speltoides|GWHGBFXR016046.1	Hordeum_vulgare|LOC123445652
OG0009434	Aegilops_speltoides|GWHGBFXR012618.1	Hordeum_vulgare|LOC123443612
OG0009435	Aegilops_speltoides|GWHGBFXR013118.1	Hordeum_vulgare|LOC123444227
OG0009436	Aegilops_speltoides|GWHGBFXR014666.1	Hordeum_vulgare|LOC123445144
OG0009437	Aegilops_speltoides|GWHGBFXR011882.1	Hordeum_vulgare|LOC123439601
OG0009439	Aegilops_speltoides|GWHGBFXR013835.1	Hordeum_vulgare|LOC123441960
OG0009440	Aegilops_speltoides|GWHGBFXR013441.1	Hordeum_vulgare|LOC123444369
OG0009441	Aegilops_speltoides|GWHGBFXR012509.1	Hordeum_vulgare|LOC123439904
OG0009443	Aegilops_speltoides|GWHGBFXR013677.1	Hordeum_vulgare|LOC123444559
OG0009444	Aegilops_speltoides|GWHGBFXR011673.1	Hordeum_vulgare|LOC123442993
OG0009445	Aegilops_speltoides|GWHGBFXR012915.1	Hordeum_vulgare|LOC123443970
OG0009446	Aegilops_speltoides|GWHGBFXR014588.1	Hordeum_vulgare|LOC123445115
OG0009447	Aegilops_speltoides|GWHGBFXR015896.1	Hordeum_vulgare|LOC123445424
OG0009448	Aegilops_speltoides|GWHGBFXR013674.1	Hordeum_vulgare|LOC123444556
OG0009449	Aegilops_speltoides|GWHGBFXR011902.1	Hordeum_vulgare|LOC123441542
OG0009450	Aegilops_speltoides|GWHGBFXR011995.1	Hordeum_vulgare|LOC123439649
OG0009451	Aegilops_speltoides|GWHGBFXR016028.1	Hordeum_vulgare|LOC123445646
OG0009452	Aegilops_speltoides|GWHGBFXR011404.1	Hordeum_vulgare|LOC123442826
OG0009453	Aegilops_speltoides|GWHGBFXR011625.1	Hordeum_vulgare|LOC123439511
OG0009454	Aegilops_speltoides|GWHGBFXR013262.1	Hordeum_vulgare|LOC123440089
OG0009455	Aegilops_speltoides|GWHGBFXR014359.1	Hordeum_vulgare|LOC123444748
OG0009456	Aegilops_speltoides|GWHGBFXR013733.1	Hordeum_vulgare|LOC123440347
OG0009457	Aegilops_speltoides|GWHGBFXR013106.1	Hordeum_vulgare|LOC123444243
OG0009458	Aegilops_speltoides|GWHGBFXR015980.1	Hordeum_vulgare|LOC123441081
OG0009459	Aegilops_speltoides|GWHGBFXR013156.1	Hordeum_vulgare|LOC123444207
OG0009460	Aegilops_speltoides|GWHGBFXR010812.1	Hordeum_vulgare|LOC123425630, Hordeum_vulgare|LOC123439191
OG0009461	Aegilops_speltoides|GWHGBFXR013949.1	Hordeum_vulgare|LOC123444733
OG0009462	Aegilops_speltoides|GWHGBFXR012050.1	Hordeum_vulgare|LOC123439664
OG0009463	Aegilops_speltoides|GWHGBFXR012682.1	Hordeum_vulgare|LOC123443759
OG0009464	Aegilops_speltoides|GWHGBFXR014706.1	Hordeum_vulgare|LOC123440665
OG0009466	Aegilops_speltoides|GWHGBFXR012678.1	Hordeum_vulgare|LOC123443772
OG0009467	Aegilops_speltoides|GWHGBFXR010586.1	Hordeum_vulgare|LOC123442484
OG0009468	Aegilops_speltoides|GWHGBFXR011422.1	Hordeum_vulgare|LOC123442835
OG0009469	Aegilops_speltoides|GWHGBFXR012165.1	Hordeum_vulgare|LOC123443296
OG0009470	Aegilops_speltoides|GWHGBFXR013979.1, Aegilops_speltoides|GWHGBFXR013980.1	Hordeum_vulgare|LOC123440569
OG0009471	Aegilops_speltoides|GWHGBFXR013465.1	Hordeum_vulgare|LOC123444391
OG0009472	Aegilops_speltoides|GWHGBFXR015383.1	Hordeum_vulgare|LOC123440883
OG0009473	Aegilops_speltoides|GWHGBFXR012100.1	Hordeum_vulgare|LOC123443250
OG0009474	Aegilops_speltoides|GWHGBFXR010966.1	Hordeum_vulgare|LOC123442607
OG0009475	Aegilops_speltoides|GWHGBFXR012230.1	Hordeum_vulgare|LOC123441589
OG0009476	Aegilops_speltoides|GWHGBFXR013998.1	Hordeum_vulgare|LOC123444984
OG0009477	Aegilops_speltoides|GWHGBFXR015988.1	Hordeum_vulgare|LOC123445631
OG0009478	Aegilops_speltoides|GWHGBFXR015478.1	Hordeum_vulgare|LOC123445448
OG0009480	Aegilops_speltoides|GWHGBFXR013220.1	Hordeum_vulgare|LOC123440110
OG0009481	Aegilops_speltoides|GWHGBFXR010623.1	Hordeum_vulgare|LOC123442358
OG0009483	Aegilops_speltoides|GWHGBFXR013356.1	Hordeum_vulgare|LOC123440192
OG0009484	Aegilops_speltoides|GWHGBFXR013478.1	Hordeum_vulgare|LOC123444398
OG0009485	Aegilops_speltoides|GWHGBFXR010523.1	Hordeum_vulgare|LOC123442529
OG0009486	Aegilops_speltoides|GWHGBFXR014151.1	Hordeum_vulgare|LOC123440518
OG0009487	Aegilops_speltoides|GWHGBFXR011229.1	Hordeum_vulgare|LOC123442720
OG0009488	Aegilops_speltoides|GWHGBFXR012047.1	Hordeum_vulgare|LOC123443212
OG0009489	Aegilops_speltoides|GWHGBFXR013291.1	Hordeum_vulgare|LOC123441909
OG0009490	Aegilops_speltoides|GWHGBFXR012856.1	Hordeum_vulgare|LOC123443925
OG0009491	Aegilops_speltoides|GWHGBFXR013508.1	Hordeum_vulgare|LOC123440271
OG0009492	Aegilops_speltoides|GWHGBFXR013700.1	Hordeum_vulgare|LOC123444570
OG0009493	Aegilops_speltoides|GWHGBFXR012853.1	Hordeum_vulgare|LOC123443923
OG0009494	Aegilops_speltoides|GWHGBFXR012144.1	Hordeum_vulgare|LOC123443286
OG0009495	Aegilops_speltoides|GWHGBFXR012954.1	Hordeum_vulgare|LOC123444002
OG0009496	Aegilops_speltoides|GWHGBFXR011651.1	Hordeum_vulgare|LOC123442985
OG0009497	Aegilops_speltoides|GWHGBFXR014258.1	Hordeum_vulgare|LOC123440479
OG0009498	Aegilops_speltoides|GWHGBFXR014832.1	Hordeum_vulgare|LOC123445243
OG0009499	Aegilops_speltoides|GWHGBFXR013236.1	Hordeum_vulgare|LOC123444117
OG0009500	Aegilops_speltoides|GWHGBFXR014518.1	Hordeum_vulgare|LOC123440619
OG0009501	Aegilops_speltoides|GWHGBFXR014059.1	Hordeum_vulgare|LOC123440546
OG0009502	Aegilops_speltoides|GWHGBFXR015570.1	Hordeum_vulgare|LOC123440931
OG0009503	Aegilops_speltoides|GWHGBFXR012422.1	Hordeum_vulgare|LOC123439794
OG0009504	Aegilops_speltoides|GWHGBFXR011290.1	Hordeum_vulgare|LOC123442759
OG0009506	Aegilops_speltoides|GWHGBFXR013064.1	Hordeum_vulgare|LOC123444269
OG0009507	Aegilops_speltoides|GWHGBFXR013551.1	Hordeum_vulgare|LOC123440284
OG0009508	Aegilops_speltoides|GWHGBFXR013872.1	Hordeum_vulgare|LOC123444695
OG0009509	Aegilops_speltoides|GWHGBFXR011627.1	Hordeum_vulgare|LOC123441477
OG0009510	Aegilops_speltoides|GWHGBFXR012337.1	Hordeum_vulgare|LOC123443436
OG0009511	Aegilops_speltoides|GWHGBFXR012950.1	Hordeum_vulgare|LOC123444000
OG0009512	Aegilops_speltoides|GWHGBFXR013934.1	Hordeum_vulgare|LOC123440428
OG0009513	Aegilops_speltoides|GWHGBFXR013664.1	Hordeum_vulgare|LOC123441939
OG0009514	Aegilops_speltoides|GWHGBFXR014354.1	Hordeum_vulgare|LOC123440444
OG0009515	Aegilops_speltoides|GWHGBFXR012705.1	Hordeum_vulgare|LOC123443800
OG0009516	Aegilops_speltoides|GWHGBFXR014076.1	Hordeum_vulgare|LOC123444927
OG0009517	Aegilops_speltoides|GWHGBFXR012755.1	Hordeum_vulgare|LOC123443844
OG0009518	Aegilops_speltoides|GWHGBFXR012325.1	Hordeum_vulgare|LOC123441605
OG0009519	Aegilops_speltoides|GWHGBFXR011419.1	Hordeum_vulgare|LOC123439448
OG0009520	Aegilops_speltoides|GWHGBFXR011417.1	Hordeum_vulgare|LOC123442832
OG0009521	Aegilops_speltoides|GWHGBFXR030439.1	Hordeum_vulgare|LOC123407818
OG0009522	Aegilops_speltoides|GWHGBFXR013264.1	Hordeum_vulgare|LOC123444098
OG0009523	Aegilops_speltoides|GWHGBFXR011258.1	Hordeum_vulgare|LOC123442740
OG0009524	Aegilops_speltoides|GWHGBFXR013000.1	Hordeum_vulgare|LOC123444038
OG0009525	Aegilops_speltoides|GWHGBFXR014073.1	Hordeum_vulgare|LOC123444931
OG0009526	Aegilops_speltoides|GWHGBFXR013373.1	Hordeum_vulgare|LOC123440198
OG0009527	Aegilops_speltoides|GWHGBFXR013562.1	Hordeum_vulgare|LOC123444485
OG0009528	Aegilops_speltoides|GWHGBFXR012864.1	Hordeum_vulgare|LOC123443931
OG0009529	Aegilops_speltoides|GWHGBFXR012676.1	Hordeum_vulgare|LOC123443765
OG0009530	Aegilops_speltoides|GWHGBFXR013879.1	Hordeum_vulgare|LOC123440405
OG0009531	Aegilops_speltoides|GWHGBFXR011442.1	Hordeum_vulgare|LOC123442855
OG0009532	Aegilops_speltoides|GWHGBFXR014607.1	Hordeum_vulgare|LOC123445127
OG0009533	Aegilops_speltoides|GWHGBFXR024061.1	Hordeum_vulgare|LOC123399724
OG0009533	Aegilops_speltoides|GWHGBFXR015670.1	Hordeum_vulgare|LOC123440957
OG0009534	Aegilops_speltoides|GWHGBFXR012763.1	Hordeum_vulgare|LOC123439951
OG0009535	Aegilops_speltoides|GWHGBFXR010802.1	Hordeum_vulgare|LOC123439198
OG0009536	Aegilops_speltoides|GWHGBFXR013104.1	Hordeum_vulgare|LOC123444244
OG0009537	Aegilops_speltoides|GWHGBFXR011634.1	Hordeum_vulgare|LOC123442967
OG0009538	Aegilops_speltoides|GWHGBFXR011896.1	Hordeum_vulgare|LOC123443117
OG0009539	Aegilops_speltoides|GWHGBFXR013498.1	Hordeum_vulgare|LOC123444441
OG0009540	Aegilops_speltoides|GWHGBFXR014183.1	Hordeum_vulgare|LOC123444846
OG0009541	Aegilops_speltoides|GWHGBFXR014030.1	Hordeum_vulgare|LOC123442012
OG0009542	Aegilops_speltoides|GWHGBFXR011413.1	Hordeum_vulgare|LOC123439447
OG0009543	Aegilops_speltoides|GWHGBFXR013977.1	Hordeum_vulgare|LOC123444992
OG0009544	Aegilops_speltoides|GWHGBFXR014613.1	Hordeum_vulgare|LOC123445132
OG0009545	Aegilops_speltoides|GWHGBFXR011886.1	Hordeum_vulgare|LOC123443109
OG0009546	Aegilops_speltoides|GWHGBFXR012359.1	Hordeum_vulgare|LOC123443463
OG0009547	Aegilops_speltoides|GWHGBFXR011360.1	Hordeum_vulgare|LOC123442803
OG0009548	Aegilops_speltoides|GWHGBFXR014236.1	Hordeum_vulgare|LOC123440493
OG0009549	Aegilops_speltoides|GWHGBFXR014361.1	Hordeum_vulgare|LOC123440441
OG0009550	Aegilops_speltoides|GWHGBFXR014347.1	Hordeum_vulgare|LOC123444756
OG0009551	Aegilops_speltoides|GWHGBFXR012969.1	Hordeum_vulgare|LOC123444015
OG0009552	Aegilops_speltoides|GWHGBFXR014352.1	Hordeum_vulgare|LOC123444753
