Orthogroup	Aegilops_speltoides	Triticum_aestivum
OG0004921	Aegilops_speltoides|GWHGBFXR006316.1	Triticum_aestivum|TraesCS6A03G0916400
OG0004922	Aegilops_speltoides|GWHGBFXR006276.1	Triticum_aestivum|TraesCS2A03G0369000
OG0004923	Aegilops_speltoides|GWHGBFXR007866.1	Triticum_aestivum|TraesCS2D03G0785600, Triticum_aestivum|TraesCS2A03G0843300, Triticum_aestivum|TraesCS2B03G0933300
OG0004924	Aegilops_speltoides|GWHGBFXR005108.1	Triticum_aestivum|TraesCS2A03G0144800, Triticum_aestivum|TraesCS2B03G0177800, Triticum_aestivum|TraesCS2D03G0143400, Triticum_aestivum|TraesCS2B03G0203000
OG0004925	Aegilops_speltoides|GWHGBFXR006106.1	Triticum_aestivum|TraesCS2B03G0452300
OG0004925	Aegilops_speltoides|GWHGBFXR006106.1	Triticum_aestivum|TraesCS2D03G0353300
OG0004926	Aegilops_speltoides|GWHGBFXR006717.1	Triticum_aestivum|TraesCS2B03G0602100, Triticum_aestivum|TraesCS2A03G0483100, Triticum_aestivum|TraesCS2D03G0487900, Triticum_aestivum|TraesCS1B03G0188800
OG0004927	Aegilops_speltoides|GWHGBFXR005604.1	Triticum_aestivum|TraesCS2B03G0332400
OG0004927	Aegilops_speltoides|GWHGBFXR005605.1	Triticum_aestivum|TraesCS2D03G0247200
OG0004928	Aegilops_speltoides|GWHGBFXR004846.1	Triticum_aestivum|TraesCS2D03G0093600
OG0004929	Aegilops_speltoides|GWHGBFXR004684.1	Triticum_aestivum|TraesCS2A03G0068600, Triticum_aestivum|TraesCS2B03G0100800
OG0004930	Aegilops_speltoides|GWHGBFXR008906.1	Triticum_aestivum|TraesCS2D03G0996500, Triticum_aestivum|TraesCS2B03G1179800, Triticum_aestivum|TraesCS2B03G1179700
OG0004931	Aegilops_speltoides|GWHGBFXR008136.1	Triticum_aestivum|TraesCS2B03G0996100, Triticum_aestivum|TraesCS2D03G0845200, Triticum_aestivum|TraesCS2A03G0906200
OG0004932	Aegilops_speltoides|GWHGBFXR009856.1	Triticum_aestivum|TraesCS2A03G1237900
OG0004932	Aegilops_speltoides|GWHGBFXR007046.1	Triticum_aestivum|TraesCS2B03G0724900
OG0004933	Aegilops_speltoides|GWHGBFXR007260.1	Triticum_aestivum|TraesCS2B03G0787200
OG0004934	Aegilops_speltoides|GWHGBFXR008755.1	Triticum_aestivum|TraesCS2A03G1026600, Triticum_aestivum|TraesCS2D03G0966200, Triticum_aestivum|TraesCS2B03G1148200
OG0004935	Aegilops_speltoides|GWHGBFXR007177.1	Triticum_aestivum|TraesCS2B03G0766200, Triticum_aestivum|TraesCS2D03G0638400, Triticum_aestivum|TraesCS2A03G0684400
OG0004936	Aegilops_speltoides|GWHGBFXR009577.1, Aegilops_speltoides|GWHGBFXR017678.1	Triticum_aestivum|TraesCS4D03G0319600
OG0004938	Aegilops_speltoides|GWHGBFXR004693.1	Triticum_aestivum|TraesCS2B03G0102300
OG0004938	Aegilops_speltoides|GWHGBFXR004692.1	Triticum_aestivum|TraesCS2D03G0065000, Triticum_aestivum|TraesCS2A03G0069400
OG0004939	Aegilops_speltoides|GWHGBFXR010135.1	Triticum_aestivum|TraesCS2D03G1257500
OG0004940	Aegilops_speltoides|GWHGBFXR009293.1	Triticum_aestivum|TraesCS2D03G1078400, Triticum_aestivum|TraesCS2A03G1128900
OG0004942	Aegilops_speltoides|GWHGBFXR019965.1, Aegilops_speltoides|GWHGBFXR005187.1	Triticum_aestivum|TraesCS2A03G0158600, Triticum_aestivum|TraesCS2D03G0154300, Triticum_aestivum|TraesCS2B03G0221800
OG0004943	Aegilops_speltoides|GWHGBFXR005323.1	Triticum_aestivum|TraesCS2B03G0254900, Triticum_aestivum|TraesCS2D03G0192300, Triticum_aestivum|TraesCS2A03G0190900, Triticum_aestivum|TraesCS2D03G0192100
OG0004943	Aegilops_speltoides|GWHGBFXR005326.1	Triticum_aestivum|TraesCS2B03G0254500
OG0004944	Aegilops_speltoides|GWHGBFXR009544.1	Triticum_aestivum|TraesCS2B03G1301300, Triticum_aestivum|TraesCS2D03G1094800
OG0004944	Aegilops_speltoides|GWHGBFXR025272.1	Triticum_aestivum|TraesCS4A03G0854200
OG0004945	Aegilops_speltoides|GWHGBFXR007257.1	Triticum_aestivum|TraesCS2B03G0786400
OG0004946	Aegilops_speltoides|GWHGBFXR006651.1	Triticum_aestivum|TraesCS2D03G0473600, Triticum_aestivum|TraesCS2A03G0466000, Triticum_aestivum|TraesCS2B03G0587600
OG0004947	Aegilops_speltoides|GWHGBFXR010230.1	Triticum_aestivum|TraesCS2B03G1517900
OG0004948	Aegilops_speltoides|GWHGBFXR008863.1	Triticum_aestivum|TraesCS2A03G1046700, Triticum_aestivum|TraesCS2D03G0984400
OG0004948	Aegilops_speltoides|GWHGBFXR008854.1	Triticum_aestivum|TraesCS2D03G0987300, Triticum_aestivum|TraesCS2D03G0986800, Triticum_aestivum|TraesCS2D03G0984200, Triticum_aestivum|TraesCS2B03G1168600
OG0004949	Aegilops_speltoides|GWHGBFXR021205.1	Triticum_aestivum|TraesCS5D03G0488600
OG0004949	Aegilops_speltoides|GWHGBFXR008776.1	Triticum_aestivum|TraesCS6B03G1032800
OG0004950	Aegilops_speltoides|GWHGBFXR007914.1	Triticum_aestivum|TraesCS2A03G0893800, Triticum_aestivum|TraesCS2A03G0852800, Triticum_aestivum|TraesCS2B03G0945400
OG0004951	Aegilops_speltoides|GWHGBFXR008508.1	Triticum_aestivum|TraesCS2B03G1088500, Triticum_aestivum|TraesCS2B03G1088800, Triticum_aestivum|TraesCS2A03G0981800, Triticum_aestivum|TraesCS2D03G0920800
OG0004952	Aegilops_speltoides|GWHGBFXR007259.1	Triticum_aestivum|TraesCS2D03G0655500, Triticum_aestivum|TraesCS2A03G0708200, Triticum_aestivum|TraesCS2B03G0787100
OG0004953	Aegilops_speltoides|GWHGBFXR010171.1	Triticum_aestivum|TraesCS2B03G1495000, Triticum_aestivum|TraesCS1B03G0912500, Triticum_aestivum|TraesCS2A03G1303100, Triticum_aestivum|TraesCS2D03G1266100
OG0004954	Aegilops_speltoides|GWHGBFXR005920.1	Triticum_aestivum|TraesCS2B03G0416500, Triticum_aestivum|TraesCS2D03G0315300
OG0004955	Aegilops_speltoides|GWHGBFXR006204.1	Triticum_aestivum|TraesCS2A03G0356400, Triticum_aestivum|TraesCS2B03G0475800, Triticum_aestivum|TraesCS2D03G0373000, Triticum_aestivum|TraesCS4A03G0767100, Triticum_aestivum|TraesCS4A03G0767400, Triticum_aestivum|TraesCS4A03G0767600, Triticum_aestivum|TraesCS4D03G0012900, Triticum_aestivum|TraesCS4D03G0013200, Triticum_aestivum|TraesCS5D03G1211300, Triticum_aestivum|TraesCS2D03G0370800
OG0004956	Aegilops_speltoides|GWHGBFXR010326.1	Triticum_aestivum|TraesCS2D03G1309100
OG0004957	Aegilops_speltoides|GWHGBFXR006683.1	Triticum_aestivum|TraesCS2B03G0595000
OG0004958	Aegilops_speltoides|GWHGBFXR005849.1	Triticum_aestivum|TraesCS2A03G0286800, Triticum_aestivum|TraesCS2D03G0300200, Triticum_aestivum|TraesCS2B03G0397100
OG0004959	Aegilops_speltoides|GWHGBFXR007740.1	Triticum_aestivum|TraesCS2B03G0905300
OG0004961	Aegilops_speltoides|GWHGBFXR023940.1	Triticum_aestivum|TraesCS5B03G0981000
OG0004961	Aegilops_speltoides|GWHGBFXR010121.1, Aegilops_speltoides|GWHGBFXR010119.1, Aegilops_speltoides|GWHGBFXR010120.1	Triticum_aestivum|TraesCS2A03G1291700, Triticum_aestivum|TraesCS2D03G1255100
OG0004962	Aegilops_speltoides|GWHGBFXR005127.1	Triticum_aestivum|TraesCS2D03G0146500, Triticum_aestivum|TraesCS2B03G0209200
OG0004963	Aegilops_speltoides|GWHGBFXR006479.1	Triticum_aestivum|TraesCS6A03G0758400, Triticum_aestivum|TraesCS6B03G0901400, Triticum_aestivum|TraesCS2B03G0547300, Triticum_aestivum|TraesCS2D03G0434600, Triticum_aestivum|TraesCS2A03G0418000
OG0004964	Aegilops_speltoides|GWHGBFXR032313.1, Aegilops_speltoides|GWHGBFXR013954.1, Aegilops_speltoides|GWHGBFXR010220.1, Aegilops_speltoides|GWHGBFXR032264.1	Triticum_aestivum|TraesCS7B03G0216100
OG0004965	Aegilops_speltoides|GWHGBFXR005001.1	Triticum_aestivum|TraesCS2B03G0168900, Triticum_aestivum|TraesCS2A03G0124700
OG0004966	Aegilops_speltoides|GWHGBFXR008427.1	Triticum_aestivum|TraesCS2B03G1066100, Triticum_aestivum|TraesCS2A03G0962400, Triticum_aestivum|TraesCS2D03G0904500
OG0004967	Aegilops_speltoides|GWHGBFXR010315.1	Triticum_aestivum|TraesCS2B03G1541700
OG0004967	Aegilops_speltoides|GWHGBFXR014790.1	Triticum_aestivum|TraesCS3D03G0921100
OG0004968	Aegilops_speltoides|GWHGBFXR005268.1	Triticum_aestivum|TraesCS2B03G0239900
OG0004968	Aegilops_speltoides|GWHGBFXR005270.1	Triticum_aestivum|TraesCS2D03G0169900, Triticum_aestivum|TraesCS2B03G0240900
OG0004969	Aegilops_speltoides|GWHGBFXR006114.1	Triticum_aestivum|TraesCS2D03G0355100, Triticum_aestivum|TraesCS2B03G0454700, Triticum_aestivum|TraesCS2A03G0338100, Triticum_aestivum|TraesCS2B03G0454600, Triticum_aestivum|TraesCS2D03G0354900, Triticum_aestivum|TraesCS2A03G0336800
OG0004970	Aegilops_speltoides|GWHGBFXR006459.1	Triticum_aestivum|TraesCS2B03G0543900
OG0004971	Aegilops_speltoides|GWHGBFXR008167.1	Triticum_aestivum|TraesCS2B03G1001400
OG0004972	Aegilops_speltoides|GWHGBFXR007033.1	Triticum_aestivum|TraesCS2A03G0648900, Triticum_aestivum|TraesCS2D03G0599500, Triticum_aestivum|TraesCS2B03G0720400
OG0004973	Aegilops_speltoides|GWHGBFXR005689.1	Triticum_aestivum|TraesCS2A03G0253700, Triticum_aestivum|TraesCS2D03G0265300, Triticum_aestivum|TraesCS2B03G0350700
OG0004974	Aegilops_speltoides|GWHGBFXR006682.1	Triticum_aestivum|TraesCS2B03G0594900
OG0004975	Aegilops_speltoides|GWHGBFXR007048.1	Triticum_aestivum|TraesCS2D03G0603300, Triticum_aestivum|TraesCS2A03G0645300, Triticum_aestivum|TraesCS2B03G0725300
OG0004976	Aegilops_speltoides|GWHGBFXR005320.1	Triticum_aestivum|TraesCS2D03G0189800
OG0004977	Aegilops_speltoides|GWHGBFXR005770.1	Triticum_aestivum|TraesCS2B03G1329200, Triticum_aestivum|TraesCS2A03G1170300, Triticum_aestivum|TraesCS2D03G1122300, Triticum_aestivum|TraesCS2B03G0372600
OG0004978	Aegilops_speltoides|GWHGBFXR006021.1	Triticum_aestivum|TraesCS2B03G0437500
OG0004979	Aegilops_speltoides|GWHGBFXR007235.1, Aegilops_speltoides|GWHGBFXR037557.1	Triticum_aestivum|TraesCS2B03G0780800, Triticum_aestivum|TraesCS2A03G0701100, Triticum_aestivum|TraesCS2D03G0649700
OG0004980	Aegilops_speltoides|GWHGBFXR007540.1	Triticum_aestivum|TraesCS2B03G0858600
OG0004981	Aegilops_speltoides|GWHGBFXR007371.1	Triticum_aestivum|TraesCS2B03G0814100, Triticum_aestivum|TraesCS2A03G0737300, Triticum_aestivum|TraesCS2D03G0680500
OG0004982	Aegilops_speltoides|GWHGBFXR009986.1	Triticum_aestivum|TraesCS2D03G1216600
OG0004983	Aegilops_speltoides|GWHGBFXR008969.1	Triticum_aestivum|TraesCS2A03G1067600
OG0004983	Aegilops_speltoides|GWHGBFXR024909.1	Triticum_aestivum|TraesCS5B03G1205400
OG0004984	Aegilops_speltoides|GWHGBFXR006275.1	Triticum_aestivum|TraesCS2B03G0492100, Triticum_aestivum|TraesCS2A03G0369100, Triticum_aestivum|TraesCS2D03G0388600
OG0004985	Aegilops_speltoides|GWHGBFXR010245.1	Triticum_aestivum|TraesCS2D03G1286700, Triticum_aestivum|TraesCS2B03G1522800
OG0004986	Aegilops_speltoides|GWHGBFXR007785.1	Triticum_aestivum|TraesCS2B03G0914000, Triticum_aestivum|TraesCS2A03G0827000, Triticum_aestivum|TraesCS2D03G0769000
OG0004987	Aegilops_speltoides|GWHGBFXR009185.1	Triticum_aestivum|TraesCS6D03G0927000, Triticum_aestivum|TraesCS2D03G1054000, Triticum_aestivum|TraesCS2A03G1107600, Triticum_aestivum|TraesCS2B03G1244200
OG0004988	Aegilops_speltoides|GWHGBFXR004746.1	Triticum_aestivum|TraesCS2B03G0114200, Triticum_aestivum|TraesCS2A03G0077600, Triticum_aestivum|TraesCS2A03G0077800, Triticum_aestivum|TraesCS2D03G0072100
OG0004989	Aegilops_speltoides|GWHGBFXR004852.1, Aegilops_speltoides|GWHGBFXR004851.1	Triticum_aestivum|TraesCS2D03G0092800, Triticum_aestivum|TraesCS2B03G0131400, Triticum_aestivum|TraesCS2B03G0132500
OG0004990	Aegilops_speltoides|GWHGBFXR009343.1	Triticum_aestivum|TraesCS2B03G1341100, Triticum_aestivum|TraesCS2A03G1178900, Triticum_aestivum|TraesCS2D03G1132600
OG0004991	Aegilops_speltoides|GWHGBFXR007078.1	Triticum_aestivum|TraesCS2A03G0637100
OG0004992	Aegilops_speltoides|GWHGBFXR010051.1	Triticum_aestivum|TraesCS2D03G1237900
OG0004993	Aegilops_speltoides|GWHGBFXR005412.1	Triticum_aestivum|TraesCS2B03G0282900, Triticum_aestivum|TraesCS2D03G0210800, Triticum_aestivum|TraesCS2D03G0188100, Triticum_aestivum|TraesCS2A03G0206200
OG0004994	Aegilops_speltoides|GWHGBFXR006039.1	Triticum_aestivum|TraesCS2B03G0442100
OG0004995	Aegilops_speltoides|GWHGBFXR004798.1	Triticum_aestivum|TraesCS2B03G0122600
OG0004996	Aegilops_speltoides|GWHGBFXR007503.1	Triticum_aestivum|TraesCS2B03G0848000, Triticum_aestivum|TraesCS2D03G0708700
OG0004997	Aegilops_speltoides|GWHGBFXR007915.1	Triticum_aestivum|TraesCS2A03G0852900, Triticum_aestivum|TraesCS2A03G0893900, Triticum_aestivum|TraesCS2D03G0795600, Triticum_aestivum|TraesCS2B03G0945500
OG0004998	Aegilops_speltoides|GWHGBFXR005574.1	Triticum_aestivum|TraesCS2D03G0241600, Triticum_aestivum|TraesCS2A03G0236000, Triticum_aestivum|TraesCS2B03G0325300
OG0004999	Aegilops_speltoides|GWHGBFXR006634.1	Triticum_aestivum|TraesCS2D03G0469400, Triticum_aestivum|TraesCS2A03G0462800, Triticum_aestivum|TraesCS2B03G0583000
OG0005000	Aegilops_speltoides|GWHGBFXR018681.1	Triticum_aestivum|TraesCS4B03G0665900
OG0005000	Aegilops_speltoides|GWHGBFXR008675.1	Triticum_aestivum|TraesCS2B03G1129400
OG0005001	Aegilops_speltoides|GWHGBFXR006327.1	Triticum_aestivum|TraesCS2B03G0509100, Triticum_aestivum|TraesCS2A03G0406800, Triticum_aestivum|TraesCS2D03G0400200
OG0005002	Aegilops_speltoides|GWHGBFXR008930.1	Triticum_aestivum|TraesCS2B03G1185400, Triticum_aestivum|TraesCS2B03G1185500, Triticum_aestivum|TraesCS2D03G1002200, Triticum_aestivum|TraesCS2D03G1001800, Triticum_aestivum|TraesCS2A03G1061100
OG0005003	Aegilops_speltoides|GWHGBFXR006031.1	Triticum_aestivum|TraesCS2A03G0375200, Triticum_aestivum|TraesCS2D03G0292600
OG0005003	Aegilops_speltoides|GWHGBFXR022050.1	Triticum_aestivum|TraesCS5A03G0188800, Triticum_aestivum|TraesCS5A03G0189000, Triticum_aestivum|TraesCS5B03G0536700
OG0005004	Aegilops_speltoides|GWHGBFXR010261.1	Triticum_aestivum|TraesCS2B03G1528100, Triticum_aestivum|TraesCS2A03G1326400, Triticum_aestivum|TraesCS2A03G1326300
OG0005005	Aegilops_speltoides|GWHGBFXR006258.1	Triticum_aestivum|TraesCS2B03G0488900
OG0005006	Aegilops_speltoides|GWHGBFXR008771.1	Triticum_aestivum|TraesCS2D03G0970300
OG0005007	Aegilops_speltoides|GWHGBFXR008361.1	Triticum_aestivum|TraesCS2B03G1047500
OG0005008	Aegilops_speltoides|GWHGBFXR008443.1	Triticum_aestivum|TraesCS2B03G1070700
OG0005009	Aegilops_speltoides|GWHGBFXR011514.1	Triticum_aestivum|TraesCS3A03G0233700
OG0005010	Aegilops_speltoides|GWHGBFXR030225.1	Triticum_aestivum|TraesCS4A03G1243600
OG0005011	Aegilops_speltoides|GWHGBFXR015941.1	Triticum_aestivum|TraesCS3A03G1197900
OG0005011	Aegilops_speltoides|GWHGBFXR015935.1	Triticum_aestivum|TraesCS3B03G1440800
OG0005012	Aegilops_speltoides|GWHGBFXR014924.1, Aegilops_speltoides|GWHGBFXR014919.1	Triticum_aestivum|TraesCS3D03G0960100
OG0005012	Aegilops_speltoides|GWHGBFXR014921.1, Aegilops_speltoides|GWHGBFXR014926.1	Triticum_aestivum|TraesCS3B03G1183900, Triticum_aestivum|TraesCS3B03G1184300, Triticum_aestivum|TraesCS3A03G1031800, Triticum_aestivum|TraesCS3D03G0960300
OG0005013	Aegilops_speltoides|GWHGBFXR016242.1	Triticum_aestivum|TraesCS3B03G1527500
OG0005014	Aegilops_speltoides|GWHGBFXR012960.1	Triticum_aestivum|TraesCS3D03G0561800, Triticum_aestivum|TraesCS3A03G0612400, Triticum_aestivum|TraesCS3B03G0692400
OG0005015	Aegilops_speltoides|GWHGBFXR013839.1	Triticum_aestivum|TraesCS3B03G0927500
OG0005015	Aegilops_speltoides|GWHGBFXR021277.1	Triticum_aestivum|TraesCS5D03G0332400, Triticum_aestivum|TraesCS5A03G0346100
OG0005016	Aegilops_speltoides|GWHGBFXR012925.1	Triticum_aestivum|TraesCS3B03G0686500
OG0005017	Aegilops_speltoides|GWHGBFXR013040.1	Triticum_aestivum|TraesCS3B03G0711200
OG0005018	Aegilops_speltoides|GWHGBFXR014535.1	Triticum_aestivum|TraesCS3B03G1075400, Triticum_aestivum|TraesCS3D03G0875400, Triticum_aestivum|TraesCS3A03G0942500
OG0005019	Aegilops_speltoides|GWHGBFXR013202.1	Triticum_aestivum|TraesCS3B03G0762100, Triticum_aestivum|TraesCS3D03G0609300, Triticum_aestivum|TraesCS3A03G0667000
OG0005020	Aegilops_speltoides|GWHGBFXR012317.1	Triticum_aestivum|TraesCS3B03G0501500
OG0005021	Aegilops_speltoides|GWHGBFXR014289.1	Triticum_aestivum|TraesCS3B03G1022700
OG0005022	Aegilops_speltoides|GWHGBFXR011559.1	Triticum_aestivum|TraesCS3B03G0315300
OG0005023	Aegilops_speltoides|GWHGBFXR012979.1	Triticum_aestivum|TraesCS3B03G0697100
OG0005024	Aegilops_speltoides|GWHGBFXR012147.1	Triticum_aestivum|TraesCS3B03G0457500
OG0005025	Aegilops_speltoides|GWHGBFXR012076.1	Triticum_aestivum|TraesCS3A03G0350300, Triticum_aestivum|TraesCS3D03G0341400, Triticum_aestivum|TraesCS3B03G0426500
OG0005026	Aegilops_speltoides|GWHGBFXR013159.1	Triticum_aestivum|TraesCS3B03G0747000
OG0005026	Aegilops_speltoides|GWHGBFXR013160.1	Triticum_aestivum|TraesCS3A03G0658100
OG0005027	Aegilops_speltoides|GWHGBFXR014304.1	Triticum_aestivum|TraesCS3A03G0901500
OG0005028	Aegilops_speltoides|GWHGBFXR012408.1	Triticum_aestivum|TraesCS3A03G0448600, Triticum_aestivum|TraesCS3B03G0524600, Triticum_aestivum|TraesCS3D03G0415800
OG0005029	Aegilops_speltoides|GWHGBFXR014536.1	Triticum_aestivum|TraesCS3D03G0875900, Triticum_aestivum|TraesCS3B03G1075500
OG0005030	Aegilops_speltoides|GWHGBFXR014807.1	Triticum_aestivum|TraesCS3B03G1140200, Triticum_aestivum|TraesCS3B03G1141800, Triticum_aestivum|TraesCS3D03G0925500
OG0005031	Aegilops_speltoides|GWHGBFXR014853.1	Triticum_aestivum|TraesCS3D03G0938500, Triticum_aestivum|TraesCS3D03G0939200, Triticum_aestivum|TraesCS3A03G1008600, Triticum_aestivum|TraesCS3A03G1008900, Triticum_aestivum|TraesCS3A03G1008800
OG0005032	Aegilops_speltoides|GWHGBFXR015380.1	Triticum_aestivum|TraesCS3B03G1282800
OG0005032	Aegilops_speltoides|GWHGBFXR015377.1	Triticum_aestivum|TraesCS3A03G1104900
OG0005033	Aegilops_speltoides|GWHGBFXR010835.1	Triticum_aestivum|TraesCS3A03G0085500
OG0005034	Aegilops_speltoides|GWHGBFXR013611.1, Aegilops_speltoides|GWHGBFXR013610.1	Triticum_aestivum|TraesCS3A03G0755200, Triticum_aestivum|TraesCS3D03G0695400, Triticum_aestivum|TraesCS3A03G0755300
OG0005035	Aegilops_speltoides|GWHGBFXR013904.1	Triticum_aestivum|TraesCS3A03G0816400
OG0005035	Aegilops_speltoides|GWHGBFXR013905.1	Triticum_aestivum|TraesCS3B03G0939300
OG0005036	Aegilops_speltoides|GWHGBFXR010815.1	Triticum_aestivum|TraesCS3A03G0089400, Triticum_aestivum|TraesCS3B03G0090200, Triticum_aestivum|TraesCS3D03G0066500
OG0005037	Aegilops_speltoides|GWHGBFXR012601.1	Triticum_aestivum|TraesCS3B03G0602600
OG0005038	Aegilops_speltoides|GWHGBFXR015970.1	Triticum_aestivum|TraesCS3B03G1452000, Triticum_aestivum|TraesCS3D03G1150200
OG0005038	Aegilops_speltoides|GWHGBFXR015968.1	Triticum_aestivum|TraesCS3B03G1451600
OG0005039	Aegilops_speltoides|GWHGBFXR012828.1	Triticum_aestivum|TraesCS3B03G0662100
OG0005040	Aegilops_speltoides|GWHGBFXR015985.1	Triticum_aestivum|TraesCS3B03G1455600, Triticum_aestivum|TraesCS5B03G1036400, Triticum_aestivum|TraesCS3D03G1153300, Triticum_aestivum|TraesCS3A03G1209900
OG0005042	Aegilops_speltoides|GWHGBFXR012833.1	Triticum_aestivum|TraesCS3A03G0583400, Triticum_aestivum|TraesCS3D03G0536600, Triticum_aestivum|TraesCS3B03G0663200
OG0005043	Aegilops_speltoides|GWHGBFXR010554.1	Triticum_aestivum|TraesCS3D03G0033600, Triticum_aestivum|TraesCS3A03G0053100, Triticum_aestivum|TraesCS3B03G0041000
OG0005044	Aegilops_speltoides|GWHGBFXR014311.1	Triticum_aestivum|TraesCS3D03G0828500, Triticum_aestivum|TraesCS3A03G0903500
OG0005044	Aegilops_speltoides|GWHGBFXR014312.1	Triticum_aestivum|TraesCS3A03G0903300
OG0005045	Aegilops_speltoides|GWHGBFXR015780.1	Triticum_aestivum|TraesCS3B03G1392000
OG0005046	Aegilops_speltoides|GWHGBFXR014617.1	Triticum_aestivum|TraesCS3D03G0888600
OG0005046	Aegilops_speltoides|GWHGBFXR014619.1, Aegilops_speltoides|GWHGBFXR036358.1	Triticum_aestivum|TraesCS3A03G0954700
OG0005047	Aegilops_speltoides|GWHGBFXR015960.1	Triticum_aestivum|TraesCS3B03G1448700
OG0005048	Aegilops_speltoides|GWHGBFXR014290.1	Triticum_aestivum|TraesCS3A03G0899200
OG0005048	Aegilops_speltoides|GWHGBFXR014292.1	Triticum_aestivum|TraesCS3D03G0825700, Triticum_aestivum|TraesCS3B03G1023500, Triticum_aestivum|TraesCS3A03G0899300
OG0005049	Aegilops_speltoides|GWHGBFXR025449.1	Triticum_aestivum|TraesCS3A03G0153800
OG0005049	Aegilops_speltoides|GWHGBFXR011541.1, Aegilops_speltoides|GWHGBFXR033251.1	Triticum_aestivum|TraesCS4A03G1238700, Triticum_aestivum|TraesCS5B03G1132100, Triticum_aestivum|TraesCS3B03G0535400
OG0005050	Aegilops_speltoides|GWHGBFXR012151.1	Triticum_aestivum|TraesCS3D03G0358100, Triticum_aestivum|TraesCS3A03G0371900, Triticum_aestivum|TraesCS3B03G0459200
OG0005051	Aegilops_speltoides|GWHGBFXR014742.1	Triticum_aestivum|TraesCS3B03G1124700
OG0005052	Aegilops_speltoides|GWHGBFXR014759.1	Triticum_aestivum|TraesCS3D03G0709300, Triticum_aestivum|TraesCS3A03G0983400, Triticum_aestivum|TraesCS3D03G0918100
OG0005053	Aegilops_speltoides|GWHGBFXR014745.1	Triticum_aestivum|TraesCS3A03G0979600, Triticum_aestivum|TraesCS3B03G1126600
OG0005054	Aegilops_speltoides|GWHGBFXR013257.1	Triticum_aestivum|TraesCS3A03G0683800, Triticum_aestivum|TraesCS3D03G0622400, Triticum_aestivum|TraesCS3B03G0780700
OG0005055	Aegilops_speltoides|GWHGBFXR010684.1	Triticum_aestivum|TraesCS4A03G1156900, Triticum_aestivum|TraesCS3D03G0017300, Triticum_aestivum|TraesCS3A03G0021400
OG0005056	Aegilops_speltoides|GWHGBFXR015097.1	Triticum_aestivum|TraesCS3D03G0990500, Triticum_aestivum|TraesCS3A03G1062100
OG0005057	Aegilops_speltoides|GWHGBFXR016023.1	Triticum_aestivum|TraesCS3D03G1161400, Triticum_aestivum|TraesCS3A03G1219800, Triticum_aestivum|TraesCS3B03G1463000
OG0005058	Aegilops_speltoides|GWHGBFXR012449.1	Triticum_aestivum|TraesCS3D03G0422900, Triticum_aestivum|TraesCS3A03G0460800, Triticum_aestivum|TraesCS3B03G0532000
OG0005059	Aegilops_speltoides|GWHGBFXR012009.1	Triticum_aestivum|TraesCS3A03G0336900
OG0005059	Aegilops_speltoides|GWHGBFXR032879.1	Triticum_aestivum|TraesCS7B03G0429400
OG0005060	Aegilops_speltoides|GWHGBFXR010702.1	Triticum_aestivum|TraesCS3B03G0028100, Triticum_aestivum|TraesCS3A03G0025700, Triticum_aestivum|TraesCS3D03G0020900
OG0005061	Aegilops_speltoides|GWHGBFXR014756.1	Triticum_aestivum|TraesCS3A03G0982300, Triticum_aestivum|TraesCS3B03G1131800, Triticum_aestivum|TraesCS3D03G0917100
OG0005062	Aegilops_speltoides|GWHGBFXR010704.1	Triticum_aestivum|TraesCS3B03G0029000, Triticum_aestivum|TraesCS3B03G0028500, Triticum_aestivum|TraesCSU03G0203800, Triticum_aestivum|TraesCSU03G0203900
OG0005063	Aegilops_speltoides|GWHGBFXR013837.1	Triticum_aestivum|TraesCS3B03G0927200, Triticum_aestivum|TraesCS3D03G0742000, Triticum_aestivum|TraesCS7B03G0085000, Triticum_aestivum|TraesCS2A03G0565400
OG0005064	Aegilops_speltoides|GWHGBFXR012733.1	Triticum_aestivum|TraesCS3B03G0640300
OG0005065	Aegilops_speltoides|GWHGBFXR016225.1	Triticum_aestivum|TraesCSU03G0164000, Triticum_aestivum|TraesCS3B03G1519400, Triticum_aestivum|TraesCS3B03G1519600, Triticum_aestivum|TraesCS3B03G1522400
OG0005066	Aegilops_speltoides|GWHGBFXR014439.1	Triticum_aestivum|TraesCS3B03G1050600
OG0005066	Aegilops_speltoides|GWHGBFXR014440.1	Triticum_aestivum|TraesCS3A03G0925900, Triticum_aestivum|TraesCS3B03G1050700, Triticum_aestivum|TraesCS3D03G0858400
OG0005067	Aegilops_speltoides|GWHGBFXR014970.1	Triticum_aestivum|TraesCS3B03G1193600
OG0005068	Aegilops_speltoides|GWHGBFXR016209.1	Triticum_aestivum|TraesCS3D03G1194800, Triticum_aestivum|TraesCS3B03G1517500, Triticum_aestivum|TraesCS3A03G1273100
OG0005069	Aegilops_speltoides|GWHGBFXR014024.1	Triticum_aestivum|TraesCS3D03G0773700, Triticum_aestivum|TraesCS3B03G0969200, Triticum_aestivum|TraesCS3A03G0843500
OG0005070	Aegilops_speltoides|GWHGBFXR013840.1	Triticum_aestivum|TraesCS3B03G0927600, Triticum_aestivum|TraesCS3D03G0742600
OG0005071	Aegilops_speltoides|GWHGBFXR012403.1	Triticum_aestivum|TraesCS3A03G0447300, Triticum_aestivum|TraesCS3B03G0524200, Triticum_aestivum|TraesCS3D03G0414900
