Orthogroup	Aegilops_speltoides	Triticum_urartu
OG0006203	Aegilops_speltoides|GWHGBFXR013529.1	Triticum_urartu|LOC125546935, Triticum_urartu|LOC125530369
OG0006205	Aegilops_speltoides|GWHGBFXR014851.1	Triticum_urartu|LOC125549033
OG0006205	Aegilops_speltoides|GWHGBFXR014851.1	Triticum_urartu|LOC125549087
OG0006206	Aegilops_speltoides|GWHGBFXR014270.1	Triticum_urartu|LOC125548860
OG0006207	Aegilops_speltoides|GWHGBFXR015956.1	Triticum_urartu|LOC125549422
OG0006208	Aegilops_speltoides|GWHGBFXR011482.1	Triticum_urartu|LOC125542885, Triticum_urartu|LOC125527163
OG0006209	Aegilops_speltoides|GWHGBFXR011929.1	Triticum_urartu|LOC125543248, Triticum_urartu|LOC125543251
OG0006210	Aegilops_speltoides|GWHGBFXR012109.1	Triticum_urartu|LOC125543423, Triticum_urartu|LOC125543426
OG0006212	Aegilops_speltoides|GWHGBFXR012726.1	Triticum_urartu|LOC125544080, Triticum_urartu|LOC125544081
OG0006213	Aegilops_speltoides|GWHGBFXR013742.1, Aegilops_speltoides|GWHGBFXR013743.1	Triticum_urartu|LOC125545027
OG0006214	Aegilops_speltoides|GWHGBFXR013589.1	Triticum_urartu|LOC125544937, Triticum_urartu|LOC125530770
OG0006215	Aegilops_speltoides|GWHGBFXR013268.1	Triticum_urartu|LOC125536750, Triticum_urartu|LOC125527156
OG0006216	Aegilops_speltoides|GWHGBFXR011262.1	Triticum_urartu|LOC125547907, Triticum_urartu|LOC125547961
OG0006218	Aegilops_speltoides|GWHGBFXR013191.1	Triticum_urartu|LOC125544492, Triticum_urartu|LOC125544500
OG0006219	Aegilops_speltoides|GWHGBFXR012008.1	Triticum_urartu|LOC125548171, Triticum_urartu|LOC125548178
OG0006220	Aegilops_speltoides|GWHGBFXR015927.1	Triticum_urartu|LOC125546202, Triticum_urartu|LOC125546206
OG0006222	Aegilops_speltoides|GWHGBFXR012647.1	Triticum_urartu|LOC125543916, Triticum_urartu|LOC125526661
OG0006223	Aegilops_speltoides|GWHGBFXR011764.1	Triticum_urartu|LOC125543205, Triticum_urartu|LOC125543206, Triticum_urartu|LOC125527046
OG0006224	Aegilops_speltoides|GWHGBFXR012048.1	Triticum_urartu|LOC125543311, Triticum_urartu|LOC125543313
OG0006225	Aegilops_speltoides|GWHGBFXR015240.1	Triticum_urartu|LOC125545937
OG0006226	Aegilops_speltoides|GWHGBFXR011392.1	Triticum_urartu|LOC125546647, Triticum_urartu|LOC125546648
OG0006227	Aegilops_speltoides|GWHGBFXR013660.1	Triticum_urartu|LOC125541263, Triticum_urartu|LOC125544948
OG0006228	Aegilops_speltoides|GWHGBFXR013495.1	Triticum_urartu|LOC125544777, Triticum_urartu|LOC125544801
OG0006229	Aegilops_speltoides|GWHGBFXR011962.1	Triticum_urartu|LOC125543223, Triticum_urartu|LOC125525467
OG0006230	Aegilops_speltoides|GWHGBFXR014594.1	Triticum_urartu|LOC125545635, Triticum_urartu|LOC125530721
OG0006231	Aegilops_speltoides|GWHGBFXR011252.1	Triticum_urartu|LOC125542733
OG0006232	Aegilops_speltoides|GWHGBFXR013216.1	Triticum_urartu|LOC125544483, Triticum_urartu|LOC125544516, Triticum_urartu|LOC125531307
OG0006233	Aegilops_speltoides|GWHGBFXR012093.1	Triticum_urartu|LOC125542578, Triticum_urartu|LOC125543356
OG0006235	Aegilops_speltoides|GWHGBFXR011624.1	Triticum_urartu|LOC125542990, Triticum_urartu|LOC125542992
OG0006236	Aegilops_speltoides|GWHGBFXR013978.1	Triticum_urartu|LOC125548780, Triticum_urartu|LOC125546994
OG0006237	Aegilops_speltoides|GWHGBFXR012070.1	Triticum_urartu|LOC125537636, Triticum_urartu|LOC125543318
OG0006238	Aegilops_speltoides|GWHGBFXR014509.1	Triticum_urartu|LOC125545527, Triticum_urartu|LOC125545932
OG0006239	Aegilops_speltoides|GWHGBFXR012388.1	Triticum_urartu|LOC125543742, Triticum_urartu|LOC125543744
OG0006240	Aegilops_speltoides|GWHGBFXR013093.1	Triticum_urartu|LOC125535949, Triticum_urartu|LOC125544406
OG0006243	Aegilops_speltoides|GWHGBFXR012542.1	Triticum_urartu|LOC125544016, Triticum_urartu|LOC125544017
OG0006245	Aegilops_speltoides|GWHGBFXR011879.1	Triticum_urartu|LOC125543149, Triticum_urartu|LOC125543150, Triticum_urartu|LOC125548111
OG0006246	Aegilops_speltoides|GWHGBFXR013578.1	Triticum_urartu|LOC125544878
OG0006247	Aegilops_speltoides|GWHGBFXR012131.1	Triticum_urartu|LOC125543434
OG0006248	Aegilops_speltoides|GWHGBFXR013585.1	Triticum_urartu|LOC125544859, Triticum_urartu|LOC125544879
OG0006249	Aegilops_speltoides|GWHGBFXR014173.1	Triticum_urartu|LOC125545331, Triticum_urartu|LOC125543772
OG0006250	Aegilops_speltoides|GWHGBFXR011597.1	Triticum_urartu|LOC125542979, Triticum_urartu|LOC125542980
OG0006251	Aegilops_speltoides|GWHGBFXR012133.1	Triticum_urartu|LOC125543438, Triticum_urartu|LOC125543436
OG0006252	Aegilops_speltoides|GWHGBFXR012112.1	Triticum_urartu|LOC125543429
OG0006253	Aegilops_speltoides|GWHGBFXR011700.1	Triticum_urartu|LOC125525054, Triticum_urartu|LOC125543063
OG0006256	Aegilops_speltoides|GWHGBFXR014300.1	Triticum_urartu|LOC125545393, Triticum_urartu|LOC125527391
OG0006257	Aegilops_speltoides|GWHGBFXR013232.1	Triticum_urartu|LOC125548541
OG0006258	Aegilops_speltoides|GWHGBFXR010653.1	Triticum_urartu|LOC125542254, Triticum_urartu|LOC125542256
OG0006259	Aegilops_speltoides|GWHGBFXR016235.1	Triticum_urartu|LOC125546425
OG0006260	Aegilops_speltoides|GWHGBFXR013338.1	Triticum_urartu|LOC125544729, Triticum_urartu|LOC125544734
OG0006261	Aegilops_speltoides|GWHGBFXR013810.1	Triticum_urartu|LOC125529554
OG0006262	Aegilops_speltoides|GWHGBFXR014875.1	Triticum_urartu|LOC125530213
OG0006263	Aegilops_speltoides|GWHGBFXR014811.1	Triticum_urartu|LOC125509570, Triticum_urartu|LOC125545749
OG0006264	Aegilops_speltoides|GWHGBFXR013488.1	Triticum_urartu|LOC125544591, Triticum_urartu|LOC125544595
OG0006265	Aegilops_speltoides|GWHGBFXR012033.1	Triticum_urartu|LOC125543302
OG0006266	Aegilops_speltoides|GWHGBFXR010516.1	Triticum_urartu|LOC125542346, Triticum_urartu|LOC125542348
OG0006267	Aegilops_speltoides|GWHGBFXR012163.1	Triticum_urartu|LOC125525184
OG0006269	Aegilops_speltoides|GWHGBFXR011752.1	Triticum_urartu|LOC125543200
OG0006271	Aegilops_speltoides|GWHGBFXR010580.1	Triticum_urartu|LOC125547610, Triticum_urartu|LOC125547614
OG0006272	Aegilops_speltoides|GWHGBFXR013004.1	Triticum_urartu|LOC125544322, Triticum_urartu|LOC125544324, Triticum_urartu|LOC125544413
OG0006273	Aegilops_speltoides|GWHGBFXR013541.1	Triticum_urartu|LOC125544852, Triticum_urartu|LOC125527939
OG0006274	Aegilops_speltoides|GWHGBFXR012834.1	Triticum_urartu|LOC125544151, Triticum_urartu|LOC125544153
OG0006275	Aegilops_speltoides|GWHGBFXR013573.1	Triticum_urartu|LOC125544877
OG0006276	Aegilops_speltoides|GWHGBFXR011648.1	Triticum_urartu|LOC125507033, Triticum_urartu|LOC125543009
OG0006278	Aegilops_speltoides|GWHGBFXR011748.1	Triticum_urartu|LOC125543197, Triticum_urartu|LOC125543754
OG0006280	Aegilops_speltoides|GWHGBFXR014690.1	Triticum_urartu|LOC125548973
OG0006283	Aegilops_speltoides|GWHGBFXR013250.1	Triticum_urartu|LOC125544556, Triticum_urartu|LOC125544561
OG0006285	Aegilops_speltoides|GWHGBFXR013192.1	Triticum_urartu|LOC125544493, Triticum_urartu|LOC125544501
OG0006286	Aegilops_speltoides|GWHGBFXR013059.1	Triticum_urartu|LOC125527728, Triticum_urartu|LOC125546871
OG0006287	Aegilops_speltoides|GWHGBFXR012184.1	Triticum_urartu|LOC125543493
OG0006289	Aegilops_speltoides|GWHGBFXR015394.1	Triticum_urartu|LOC125545962, Triticum_urartu|LOC125545964
OG0006290	Aegilops_speltoides|GWHGBFXR012843.1	Triticum_urartu|LOC125548414
OG0006291	Aegilops_speltoides|GWHGBFXR014371.1	Triticum_urartu|LOC125545445, Triticum_urartu|LOC125545447, Triticum_urartu|LOC125545449
OG0006292	Aegilops_speltoides|GWHGBFXR013240.1	Triticum_urartu|LOC125548542
OG0006293	Aegilops_speltoides|GWHGBFXR014746.1	Triticum_urartu|LOC125545772, Triticum_urartu|LOC125528341
OG0006295	Aegilops_speltoides|GWHGBFXR015808.1	Triticum_urartu|LOC125546156, Triticum_urartu|LOC125546158
OG0006296	Aegilops_speltoides|GWHGBFXR032385.1	Triticum_urartu|LOC125521253
OG0006298	Aegilops_speltoides|GWHGBFXR015413.1	Triticum_urartu|LOC125545978
OG0006299	Aegilops_speltoides|GWHGBFXR031712.1	Triticum_urartu|LOC125523577
OG0006299	Aegilops_speltoides|GWHGBFXR010746.1	Triticum_urartu|LOC125547661
OG0006300	Aegilops_speltoides|GWHGBFXR012609.1	Triticum_urartu|LOC125543999
OG0006301	Aegilops_speltoides|GWHGBFXR011496.1	Triticum_urartu|LOC125542893
OG0006302	Aegilops_speltoides|GWHGBFXR011699.1, Aegilops_speltoides|GWHGBFXR011698.1	Triticum_urartu|LOC125543062
OG0006303	Aegilops_speltoides|GWHGBFXR012831.1	Triticum_urartu|LOC125544147
OG0006304	Aegilops_speltoides|GWHGBFXR013864.1	Triticum_urartu|LOC125545119
OG0006305	Aegilops_speltoides|GWHGBFXR030492.1, Aegilops_speltoides|GWHGBFXR012448.1	Triticum_urartu|LOC125543840
OG0006306	Aegilops_speltoides|GWHGBFXR010589.1	Triticum_urartu|LOC125542238
OG0006307	Aegilops_speltoides|GWHGBFXR014637.1	Triticum_urartu|LOC125516493, Triticum_urartu|LOC125516494
OG0006309	Aegilops_speltoides|GWHGBFXR013089.1	Triticum_urartu|LOC125544399
OG0006310	Aegilops_speltoides|GWHGBFXR012089.1	Triticum_urartu|LOC125543349
OG0006310	Aegilops_speltoides|GWHGBFXR012089.1	Triticum_urartu|LOC125543350
OG0006314	Aegilops_speltoides|GWHGBFXR018289.1	Triticum_urartu|LOC125552130
OG0006314	Aegilops_speltoides|GWHGBFXR018289.1	Triticum_urartu|LOC125529915
OG0006315	Aegilops_speltoides|GWHGBFXR017373.1	Triticum_urartu|LOC125551084
OG0006316	Aegilops_speltoides|GWHGBFXR017560.1	Triticum_urartu|LOC125551165
OG0006318	Aegilops_speltoides|GWHGBFXR016521.1	Triticum_urartu|LOC125550304
OG0006319	Aegilops_speltoides|GWHGBFXR019299.1	Triticum_urartu|LOC125552928
OG0006320	Aegilops_speltoides|GWHGBFXR018721.1	Triticum_urartu|LOC125554077
OG0006321	Aegilops_speltoides|GWHGBFXR017098.1	Triticum_urartu|LOC125550808
OG0006322	Aegilops_speltoides|GWHGBFXR017614.1	Triticum_urartu|LOC125551546, Triticum_urartu|LOC125529599
OG0006324	Aegilops_speltoides|GWHGBFXR016387.1	Triticum_urartu|LOC125550213
OG0006326	Aegilops_speltoides|GWHGBFXR017440.1	Triticum_urartu|LOC125551000
OG0006327	Aegilops_speltoides|GWHGBFXR019035.1	Triticum_urartu|LOC125552755, Triticum_urartu|LOC125552902
OG0006329	Aegilops_speltoides|GWHGBFXR017470.1	Triticum_urartu|LOC125551185
OG0006330	Aegilops_speltoides|GWHGBFXR017774.1	Triticum_urartu|LOC125551653, Triticum_urartu|LOC125551672
OG0006331	Aegilops_speltoides|GWHGBFXR018596.1	Triticum_urartu|LOC125554820
OG0006332	Aegilops_speltoides|GWHGBFXR018407.1	Triticum_urartu|LOC125552421, Triticum_urartu|LOC125552435
OG0006334	Aegilops_speltoides|GWHGBFXR017049.1	Triticum_urartu|LOC125550730, Triticum_urartu|LOC125550742
OG0006335	Aegilops_speltoides|GWHGBFXR016603.1	Triticum_urartu|LOC125550375, Triticum_urartu|LOC125550431
OG0006336	Aegilops_speltoides|GWHGBFXR017436.1	Triticum_urartu|LOC125553661
OG0006337	Aegilops_speltoides|GWHGBFXR016817.1	Triticum_urartu|LOC125550536, Triticum_urartu|LOC125522401
OG0006338	Aegilops_speltoides|GWHGBFXR017859.1	Triticum_urartu|LOC125551384, Triticum_urartu|LOC125551493
OG0006339	Aegilops_speltoides|GWHGBFXR018068.1	Triticum_urartu|LOC125551895
OG0006340	Aegilops_speltoides|GWHGBFXR017748.1	Triticum_urartu|LOC125551240, Triticum_urartu|LOC125551242
OG0006341	Aegilops_speltoides|GWHGBFXR018577.1	Triticum_urartu|LOC125552352
OG0006342	Aegilops_speltoides|GWHGBFXR016606.1	Triticum_urartu|LOC125550380
OG0006343	Aegilops_speltoides|GWHGBFXR019647.1	Triticum_urartu|LOC125511436, Triticum_urartu|LOC125527572
OG0006344	Aegilops_speltoides|GWHGBFXR017130.1	Triticum_urartu|LOC125553581, Triticum_urartu|LOC125553611
OG0006345	Aegilops_speltoides|GWHGBFXR017887.1	Triticum_urartu|LOC125551703, Triticum_urartu|LOC125543376
OG0006346	Aegilops_speltoides|GWHGBFXR019692.1	Triticum_urartu|LOC125511476, Triticum_urartu|LOC125511481
OG0006348	Aegilops_speltoides|GWHGBFXR018568.1	Triticum_urartu|LOC125552250
OG0006349	Aegilops_speltoides|GWHGBFXR019882.1	Triticum_urartu|LOC125511640
OG0006350	Aegilops_speltoides|GWHGBFXR017005.1	Triticum_urartu|LOC125553555, Triticum_urartu|LOC125553603
OG0006351	Aegilops_speltoides|GWHGBFXR017498.1	Triticum_urartu|LOC125554775
OG0006353	Aegilops_speltoides|GWHGBFXR017396.1	Triticum_urartu|LOC125551101
OG0006354	Aegilops_speltoides|GWHGBFXR018212.1	Triticum_urartu|LOC125552021, Triticum_urartu|LOC125552025
OG0006355	Aegilops_speltoides|GWHGBFXR017057.1	Triticum_urartu|LOC125553539, Triticum_urartu|LOC125553577
OG0006357	Aegilops_speltoides|GWHGBFXR017090.1	Triticum_urartu|LOC125550806, Triticum_urartu|LOC125550807
OG0006358	Aegilops_speltoides|GWHGBFXR019570.1	Triticum_urartu|LOC125509982, Triticum_urartu|LOC125511406
OG0006359	Aegilops_speltoides|GWHGBFXR018311.1	Triticum_urartu|LOC125552153
OG0006360	Aegilops_speltoides|GWHGBFXR019787.1	Triticum_urartu|LOC125511567
OG0006360	Aegilops_speltoides|GWHGBFXR035516.1	Triticum_urartu|LOC125525463
OG0006361	Aegilops_speltoides|GWHGBFXR016466.1	Triticum_urartu|LOC125529431
OG0006364	Aegilops_speltoides|GWHGBFXR018408.1	Triticum_urartu|LOC125552423, Triticum_urartu|LOC125552437
OG0006365	Aegilops_speltoides|GWHGBFXR016983.1	Triticum_urartu|LOC125553551
OG0006366	Aegilops_speltoides|GWHGBFXR019058.1	Triticum_urartu|LOC125554875
OG0006367	Aegilops_speltoides|GWHGBFXR018734.1	Triticum_urartu|LOC125552538
OG0006368	Aegilops_speltoides|GWHGBFXR019289.1	Triticum_urartu|LOC125552876, Triticum_urartu|LOC125552906
OG0006369	Aegilops_speltoides|GWHGBFXR017017.1	Triticum_urartu|LOC125550708
OG0006371	Aegilops_speltoides|GWHGBFXR018078.1	Triticum_urartu|LOC125551900, Triticum_urartu|LOC125551906
OG0006373	Aegilops_speltoides|GWHGBFXR016844.1	Triticum_urartu|LOC125550560, Triticum_urartu|LOC125550561
OG0006374	Aegilops_speltoides|GWHGBFXR017424.1	Triticum_urartu|LOC125529460
OG0006375	Aegilops_speltoides|GWHGBFXR018877.1	Triticum_urartu|LOC125552637
OG0006377	Aegilops_speltoides|GWHGBFXR017181.1	Triticum_urartu|LOC125550780
OG0006378	Aegilops_speltoides|GWHGBFXR018179.1	Triticum_urartu|LOC125552080, Triticum_urartu|LOC125552081
OG0006379	Aegilops_speltoides|GWHGBFXR017251.1, Aegilops_speltoides|GWHGBFXR017089.1	Triticum_urartu|LOC125554628
OG0006380	Aegilops_speltoides|GWHGBFXR018082.1	Triticum_urartu|LOC125553910
OG0006382	Aegilops_speltoides|GWHGBFXR018220.1	Triticum_urartu|LOC125552037, Triticum_urartu|LOC125508550
OG0006384	Aegilops_speltoides|GWHGBFXR017527.1	Triticum_urartu|LOC125551263
OG0006385	Aegilops_speltoides|GWHGBFXR019670.1	Triticum_urartu|LOC125527542
OG0006386	Aegilops_speltoides|GWHGBFXR017924.1	Triticum_urartu|LOC125551750, Triticum_urartu|LOC125551753
OG0006387	Aegilops_speltoides|GWHGBFXR018141.1	Triticum_urartu|LOC125551966, Triticum_urartu|LOC125551968
OG0006388	Aegilops_speltoides|GWHGBFXR018623.1	Triticum_urartu|LOC125553977, Triticum_urartu|LOC125553978
OG0006390	Aegilops_speltoides|GWHGBFXR019013.1	Triticum_urartu|LOC125552748
OG0006392	Aegilops_speltoides|GWHGBFXR018608.1	Triticum_urartu|LOC125552211, Triticum_urartu|LOC125527133
OG0006395	Aegilops_speltoides|GWHGBFXR018281.1	Triticum_urartu|LOC125552114, Triticum_urartu|LOC125552122
OG0006397	Aegilops_speltoides|GWHGBFXR018809.1	Triticum_urartu|LOC125552626
OG0006398	Aegilops_speltoides|GWHGBFXR018121.1	Triticum_urartu|LOC125551946
OG0006399	Aegilops_speltoides|GWHGBFXR018695.1	Triticum_urartu|LOC125552427, Triticum_urartu|LOC125552501
OG0006401	Aegilops_speltoides|GWHGBFXR016371.1	Triticum_urartu|LOC125550207
OG0006402	Aegilops_speltoides|GWHGBFXR017935.1	Triticum_urartu|LOC125551766, Triticum_urartu|LOC125530838
OG0006403	Aegilops_speltoides|GWHGBFXR018562.1	Triticum_urartu|LOC125552244
OG0006404	Aegilops_speltoides|GWHGBFXR016911.1	Triticum_urartu|LOC125553523, Triticum_urartu|LOC125553524
OG0006405	Aegilops_speltoides|GWHGBFXR017404.1	Triticum_urartu|LOC125551110
OG0006407	Aegilops_speltoides|GWHGBFXR018609.1	Triticum_urartu|LOC125552212, Triticum_urartu|LOC125527131
OG0006408	Aegilops_speltoides|GWHGBFXR019654.1	Triticum_urartu|LOC125511441
OG0006409	Aegilops_speltoides|GWHGBFXR017388.1	Triticum_urartu|LOC125551131
OG0006411	Aegilops_speltoides|GWHGBFXR018810.1	Triticum_urartu|LOC125552628, Triticum_urartu|LOC125527076
OG0006412	Aegilops_speltoides|GWHGBFXR018508.1	Triticum_urartu|LOC125552325
OG0006414	Aegilops_speltoides|GWHGBFXR017891.1	Triticum_urartu|LOC125551584, Triticum_urartu|LOC125551716
OG0006415	Aegilops_speltoides|GWHGBFXR019179.1	Triticum_urartu|LOC125552843
OG0006416	Aegilops_speltoides|GWHGBFXR016577.1	Triticum_urartu|LOC125550339
OG0006417	Aegilops_speltoides|GWHGBFXR019864.1	Triticum_urartu|LOC125506520, Triticum_urartu|LOC125506521
OG0006418	Aegilops_speltoides|GWHGBFXR018262.1	Triticum_urartu|LOC125552104, Triticum_urartu|LOC125552109
OG0006422	Aegilops_speltoides|GWHGBFXR019312.1	Triticum_urartu|LOC125529736
OG0006425	Aegilops_speltoides|GWHGBFXR016920.1	Triticum_urartu|LOC125550628, Triticum_urartu|LOC125550635
OG0006427	Aegilops_speltoides|GWHGBFXR016880.1	Triticum_urartu|LOC125550590, Triticum_urartu|LOC125550594, Triticum_urartu|LOC125550599
OG0006429	Aegilops_speltoides|GWHGBFXR016363.1	Triticum_urartu|LOC125550188, Triticum_urartu|LOC125550202
OG0006430	Aegilops_speltoides|GWHGBFXR017056.1	Triticum_urartu|LOC125550739, Triticum_urartu|LOC125550652
OG0006431	Aegilops_speltoides|GWHGBFXR019118.1	Triticum_urartu|LOC125509299
OG0006432	Aegilops_speltoides|GWHGBFXR019142.1	Triticum_urartu|LOC125552814
OG0006433	Aegilops_speltoides|GWHGBFXR017014.1	Triticum_urartu|LOC125550703
OG0006434	Aegilops_speltoides|GWHGBFXR018213.1	Triticum_urartu|LOC125552020
OG0006434	Aegilops_speltoides|GWHGBFXR018213.1	Triticum_urartu|LOC125552024
OG0006435	Aegilops_speltoides|GWHGBFXR017372.1	Triticum_urartu|LOC125551085
OG0006438	Aegilops_speltoides|GWHGBFXR018445.1	Triticum_urartu|LOC125552386
OG0006439	Aegilops_speltoides|GWHGBFXR016334.1	Triticum_urartu|LOC125553359
OG0006440	Aegilops_speltoides|GWHGBFXR018677.1	Triticum_urartu|LOC125552288, Triticum_urartu|LOC125552291
OG0006441	Aegilops_speltoides|GWHGBFXR019199.1	Triticum_urartu|LOC125538843
OG0006442	Aegilops_speltoides|GWHGBFXR019878.1	Triticum_urartu|LOC125511638
OG0006443	Aegilops_speltoides|GWHGBFXR019667.1	Triticum_urartu|LOC125511459
OG0006445	Aegilops_speltoides|GWHGBFXR017937.1	Triticum_urartu|LOC125551769, Triticum_urartu|LOC125551770
OG0006446	Aegilops_speltoides|GWHGBFXR018107.1	Triticum_urartu|LOC125551932, Triticum_urartu|LOC125551927
OG0006447	Aegilops_speltoides|GWHGBFXR018520.1	Triticum_urartu|LOC125552329, Triticum_urartu|LOC125552331
OG0006448	Aegilops_speltoides|GWHGBFXR017078.1	Triticum_urartu|LOC125550800
OG0006450	Aegilops_speltoides|GWHGBFXR018447.1	Triticum_urartu|LOC125554035, Triticum_urartu|LOC125554041
OG0006451	Aegilops_speltoides|GWHGBFXR019719.1	Triticum_urartu|LOC125511472, Triticum_urartu|LOC125511493
OG0006453	Aegilops_speltoides|GWHGBFXR019476.1	Triticum_urartu|LOC125511278, Triticum_urartu|LOC125511282
OG0006456	Aegilops_speltoides|GWHGBFXR017466.1	Triticum_urartu|LOC125551045
OG0006457	Aegilops_speltoides|GWHGBFXR017026.1	Triticum_urartu|LOC125553557, Triticum_urartu|LOC125553559, Triticum_urartu|LOC125530057
OG0006458	Aegilops_speltoides|GWHGBFXR019420.1	Triticum_urartu|LOC125511336, Triticum_urartu|LOC125528533
OG0006459	Aegilops_speltoides|GWHGBFXR018811.1	Triticum_urartu|LOC125552627, Triticum_urartu|LOC125527072
OG0006461	Aegilops_speltoides|GWHGBFXR018515.1	Triticum_urartu|LOC125554007
OG0006462	Aegilops_speltoides|GWHGBFXR017346.1	Triticum_urartu|LOC125551062
OG0006463	Aegilops_speltoides|GWHGBFXR017128.1	Triticum_urartu|LOC125550751
OG0006464	Aegilops_speltoides|GWHGBFXR018117.1	Triticum_urartu|LOC125554785
OG0006465	Aegilops_speltoides|GWHGBFXR018350.1	Triticum_urartu|LOC125552235, Triticum_urartu|LOC125552236
OG0006466	Aegilops_speltoides|GWHGBFXR018694.1	Triticum_urartu|LOC125552426, Triticum_urartu|LOC125552500
OG0006467	Aegilops_speltoides|GWHGBFXR016787.1	Triticum_urartu|LOC125550544
OG0006468	Aegilops_speltoides|GWHGBFXR019282.1	Triticum_urartu|LOC125554243, Triticum_urartu|LOC125554247
OG0006469	Aegilops_speltoides|GWHGBFXR019862.1	Triticum_urartu|LOC125511635
OG0006470	Aegilops_speltoides|GWHGBFXR016921.1	Triticum_urartu|LOC125550627, Triticum_urartu|LOC125550634
OG0006471	Aegilops_speltoides|GWHGBFXR017450.1	Triticum_urartu|LOC125551013
OG0006473	Aegilops_speltoides|GWHGBFXR017381.1	Triticum_urartu|LOC125551090
OG0006474	Aegilops_speltoides|GWHGBFXR017507.1	Triticum_urartu|LOC125551305
OG0006475	Aegilops_speltoides|GWHGBFXR017575.1	Triticum_urartu|LOC125551154
OG0006476	Aegilops_speltoides|GWHGBFXR018523.1	Triticum_urartu|LOC125552336, Triticum_urartu|LOC125552338
OG0006477	Aegilops_speltoides|GWHGBFXR018174.1	Triticum_urartu|LOC125552073, Triticum_urartu|LOC125552077
OG0006478	Aegilops_speltoides|GWHGBFXR017073.1	Triticum_urartu|LOC125550788, Triticum_urartu|LOC125550790
OG0006479	Aegilops_speltoides|GWHGBFXR016389.1	Triticum_urartu|LOC125550210, Triticum_urartu|LOC125550211, Triticum_urartu|LOC125550226
OG0006480	Aegilops_speltoides|GWHGBFXR016738.1	Triticum_urartu|LOC125550481
OG0006481	Aegilops_speltoides|GWHGBFXR017441.1	Triticum_urartu|LOC125550998
OG0006482	Aegilops_speltoides|GWHGBFXR018241.1	Triticum_urartu|LOC125552049, Triticum_urartu|LOC125552055
OG0006483	Aegilops_speltoides|GWHGBFXR016545.1	Triticum_urartu|LOC125528544
OG0006484	Aegilops_speltoides|GWHGBFXR017978.1	Triticum_urartu|LOC125551586, Triticum_urartu|LOC125551745
OG0006485	Aegilops_speltoides|GWHGBFXR017741.1	Triticum_urartu|LOC125551227, Triticum_urartu|LOC125529021
OG0006486	Aegilops_speltoides|GWHGBFXR018565.1	Triticum_urartu|LOC125551294, Triticum_urartu|LOC125552246
OG0006487	Aegilops_speltoides|GWHGBFXR019899.1	Triticum_urartu|LOC125529370
OG0006488	Aegilops_speltoides|GWHGBFXR018812.1	Triticum_urartu|LOC125552629, Triticum_urartu|LOC125527077
OG0006490	Aegilops_speltoides|GWHGBFXR016912.1	Triticum_urartu|LOC125550620, Triticum_urartu|LOC125550624
OG0006491	Aegilops_speltoides|GWHGBFXR019081.1	Triticum_urartu|LOC125552356, Triticum_urartu|LOC125552825
OG0006492	Aegilops_speltoides|GWHGBFXR017300.1	Triticum_urartu|LOC125550892
OG0006496	Aegilops_speltoides|GWHGBFXR017766.1	Triticum_urartu|LOC125554777, Triticum_urartu|LOC125512267
OG0006497	Aegilops_speltoides|GWHGBFXR019817.1	Triticum_urartu|LOC125527015
OG0006499	Aegilops_speltoides|GWHGBFXR017349.1	Triticum_urartu|LOC125550983, Triticum_urartu|LOC125551066
OG0006500	Aegilops_speltoides|GWHGBFXR018966.1	Triticum_urartu|LOC125552726
OG0006501	Aegilops_speltoides|GWHGBFXR017776.1	Triticum_urartu|LOC125551433
OG0006502	Aegilops_speltoides|GWHGBFXR016265.1	Triticum_urartu|LOC125552868
OG0006503	Aegilops_speltoides|GWHGBFXR018055.1	Triticum_urartu|LOC125529986
OG0006504	Aegilops_speltoides|GWHGBFXR019401.1	Triticum_urartu|LOC125529372
OG0006505	Aegilops_speltoides|GWHGBFXR017432.1	Triticum_urartu|LOC125550988
OG0006506	Aegilops_speltoides|GWHGBFXR018589.1	Triticum_urartu|LOC125553985, Triticum_urartu|LOC125553987
OG0006507	Aegilops_speltoides|GWHGBFXR016919.1	Triticum_urartu|LOC125550629
OG0006508	Aegilops_speltoides|GWHGBFXR018736.1	Triticum_urartu|LOC125554070
OG0006509	Aegilops_speltoides|GWHGBFXR019157.1	Triticum_urartu|LOC125554207, Triticum_urartu|LOC125554208
OG0006510	Aegilops_speltoides|GWHGBFXR017459.1	Triticum_urartu|LOC125551036
OG0006511	Aegilops_speltoides|GWHGBFXR018538.1	Triticum_urartu|LOC125552267
OG0006511	Aegilops_speltoides|GWHGBFXR018538.1	Triticum_urartu|LOC125552274
OG0006513	Aegilops_speltoides|GWHGBFXR018488.1	Triticum_urartu|LOC125552310, Triticum_urartu|LOC125552380
OG0006514	Aegilops_speltoides|GWHGBFXR017755.1	Triticum_urartu|LOC125551630
OG0006515	Aegilops_speltoides|GWHGBFXR018010.1	Triticum_urartu|LOC125553891
OG0006516	Aegilops_speltoides|GWHGBFXR018020.1	Triticum_urartu|LOC125508711, Triticum_urartu|LOC125551869
OG0006518	Aegilops_speltoides|GWHGBFXR016769.1	Triticum_urartu|LOC125550505, Triticum_urartu|LOC125550507
OG0006519	Aegilops_speltoides|GWHGBFXR019389.1	Triticum_urartu|LOC125508204
OG0006522	Aegilops_speltoides|GWHGBFXR017260.1	Triticum_urartu|LOC125550937
