Orthogroup	Aegilops_speltoides	Triticum_turgidum
OG0007453	Aegilops_speltoides|GWHGBFXR001058.1	Triticum_turgidum|TRITD_1Bv1G050960, Triticum_turgidum|TRITD_1Av1G038490
OG0007454	Aegilops_speltoides|GWHGBFXR000936.1	Triticum_turgidum|TRITD_1Bv1G043570
OG0007455	Aegilops_speltoides|GWHGBFXR001909.1	Triticum_turgidum|TRITD_1Bv1G113320, Triticum_turgidum|TRITD_1Av1G124520
OG0007456	Aegilops_speltoides|GWHGBFXR002306.1	Triticum_turgidum|TRITD_1Bv1G139460
OG0007457	Aegilops_speltoides|GWHGBFXR000718.1, Aegilops_speltoides|GWHGBFXR000717.1	Triticum_turgidum|TRITD_1Bv1G028870
OG0007458	Aegilops_speltoides|GWHGBFXR001951.1	Triticum_turgidum|TRITD_1Av1G127640, Triticum_turgidum|TRITD_1Bv1G123160
OG0007459	Aegilops_speltoides|GWHGBFXR001879.1	Triticum_turgidum|TRITD_1Bv1G115110, Triticum_turgidum|TRITD_1Av1G122240
OG0007460	Aegilops_speltoides|GWHGBFXR003680.1	Triticum_turgidum|TRITD_1Bv1G203190, Triticum_turgidum|TRITD_1Av1G218110
OG0007461	Aegilops_speltoides|GWHGBFXR002769.1	Triticum_turgidum|TRITD_1Av1G175290, Triticum_turgidum|TRITD_1Bv1G161200
OG0007462	Aegilops_speltoides|GWHGBFXR003579.1	Triticum_turgidum|TRITD_1Bv1G194780, Triticum_turgidum|TRITD_1Av1G205490
OG0007463	Aegilops_speltoides|GWHGBFXR001292.1	Triticum_turgidum|TRITD_1Av1G061050, Triticum_turgidum|TRITD_1Bv1G071560
OG0007464	Aegilops_speltoides|GWHGBFXR002321.1	Triticum_turgidum|TRITD_1Bv1G140270
OG0007465	Aegilops_speltoides|GWHGBFXR000317.1	Triticum_turgidum|TRITD_1Bv1G010550
OG0007466	Aegilops_speltoides|GWHGBFXR000818.1	Triticum_turgidum|TRITD_1Bv1G036580, Triticum_turgidum|TRITD_1Av1G027940
OG0007467	Aegilops_speltoides|GWHGBFXR001045.1	Triticum_turgidum|TRITD_1Av1G037410, Triticum_turgidum|TRITD_1Bv1G049390
OG0007468	Aegilops_speltoides|GWHGBFXR002507.1	Triticum_turgidum|TRITD_1Av1G162450, Triticum_turgidum|TRITD_1Bv1G148540
OG0007469	Aegilops_speltoides|GWHGBFXR000897.1	Triticum_turgidum|TRITD_1Av1G032590, Triticum_turgidum|TRITD_1Bv1G042050
OG0007470	Aegilops_speltoides|GWHGBFXR004355.1	Triticum_turgidum|TRITD_1Bv1G227210
OG0007471	Aegilops_speltoides|GWHGBFXR003255.1	Triticum_turgidum|TRITD_1Bv1G184590
OG0007472	Aegilops_speltoides|GWHGBFXR003271.1	Triticum_turgidum|TRITD_1Av1G194730, Triticum_turgidum|TRITD_1Bv1G185400
OG0007473	Aegilops_speltoides|GWHGBFXR001953.1	Triticum_turgidum|TRITD_1Bv1G123300
OG0007474	Aegilops_speltoides|GWHGBFXR001268.1	Triticum_turgidum|TRITD_1Av1G059400, Triticum_turgidum|TRITD_1Bv1G065790
OG0007475	Aegilops_speltoides|GWHGBFXR002163.1	Triticum_turgidum|TRITD_1Bv1G134350
OG0007476	Aegilops_speltoides|GWHGBFXR002786.1	Triticum_turgidum|TRITD_1Bv1G162200
OG0007477	Aegilops_speltoides|GWHGBFXR000669.1	Triticum_turgidum|TRITD_1Av1G021250, Triticum_turgidum|TRITD_1Bv1G024370
OG0007478	Aegilops_speltoides|GWHGBFXR003005.1	Triticum_turgidum|TRITD_1Bv1G173150, Triticum_turgidum|TRITD_1Av1G184730
OG0007479	Aegilops_speltoides|GWHGBFXR001141.1	Triticum_turgidum|TRITD_1Bv1G057370
OG0007480	Aegilops_speltoides|GWHGBFXR002954.1	Triticum_turgidum|TRITD_1Bv1G170830, Triticum_turgidum|TRITD_1Av1G183200
OG0007481	Aegilops_speltoides|GWHGBFXR001472.1	Triticum_turgidum|TRITD_1Bv1G088740, Triticum_turgidum|TRITD_1Av1G087990
OG0007482	Aegilops_speltoides|GWHGBFXR000780.1	Triticum_turgidum|TRITD_1Av1G026240
OG0007483	Aegilops_speltoides|GWHGBFXR002505.1	Triticum_turgidum|TRITD_1Av1G162210, Triticum_turgidum|TRITD_1Bv1G148340
OG0007484	Aegilops_speltoides|GWHGBFXR002105.1	Triticum_turgidum|TRITD_1Bv1G130560
OG0007485	Aegilops_speltoides|GWHGBFXR002847.1	Triticum_turgidum|TRITD_1Bv1G165140, Triticum_turgidum|TRITD_1Av1G179000
OG0007486	Aegilops_speltoides|GWHGBFXR001805.1	Triticum_turgidum|TRITD_1Bv1G118960, Triticum_turgidum|TRITD_1Av1G116400
OG0007487	Aegilops_speltoides|GWHGBFXR002218.1	Triticum_turgidum|TRITD_1Av1G144040, Triticum_turgidum|TRITD_1Bv1G136110
OG0007488	Aegilops_speltoides|GWHGBFXR001985.1	Triticum_turgidum|TRITD_1Bv1G125300
OG0007489	Aegilops_speltoides|GWHGBFXR002319.1	Triticum_turgidum|TRITD_1Av1G152790, Triticum_turgidum|TRITD_1Bv1G140170
OG0007490	Aegilops_speltoides|GWHGBFXR002536.1	Triticum_turgidum|TRITD_1Av1G163570, Triticum_turgidum|TRITD_1Bv1G149490
OG0007491	Aegilops_speltoides|GWHGBFXR003722.1	Triticum_turgidum|TRITD_1Bv1G204720, Triticum_turgidum|TRITD_1Av1G217110
OG0007492	Aegilops_speltoides|GWHGBFXR001592.1	Triticum_turgidum|TRITD_1Av1G098710, Triticum_turgidum|TRITD_1Bv1G101430
OG0007493	Aegilops_speltoides|GWHGBFXR002377.1	Triticum_turgidum|TRITD_1Bv1G142980
OG0007494	Aegilops_speltoides|GWHGBFXR001303.1	Triticum_turgidum|TRITD_1Bv1G069850
OG0007495	Aegilops_speltoides|GWHGBFXR000130.1	Triticum_turgidum|TRITD_1Av1G004700, Triticum_turgidum|TRITD_1Bv1G004660
OG0007496	Aegilops_speltoides|GWHGBFXR003573.1	Triticum_turgidum|TRITD_1Bv1G194980, Triticum_turgidum|TRITD_1Av1G205380
OG0007497	Aegilops_speltoides|GWHGBFXR001339.1	Triticum_turgidum|TRITD_1Bv1G081220
OG0007498	Aegilops_speltoides|GWHGBFXR001204.1	Triticum_turgidum|TRITD_1Av1G052540
OG0007499	Aegilops_speltoides|GWHGBFXR000020.1	Triticum_turgidum|TRITD_1Av1G001750, Triticum_turgidum|TRITD_1Bv1G001650
OG0007500	Aegilops_speltoides|GWHGBFXR002907.1	Triticum_turgidum|TRITD_1Bv1G168010
OG0007501	Aegilops_speltoides|GWHGBFXR000294.1	Triticum_turgidum|TRITD_1Bv1G009960
OG0007502	Aegilops_speltoides|GWHGBFXR003203.1	Triticum_turgidum|TRITD_1Av1G191930, Triticum_turgidum|TRITD_1Bv1G181800
OG0007503	Aegilops_speltoides|GWHGBFXR001139.1	Triticum_turgidum|TRITD_1Av1G048040
OG0007504	Aegilops_speltoides|GWHGBFXR001806.1	Triticum_turgidum|TRITD_1Av1G116630, Triticum_turgidum|TRITD_1Bv1G118900
OG0007505	Aegilops_speltoides|GWHGBFXR000164.1	Triticum_turgidum|TRITD_1Bv1G005940
OG0007506	Aegilops_speltoides|GWHGBFXR000909.1	Triticum_turgidum|TRITD_1Av1G033870
OG0007507	Aegilops_speltoides|GWHGBFXR001208.1	Triticum_turgidum|TRITD_1Av1G053230
OG0007508	Aegilops_speltoides|GWHGBFXR001285.1	Triticum_turgidum|TRITD_1Bv1G066460
OG0007509	Aegilops_speltoides|GWHGBFXR002567.1	Triticum_turgidum|TRITD_1Bv1G151310
OG0007510	Aegilops_speltoides|GWHGBFXR002103.1	Triticum_turgidum|TRITD_1Av1G136190, Triticum_turgidum|TRITD_1Bv1G130480
OG0007511	Aegilops_speltoides|GWHGBFXR001770.1	Triticum_turgidum|TRITD_1Bv1G112030, Triticum_turgidum|TRITD_1Av1G112840
OG0007512	Aegilops_speltoides|GWHGBFXR002396.1	Triticum_turgidum|TRITD_1Bv1G143860
OG0007513	Aegilops_speltoides|GWHGBFXR001276.1	Triticum_turgidum|TRITD_1Av1G059780, Triticum_turgidum|TRITD_1Bv1G067140
OG0007514	Aegilops_speltoides|GWHGBFXR003312.1	Triticum_turgidum|TRITD_1Av1G197180, Triticum_turgidum|TRITD_1Bv1G186850
OG0007515	Aegilops_speltoides|GWHGBFXR002498.1	Triticum_turgidum|TRITD_1Bv1G147620, Triticum_turgidum|TRITD_1Av1G161800
OG0007516	Aegilops_speltoides|GWHGBFXR000868.1	Triticum_turgidum|TRITD_1Bv1G040040, Triticum_turgidum|TRITD_1Av1G031120
OG0007517	Aegilops_speltoides|GWHGBFXR001416.1	Triticum_turgidum|TRITD_1Bv1G080450
OG0007518	Aegilops_speltoides|GWHGBFXR003094.1	Triticum_turgidum|TRITD_1Av1G188110, Triticum_turgidum|TRITD_1Bv1G177000
OG0007519	Aegilops_speltoides|GWHGBFXR002771.1	Triticum_turgidum|TRITD_1Bv1G161230
OG0007520	Aegilops_speltoides|GWHGBFXR003542.1	Triticum_turgidum|TRITD_1Bv1G196690
OG0007521	Aegilops_speltoides|GWHGBFXR003332.1	Triticum_turgidum|TRITD_1Bv1G187580, Triticum_turgidum|TRITD_1Av1G198150
OG0007522	Aegilops_speltoides|GWHGBFXR000569.1	Triticum_turgidum|TRITD_1Bv1G021630, Triticum_turgidum|TRITD_1Av1G017940
OG0007523	Aegilops_speltoides|GWHGBFXR004208.1	Triticum_turgidum|TRITD_1Bv1G222160, Triticum_turgidum|TRITD_1Av1G224320
OG0007524	Aegilops_speltoides|GWHGBFXR004142.1	Triticum_turgidum|TRITD_1Bv1G219680
OG0007525	Aegilops_speltoides|GWHGBFXR000004.1	Triticum_turgidum|TRITD_1Bv1G000940
OG0007526	Aegilops_speltoides|GWHGBFXR001629.1	Triticum_turgidum|TRITD_1Bv1G104270
OG0007527	Aegilops_speltoides|GWHGBFXR002164.1	Triticum_turgidum|TRITD_1Av1G140810, Triticum_turgidum|TRITD_1Bv1G134360
OG0007528	Aegilops_speltoides|GWHGBFXR001138.1	Triticum_turgidum|TRITD_1Bv1G057100
OG0007529	Aegilops_speltoides|GWHGBFXR001395.1	Triticum_turgidum|TRITD_1Bv1G084240
OG0007530	Aegilops_speltoides|GWHGBFXR002521.1	Triticum_turgidum|TRITD_1Bv1G149130, Triticum_turgidum|TRITD_1Av1G163200
OG0007531	Aegilops_speltoides|GWHGBFXR001313.1	Triticum_turgidum|TRITD_1Bv1G068960
OG0007532	Aegilops_speltoides|GWHGBFXR003553.1	Triticum_turgidum|TRITD_1Bv1G196100, Triticum_turgidum|TRITD_1Av1G204730
OG0007533	Aegilops_speltoides|GWHGBFXR002760.1	Triticum_turgidum|TRITD_1Av1G175130, Triticum_turgidum|TRITD_1Bv1G160960
OG0007535	Aegilops_speltoides|GWHGBFXR002756.1	Triticum_turgidum|TRITD_1Av1G174900
OG0007536	Aegilops_speltoides|GWHGBFXR003273.1	Triticum_turgidum|TRITD_1Bv1G185470
OG0007537	Aegilops_speltoides|GWHGBFXR003939.1	Triticum_turgidum|TRITD_1Av1G210180, Triticum_turgidum|TRITD_1Bv1G214250
OG0007539	Aegilops_speltoides|GWHGBFXR000059.1	Triticum_turgidum|TRITD_1Bv1G208770
OG0007540	Aegilops_speltoides|GWHGBFXR003864.1	Triticum_turgidum|TRITD_1Bv1G210800
OG0007541	Aegilops_speltoides|GWHGBFXR000648.1	Triticum_turgidum|TRITD_1Bv1G023560
OG0007542	Aegilops_speltoides|GWHGBFXR002459.1	Triticum_turgidum|TRITD_1Av1G160720
OG0007542	Aegilops_speltoides|GWHGBFXR002459.1	Triticum_turgidum|TRITD_1Bv1G146300
OG0007543	Aegilops_speltoides|GWHGBFXR001819.1	Triticum_turgidum|TRITD_1Bv1G118240
OG0007544	Aegilops_speltoides|GWHGBFXR002110.1	Triticum_turgidum|TRITD_1Av1G136660
OG0007545	Aegilops_speltoides|GWHGBFXR001676.1	Triticum_turgidum|TRITD_1Bv1G106740, Triticum_turgidum|TRITD_1Av1G106550
OG0007546	Aegilops_speltoides|GWHGBFXR000702.1, Aegilops_speltoides|GWHGBFXR000862.1, Aegilops_speltoides|GWHGBFXR037182.1, Aegilops_speltoides|GWHGBFXR037389.1, Aegilops_speltoides|GWHGBFXR000865.1, Aegilops_speltoides|GWHGBFXR000697.1	Triticum_turgidum|TRITD_1Av1G001160, Triticum_turgidum|TRITD_1Av1G000990
OG0007547	Aegilops_speltoides|GWHGBFXR001146.1	Triticum_turgidum|TRITD_1Bv1G057630
OG0007548	Aegilops_speltoides|GWHGBFXR001238.1	Triticum_turgidum|TRITD_1Bv1G062730
OG0007549	Aegilops_speltoides|GWHGBFXR002075.1	Triticum_turgidum|TRITD_1Bv1G129060
OG0007550	Aegilops_speltoides|GWHGBFXR001293.1	Triticum_turgidum|TRITD_1Bv1G071470
OG0007551	Aegilops_speltoides|GWHGBFXR001644.1	Triticum_turgidum|TRITD_1Av1G104300, Triticum_turgidum|TRITD_1Bv1G105000
OG0007552	Aegilops_speltoides|GWHGBFXR002174.1	Triticum_turgidum|TRITD_1Av1G141260, Triticum_turgidum|TRITD_1Bv1G134580
OG0007553	Aegilops_speltoides|GWHGBFXR001207.1	Triticum_turgidum|TRITD_1Bv1G061470
OG0007554	Aegilops_speltoides|GWHGBFXR000999.1	Triticum_turgidum|TRITD_1Av1G042800
OG0007555	Aegilops_speltoides|GWHGBFXR001931.1	Triticum_turgidum|TRITD_1Bv1G121880
OG0007556	Aegilops_speltoides|GWHGBFXR001836.1	Triticum_turgidum|TRITD_1Av1G119000
OG0007557	Aegilops_speltoides|GWHGBFXR000857.1	Triticum_turgidum|TRITD_1Bv1G039740, Triticum_turgidum|TRITD_1Av1G030500
OG0007558	Aegilops_speltoides|GWHGBFXR001564.1	Triticum_turgidum|TRITD_1Bv1G100220
OG0007559	Aegilops_speltoides|GWHGBFXR000417.1	Triticum_turgidum|TRITD_1Av1G011590, Triticum_turgidum|TRITD_1Bv1G015040
OG0007560	Aegilops_speltoides|GWHGBFXR002894.1	Triticum_turgidum|TRITD_1Bv1G167590
OG0007561	Aegilops_speltoides|GWHGBFXR003218.1	Triticum_turgidum|TRITD_1Bv1G182870
OG0007562	Aegilops_speltoides|GWHGBFXR004052.1	Triticum_turgidum|TRITD_1Bv1G217370
OG0007563	Aegilops_speltoides|GWHGBFXR000354.1	Triticum_turgidum|TRITD_1Bv1G011860
OG0007565	Aegilops_speltoides|GWHGBFXR002185.1	Triticum_turgidum|TRITD_1Av1G141790, Triticum_turgidum|TRITD_1Bv1G134830
OG0007566	Aegilops_speltoides|GWHGBFXR002148.1	Triticum_turgidum|TRITD_1Av1G139670, Triticum_turgidum|TRITD_1Bv1G133170
OG0007567	Aegilops_speltoides|GWHGBFXR002509.1	Triticum_turgidum|TRITD_1Av1G162540, Triticum_turgidum|TRITD_1Bv1G148700
OG0007568	Aegilops_speltoides|GWHGBFXR000947.1	Triticum_turgidum|TRITD_1Av1G041160, Triticum_turgidum|TRITD_1Bv1G044170
OG0007569	Aegilops_speltoides|GWHGBFXR003494.1	Triticum_turgidum|TRITD_1Av1G201630, Triticum_turgidum|TRITD_1Bv1G199360
OG0007570	Aegilops_speltoides|GWHGBFXR002310.1	Triticum_turgidum|TRITD_1Av1G153380, Triticum_turgidum|TRITD_1Bv1G139830
OG0007571	Aegilops_speltoides|GWHGBFXR000929.1	Triticum_turgidum|TRITD_1Bv1G043380, Triticum_turgidum|TRITD_1Av1G046420
OG0007572	Aegilops_speltoides|GWHGBFXR001511.1	Triticum_turgidum|TRITD_1Bv1G098760
OG0007573	Aegilops_speltoides|GWHGBFXR000543.1	Triticum_turgidum|TRITD_1Bv1G019980, Triticum_turgidum|TRITD_1Av1G016940
OG0007574	Aegilops_speltoides|GWHGBFXR000382.1	Triticum_turgidum|TRITD_1Bv1G013230
OG0007575	Aegilops_speltoides|GWHGBFXR002970.1	Triticum_turgidum|TRITD_1Bv1G171620, Triticum_turgidum|TRITD_1Av1G183730
OG0007576	Aegilops_speltoides|GWHGBFXR001435.1	Triticum_turgidum|TRITD_1Bv1G086310
OG0007577	Aegilops_speltoides|GWHGBFXR001426.1	Triticum_turgidum|TRITD_1Bv1G086030
OG0007578	Aegilops_speltoides|GWHGBFXR002134.1	Triticum_turgidum|TRITD_1Bv1G132350
OG0007579	Aegilops_speltoides|GWHGBFXR003452.1	Triticum_turgidum|TRITD_1Av1G201550, Triticum_turgidum|TRITD_1Bv1G192850
OG0007580	Aegilops_speltoides|GWHGBFXR002699.1	Triticum_turgidum|TRITD_1Av1G171400, Triticum_turgidum|TRITD_1Bv1G156930
OG0007581	Aegilops_speltoides|GWHGBFXR002226.1	Triticum_turgidum|TRITD_1Av1G144530, Triticum_turgidum|TRITD_1Bv1G136580
OG0007582	Aegilops_speltoides|GWHGBFXR002595.1	Triticum_turgidum|TRITD_1Av1G166920, Triticum_turgidum|TRITD_1Bv1G152870
OG0007583	Aegilops_speltoides|GWHGBFXR002092.1	Triticum_turgidum|TRITD_1Bv1G129550
OG0007584	Aegilops_speltoides|GWHGBFXR003224.1	Triticum_turgidum|TRITD_1Av1G192760, Triticum_turgidum|TRITD_1Bv1G183010
OG0007585	Aegilops_speltoides|GWHGBFXR003362.1	Triticum_turgidum|TRITD_1Av1G199110, Triticum_turgidum|TRITD_1Bv1G188830
OG0007587	Aegilops_speltoides|GWHGBFXR003068.1	Triticum_turgidum|TRITD_1Bv1G175960, Triticum_turgidum|TRITD_1Av1G187230
OG0007588	Aegilops_speltoides|GWHGBFXR001696.1	Triticum_turgidum|TRITD_1Bv1G107510, Triticum_turgidum|TRITD_1Av1G107770
OG0007589	Aegilops_speltoides|GWHGBFXR002385.1	Triticum_turgidum|TRITD_1Bv1G143370, Triticum_turgidum|TRITD_1Av1G156790
OG0007590	Aegilops_speltoides|GWHGBFXR000792.1	Triticum_turgidum|TRITD_1Av1G026770, Triticum_turgidum|TRITD_1Bv1G034650
OG0007591	Aegilops_speltoides|GWHGBFXR001246.1	Triticum_turgidum|TRITD_1Av1G056550, Triticum_turgidum|TRITD_1Bv1G064900
OG0007592	Aegilops_speltoides|GWHGBFXR002464.1	Triticum_turgidum|TRITD_1Bv1G146500, Triticum_turgidum|TRITD_1Av1G160860
OG0007593	Aegilops_speltoides|GWHGBFXR002089.1	Triticum_turgidum|TRITD_1Av1G135550, Triticum_turgidum|TRITD_1Bv1G129510
OG0007594	Aegilops_speltoides|GWHGBFXR000901.1	Triticum_turgidum|TRITD_1Bv1G042210
OG0007595	Aegilops_speltoides|GWHGBFXR001987.1	Triticum_turgidum|TRITD_1Bv1G125400
OG0007596	Aegilops_speltoides|GWHGBFXR000207.1	Triticum_turgidum|TRITD_1Bv1G006820, Triticum_turgidum|TRITD_1Av1G005690
OG0007597	Aegilops_speltoides|GWHGBFXR001684.1	Triticum_turgidum|TRITD_1Bv1G107060
OG0007598	Aegilops_speltoides|GWHGBFXR001869.1	Triticum_turgidum|TRITD_1Bv1G115490
OG0007599	Aegilops_speltoides|GWHGBFXR001067.1	Triticum_turgidum|TRITD_1Av1G038700, Triticum_turgidum|TRITD_1Bv1G051340
OG0007600	Aegilops_speltoides|GWHGBFXR003226.1	Triticum_turgidum|TRITD_1Bv1G183110, Triticum_turgidum|TRITD_1Av1G192940
OG0007601	Aegilops_speltoides|GWHGBFXR002160.1	Triticum_turgidum|TRITD_1Bv1G134230
OG0007602	Aegilops_speltoides|GWHGBFXR001026.1	Triticum_turgidum|TRITD_1Bv1G048240
OG0007603	Aegilops_speltoides|GWHGBFXR002859.1	Triticum_turgidum|TRITD_1Av1G179360, Triticum_turgidum|TRITD_1Bv1G165800
OG0007604	Aegilops_speltoides|GWHGBFXR000031.1	Triticum_turgidum|TRITD_1Bv1G000830
OG0007605	Aegilops_speltoides|GWHGBFXR001064.1	Triticum_turgidum|TRITD_1Bv1G051090
OG0007606	Aegilops_speltoides|GWHGBFXR002703.1	Triticum_turgidum|TRITD_1Av1G171600, Triticum_turgidum|TRITD_1Bv1G157050
OG0007607	Aegilops_speltoides|GWHGBFXR000103.1	Triticum_turgidum|TRITD_1Av1G004060, Triticum_turgidum|TRITD_1Bv1G003590
OG0007608	Aegilops_speltoides|GWHGBFXR002391.1	Triticum_turgidum|TRITD_1Av1G157030, Triticum_turgidum|TRITD_1Bv1G143720
OG0007609	Aegilops_speltoides|GWHGBFXR003136.1	Triticum_turgidum|TRITD_1Bv1G178340, Triticum_turgidum|TRITD_1Av1G189620
OG0007610	Aegilops_speltoides|GWHGBFXR004234.1	Triticum_turgidum|TRITD_1Av1G224930, Triticum_turgidum|TRITD_1Bv1G222730
OG0007611	Aegilops_speltoides|GWHGBFXR001122.1	Triticum_turgidum|TRITD_5Av1G112760
OG0007612	Aegilops_speltoides|GWHGBFXR003557.1	Triticum_turgidum|TRITD_1Bv1G195640
OG0007612	Aegilops_speltoides|GWHGBFXR010941.1	Triticum_turgidum|TRITD_3Bv1G015730
OG0007613	Aegilops_speltoides|GWHGBFXR003293.1	Triticum_turgidum|TRITD_1Bv1G186320, Triticum_turgidum|TRITD_1Av1G195220
OG0007614	Aegilops_speltoides|GWHGBFXR002773.1	Triticum_turgidum|TRITD_1Bv1G161250, Triticum_turgidum|TRITD_1Av1G175390
OG0007615	Aegilops_speltoides|GWHGBFXR001860.1	Triticum_turgidum|TRITD_1Av1G123230, Triticum_turgidum|TRITD_1Bv1G116170
OG0007616	Aegilops_speltoides|GWHGBFXR001899.1	Triticum_turgidum|TRITD_1Av1G120630, Triticum_turgidum|TRITD_1Bv1G120970
OG0007617	Aegilops_speltoides|GWHGBFXR002644.1	Triticum_turgidum|TRITD_1Av1G168760, Triticum_turgidum|TRITD_1Bv1G154620
OG0007618	Aegilops_speltoides|GWHGBFXR003048.1	Triticum_turgidum|TRITD_1Av1G186710, Triticum_turgidum|TRITD_1Bv1G175080
OG0007619	Aegilops_speltoides|GWHGBFXR002700.1	Triticum_turgidum|TRITD_1Bv1G156940, Triticum_turgidum|TRITD_1Av1G171430
OG0007620	Aegilops_speltoides|GWHGBFXR001831.1	Triticum_turgidum|TRITD_1Av1G118650, Triticum_turgidum|TRITD_1Bv1G117770
OG0007621	Aegilops_speltoides|GWHGBFXR002748.1	Triticum_turgidum|TRITD_1Bv1G159930, Triticum_turgidum|TRITD_1Av1G174320
OG0007622	Aegilops_speltoides|GWHGBFXR003699.1	Triticum_turgidum|TRITD_1Bv1G203630, Triticum_turgidum|TRITD_1Av1G217750
OG0007624	Aegilops_speltoides|GWHGBFXR003891.1, Aegilops_speltoides|GWHGBFXR003892.1	Triticum_turgidum|TRITD_1Bv1G211830
OG0007625	Aegilops_speltoides|GWHGBFXR001473.1	Triticum_turgidum|TRITD_1Av1G088150, Triticum_turgidum|TRITD_1Bv1G090090
OG0007626	Aegilops_speltoides|GWHGBFXR002047.1	Triticum_turgidum|TRITD_1Bv1G128140, Triticum_turgidum|TRITD_1Av1G134090
OG0007627	Aegilops_speltoides|GWHGBFXR002342.1	Triticum_turgidum|TRITD_1Bv1G141210
OG0007628	Aegilops_speltoides|GWHGBFXR001621.1	Triticum_turgidum|TRITD_1Bv1G104000
OG0007629	Aegilops_speltoides|GWHGBFXR001782.1	Triticum_turgidum|TRITD_1Bv1G120240, Triticum_turgidum|TRITD_1Av1G113630
OG0007630	Aegilops_speltoides|GWHGBFXR001328.1	Triticum_turgidum|TRITD_1Bv1G074540
OG0007631	Aegilops_speltoides|GWHGBFXR000694.1	Triticum_turgidum|TRITD_1Av1G022990, Triticum_turgidum|TRITD_1Bv1G027910
OG0007632	Aegilops_speltoides|GWHGBFXR002406.1	Triticum_turgidum|TRITD_1Bv1G144210
OG0007633	Aegilops_speltoides|GWHGBFXR002757.1	Triticum_turgidum|TRITD_1Bv1G160820
OG0007634	Aegilops_speltoides|GWHGBFXR002549.1	Triticum_turgidum|TRITD_1Av1G164440, Triticum_turgidum|TRITD_1Bv1G150370
OG0007635	Aegilops_speltoides|GWHGBFXR003841.1	Triticum_turgidum|TRITD_1Av1G213650
OG0007636	Aegilops_speltoides|GWHGBFXR003156.1	Triticum_turgidum|TRITD_1Bv1G179300
OG0007637	Aegilops_speltoides|GWHGBFXR003477.1	Triticum_turgidum|TRITD_1Av1G202280
OG0007638	Aegilops_speltoides|GWHGBFXR001347.1	Triticum_turgidum|TRITD_1Bv1G083050
OG0007639	Aegilops_speltoides|GWHGBFXR003554.1	Triticum_turgidum|TRITD_1Av1G204760, Triticum_turgidum|TRITD_1Bv1G196050
OG0007640	Aegilops_speltoides|GWHGBFXR003133.1	Triticum_turgidum|TRITD_1Bv1G178260
OG0007641	Aegilops_speltoides|GWHGBFXR004282.1	Triticum_turgidum|TRITD_1Bv1G224670
OG0007642	Aegilops_speltoides|GWHGBFXR002651.1	Triticum_turgidum|TRITD_1Bv1G154840
OG0007643	Aegilops_speltoides|GWHGBFXR003245.1	Triticum_turgidum|TRITD_1Bv1G183770, Triticum_turgidum|TRITD_1Av1G193790
OG0007644	Aegilops_speltoides|GWHGBFXR002623.1	Triticum_turgidum|TRITD_1Av1G167870, Triticum_turgidum|TRITD_1Bv1G153730
OG0007645	Aegilops_speltoides|GWHGBFXR002627.1	Triticum_turgidum|TRITD_1Av1G168000, Triticum_turgidum|TRITD_1Bv1G154070
OG0007646	Aegilops_speltoides|GWHGBFXR002988.1	Triticum_turgidum|TRITD_1Bv1G172170
OG0007647	Aegilops_speltoides|GWHGBFXR001821.1	Triticum_turgidum|TRITD_1Bv1G118220, Triticum_turgidum|TRITD_1Av1G117620
OG0007648	Aegilops_speltoides|GWHGBFXR003169.1	Triticum_turgidum|TRITD_1Bv1G179910, Triticum_turgidum|TRITD_1Av1G191010
OG0007649	Aegilops_speltoides|GWHGBFXR000926.1	Triticum_turgidum|TRITD_1Bv1G043300
OG0007650	Aegilops_speltoides|GWHGBFXR001916.1	Triticum_turgidum|TRITD_1Av1G125190, Triticum_turgidum|TRITD_1Bv1G121410
OG0007651	Aegilops_speltoides|GWHGBFXR004072.1	Triticum_turgidum|TRITD_1Bv1G218110, Triticum_turgidum|TRITD_1Av1G220400
OG0007652	Aegilops_speltoides|GWHGBFXR003266.1	Triticum_turgidum|TRITD_1Bv1G185270
OG0007653	Aegilops_speltoides|GWHGBFXR003419.1, Aegilops_speltoides|GWHGBFXR025987.1	Triticum_turgidum|TRITD_1Av1G182880
OG0007654	Aegilops_speltoides|GWHGBFXR001826.1	Triticum_turgidum|TRITD_1Av1G118110, Triticum_turgidum|TRITD_1Bv1G117960
OG0007655	Aegilops_speltoides|GWHGBFXR004166.1	Triticum_turgidum|TRITD_1Bv1G220360
OG0007656	Aegilops_speltoides|GWHGBFXR002079.1	Triticum_turgidum|TRITD_1Bv1G129290, Triticum_turgidum|TRITD_1Av1G135190
OG0007657	Aegilops_speltoides|GWHGBFXR003145.1	Triticum_turgidum|TRITD_1Bv1G178790
OG0007658	Aegilops_speltoides|GWHGBFXR001488.1	Triticum_turgidum|TRITD_1Bv1G091410, Triticum_turgidum|TRITD_1Av1G089240
OG0007659	Aegilops_speltoides|GWHGBFXR001740.1	Triticum_turgidum|TRITD_1Bv1G109700
OG0007660	Aegilops_speltoides|GWHGBFXR001401.1	Triticum_turgidum|TRITD_1Bv1G081770
OG0007661	Aegilops_speltoides|GWHGBFXR002117.1	Triticum_turgidum|TRITD_1Bv1G131340
OG0007662	Aegilops_speltoides|GWHGBFXR002645.1	Triticum_turgidum|TRITD_1Bv1G154640
OG0007663	Aegilops_speltoides|GWHGBFXR003275.1	Triticum_turgidum|TRITD_1Bv1G185500
