Orthogroup	Triticum_aestivum	Hordeum_vulgare
OG0011319	Triticum_aestivum|TraesCS5B03G0938500, Triticum_aestivum|TraesCS5A03G0891100, Triticum_aestivum|TraesCS5D03G0853100	Hordeum_vulgare|LOC123452073
OG0011320	Triticum_aestivum|TraesCS5A03G0404100, Triticum_aestivum|TraesCS5D03G0365900, Triticum_aestivum|TraesCS5B03G0400900	Hordeum_vulgare|LOC123395281
OG0011321	Triticum_aestivum|TraesCS5D03G0160000, Triticum_aestivum|TraesCS5A03G0137400, Triticum_aestivum|TraesCS5B03G0154900	Hordeum_vulgare|LOC123396314
OG0011322	Triticum_aestivum|TraesCS5B03G0599000, Triticum_aestivum|TraesCS5A03G0584300, Triticum_aestivum|TraesCS5D03G0552900	Hordeum_vulgare|LOC123395827
OG0011323	Triticum_aestivum|TraesCS5B03G1047200	Hordeum_vulgare|LOC123452549
OG0011323	Triticum_aestivum|TraesCS5D03G0947800	Hordeum_vulgare|LOC123452549
OG0011324	Triticum_aestivum|TraesCS5A03G0166100, Triticum_aestivum|TraesCS5B03G0167600, Triticum_aestivum|TraesCS5D03G0181800	Hordeum_vulgare|LOC123452911
OG0011325	Triticum_aestivum|TraesCS5A03G0332600, Triticum_aestivum|TraesCS5B03G0333900, Triticum_aestivum|TraesCS5D03G0314200	Hordeum_vulgare|LOC123426378
OG0011326	Triticum_aestivum|TraesCS5B03G1096700, Triticum_aestivum|TraesCS5A03G1044000, Triticum_aestivum|TraesCS5D03G0988800	Hordeum_vulgare|LOC123452737
OG0011327	Triticum_aestivum|TraesCS5D03G0706300, Triticum_aestivum|TraesCS5B03G0778900, Triticum_aestivum|TraesCS5A03G0741900	Hordeum_vulgare|LOC123399956
OG0011328	Triticum_aestivum|TraesCS5A03G0675600, Triticum_aestivum|TraesCS5B03G0714100, Triticum_aestivum|TraesCS5D03G0645800	Hordeum_vulgare|LOC123399585
OG0011329	Triticum_aestivum|TraesCS5A03G0468000, Triticum_aestivum|TraesCS5D03G0431800, Triticum_aestivum|TraesCS5B03G0462200	Hordeum_vulgare|LOC123395742
OG0011330	Triticum_aestivum|TraesCS5D03G0376400, Triticum_aestivum|TraesCS5A03G0393000, Triticum_aestivum|TraesCS5B03G0387700	Hordeum_vulgare|LOC123395829
OG0011331	Triticum_aestivum|TraesCS5A03G0623100, Triticum_aestivum|TraesCS5D03G0591300, Triticum_aestivum|TraesCS5B03G0640500	Hordeum_vulgare|LOC123398998
OG0011332	Triticum_aestivum|TraesCS5B03G0392000, Triticum_aestivum|TraesCS5A03G0396900, Triticum_aestivum|TraesCS5D03G0372200	Hordeum_vulgare|LOC123397712
OG0011333	Triticum_aestivum|TraesCS5A03G0487300, Triticum_aestivum|TraesCS5D03G0451200, Triticum_aestivum|TraesCS5B03G0486400	Hordeum_vulgare|LOC123397571
OG0011334	Triticum_aestivum|TraesCS5D03G0254700, Triticum_aestivum|TraesCS5A03G0241600, Triticum_aestivum|TraesCS5B03G0258700	Hordeum_vulgare|LOC123452791
OG0011335	Triticum_aestivum|TraesCS5A03G0875500, Triticum_aestivum|TraesCS5D03G0836600, Triticum_aestivum|TraesCS5B03G0916300	Hordeum_vulgare|LOC123452005
OG0011336	Triticum_aestivum|TraesCS5A03G0184000	Hordeum_vulgare|LOC123395890
OG0011337	Triticum_aestivum|TraesCS5D03G0149900, Triticum_aestivum|TraesCS5B03G0139000, Triticum_aestivum|TraesCS5A03G0127200	Hordeum_vulgare|LOC123395229
OG0011338	Triticum_aestivum|TraesCS5B03G0906600	Hordeum_vulgare|LOC123397980
OG0011339	Triticum_aestivum|TraesCS5B03G0163700, Triticum_aestivum|TraesCS5D03G0172300, Triticum_aestivum|TraesCS5A03G0152400	Hordeum_vulgare|LOC123396026
OG0011340	Triticum_aestivum|TraesCS5D03G0886700, Triticum_aestivum|TraesCS5B03G0978600, Triticum_aestivum|TraesCS5A03G0928400	Hordeum_vulgare|LOC123452227
OG0011341	Triticum_aestivum|TraesCS5A03G0374800, Triticum_aestivum|TraesCS5B03G0364900, Triticum_aestivum|TraesCS5D03G0353300	Hordeum_vulgare|LOC123453107
OG0011342	Triticum_aestivum|TraesCS5D03G0215800, Triticum_aestivum|TraesCS5A03G0193100, Triticum_aestivum|TraesCS5B03G0206300	Hordeum_vulgare|LOC123396355
OG0011343	Triticum_aestivum|TraesCS5D03G0164200, Triticum_aestivum|TraesCS5B03G0150900, Triticum_aestivum|TraesCS5A03G0142900	Hordeum_vulgare|LOC123395940
OG0011344	Triticum_aestivum|TraesCS5B03G0218100, Triticum_aestivum|TraesCS5A03G0199200, Triticum_aestivum|TraesCS5D03G0223400	Hordeum_vulgare|LOC123395539
OG0011345	Triticum_aestivum|TraesCS5D03G0538400, Triticum_aestivum|TraesCS5A03G0572300, Triticum_aestivum|TraesCS5B03G0585700	Hordeum_vulgare|LOC123398307
OG0011346	Triticum_aestivum|TraesCS5B03G0938600, Triticum_aestivum|TraesCS5D03G0853500, Triticum_aestivum|TraesCS5A03G0891200	Hordeum_vulgare|LOC123452074
OG0011347	Triticum_aestivum|TraesCS5B03G1284600, Triticum_aestivum|TraesCS1A03G0998200, Triticum_aestivum|TraesCS5D03G1152700	Hordeum_vulgare|LOC123395020
OG0011348	Triticum_aestivum|TraesCS5A03G0079100, Triticum_aestivum|TraesCS5B03G0079700, Triticum_aestivum|TraesCS5D03G0103200	Hordeum_vulgare|LOC123398623
OG0011349	Triticum_aestivum|TraesCS5D03G0193300, Triticum_aestivum|TraesCS5B03G0185900, Triticum_aestivum|TraesCS5A03G0175300	Hordeum_vulgare|LOC123396041
OG0011350	Triticum_aestivum|TraesCS5A03G0625200, Triticum_aestivum|TraesCS5D03G0594300, Triticum_aestivum|TraesCS5B03G0644500	Hordeum_vulgare|LOC123399054
OG0011351	Triticum_aestivum|TraesCS5B03G0154200, Triticum_aestivum|TraesCS5A03G0137800, Triticum_aestivum|TraesCS5D03G0160400	Hordeum_vulgare|LOC123400159
OG0011352	Triticum_aestivum|TraesCS5D03G0248800, Triticum_aestivum|TraesCS5B03G0254400, Triticum_aestivum|TraesCS5A03G0237300	Hordeum_vulgare|LOC123397952
OG0011353	Triticum_aestivum|TraesCS5A03G0614600	Hordeum_vulgare|LOC123398873
OG0011354	Triticum_aestivum|TraesCS5D03G0255100	Hordeum_vulgare|LOC123395347
OG0011355	Triticum_aestivum|TraesCS5A03G0551800	Hordeum_vulgare|LOC123396878
OG0011356	Triticum_aestivum|TraesCS5D03G0088400, Triticum_aestivum|TraesCS5A03G0066900, Triticum_aestivum|TraesCS5B03G0062000	Hordeum_vulgare|LOC123396515
OG0011357	Triticum_aestivum|TraesCS5A03G1221300, Triticum_aestivum|TraesCS5B03G1289700, Triticum_aestivum|TraesCS5B03G1289600	Hordeum_vulgare|LOC123447556
OG0011358	Triticum_aestivum|TraesCS5D03G0975200, Triticum_aestivum|TraesCS5A03G1034000, Triticum_aestivum|TraesCS5B03G1083800	Hordeum_vulgare|LOC123398840, Hordeum_vulgare|LOC123452700
OG0011359	Triticum_aestivum|TraesCS5B03G1068800, Triticum_aestivum|TraesCS5D03G0965400, Triticum_aestivum|TraesCS5A03G1021000	Hordeum_vulgare|LOC123452650
OG0011360	Triticum_aestivum|TraesCS5D03G0655200, Triticum_aestivum|TraesCS5B03G0723300, Triticum_aestivum|TraesCS5A03G0685700	Hordeum_vulgare|LOC123399679
OG0011361	Triticum_aestivum|TraesCS5D03G0811100, Triticum_aestivum|TraesCS5A03G0848800, Triticum_aestivum|TraesCS5B03G0890400	Hordeum_vulgare|LOC123397086
OG0011362	Triticum_aestivum|TraesCS5B03G0904300, Triticum_aestivum|TraesCS5D03G0823700, Triticum_aestivum|TraesCS5A03G0859100	Hordeum_vulgare|LOC123451939
OG0011363	Triticum_aestivum|TraesCS5B03G1176600, Triticum_aestivum|TraesCS5D03G1063500, Triticum_aestivum|TraesCS5A03G1108700	Hordeum_vulgare|LOC123452976
OG0011364	Triticum_aestivum|TraesCS5B03G0444800, Triticum_aestivum|TraesCS5A03G0450000, Triticum_aestivum|TraesCS5D03G0416900	Hordeum_vulgare|LOC123452531
OG0011365	Triticum_aestivum|TraesCS5B03G1051100, Triticum_aestivum|TraesCS5A03G1004700, Triticum_aestivum|TraesCS5D03G0951800	Hordeum_vulgare|LOC123452572
OG0011366	Triticum_aestivum|TraesCS5D03G0458900, Triticum_aestivum|TraesCS5B03G0495500, Triticum_aestivum|TraesCS5A03G0493000	Hordeum_vulgare|LOC123395026
OG0011367	Triticum_aestivum|TraesCS5D03G0991500, Triticum_aestivum|TraesCS5B03G1102200, Triticum_aestivum|TraesCS5A03G1046800	Hordeum_vulgare|LOC123452752
OG0011368	Triticum_aestivum|TraesCS5A03G0685600, Triticum_aestivum|TraesCS5D03G0655100, Triticum_aestivum|TraesCS5B03G0723200	Hordeum_vulgare|LOC123399673
OG0011369	Triticum_aestivum|TraesCS5A03G0324100	Hordeum_vulgare|LOC123399309
OG0011370	Triticum_aestivum|TraesCS5A03G0949200, Triticum_aestivum|TraesCS5B03G0999200, Triticum_aestivum|TraesCS5D03G0905200	Hordeum_vulgare|LOC123452349
OG0011371	Triticum_aestivum|TraesCS5A03G0895800, Triticum_aestivum|TraesCS5B03G0942200, Triticum_aestivum|TraesCS5D03G0857700	Hordeum_vulgare|LOC123452094
OG0011372	Triticum_aestivum|TraesCS5B03G0260000, Triticum_aestivum|TraesCS5D03G0255500, Triticum_aestivum|TraesCS5A03G0243000	Hordeum_vulgare|LOC123451879
OG0011373	Triticum_aestivum|TraesCS5D03G1086400, Triticum_aestivum|TraesCS5B03G1202900, Triticum_aestivum|TraesCS5A03G1133400	Hordeum_vulgare|LOC123399259
OG0011374	Triticum_aestivum|TraesCS5B03G0271500, Triticum_aestivum|TraesCS5D03G0267100	Hordeum_vulgare|LOC123399192
OG0011375	Triticum_aestivum|TraesCS5A03G1038800, Triticum_aestivum|TraesCS5B03G1091000, Triticum_aestivum|TraesCS5D03G0983300	Hordeum_vulgare|LOC123452718
OG0011376	Triticum_aestivum|TraesCS5D03G0478200, Triticum_aestivum|TraesCS5A03G0510900, Triticum_aestivum|TraesCS5B03G0518700	Hordeum_vulgare|LOC123395505
OG0011377	Triticum_aestivum|TraesCS5A03G0924100, Triticum_aestivum|TraesCS5D03G0883400, Triticum_aestivum|TraesCS5B03G0975000	Hordeum_vulgare|LOC123452205
OG0011378	Triticum_aestivum|TraesCS5A03G0114800, Triticum_aestivum|TraesCS5B03G0126600, Triticum_aestivum|TraesCS5D03G0137100	Hordeum_vulgare|LOC123399641
OG0011379	Triticum_aestivum|TraesCS5B03G0901400, Triticum_aestivum|TraesCS5A03G0855900, Triticum_aestivum|TraesCS5D03G0821500	Hordeum_vulgare|LOC123451926
OG0011380	Triticum_aestivum|TraesCS5A03G0987500, Triticum_aestivum|TraesCS5D03G0935300, Triticum_aestivum|TraesCS5B03G1033800	Hordeum_vulgare|LOC123452512
OG0011381	Triticum_aestivum|TraesCS5A03G0585100, Triticum_aestivum|TraesCS5B03G0600700, Triticum_aestivum|TraesCS5D03G0551300	Hordeum_vulgare|LOC123398338
OG0011382	Triticum_aestivum|TraesCS5D03G0247600, Triticum_aestivum|TraesCS5B03G0253800, Triticum_aestivum|TraesCS5A03G0236000	Hordeum_vulgare|LOC123400133
OG0011383	Triticum_aestivum|TraesCS5D03G0849500, Triticum_aestivum|TraesCS5B03G0934300, Triticum_aestivum|TraesCS5A03G0887500	Hordeum_vulgare|LOC123452051
OG0011384	Triticum_aestivum|TraesCS5D03G0873200, Triticum_aestivum|TraesCS5A03G0912200, Triticum_aestivum|TraesCS5B03G0961800	Hordeum_vulgare|LOC123452162
OG0011385	Triticum_aestivum|TraesCS5A03G0432400, Triticum_aestivum|TraesCS5B03G0428500, Triticum_aestivum|TraesCS5D03G0401400	Hordeum_vulgare|LOC123452430
OG0011386	Triticum_aestivum|TraesCS5A03G1081600, Triticum_aestivum|TraesCS5D03G1034300, Triticum_aestivum|TraesCS5B03G1143800	Hordeum_vulgare|LOC123452878
OG0011387	Triticum_aestivum|TraesCS5D03G0658000, Triticum_aestivum|TraesCS5B03G0725700, Triticum_aestivum|TraesCS5A03G0690400	Hordeum_vulgare|LOC123399694
OG0011388	Triticum_aestivum|TraesCS5B03G0668100, Triticum_aestivum|TraesCS5A03G0643500, Triticum_aestivum|TraesCS5D03G0610600	Hordeum_vulgare|LOC123395674
OG0011389	Triticum_aestivum|TraesCS5A03G0289700, Triticum_aestivum|TraesCS5B03G0304700, Triticum_aestivum|TraesCS5D03G0299100	Hordeum_vulgare|LOC123452497
OG0011390	Triticum_aestivum|TraesCS5B03G0821400	Hordeum_vulgare|LOC123397528
OG0011391	Triticum_aestivum|TraesCS5B03G0827800, Triticum_aestivum|TraesCS5D03G0751600, Triticum_aestivum|TraesCS5A03G0795900	Hordeum_vulgare|LOC123400150
OG0011392	Triticum_aestivum|TraesCS5A03G0907700, Triticum_aestivum|TraesCS5B03G0958500	Hordeum_vulgare|LOC123398278
OG0011393	Triticum_aestivum|TraesCS5B03G1060800, Triticum_aestivum|TraesCS5D03G0959300, Triticum_aestivum|TraesCS5A03G1014300	Hordeum_vulgare|LOC123452623
OG0011394	Triticum_aestivum|TraesCS5D03G0780900, Triticum_aestivum|TraesCS5A03G0819100, Triticum_aestivum|TraesCS5B03G0852400	Hordeum_vulgare|LOC123451773
OG0011395	Triticum_aestivum|TraesCS5D03G0024300, Triticum_aestivum|TraesCS5A03G0010500, Triticum_aestivum|TraesCS5B03G0009700	Hordeum_vulgare|LOC123397619
OG0011396	Triticum_aestivum|TraesCS5D03G1029000, Triticum_aestivum|TraesCS5B03G1137700, Triticum_aestivum|TraesCS5A03G1074600	Hordeum_vulgare|LOC123452852
OG0011397	Triticum_aestivum|TraesCS5B03G0734200, Triticum_aestivum|TraesCS5A03G0698400, Triticum_aestivum|TraesCS5D03G0665000	Hordeum_vulgare|LOC123399759
OG0011398	Triticum_aestivum|TraesCS5D03G0194900, Triticum_aestivum|TraesCS5A03G0176500, Triticum_aestivum|TraesCS5B03G0187600	Hordeum_vulgare|LOC123396333
OG0011399	Triticum_aestivum|TraesCS5D03G1100500, Triticum_aestivum|TraesCS5B03G1217500, Triticum_aestivum|TraesCS5A03G1144800	Hordeum_vulgare|LOC123397338
OG0011400	Triticum_aestivum|TraesCS5A03G0513300, Triticum_aestivum|TraesCS5B03G0520300, Triticum_aestivum|TraesCS5D03G0479400	Hordeum_vulgare|LOC123397301
OG0011401	Triticum_aestivum|TraesCS5D03G0307100, Triticum_aestivum|TraesCS5A03G0298000, Triticum_aestivum|TraesCS5B03G0282400	Hordeum_vulgare|LOC123452193
OG0011402	Triticum_aestivum|TraesCS5D03G0737700, Triticum_aestivum|TraesCS5B03G0811100	Hordeum_vulgare|LOC123397404
OG0011403	Triticum_aestivum|TraesCS4A03G0885100, Triticum_aestivum|TraesCS5B03G1244300, Triticum_aestivum|TraesCS5D03G1121100	Hordeum_vulgare|LOC123394914
OG0011404	Triticum_aestivum|TraesCS5A03G0468700, Triticum_aestivum|TraesCS5B03G0461900, Triticum_aestivum|TraesCS5D03G0431500	Hordeum_vulgare|LOC123398659
OG0011405	Triticum_aestivum|TraesCS5B03G0982000, Triticum_aestivum|TraesCS5A03G0931500, Triticum_aestivum|TraesCS5D03G0890300	Hordeum_vulgare|LOC123452243
OG0011406	Triticum_aestivum|TraesCS5D03G1145200, Triticum_aestivum|TraesCS5B03G1276100, Triticum_aestivum|TraesCS4A03G0862000	Hordeum_vulgare|LOC123394995
OG0011407	Triticum_aestivum|TraesCS5B03G1204900, Triticum_aestivum|TraesCS5A03G1134200, Triticum_aestivum|TraesCS5D03G1087400	Hordeum_vulgare|LOC123453065
OG0011408	Triticum_aestivum|TraesCS5D03G1183200	Hordeum_vulgare|LOC123395138
OG0011409	Triticum_aestivum|TraesCS5A03G0074000, Triticum_aestivum|TraesCS5D03G0098400, Triticum_aestivum|TraesCS5B03G0067900	Hordeum_vulgare|LOC123395620
OG0011410	Triticum_aestivum|TraesCS5A03G0663800, Triticum_aestivum|TraesCS5D03G0634200	Hordeum_vulgare|LOC123395851
OG0011411	Triticum_aestivum|TraesCS5A03G0900000	Hordeum_vulgare|LOC123398203
OG0011412	Triticum_aestivum|TraesCS5A03G0481900	Hordeum_vulgare|LOC123398026
OG0011413	Triticum_aestivum|TraesCS5D03G1176500, Triticum_aestivum|TraesCS5B03G1320800	Hordeum_vulgare|LOC123399553
OG0011414	Triticum_aestivum|TraesCS5B03G0477800, Triticum_aestivum|TraesCS5A03G0479100, Triticum_aestivum|TraesCS5D03G0441600	Hordeum_vulgare|LOC123398175
OG0011415	Triticum_aestivum|TraesCS5A03G0428100, Triticum_aestivum|TraesCS5D03G0396900	Hordeum_vulgare|LOC123453041
OG0011416	Triticum_aestivum|TraesCS5B03G1344300, Triticum_aestivum|TraesCS4A03G0806200	Hordeum_vulgare|LOC123399615
OG0011418	Triticum_aestivum|TraesCS5A03G0209400, Triticum_aestivum|TraesCS5D03G0226200, Triticum_aestivum|TraesCS5B03G0222200	Hordeum_vulgare|LOC123397559
OG0011419	Triticum_aestivum|TraesCS5B03G1380500, Triticum_aestivum|TraesCS7B03G0002400, Triticum_aestivum|TraesCS5D03G1234700	Hordeum_vulgare|LOC123395284
OG0011420	Triticum_aestivum|TraesCS5D03G0409000, Triticum_aestivum|TraesCS5A03G0442300, Triticum_aestivum|TraesCS5B03G0435600	Hordeum_vulgare|LOC123398020
OG0011421	Triticum_aestivum|TraesCS5D03G0377300, Triticum_aestivum|TraesCS5B03G0386800, Triticum_aestivum|TraesCS5A03G0389300	Hordeum_vulgare|LOC123400070
OG0011422	Triticum_aestivum|TraesCS5D03G0333600, Triticum_aestivum|TraesCS5B03G0340600	Hordeum_vulgare|LOC123395984
OG0011424	Triticum_aestivum|TraesCS5D03G0934600, Triticum_aestivum|TraesCS5B03G1032800, Triticum_aestivum|TraesCS5A03G0986800	Hordeum_vulgare|LOC123452507
OG0011425	Triticum_aestivum|TraesCS5D03G0715300, Triticum_aestivum|TraesCS5A03G0753900, Triticum_aestivum|TraesCS5B03G0788300	Hordeum_vulgare|LOC123399990
OG0011426	Triticum_aestivum|TraesCS4A03G0884700, Triticum_aestivum|TraesCS5D03G1123000, Triticum_aestivum|TraesCS5B03G1248500	Hordeum_vulgare|LOC123394926
OG0011427	Triticum_aestivum|TraesCS5B03G1085500, Triticum_aestivum|TraesCS5D03G0977800, Triticum_aestivum|TraesCS5A03G1035400	Hordeum_vulgare|LOC123398851
OG0011428	Triticum_aestivum|TraesCS5A03G0676600, Triticum_aestivum|TraesCS5B03G0714900, Triticum_aestivum|TraesCS5D03G0647200	Hordeum_vulgare|LOC123399590
OG0011429	Triticum_aestivum|TraesCS5A03G0452700, Triticum_aestivum|TraesCS5B03G0446700	Hordeum_vulgare|LOC123398000
OG0011430	Triticum_aestivum|TraesCS5D03G0437500, Triticum_aestivum|TraesCS5A03G0473700, Triticum_aestivum|TraesCS5B03G0469900	Hordeum_vulgare|LOC123452410
OG0011431	Triticum_aestivum|TraesCS5A03G0591800, Triticum_aestivum|TraesCS5B03G0607500, Triticum_aestivum|TraesCS5D03G0555600	Hordeum_vulgare|LOC123397578
OG0011432	Triticum_aestivum|TraesCS4A03G0873400, Triticum_aestivum|TraesCS5D03G1133200, Triticum_aestivum|TraesCS5B03G1264200	Hordeum_vulgare|LOC123399422
OG0011433	Triticum_aestivum|TraesCS5D03G0330700, Triticum_aestivum|TraesCS5A03G0341800, Triticum_aestivum|TraesCS5B03G0336400	Hordeum_vulgare|LOC123397674
OG0011434	Triticum_aestivum|TraesCS5B03G0600800, Triticum_aestivum|TraesCS5A03G0585200, Triticum_aestivum|TraesCS5D03G0551200	Hordeum_vulgare|LOC123398337
OG0011435	Triticum_aestivum|TraesCS5D03G0281400, Triticum_aestivum|TraesCS5A03G0316600, Triticum_aestivum|TraesCS5B03G0311400	Hordeum_vulgare|LOC123395495
OG0011436	Triticum_aestivum|TraesCS5D03G1067600, Triticum_aestivum|TraesCS5B03G1183000, Triticum_aestivum|TraesCS5A03G1115100	Hordeum_vulgare|LOC123453001
OG0011437	Triticum_aestivum|TraesCS5B03G0346600, Triticum_aestivum|TraesCS5A03G0357200, Triticum_aestivum|TraesCS5D03G0341700	Hordeum_vulgare|LOC123397617
OG0011438	Triticum_aestivum|TraesCS5B03G0403600, Triticum_aestivum|TraesCS5D03G0364800, Triticum_aestivum|TraesCS5A03G0407600	Hordeum_vulgare|LOC123400209
OG0011439	Triticum_aestivum|TraesCS5B03G0494100, Triticum_aestivum|TraesCS5D03G0456500, Triticum_aestivum|TraesCS5A03G0491600	Hordeum_vulgare|LOC123452649
OG0011440	Triticum_aestivum|TraesCS5B03G0590000, Triticum_aestivum|TraesCS5A03G0577500, Triticum_aestivum|TraesCS5D03G0542100	Hordeum_vulgare|LOC123399014
OG0011441	Triticum_aestivum|TraesCS5A03G0890400, Triticum_aestivum|TraesCS5D03G0852400, Triticum_aestivum|TraesCS5B03G0937500	Hordeum_vulgare|LOC123452066
OG0011442	Triticum_aestivum|TraesCS5D03G0274700, Triticum_aestivum|TraesCS5A03G0283600, Triticum_aestivum|TraesCS5B03G0308800	Hordeum_vulgare|LOC123395792
OG0011443	Triticum_aestivum|TraesCS5D03G0450000, Triticum_aestivum|TraesCS5B03G0485500, Triticum_aestivum|TraesCS5A03G0486800	Hordeum_vulgare|LOC123395496
OG0011444	Triticum_aestivum|TraesCS5B03G1284900, Triticum_aestivum|TraesCS5B03G0837300, Triticum_aestivum|TraesCS5D03G0762000	Hordeum_vulgare|LOC123398637
OG0011445	Triticum_aestivum|TraesCS5D03G0188600, Triticum_aestivum|TraesCS5B03G0185300, Triticum_aestivum|TraesCS5A03G0173400	Hordeum_vulgare|LOC123453116
OG0011446	Triticum_aestivum|TraesCS5D03G0320900, Triticum_aestivum|TraesCS5B03G0331400, Triticum_aestivum|TraesCS5A03G0313300	Hordeum_vulgare|LOC123451771
OG0011447	Triticum_aestivum|TraesCS5D03G0844600, Triticum_aestivum|TraesCS5A03G0882600, Triticum_aestivum|TraesCS5B03G0929600	Hordeum_vulgare|LOC123452033
OG0011448	Triticum_aestivum|TraesCS5D03G0238600, Triticum_aestivum|TraesCS5B03G0239700, Triticum_aestivum|TraesCS5A03G0225000	Hordeum_vulgare|LOC123398345
OG0011449	Triticum_aestivum|TraesCS5D03G0403300, Triticum_aestivum|TraesCS5B03G0430500, Triticum_aestivum|TraesCS5A03G0435700	Hordeum_vulgare|LOC123398033
OG0011450	Triticum_aestivum|TraesCS5B03G0493400, Triticum_aestivum|TraesCS5A03G0490700, Triticum_aestivum|TraesCS5D03G0456000	Hordeum_vulgare|LOC123452707
OG0011451	Triticum_aestivum|TraesCS5A03G0444500, Triticum_aestivum|TraesCS5B03G0437300, Triticum_aestivum|TraesCS5D03G0410500	Hordeum_vulgare|LOC123398835
OG0011452	Triticum_aestivum|TraesCS5A03G0902700, Triticum_aestivum|TraesCS5B03G0952000, Triticum_aestivum|TraesCS5D03G0865200	Hordeum_vulgare|LOC123452132
OG0011453	Triticum_aestivum|TraesCS5A03G0180500, Triticum_aestivum|TraesCS5D03G0199400, Triticum_aestivum|TraesCS5B03G0191600	Hordeum_vulgare|LOC123395991
OG0011454	Triticum_aestivum|TraesCS5A03G0274400, Triticum_aestivum|TraesCS5D03G0271400, Triticum_aestivum|TraesCS5B03G0274700	Hordeum_vulgare|LOC123395203
OG0011455	Triticum_aestivum|TraesCS5D03G0259200, Triticum_aestivum|TraesCS5A03G0248400, Triticum_aestivum|TraesCS5B03G0263000	Hordeum_vulgare|LOC123395572
OG0011456	Triticum_aestivum|TraesCS5B03G0838300, Triticum_aestivum|TraesCS5D03G0763600, Triticum_aestivum|TraesCS5A03G0808000	Hordeum_vulgare|LOC123400203
OG0011457	Triticum_aestivum|TraesCS5D03G0797500, Triticum_aestivum|TraesCS5B03G0872200, Triticum_aestivum|TraesCS5A03G0833100	Hordeum_vulgare|LOC123451836
OG0011458	Triticum_aestivum|TraesCS4A03G0865500, Triticum_aestivum|TraesCS5D03G1140900, Triticum_aestivum|TraesCS5B03G1271300	Hordeum_vulgare|LOC123394985
OG0011459	Triticum_aestivum|TraesCS5B03G0095900, Triticum_aestivum|TraesCS5D03G0111600	Hordeum_vulgare|LOC123396409
OG0011460	Triticum_aestivum|TraesCS5D03G0422000, Triticum_aestivum|TraesCS5A03G0456300, Triticum_aestivum|TraesCS5B03G0449400	Hordeum_vulgare|LOC123398509
OG0011461	Triticum_aestivum|TraesCS5B03G0436900, Triticum_aestivum|TraesCS5D03G0410000, Triticum_aestivum|TraesCS5A03G0444200	Hordeum_vulgare|LOC123399501
OG0011462	Triticum_aestivum|TraesCS5D03G0706400, Triticum_aestivum|TraesCS5A03G0742000, Triticum_aestivum|TraesCS5B03G0779000	Hordeum_vulgare|LOC123399959
OG0011463	Triticum_aestivum|TraesCS5B03G0795800, Triticum_aestivum|TraesCS5D03G0721500, Triticum_aestivum|TraesCS5A03G0761400	Hordeum_vulgare|LOC123400013
OG0011464	Triticum_aestivum|TraesCS4A03G0901700, Triticum_aestivum|TraesCS5D03G1109600, Triticum_aestivum|TraesCS5B03G1232500	Hordeum_vulgare|LOC123399324
OG0011465	Triticum_aestivum|TraesCS5B03G1011200, Triticum_aestivum|TraesCS5A03G0961000, Triticum_aestivum|TraesCS5D03G0916100	Hordeum_vulgare|LOC123452408
OG0011466	Triticum_aestivum|TraesCS5D03G0432700, Triticum_aestivum|TraesCS5A03G0469500, Triticum_aestivum|TraesCS5B03G0464000	Hordeum_vulgare|LOC123397765
OG0011467	Triticum_aestivum|TraesCS5A03G0436100, Triticum_aestivum|TraesCS5B03G0430600, Triticum_aestivum|TraesCS5D03G0403500	Hordeum_vulgare|LOC123452498
OG0011468	Triticum_aestivum|TraesCS5A03G0819200, Triticum_aestivum|TraesCS5D03G0781000, Triticum_aestivum|TraesCS5B03G0852300	Hordeum_vulgare|LOC123451775
OG0011469	Triticum_aestivum|TraesCS5D03G1042800, Triticum_aestivum|TraesCS5B03G1150100	Hordeum_vulgare|LOC123452892
OG0011470	Triticum_aestivum|TraesCS5A03G0199100, Triticum_aestivum|TraesCS5D03G0223300, Triticum_aestivum|TraesCS5B03G0218000	Hordeum_vulgare|LOC123395538
OG0011471	Triticum_aestivum|TraesCS5A03G0238800, Triticum_aestivum|TraesCS5D03G0251000, Triticum_aestivum|TraesCS5B03G0256200	Hordeum_vulgare|LOC123395602
OG0011472	Triticum_aestivum|TraesCS5B03G0135700, Triticum_aestivum|TraesCS5A03G0124000, Triticum_aestivum|TraesCS5D03G0146500	Hordeum_vulgare|LOC123395455
OG0011473	Triticum_aestivum|TraesCS5B03G0447500, Triticum_aestivum|TraesCS5A03G0453600, Triticum_aestivum|TraesCS5D03G0419400	Hordeum_vulgare|LOC123411056
OG0011474	Triticum_aestivum|TraesCS5D03G0224400, Triticum_aestivum|TraesCS5A03G0196900	Hordeum_vulgare|LOC123396518
OG0011475	Triticum_aestivum|TraesCS5A03G0919300, Triticum_aestivum|TraesCS5B03G0969300, Triticum_aestivum|TraesCS5D03G0879200	Hordeum_vulgare|LOC123452187
OG0011476	Triticum_aestivum|TraesCS5A03G0489700, Triticum_aestivum|TraesCS5D03G0454700, Triticum_aestivum|TraesCS5B03G0491400	Hordeum_vulgare|LOC123394924
OG0011477	Triticum_aestivum|TraesCS5D03G0160800, Triticum_aestivum|TraesCS5A03G0137900, Triticum_aestivum|TraesCS5B03G0154000	Hordeum_vulgare|LOC123399564
OG0011478	Triticum_aestivum|TraesCS5A03G0909900	Hordeum_vulgare|LOC123398280
