Orthogroup	Triticum_aestivum	Aegilops_speltoides
OG0012172	Triticum_aestivum|TraesCS6B03G0592100	Aegilops_speltoides|GWHGBFXR027911.1
OG0012173	Triticum_aestivum|TraesCS6A03G0730700, Triticum_aestivum|TraesCS6B03G0865900, Triticum_aestivum|TraesCS6D03G0614200	Aegilops_speltoides|GWHGBFXR028642.1
OG0012174	Triticum_aestivum|TraesCS6B03G1247100	Aegilops_speltoides|GWHGBFXR029979.1
OG0012175	Triticum_aestivum|TraesCS6A03G0519700, Triticum_aestivum|TraesCS6B03G0589900	Aegilops_speltoides|GWHGBFXR027818.1
OG0012176	Triticum_aestivum|TraesCS6B03G0441000, Triticum_aestivum|TraesCS6D03G0298500, Triticum_aestivum|TraesCS6A03G0345200	Aegilops_speltoides|GWHGBFXR027342.1
OG0012177	Triticum_aestivum|TraesCS6D03G0689700, Triticum_aestivum|TraesCS6B03G0967700, Triticum_aestivum|TraesCS6A03G0816100	Aegilops_speltoides|GWHGBFXR029019.1
OG0012178	Triticum_aestivum|TraesCS6A03G0736900, Triticum_aestivum|TraesCS6B03G0872700, Triticum_aestivum|TraesCS6D03G0619500	Aegilops_speltoides|GWHGBFXR028670.1
OG0012179	Triticum_aestivum|TraesCS6B03G0532700	Aegilops_speltoides|GWHGBFXR027647.1
OG0012180	Triticum_aestivum|TraesCS6B03G1174200	Aegilops_speltoides|GWHGBFXR029719.1
OG0012181	Triticum_aestivum|TraesCS6A03G0297800	Aegilops_speltoides|GWHGBFXR027132.1
OG0012182	Triticum_aestivum|TraesCS6B03G0380500, Triticum_aestivum|TraesCS6D03G0248400, Triticum_aestivum|TraesCS6A03G0291300	Aegilops_speltoides|GWHGBFXR027105.1
OG0012183	Triticum_aestivum|TraesCS6B03G1030700, Triticum_aestivum|TraesCS6D03G0731400, Triticum_aestivum|TraesCS6A03G0861300	Aegilops_speltoides|GWHGBFXR029221.1
OG0012184	Triticum_aestivum|TraesCS6B03G1110400, Triticum_aestivum|TraesCS6D03G0794200, Triticum_aestivum|TraesCS6A03G0923200	Aegilops_speltoides|GWHGBFXR029492.1
OG0012185	Triticum_aestivum|TraesCS6A03G0424300, Triticum_aestivum|TraesCS6D03G0360300, Triticum_aestivum|TraesCS6B03G0513800	Aegilops_speltoides|GWHGBFXR027605.1
OG0012186	Triticum_aestivum|TraesCS6B03G0467800, Triticum_aestivum|TraesCS6A03G0378300	Aegilops_speltoides|GWHGBFXR027460.1
OG0012187	Triticum_aestivum|TraesCS6B03G0670800	Aegilops_speltoides|GWHGBFXR027796.1
OG0012188	Triticum_aestivum|TraesCS6A03G0059200, Triticum_aestivum|TraesCS6D03G0060600, Triticum_aestivum|TraesCS6B03G0088100	Aegilops_speltoides|GWHGBFXR025927.1
OG0012189	Triticum_aestivum|TraesCS6D03G0282200, Triticum_aestivum|TraesCS6B03G0423400, Triticum_aestivum|TraesCS6A03G0328500	Aegilops_speltoides|GWHGBFXR027247.1
OG0012190	Triticum_aestivum|TraesCS6B03G0367400, Triticum_aestivum|TraesCS6D03G0232800, Triticum_aestivum|TraesCS6A03G0278700	Aegilops_speltoides|GWHGBFXR027054.1
OG0012191	Triticum_aestivum|TraesCS6B03G0495000	Aegilops_speltoides|GWHGBFXR027534.1
OG0012192	Triticum_aestivum|TraesCS6D03G0534300, Triticum_aestivum|TraesCS6B03G0770100	Aegilops_speltoides|GWHGBFXR028241.1
OG0012193	Triticum_aestivum|TraesCS6D03G0344200, Triticum_aestivum|TraesCS6A03G0407900, Triticum_aestivum|TraesCS6B03G0498100	Aegilops_speltoides|GWHGBFXR027548.1
OG0012194	Triticum_aestivum|TraesCS6B03G0801600, Triticum_aestivum|TraesCS6D03G0564600, Triticum_aestivum|TraesCS6A03G0674100	Aegilops_speltoides|GWHGBFXR028385.1
OG0012195	Triticum_aestivum|TraesCS6D03G0539900, Triticum_aestivum|TraesCS6B03G0776900, Triticum_aestivum|TraesCS6A03G0650000	Aegilops_speltoides|GWHGBFXR028278.1
OG0012196	Triticum_aestivum|TraesCS6B03G0370800	Aegilops_speltoides|GWHGBFXR027069.1
OG0012197	Triticum_aestivum|TraesCS6D03G0597100, Triticum_aestivum|TraesCS6A03G0710500, Triticum_aestivum|TraesCS6B03G0843900	Aegilops_speltoides|GWHGBFXR028553.1
OG0012198	Triticum_aestivum|TraesCS6D03G0491500, Triticum_aestivum|TraesCS6B03G0721000	Aegilops_speltoides|GWHGBFXR028065.1
OG0012199	Triticum_aestivum|TraesCS6D03G0770400, Triticum_aestivum|TraesCS6A03G0895600, Triticum_aestivum|TraesCS6B03G1078100	Aegilops_speltoides|GWHGBFXR029386.1
OG0012200	Triticum_aestivum|TraesCS6B03G0678000	Aegilops_speltoides|GWHGBFXR027789.1
OG0012201	Triticum_aestivum|TraesCS6B03G0751400	Aegilops_speltoides|GWHGBFXR028167.1
OG0012202	Triticum_aestivum|TraesCS6A03G0327800, Triticum_aestivum|TraesCS6B03G0421300, Triticum_aestivum|TraesCS6D03G0281600	Aegilops_speltoides|GWHGBFXR027242.1
OG0012203	Triticum_aestivum|TraesCS6A03G0910800	Aegilops_speltoides|GWHGBFXR029434.1
OG0012203	Triticum_aestivum|TraesCS6B03G1095600	Aegilops_speltoides|GWHGBFXR029434.1
OG0012203	Triticum_aestivum|TraesCS6D03G0782200	Aegilops_speltoides|GWHGBFXR029434.1
OG0012204	Triticum_aestivum|TraesCS6B03G0806200	Aegilops_speltoides|GWHGBFXR028364.1
OG0012205	Triticum_aestivum|TraesCS6D03G0834000	Aegilops_speltoides|GWHGBFXR029684.1
OG0012205	Triticum_aestivum|TraesCS6B03G1165600	Aegilops_speltoides|GWHGBFXR029686.1
OG0012206	Triticum_aestivum|TraesCS6A03G1014400, Triticum_aestivum|TraesCS6B03G1249500, Triticum_aestivum|TraesCS6D03G0893300	Aegilops_speltoides|GWHGBFXR029988.1
OG0012207	Triticum_aestivum|TraesCS6A03G0853800, Triticum_aestivum|TraesCS6D03G0723100, Triticum_aestivum|TraesCS6B03G1020400	Aegilops_speltoides|GWHGBFXR029190.1
OG0012208	Triticum_aestivum|TraesCS6B03G0137600	Aegilops_speltoides|GWHGBFXR026109.1
OG0012208	Triticum_aestivum|TraesCS6D03G0103400	Aegilops_speltoides|GWHGBFXR026109.1
OG0012209	Triticum_aestivum|TraesCS6B03G0521000	Aegilops_speltoides|GWHGBFXR027632.1
OG0012210	Triticum_aestivum|TraesCS6A03G0809800, Triticum_aestivum|TraesCS6B03G0960400, Triticum_aestivum|TraesCS6D03G0684700	Aegilops_speltoides|GWHGBFXR028987.1
OG0012211	Triticum_aestivum|TraesCS6B03G0525800	Aegilops_speltoides|GWHGBFXR027637.1
OG0012212	Triticum_aestivum|TraesCS6D03G0342900, Triticum_aestivum|TraesCS6A03G0406100, Triticum_aestivum|TraesCS6B03G0496600	Aegilops_speltoides|GWHGBFXR027543.1
OG0012213	Triticum_aestivum|TraesCS6D03G0204200, Triticum_aestivum|TraesCS6B03G0340300	Aegilops_speltoides|GWHGBFXR026926.1
OG0012214	Triticum_aestivum|TraesCS6B03G0966800, Triticum_aestivum|TraesCS6A03G0814800	Aegilops_speltoides|GWHGBFXR029016.1
OG0012215	Triticum_aestivum|TraesCS6B03G1018000	Aegilops_speltoides|GWHGBFXR029177.1
OG0012216	Triticum_aestivum|TraesCS6B03G0865700, Triticum_aestivum|TraesCS6A03G0730300, Triticum_aestivum|TraesCS6D03G0613700	Aegilops_speltoides|GWHGBFXR028640.1
OG0012218	Triticum_aestivum|TraesCS6B03G1278500, Triticum_aestivum|TraesCS6A03G1030700, Triticum_aestivum|TraesCS6D03G0910500	Aegilops_speltoides|GWHGBFXR030166.1
OG0012219	Triticum_aestivum|TraesCS6B03G0426700	Aegilops_speltoides|GWHGBFXR027259.1
OG0012220	Triticum_aestivum|TraesCS6B03G0600200	Aegilops_speltoides|GWHGBFXR027860.1
OG0012221	Triticum_aestivum|TraesCS6D03G0685000, Triticum_aestivum|TraesCS6A03G0810200, Triticum_aestivum|TraesCS6B03G0960800	Aegilops_speltoides|GWHGBFXR028991.1
OG0012222	Triticum_aestivum|TraesCS6A03G0092600, Triticum_aestivum|TraesCS6B03G0132000	Aegilops_speltoides|GWHGBFXR026090.1
OG0012223	Triticum_aestivum|TraesCS6B03G0505100	Aegilops_speltoides|GWHGBFXR027575.1
OG0012224	Triticum_aestivum|TraesCS6D03G0629600, Triticum_aestivum|TraesCS6A03G0747700, Triticum_aestivum|TraesCS6B03G0886900	Aegilops_speltoides|GWHGBFXR028718.1
OG0012225	Triticum_aestivum|TraesCS6B03G0543100	Aegilops_speltoides|GWHGBFXR027677.1
OG0012226	Triticum_aestivum|TraesCS6B03G1048100, Triticum_aestivum|TraesCS6A03G0875600, Triticum_aestivum|TraesCS6D03G0747400	Aegilops_speltoides|GWHGBFXR029290.1
OG0012227	Triticum_aestivum|TraesCS6B03G0724300	Aegilops_speltoides|GWHGBFXR028077.1
OG0012228	Triticum_aestivum|TraesCS6A03G0727000, Triticum_aestivum|TraesCS6D03G0610200, Triticum_aestivum|TraesCS6B03G0862500	Aegilops_speltoides|GWHGBFXR028623.1
OG0012229	Triticum_aestivum|TraesCS6A03G0813900, Triticum_aestivum|TraesCS6D03G0688200, Triticum_aestivum|TraesCS6B03G0965900	Aegilops_speltoides|GWHGBFXR029009.1
OG0012230	Triticum_aestivum|TraesCS6B03G0170500, Triticum_aestivum|TraesCS6A03G0121700, Triticum_aestivum|TraesCS6B03G0171300, Triticum_aestivum|TraesCS6D03G0117200	Aegilops_speltoides|GWHGBFXR026272.1
OG0012231	Triticum_aestivum|TraesCS6B03G1068700	Aegilops_speltoides|GWHGBFXR029347.1
OG0012232	Triticum_aestivum|TraesCS6D03G0161800, Triticum_aestivum|TraesCS6A03G0190400, Triticum_aestivum|TraesCS6B03G0274800	Aegilops_speltoides|GWHGBFXR026686.1
OG0012233	Triticum_aestivum|TraesCS6D03G0111100, Triticum_aestivum|TraesCS6A03G0104000, Triticum_aestivum|TraesCS6B03G0145100	Aegilops_speltoides|GWHGBFXR026142.1
OG0012234	Triticum_aestivum|TraesCS6B03G0834100, Triticum_aestivum|TraesCS6A03G0702300, Triticum_aestivum|TraesCS6D03G0590500	Aegilops_speltoides|GWHGBFXR028515.1
OG0012235	Triticum_aestivum|TraesCS6B03G0739400	Aegilops_speltoides|GWHGBFXR028123.1
OG0012236	Triticum_aestivum|TraesCS6B03G0556100	Aegilops_speltoides|GWHGBFXR027681.1
OG0012237	Triticum_aestivum|TraesCS6A03G0799600, Triticum_aestivum|TraesCS6B03G0945000, Triticum_aestivum|TraesCS6D03G0675200	Aegilops_speltoides|GWHGBFXR028945.1
OG0012238	Triticum_aestivum|TraesCS6A03G0476500, Triticum_aestivum|TraesCS6D03G0406600, Triticum_aestivum|TraesCS6B03G0579200	Aegilops_speltoides|GWHGBFXR027768.1
OG0012239	Triticum_aestivum|TraesCS6D03G0182900	Aegilops_speltoides|GWHGBFXR026828.1
OG0012240	Triticum_aestivum|TraesCS6D03G0591500, Triticum_aestivum|TraesCS6A03G0703300, Triticum_aestivum|TraesCS6B03G0835400	Aegilops_speltoides|GWHGBFXR028521.1
OG0012241	Triticum_aestivum|TraesCS6B03G0821600, Triticum_aestivum|TraesCS6A03G0657300, Triticum_aestivum|TraesCS6D03G0545900	Aegilops_speltoides|GWHGBFXR028306.1
OG0012242	Triticum_aestivum|TraesCS6B03G0589600	Aegilops_speltoides|GWHGBFXR027779.1
OG0012243	Triticum_aestivum|TraesCS6A03G0666300, Triticum_aestivum|TraesCS6D03G0555200, Triticum_aestivum|TraesCS6B03G0810200	Aegilops_speltoides|GWHGBFXR028347.1
OG0012244	Triticum_aestivum|TraesCS6B03G0836400	Aegilops_speltoides|GWHGBFXR028524.1
OG0012245	Triticum_aestivum|TraesCS6B03G0461400	Aegilops_speltoides|GWHGBFXR027431.1
OG0012246	Triticum_aestivum|TraesCS6A03G0101200, Triticum_aestivum|TraesCS6D03G0108100, Triticum_aestivum|TraesCS6B03G0142500	Aegilops_speltoides|GWHGBFXR026131.1
OG0012247	Triticum_aestivum|TraesCS6D03G0733400, Triticum_aestivum|TraesCS6A03G0864800, Triticum_aestivum|TraesCS6B03G1035200	Aegilops_speltoides|GWHGBFXR029237.1
OG0012248	Triticum_aestivum|TraesCS6D03G0684800, Triticum_aestivum|TraesCS6A03G0810000, Triticum_aestivum|TraesCS6B03G0960600	Aegilops_speltoides|GWHGBFXR028989.1
OG0012249	Triticum_aestivum|TraesCS6B03G0821700	Aegilops_speltoides|GWHGBFXR028305.1
OG0012250	Triticum_aestivum|TraesCS6B03G0739500	Aegilops_speltoides|GWHGBFXR028124.1
OG0012251	Triticum_aestivum|TraesCS6B03G0871500, Triticum_aestivum|TraesCS6D03G0618800, Triticum_aestivum|TraesCS6A03G0735900	Aegilops_speltoides|GWHGBFXR028666.1
OG0012252	Triticum_aestivum|TraesCS6B03G1160100, Triticum_aestivum|TraesCS6A03G0948500, Triticum_aestivum|TraesCS6D03G0826800	Aegilops_speltoides|GWHGBFXR029653.1
OG0012253	Triticum_aestivum|TraesCS6D03G0478300, Triticum_aestivum|TraesCS6A03G0575500, Triticum_aestivum|TraesCS6B03G0691900	Aegilops_speltoides|GWHGBFXR028000.1
OG0012254	Triticum_aestivum|TraesCS6A03G0487800, Triticum_aestivum|TraesCS6B03G0606000	Aegilops_speltoides|GWHGBFXR027872.1
OG0012255	Triticum_aestivum|TraesCS6A03G0137700	Aegilops_speltoides|GWHGBFXR026390.1
OG0012255	Triticum_aestivum|TraesCS6D03G0130200	Aegilops_speltoides|GWHGBFXR026388.1
OG0012256	Triticum_aestivum|TraesCS6D03G0717800, Triticum_aestivum|TraesCS6A03G0844900, Triticum_aestivum|TraesCS6B03G1010100	Aegilops_speltoides|GWHGBFXR029161.1
OG0012257	Triticum_aestivum|TraesCS6D03G0327700	Aegilops_speltoides|GWHGBFXR027472.1
OG0012258	Triticum_aestivum|TraesCS6B03G0836700	Aegilops_speltoides|GWHGBFXR028526.1
OG0012259	Triticum_aestivum|TraesCS6B03G1084200, Triticum_aestivum|TraesCS6D03G0773800, Triticum_aestivum|TraesCS6A03G0901900	Aegilops_speltoides|GWHGBFXR029401.1
OG0012260	Triticum_aestivum|TraesCS6D03G0334300, Triticum_aestivum|TraesCS6A03G0393000, Triticum_aestivum|TraesCS6B03G0486300	Aegilops_speltoides|GWHGBFXR027509.1
OG0012261	Triticum_aestivum|TraesCS4B03G0868200	Aegilops_speltoides|GWHGBFXR026553.1
OG0012261	Triticum_aestivum|TraesCS4B03G0868000	Aegilops_speltoides|GWHGBFXR026554.1
OG0012262	Triticum_aestivum|TraesCS6A03G0766900, Triticum_aestivum|TraesCS6D03G0651000, Triticum_aestivum|TraesCS6B03G0914000, Triticum_aestivum|TraesCS6D03G0650100	Aegilops_speltoides|GWHGBFXR028820.1
OG0012263	Triticum_aestivum|TraesCS6A03G0359400, Triticum_aestivum|TraesCS6D03G0314300, Triticum_aestivum|TraesCS6B03G0454300	Aegilops_speltoides|GWHGBFXR027403.1
OG0012264	Triticum_aestivum|TraesCS6B03G1070900, Triticum_aestivum|TraesCS6B03G1073100	Aegilops_speltoides|GWHGBFXR029362.1
OG0012265	Triticum_aestivum|TraesCS6B03G0116500, Triticum_aestivum|TraesCS6D03G0082600, Triticum_aestivum|TraesCS6A03G0080100	Aegilops_speltoides|GWHGBFXR026034.1
OG0012266	Triticum_aestivum|TraesCS6D03G0249600, Triticum_aestivum|TraesCS6A03G0293100, Triticum_aestivum|TraesCS6B03G0383200	Aegilops_speltoides|GWHGBFXR027111.1
OG0012267	Triticum_aestivum|TraesCS6A03G0639000, Triticum_aestivum|TraesCS6D03G0506400, Triticum_aestivum|TraesCS6B03G0733400	Aegilops_speltoides|GWHGBFXR028110.1
OG0012268	Triticum_aestivum|TraesCS6A03G0877500, Triticum_aestivum|TraesCS6B03G1051300	Aegilops_speltoides|GWHGBFXR029304.1
OG0012269	Triticum_aestivum|TraesCS6D03G0310400, Triticum_aestivum|TraesCS6A03G0356900, Triticum_aestivum|TraesCS6B03G0451100	Aegilops_speltoides|GWHGBFXR027394.1
OG0012270	Triticum_aestivum|TraesCS6A03G0793800, Triticum_aestivum|TraesCS6B03G0937700, Triticum_aestivum|TraesCS6D03G0669800	Aegilops_speltoides|GWHGBFXR028919.1
OG0012271	Triticum_aestivum|TraesCS6B03G0723200, Triticum_aestivum|TraesCS6D03G0493300, Triticum_aestivum|TraesCS6A03G0594700	Aegilops_speltoides|GWHGBFXR028073.1
OG0012272	Triticum_aestivum|TraesCS6D03G0540500, Triticum_aestivum|TraesCS6A03G0651300, Triticum_aestivum|TraesCS6B03G0827400	Aegilops_speltoides|GWHGBFXR028281.1
OG0012273	Triticum_aestivum|TraesCS6D03G0232100, Triticum_aestivum|TraesCS6A03G0277800, Triticum_aestivum|TraesCS6B03G0366700	Aegilops_speltoides|GWHGBFXR027051.1
OG0012274	Triticum_aestivum|TraesCS6A03G0894200, Triticum_aestivum|TraesCS6D03G0769700, Triticum_aestivum|TraesCS6B03G1077100	Aegilops_speltoides|GWHGBFXR029379.1
OG0012275	Triticum_aestivum|TraesCS6A03G0828800, Triticum_aestivum|TraesCS6B03G0988400, Triticum_aestivum|TraesCS6D03G0702500	Aegilops_speltoides|GWHGBFXR029091.1
OG0012276	Triticum_aestivum|TraesCS6B03G0464700	Aegilops_speltoides|GWHGBFXR027446.1
OG0012277	Triticum_aestivum|TraesCS6D03G0692000, Triticum_aestivum|TraesCS6A03G0818400, Triticum_aestivum|TraesCS6B03G0969100	Aegilops_speltoides|GWHGBFXR029028.1
OG0012278	Triticum_aestivum|TraesCS6B03G1111900	Aegilops_speltoides|GWHGBFXR029506.1
OG0012279	Triticum_aestivum|TraesCS6B03G0383100, Triticum_aestivum|TraesCS6A03G0293000, Triticum_aestivum|TraesCS6D03G0249500	Aegilops_speltoides|GWHGBFXR027110.1
OG0012280	Triticum_aestivum|TraesCS6B03G0771300, Triticum_aestivum|TraesCS6A03G0645400	Aegilops_speltoides|GWHGBFXR028249.1
OG0012281	Triticum_aestivum|TraesCS6D03G0566700, Triticum_aestivum|TraesCS6A03G0676500, Triticum_aestivum|TraesCS6B03G0799700	Aegilops_speltoides|GWHGBFXR028395.1
OG0012282	Triticum_aestivum|TraesCS6B03G0514700	Aegilops_speltoides|GWHGBFXR027619.1
OG0012283	Triticum_aestivum|TraesCS6B03G0636200	Aegilops_speltoides|GWHGBFXR027971.1
OG0012284	Triticum_aestivum|TraesCS6B03G0462900	Aegilops_speltoides|GWHGBFXR027436.1
OG0012285	Triticum_aestivum|TraesCS6D03G0321200, Triticum_aestivum|TraesCS6B03G0462500, Triticum_aestivum|TraesCS6A03G0372700	Aegilops_speltoides|GWHGBFXR027433.1
OG0012286	Triticum_aestivum|TraesCS6D03G0284200	Aegilops_speltoides|GWHGBFXR027273.1
OG0012287	Triticum_aestivum|TraesCS6A03G0658800, Triticum_aestivum|TraesCS6D03G0547900, Triticum_aestivum|TraesCS6B03G0819200	Aegilops_speltoides|GWHGBFXR028313.1
OG0012288	Triticum_aestivum|TraesCS6A03G0688100, Triticum_aestivum|TraesCS6B03G0788900, Triticum_aestivum|TraesCS6D03G0577000	Aegilops_speltoides|GWHGBFXR028444.1
OG0012289	Triticum_aestivum|TraesCS6B03G0925000	Aegilops_speltoides|GWHGBFXR028873.1
OG0012290	Triticum_aestivum|TraesCS6B03G0565900	Aegilops_speltoides|GWHGBFXR027717.1
OG0012291	Triticum_aestivum|TraesCS6A03G0800900, Triticum_aestivum|TraesCS6D03G0677000, Triticum_aestivum|TraesCS6B03G0945900	Aegilops_speltoides|GWHGBFXR028952.1
OG0012292	Triticum_aestivum|TraesCS6B03G0403000	Aegilops_speltoides|GWHGBFXR027168.1
OG0012292	Triticum_aestivum|TraesCS6A03G0311500	Aegilops_speltoides|GWHGBFXR027173.1
OG0012293	Triticum_aestivum|TraesCS6B03G0621200	Aegilops_speltoides|GWHGBFXR027785.1
OG0012294	Triticum_aestivum|TraesCS6D03G0634700, Triticum_aestivum|TraesCS6A03G0750700, Triticum_aestivum|TraesCS6B03G0889600	Aegilops_speltoides|GWHGBFXR028731.1
OG0012295	Triticum_aestivum|TraesCS6A03G0951100, Triticum_aestivum|TraesCS6D03G0829000, Triticum_aestivum|TraesCS6B03G1161600	Aegilops_speltoides|GWHGBFXR029663.1
OG0012296	Triticum_aestivum|TraesCS6B03G0795200, Triticum_aestivum|TraesCS6A03G0682200, Triticum_aestivum|TraesCS6D03G0570900	Aegilops_speltoides|GWHGBFXR028419.1
OG0012297	Triticum_aestivum|TraesCS6A03G0714100	Aegilops_speltoides|GWHGBFXR028571.1
OG0012298	Triticum_aestivum|TraesCS6A03G0712400, Triticum_aestivum|TraesCS6B03G0847300, Triticum_aestivum|TraesCS6D03G0598000	Aegilops_speltoides|GWHGBFXR028562.1
OG0012299	Triticum_aestivum|TraesCS6B03G0374900, Triticum_aestivum|TraesCS6A03G0287200, Triticum_aestivum|TraesCS6D03G0243300	Aegilops_speltoides|GWHGBFXR027084.1
OG0012300	Triticum_aestivum|TraesCS6B03G0446800, Triticum_aestivum|TraesCS6A03G0350400, Triticum_aestivum|TraesCS6D03G0304200	Aegilops_speltoides|GWHGBFXR027364.1
OG0012301	Triticum_aestivum|TraesCS6A03G0674900, Triticum_aestivum|TraesCS6D03G0565600, Triticum_aestivum|TraesCS6B03G0801200	Aegilops_speltoides|GWHGBFXR028389.1
OG0012302	Triticum_aestivum|TraesCS6B03G0254400	Aegilops_speltoides|GWHGBFXR026636.1
OG0012303	Triticum_aestivum|TraesCS6B03G0841200	Aegilops_speltoides|GWHGBFXR028545.1
OG0012304	Triticum_aestivum|TraesCS6A03G0970400, Triticum_aestivum|TraesCS6D03G0851600	Aegilops_speltoides|GWHGBFXR029781.1
OG0012305	Triticum_aestivum|TraesCS6B03G1129200, Triticum_aestivum|TraesCS6A03G0930900, Triticum_aestivum|TraesCS6D03G0805400	Aegilops_speltoides|GWHGBFXR029551.1
OG0012306	Triticum_aestivum|TraesCS6B03G0584200, Triticum_aestivum|TraesCS6D03G0412400	Aegilops_speltoides|GWHGBFXR027749.1
OG0012307	Triticum_aestivum|TraesCS6B03G0413500, Triticum_aestivum|TraesCS6A03G0319900, Triticum_aestivum|TraesCS6D03G0275000	Aegilops_speltoides|GWHGBFXR027207.1
OG0012308	Triticum_aestivum|TraesCS6B03G0992500, Triticum_aestivum|TraesCS6A03G0831500, Triticum_aestivum|TraesCS6D03G0705200	Aegilops_speltoides|GWHGBFXR029107.1
OG0012309	Triticum_aestivum|TraesCS6A03G0313400, Triticum_aestivum|TraesCS6B03G0405200	Aegilops_speltoides|GWHGBFXR027182.1
OG0012310	Triticum_aestivum|TraesCS6D03G0337700, Triticum_aestivum|TraesCS6A03G0390700, Triticum_aestivum|TraesCS6B03G0490000	Aegilops_speltoides|GWHGBFXR027516.1
OG0012311	Triticum_aestivum|TraesCS6D03G0356600, Triticum_aestivum|TraesCS6B03G0509800	Aegilops_speltoides|GWHGBFXR027587.1
OG0012312	Triticum_aestivum|TraesCS6B03G0270300, Triticum_aestivum|TraesCS6A03G0202300	Aegilops_speltoides|GWHGBFXR026714.1
OG0012313	Triticum_aestivum|TraesCS6A03G0375900, Triticum_aestivum|TraesCS6D03G0322800, Triticum_aestivum|TraesCS6B03G0464400	Aegilops_speltoides|GWHGBFXR027445.1
OG0012314	Triticum_aestivum|TraesCS5B03G1230200, Triticum_aestivum|TraesCS6A03G0857900, Triticum_aestivum|TraesCS6D03G0728100	Aegilops_speltoides|GWHGBFXR029209.1
OG0012315	Triticum_aestivum|TraesCS6B03G0560000	Aegilops_speltoides|GWHGBFXR027696.1
OG0012316	Triticum_aestivum|TraesCS6B03G0867000	Aegilops_speltoides|GWHGBFXR028650.1
OG0012317	Triticum_aestivum|TraesCS6D03G0569300, Triticum_aestivum|TraesCS6A03G0679400, Triticum_aestivum|TraesCS6B03G0797700	Aegilops_speltoides|GWHGBFXR028407.1
OG0012318	Triticum_aestivum|TraesCS6D03G0715400, Triticum_aestivum|TraesCS6A03G0843700, Triticum_aestivum|TraesCS6B03G1009200	Aegilops_speltoides|GWHGBFXR029157.1
OG0012319	Triticum_aestivum|TraesCS6B03G0562100	Aegilops_speltoides|GWHGBFXR027705.1
OG0012320	Triticum_aestivum|TraesCS6A03G0762000, Triticum_aestivum|TraesCS6D03G0644800, Triticum_aestivum|TraesCS6B03G0906700	Aegilops_speltoides|GWHGBFXR028787.1
OG0012321	Triticum_aestivum|TraesCS6B03G0743300	Aegilops_speltoides|GWHGBFXR028139.1
OG0012322	Triticum_aestivum|TraesCS6A03G0737100, Triticum_aestivum|TraesCS6D03G0619900, Triticum_aestivum|TraesCS6B03G0873500	Aegilops_speltoides|GWHGBFXR028674.1
OG0012323	Triticum_aestivum|TraesCS6A03G0865700, Triticum_aestivum|TraesCS6B03G1037600, Triticum_aestivum|TraesCS6D03G0734100	Aegilops_speltoides|GWHGBFXR029241.1
OG0012324	Triticum_aestivum|TraesCS6B03G0410700	Aegilops_speltoides|GWHGBFXR027200.1
OG0012325	Triticum_aestivum|TraesCS6B03G0317600, Triticum_aestivum|TraesCS6A03G0228800, Triticum_aestivum|TraesCS6D03G0186800	Aegilops_speltoides|GWHGBFXR026847.1
OG0012326	Triticum_aestivum|TraesCS6B03G1154900, Triticum_aestivum|TraesCS6D03G0821600	Aegilops_speltoides|GWHGBFXR029630.1
OG0012327	Triticum_aestivum|TraesCS6B03G0848400, Triticum_aestivum|TraesCS6D03G0598800, Triticum_aestivum|TraesCS6A03G0713400	Aegilops_speltoides|GWHGBFXR028568.1
OG0012328	Triticum_aestivum|TraesCS6D03G0338900	Aegilops_speltoides|GWHGBFXR027523.1
OG0012329	Triticum_aestivum|TraesCS6D03G0361300, Triticum_aestivum|TraesCS6A03G0426900, Triticum_aestivum|TraesCS6B03G0515200	Aegilops_speltoides|GWHGBFXR027620.1
OG0012330	Triticum_aestivum|TraesCS6D03G0918400	Aegilops_speltoides|GWHGBFXR030146.1
OG0012331	Triticum_aestivum|TraesCS6A03G0168000, Triticum_aestivum|TraesCS6B03G0234500	Aegilops_speltoides|GWHGBFXR026559.1
OG0012332	Triticum_aestivum|TraesCS6A03G0702600, Triticum_aestivum|TraesCS6B03G0834700, Triticum_aestivum|TraesCS6D03G0590800	Aegilops_speltoides|GWHGBFXR028518.1
OG0012333	Triticum_aestivum|TraesCS6D03G0202500, Triticum_aestivum|TraesCS6A03G0244600, Triticum_aestivum|TraesCS6B03G0335500	Aegilops_speltoides|GWHGBFXR026909.1
OG0012334	Triticum_aestivum|TraesCS6B03G1228000	Aegilops_speltoides|GWHGBFXR029937.1
OG0012335	Triticum_aestivum|TraesCS6B03G0419800, Triticum_aestivum|TraesCS6A03G0325300, Triticum_aestivum|TraesCS6D03G0280000	Aegilops_speltoides|GWHGBFXR027232.1
OG0012336	Triticum_aestivum|TraesCS6A03G0661900, Triticum_aestivum|TraesCS6B03G0815900, Triticum_aestivum|TraesCS6D03G0550200	Aegilops_speltoides|GWHGBFXR028324.1
OG0012337	Triticum_aestivum|TraesCS6B03G1091600, Triticum_aestivum|TraesCS6A03G0909400, Triticum_aestivum|TraesCS6D03G0780300	Aegilops_speltoides|GWHGBFXR029423.1
OG0012338	Triticum_aestivum|TraesCS6A03G0724800, Triticum_aestivum|TraesCS6B03G0858200	Aegilops_speltoides|GWHGBFXR028610.1
OG0012339	Triticum_aestivum|TraesCS6A03G0799800, Triticum_aestivum|TraesCS6D03G0675400, Triticum_aestivum|TraesCS6B03G0945100	Aegilops_speltoides|GWHGBFXR028946.1
