Orthogroup	Triticum_aestivum	Triticum_urartu
OG0008887	Triticum_aestivum|TraesCS2A03G0936000	Triticum_urartu|LOC125539207
OG0008888	Triticum_aestivum|TraesCS2A03G1064300	Triticum_urartu|LOC125539649
OG0008889	Triticum_aestivum|TraesCS2A03G0469100	Triticum_urartu|LOC125541417
OG0008890	Triticum_aestivum|TraesCS2B03G0313800	Triticum_urartu|LOC125535678, Triticum_urartu|LOC125535723
OG0008891	Triticum_aestivum|TraesCS2A03G1009300	Triticum_urartu|LOC125533900
OG0008892	Triticum_aestivum|TraesCS2D03G0079000	Triticum_urartu|LOC125535225
OG0008893	Triticum_aestivum|TraesCS2A03G0446300, Triticum_aestivum|TraesCS2B03G0568200, Triticum_aestivum|TraesCS2D03G0453700	Triticum_urartu|LOC125541381
OG0008894	Triticum_aestivum|TraesCS2A03G1043500, Triticum_aestivum|TraesCS2D03G0981300, Triticum_aestivum|TraesCS2B03G1163600	Triticum_urartu|LOC125533981
OG0008895	Triticum_aestivum|TraesCS2A03G0673900	Triticum_urartu|LOC125537867
OG0008896	Triticum_aestivum|TraesCS2A03G0985700	Triticum_urartu|LOC125539391
OG0008897	Triticum_aestivum|TraesCS2D03G0368600, Triticum_aestivum|TraesCS2B03G0471600, Triticum_aestivum|TraesCS2A03G0352100	Triticum_urartu|LOC125536306
OG0008898	Triticum_aestivum|TraesCS2A03G0365600	Triticum_urartu|LOC125536257, Triticum_urartu|LOC125536287
OG0008899	Triticum_aestivum|TraesCS2A03G0679200	Triticum_urartu|LOC125537833
OG0008900	Triticum_aestivum|TraesCS2A03G0927000	Triticum_urartu|LOC125533772
OG0008901	Triticum_aestivum|TraesCS2A03G0342500	Triticum_urartu|LOC125536238
OG0008902	Triticum_aestivum|TraesCS2D03G0676600, Triticum_aestivum|TraesCS2B03G0810100, Triticum_aestivum|TraesCS2A03G0734000	Triticum_urartu|LOC125541693
OG0008903	Triticum_aestivum|TraesCS2B03G0946200, Triticum_aestivum|TraesCS2D03G0796200, Triticum_aestivum|TraesCS2A03G0854400	Triticum_urartu|LOC125538824
OG0008904	Triticum_aestivum|TraesCS2D03G0672100, Triticum_aestivum|TraesCS2B03G0805400, Triticum_aestivum|TraesCS2A03G0729100	Triticum_urartu|LOC125537998
OG0008905	Triticum_aestivum|TraesCS2D03G0323600	Triticum_urartu|LOC125541167
OG0008906	Triticum_aestivum|TraesCS2A03G0587000	Triticum_urartu|LOC125537208
OG0008907	Triticum_aestivum|TraesCS2B03G0965400, Triticum_aestivum|TraesCS2A03G0864400	Triticum_urartu|LOC125538876
OG0008908	Triticum_aestivum|TraesCS2A03G0889600	Triticum_urartu|LOC125538978
OG0008909	Triticum_aestivum|TraesCS2A03G0796100	Triticum_urartu|LOC125538521
OG0008910	Triticum_aestivum|TraesCS2B03G0789000, Triticum_aestivum|TraesCS2A03G0709500	Triticum_urartu|LOC125537921
OG0008911	Triticum_aestivum|TraesCS2A03G0373700	Triticum_urartu|LOC125536412
OG0008912	Triticum_aestivum|TraesCS2B03G0164300, Triticum_aestivum|TraesCS2D03G0116300, Triticum_aestivum|TraesCS2A03G0119500	Triticum_urartu|LOC125535315
OG0008913	Triticum_aestivum|TraesCS2A03G0159000	Triticum_urartu|LOC125535461
OG0008914	Triticum_aestivum|TraesCS2A03G1026100	Triticum_urartu|LOC125517414
OG0008915	Triticum_aestivum|TraesCS2A03G1147400	Triticum_urartu|LOC125530638
OG0008916	Triticum_aestivum|TraesCS2A03G0889700	Triticum_urartu|LOC125538980
OG0008917	Triticum_aestivum|TraesCS2B03G0869000, Triticum_aestivum|TraesCS2A03G0782900, Triticum_aestivum|TraesCS2D03G0721400	Triticum_urartu|LOC125541754
OG0008918	Triticum_aestivum|TraesCS2A03G0269400	Triticum_urartu|LOC125535878
OG0008919	Triticum_aestivum|TraesCS2A03G0137000, Triticum_aestivum|TraesCS2D03G0136200	Triticum_urartu|LOC125535395
OG0008920	Triticum_aestivum|TraesCS2A03G0070200, Triticum_aestivum|TraesCS2D03G0066100	Triticum_urartu|LOC125527964
OG0008921	Triticum_aestivum|TraesCS2A03G0156200	Triticum_urartu|LOC125540886
OG0008922	Triticum_aestivum|TraesCS2A03G0421300, Triticum_aestivum|TraesCS2B03G0551000, Triticum_aestivum|TraesCS2D03G0448600	Triticum_urartu|LOC125536579
OG0008923	Triticum_aestivum|TraesCS2A03G0997700	Triticum_urartu|LOC125539473
OG0008924	Triticum_aestivum|TraesCS2A03G0649300	Triticum_urartu|LOC125537488
OG0008925	Triticum_aestivum|TraesCS2D03G0078800, Triticum_aestivum|TraesCS2B03G0120600	Triticum_urartu|LOC125535224
OG0008926	Triticum_aestivum|TraesCS2D03G0940500, Triticum_aestivum|TraesCS2A03G1004700	Triticum_urartu|LOC125533892
OG0008927	Triticum_aestivum|TraesCS2A03G0275000	Triticum_urartu|LOC125541090
OG0008928	Triticum_aestivum|TraesCS2B03G0120300, Triticum_aestivum|TraesCS2A03G0083800, Triticum_aestivum|TraesCS2D03G0078600	Triticum_urartu|LOC125534779
OG0008930	Triticum_aestivum|TraesCS2A03G0013900, Triticum_aestivum|TraesCS2D03G0013000	Triticum_urartu|LOC125534966
OG0008931	Triticum_aestivum|TraesCS2D03G0154100, Triticum_aestivum|TraesCS2B03G0221400, Triticum_aestivum|TraesCS2A03G0158100	Triticum_urartu|LOC125535456
OG0008932	Triticum_aestivum|TraesCS2A03G0395000	Triticum_urartu|LOC125536470
OG0008933	Triticum_aestivum|TraesCS2B03G0313000, Triticum_aestivum|TraesCS2D03G0232700, Triticum_aestivum|TraesCS2A03G0225600	Triticum_urartu|LOC125535675
OG0008934	Triticum_aestivum|TraesCS2B03G0447400, Triticum_aestivum|TraesCS2A03G0327500	Triticum_urartu|LOC125536157
OG0008935	Triticum_aestivum|TraesCS2A03G1188500	Triticum_urartu|LOC125540029
OG0008936	Triticum_aestivum|TraesCS2A03G0769900, Triticum_aestivum|TraesCS2B03G0847700, Triticum_aestivum|TraesCS2D03G0708500	Triticum_urartu|LOC125530995
OG0008937	Triticum_aestivum|TraesCS2A03G0521900	Triticum_urartu|LOC125536883
OG0008938	Triticum_aestivum|TraesCS2B03G1065400, Triticum_aestivum|TraesCS2D03G0903800, Triticum_aestivum|TraesCS2A03G0961600	Triticum_urartu|LOC125539288
OG0008939	Triticum_aestivum|TraesCS2A03G0993400	Triticum_urartu|LOC125533873
OG0008940	Triticum_aestivum|TraesCS2A03G0467400	Triticum_urartu|LOC125536808
OG0008941	Triticum_aestivum|TraesCS2B03G1380700, Triticum_aestivum|TraesCS2D03G1165600, Triticum_aestivum|TraesCS2A03G1209900	Triticum_urartu|LOC125540119
OG0008942	Triticum_aestivum|TraesCS2A03G0863600	Triticum_urartu|LOC125538865
OG0008943	Triticum_aestivum|TraesCS2D03G0332400, Triticum_aestivum|TraesCS2A03G0316700	Triticum_urartu|LOC125529796
OG0008944	Triticum_aestivum|TraesCS2A03G0277600	Triticum_urartu|LOC125535921
OG0008944	Triticum_aestivum|TraesCS2D03G0291500	Triticum_urartu|LOC125535921
OG0008945	Triticum_aestivum|TraesCS2A03G0138100, Triticum_aestivum|TraesCS2B03G0193100, Triticum_aestivum|TraesCS2D03G0136900	Triticum_urartu|LOC125535408
OG0008946	Triticum_aestivum|TraesCS2A03G0812200	Triticum_urartu|LOC125538622
OG0008947	Triticum_aestivum|TraesCS2A03G0674900	Triticum_urartu|LOC125537871
OG0008949	Triticum_aestivum|TraesCS2D03G1267100, Triticum_aestivum|TraesCS2A03G1305300	Triticum_urartu|LOC125534589
OG0008950	Triticum_aestivum|TraesCS2A03G1263500	Triticum_urartu|LOC125540251
OG0008951	Triticum_aestivum|TraesCS2B03G0836800, Triticum_aestivum|TraesCS2A03G0759200	Triticum_urartu|LOC125541729
OG0008952	Triticum_aestivum|TraesCS2A03G0941800	Triticum_urartu|LOC125539230
OG0008953	Triticum_aestivum|TraesCS2D03G0766600, Triticum_aestivum|TraesCS2B03G0912000, Triticum_aestivum|TraesCS2A03G0824400	Triticum_urartu|LOC125531193
OG0008954	Triticum_aestivum|TraesCS2A03G0783000	Triticum_urartu|LOC125538429
OG0008955	Triticum_aestivum|TraesCS2A03G1175400	Triticum_urartu|LOC125530217
OG0008956	Triticum_aestivum|TraesCS2B03G0920700, Triticum_aestivum|TraesCS2A03G0831700, Triticum_aestivum|TraesCS2D03G0773600	Triticum_urartu|LOC125538738
OG0008957	Triticum_aestivum|TraesCS2B03G0326100, Triticum_aestivum|TraesCS2A03G0236300	Triticum_urartu|LOC125535734
OG0008958	Triticum_aestivum|TraesCS2D03G0870500, Triticum_aestivum|TraesCS2B03G1023400, Triticum_aestivum|TraesCS2A03G0932200	Triticum_urartu|LOC125530898
OG0008960	Triticum_aestivum|TraesCS2A03G1029200	Triticum_urartu|LOC125539559
OG0008961	Triticum_aestivum|TraesCS2A03G0165400, Triticum_aestivum|TraesCS2D03G0163400	Triticum_urartu|LOC125530092
OG0008962	Triticum_aestivum|TraesCS2A03G0770400, Triticum_aestivum|TraesCS2D03G0709600, Triticum_aestivum|TraesCS2B03G0849100	Triticum_urartu|LOC125538381
OG0008963	Triticum_aestivum|TraesCS2D03G0875000, Triticum_aestivum|TraesCS2A03G0935300, Triticum_aestivum|TraesCS2B03G1029600	Triticum_urartu|LOC125539201
OG0008964	Triticum_aestivum|TraesCS2D03G0587100, Triticum_aestivum|TraesCS2B03G0695900, Triticum_aestivum|TraesCS2A03G0612500	Triticum_urartu|LOC125537402
OG0008965	Triticum_aestivum|TraesCS2B03G1050500, Triticum_aestivum|TraesCS2A03G0950700	Triticum_urartu|LOC125529381
OG0008966	Triticum_aestivum|TraesCS2B03G0598700	Triticum_urartu|LOC125537346
OG0008966	Triticum_aestivum|TraesCS2D03G0483500	Triticum_urartu|LOC125537346
OG0008967	Triticum_aestivum|TraesCS2A03G0925600	Triticum_urartu|LOC125533769
OG0008968	Triticum_aestivum|TraesCS2D03G0011700, Triticum_aestivum|TraesCS2B03G0019200, Triticum_aestivum|TraesCS2A03G0013700	Triticum_urartu|LOC125534671
OG0008969	Triticum_aestivum|TraesCS2D03G0849600	Triticum_urartu|LOC125539085
OG0008970	Triticum_aestivum|TraesCS2A03G0299300	Triticum_urartu|LOC125536032
OG0008971	Triticum_aestivum|TraesCS2D03G0477600, Triticum_aestivum|TraesCS2A03G0470600	Triticum_urartu|LOC125536815
OG0008972	Triticum_aestivum|TraesCS2B03G1482400, Triticum_aestivum|TraesCS2D03G1254300	Triticum_urartu|LOC125527822
OG0008973	Triticum_aestivum|TraesCS2A03G0775800	Triticum_urartu|LOC125538486
OG0008974	Triticum_aestivum|TraesCS2A03G0614300	Triticum_urartu|LOC125541566
OG0008975	Triticum_aestivum|TraesCS2A03G0841200	Triticum_urartu|LOC125538771
OG0008976	Triticum_aestivum|TraesCS2A03G0313000	Triticum_urartu|LOC125536098
OG0008977	Triticum_aestivum|TraesCS2B03G0979300, Triticum_aestivum|TraesCS2D03G0830900, Triticum_aestivum|TraesCS2A03G0888900	Triticum_urartu|LOC125533712
OG0008978	Triticum_aestivum|TraesCS2D03G0836800, Triticum_aestivum|TraesCS2A03G0896300	Triticum_urartu|LOC125533723
OG0008979	Triticum_aestivum|TraesCS2D03G1255200	Triticum_urartu|LOC125540313
OG0008980	Triticum_aestivum|TraesCS2A03G0664600	Triticum_urartu|LOC125541616
OG0008981	Triticum_aestivum|TraesCS2A03G1161200	Triticum_urartu|LOC125539935
OG0008982	Triticum_aestivum|TraesCS2B03G0587400, Triticum_aestivum|TraesCS2D03G0473500	Triticum_urartu|LOC125541413
OG0008983	Triticum_aestivum|TraesCS2B03G0790200, Triticum_aestivum|TraesCS2A03G0710700	Triticum_urartu|LOC125541639
OG0008984	Triticum_aestivum|TraesCS2B03G1089200, Triticum_aestivum|TraesCS2A03G0982100	Triticum_urartu|LOC125533849
OG0008984	Triticum_aestivum|TraesCS2B03G1089200, Triticum_aestivum|TraesCS2A03G0982100	Triticum_urartu|LOC125533852
OG0008985	Triticum_aestivum|TraesCS2A03G0271000	Triticum_urartu|LOC125527083
OG0008985	Triticum_aestivum|TraesCS2D03G0282000, Triticum_aestivum|TraesCS2B03G0373800	Triticum_urartu|LOC125535892
OG0008986	Triticum_aestivum|TraesCS2D03G0664000, Triticum_aestivum|TraesCS2B03G0796000, Triticum_aestivum|TraesCS2A03G0718300	Triticum_urartu|LOC125537665
OG0008987	Triticum_aestivum|TraesCS2A03G0598300	Triticum_urartu|LOC125541467
OG0008988	Triticum_aestivum|TraesCS2D03G0314300, Triticum_aestivum|TraesCS2B03G0413500, Triticum_aestivum|TraesCS2A03G0295400	Triticum_urartu|LOC125536014
OG0008989	Triticum_aestivum|TraesCS2D03G0710100, Triticum_aestivum|TraesCS2B03G0852700, Triticum_aestivum|TraesCS2A03G0771300	Triticum_urartu|LOC125538471
OG0008990	Triticum_aestivum|TraesCS2B03G0905800, Triticum_aestivum|TraesCS2D03G0761000, Triticum_aestivum|TraesCS2A03G0819300	Triticum_urartu|LOC125538684
OG0008991	Triticum_aestivum|TraesCS2A03G1107000	Triticum_urartu|LOC125534137
OG0008992	Triticum_aestivum|TraesCS2D03G0666900, Triticum_aestivum|TraesCS2A03G0723700	Triticum_urartu|LOC125537953, Triticum_urartu|LOC125537956
OG0008993	Triticum_aestivum|TraesCS2A03G1020600	Triticum_urartu|LOC125539528
OG0008994	Triticum_aestivum|TraesCS2B03G1543100, Triticum_aestivum|TraesCS2A03G1341400, Triticum_aestivum|TraesCS2D03G1311800	Triticum_urartu|LOC125540336
OG0008995	Triticum_aestivum|TraesCS2D03G0380500, Triticum_aestivum|TraesCS2B03G0485200, Triticum_aestivum|TraesCS2A03G0363500	Triticum_urartu|LOC125536244
OG0008996	Triticum_aestivum|TraesCS2A03G1167400, Triticum_aestivum|TraesCS2D03G1117600	Triticum_urartu|LOC125539960
OG0008997	Triticum_aestivum|TraesCS2B03G0965200	Triticum_urartu|LOC125538939
OG0008998	Triticum_aestivum|TraesCS2D03G1021600, Triticum_aestivum|TraesCS2B03G1209800, Triticum_aestivum|TraesCS2A03G1078900	Triticum_urartu|LOC125539693
OG0008999	Triticum_aestivum|TraesCS2D03G1098500, Triticum_aestivum|TraesCS2B03G1305900, Triticum_aestivum|TraesCS2A03G1149700	Triticum_urartu|LOC125539901
OG0009000	Triticum_aestivum|TraesCS2A03G0398400	Triticum_urartu|LOC125536487
OG0009000	Triticum_aestivum|TraesCS2B03G0519200	Triticum_urartu|LOC125536487
OG0009000	Triticum_aestivum|TraesCS2D03G0409300	Triticum_urartu|LOC125536487
OG0009001	Triticum_aestivum|TraesCS2D03G0930100, Triticum_aestivum|TraesCS2B03G1102300, Triticum_aestivum|TraesCS2A03G0992800	Triticum_urartu|LOC125539419
OG0009002	Triticum_aestivum|TraesCS2A03G0437800	Triticum_urartu|LOC125536644
OG0009003	Triticum_aestivum|TraesCS2A03G1196700	Triticum_urartu|LOC125529459
OG0009004	Triticum_aestivum|TraesCS2A03G0324000, Triticum_aestivum|TraesCS2D03G0344700	Triticum_urartu|LOC125536136
OG0009005	Triticum_aestivum|TraesCS2A03G0131400	Triticum_urartu|LOC125535355
OG0009006	Triticum_aestivum|TraesCS2D03G1110300, Triticum_aestivum|TraesCS2A03G1161300	Triticum_urartu|LOC125539938
OG0009007	Triticum_aestivum|TraesCS2A03G0851000	Triticum_urartu|LOC125538808
OG0009008	Triticum_aestivum|TraesCS2A03G0249200	Triticum_urartu|LOC125535777
OG0009008	Triticum_aestivum|TraesCS2D03G0258000	Triticum_urartu|LOC125535777
OG0009009	Triticum_aestivum|TraesCS2D03G0823900, Triticum_aestivum|TraesCS2B03G0974600, Triticum_aestivum|TraesCS2A03G0885100	Triticum_urartu|LOC125538965
OG0009010	Triticum_aestivum|TraesCS2D03G1202100	Triticum_urartu|LOC125527867
OG0009011	Triticum_aestivum|TraesCS2D03G1019800, Triticum_aestivum|TraesCS2B03G1206600, Triticum_aestivum|TraesCS2A03G1077600	Triticum_urartu|LOC125539685
OG0009013	Triticum_aestivum|TraesCS2A03G0249300	Triticum_urartu|LOC125535778
OG0009014	Triticum_aestivum|TraesCS2A03G0902900	Triticum_urartu|LOC125539037, Triticum_urartu|LOC125539451
OG0009015	Triticum_aestivum|TraesCS2A03G0787500	Triticum_urartu|LOC125527698
OG0009016	Triticum_aestivum|TraesCS2A03G0468300	Triticum_urartu|LOC125536812
OG0009017	Triticum_aestivum|TraesCS2A03G0909300	Triticum_urartu|LOC125533738
OG0009017	Triticum_aestivum|TraesCS2A03G0909300	Triticum_urartu|LOC125539077
OG0009018	Triticum_aestivum|TraesCS2B03G0967200, Triticum_aestivum|TraesCS2A03G0873000	Triticum_urartu|LOC125538890
OG0009019	Triticum_aestivum|TraesCS2A03G0705500	Triticum_urartu|LOC125537786
OG0009020	Triticum_aestivum|TraesCS2D03G0748700, Triticum_aestivum|TraesCS2B03G0894000, Triticum_aestivum|TraesCS2A03G0808900	Triticum_urartu|LOC125538598
OG0009021	Triticum_aestivum|TraesCS2A03G0017700	Triticum_urartu|LOC125535003
OG0009022	Triticum_aestivum|TraesCS2A03G0788700	Triticum_urartu|LOC125528044
OG0009023	Triticum_aestivum|TraesCS2D03G0339300, Triticum_aestivum|TraesCS2B03G0438500	Triticum_urartu|LOC125536091, Triticum_urartu|LOC125536126
OG0009024	Triticum_aestivum|TraesCS2D03G0925100, Triticum_aestivum|TraesCS2A03G0987100	Triticum_urartu|LOC125539393
OG0009025	Triticum_aestivum|TraesCS2A03G0889800	Triticum_urartu|LOC125538981
OG0009026	Triticum_aestivum|TraesCS2A03G0638700	Triticum_urartu|LOC125537512
OG0009027	Triticum_aestivum|TraesCS2A03G0874900	Triticum_urartu|LOC125538898
OG0009028	Triticum_aestivum|TraesCS2A03G1254100	Triticum_urartu|LOC125534446
OG0009029	Triticum_aestivum|TraesCS2A03G0426000	Triticum_urartu|LOC125541364
OG0009030	Triticum_aestivum|TraesCS2A03G0365800	Triticum_urartu|LOC125536254
OG0009030	Triticum_aestivum|TraesCS2A03G0365800	Triticum_urartu|LOC125536258
OG0009032	Triticum_aestivum|TraesCS2B03G1093200, Triticum_aestivum|TraesCS2D03G0923200	Triticum_urartu|LOC125539383
OG0009033	Triticum_aestivum|TraesCS2B03G0597800, Triticum_aestivum|TraesCS2D03G0481800, Triticum_aestivum|TraesCS2A03G0475600	Triticum_urartu|LOC125536850
OG0009034	Triticum_aestivum|TraesCS2A03G0933600	Triticum_urartu|LOC125539189
OG0009035	Triticum_aestivum|TraesCS2A03G0609700	Triticum_urartu|LOC125537417
OG0009036	Triticum_aestivum|TraesCS2D03G1180000, Triticum_aestivum|TraesCS2A03G1221600	Triticum_urartu|LOC125540150
OG0009037	Triticum_aestivum|TraesCS2A03G0776400, Triticum_aestivum|TraesCS2B03G0858800	Triticum_urartu|LOC125538492, Triticum_urartu|LOC125538495
OG0009038	Triticum_aestivum|TraesCS2B03G1477500, Triticum_aestivum|TraesCS2A03G1285500, Triticum_aestivum|TraesCS2D03G1249100	Triticum_urartu|LOC125540465
OG0009039	Triticum_aestivum|TraesCS2D03G1246100, Triticum_aestivum|TraesCS2A03G1283600, Triticum_aestivum|TraesCS2B03G1475000	Triticum_urartu|LOC125540461
OG0009040	Triticum_aestivum|TraesCS2A03G0300300	Triticum_urartu|LOC125536085
OG0009041	Triticum_aestivum|TraesCS2A03G0464400, Triticum_aestivum|TraesCS2D03G0471900	Triticum_urartu|LOC125536790, Triticum_urartu|LOC125536802
OG0009042	Triticum_aestivum|TraesCS2A03G1088400	Triticum_urartu|LOC125534091
OG0009042	Triticum_aestivum|TraesCS2B03G1219400	Triticum_urartu|LOC125534091
OG0009043	Triticum_aestivum|TraesCS2D03G1049300, Triticum_aestivum|TraesCS2B03G1239200, Triticum_aestivum|TraesCS2A03G1102700	Triticum_urartu|LOC125539770
OG0009044	Triticum_aestivum|TraesCS2A03G0243400	Triticum_urartu|LOC125535755
OG0009045	Triticum_aestivum|TraesCS2A03G0320500, Triticum_aestivum|TraesCS2B03G0441100, Triticum_aestivum|TraesCS2D03G0340400	Triticum_urartu|LOC125536129
OG0009046	Triticum_aestivum|TraesCS2A03G0866300	Triticum_urartu|LOC125533700
OG0009047	Triticum_aestivum|TraesCS2A03G0379000	Triticum_urartu|LOC125536383
OG0009048	Triticum_aestivum|TraesCS2D03G0879800, Triticum_aestivum|TraesCS2B03G1033400, Triticum_aestivum|TraesCS2A03G0938300	Triticum_urartu|LOC125539215
OG0009049	Triticum_aestivum|TraesCS2D03G0594600, Triticum_aestivum|TraesCS2A03G0654900	Triticum_urartu|LOC125541571
OG0009051	Triticum_aestivum|TraesCS2A03G1015500	Triticum_urartu|LOC125539505, Triticum_urartu|LOC125539514
OG0009052	Triticum_aestivum|TraesCS2B03G1268600, Triticum_aestivum|TraesCS2A03G1124100, Triticum_aestivum|TraesCS2D03G1070100	Triticum_urartu|LOC125539820
OG0009053	Triticum_aestivum|TraesCS2A03G1281400	Triticum_urartu|LOC125534490, Triticum_urartu|LOC125534493
OG0009054	Triticum_aestivum|TraesCS2A03G0068300, Triticum_aestivum|TraesCS2B03G0100400, Triticum_aestivum|TraesCS2D03G0063800	Triticum_urartu|LOC125530879
OG0009055	Triticum_aestivum|TraesCS2A03G1140700	Triticum_urartu|LOC125539885
OG0009056	Triticum_aestivum|TraesCS1A03G0128600	Triticum_urartu|LOC125545023
OG0009058	Triticum_aestivum|TraesCS2D03G0909100, Triticum_aestivum|TraesCS2A03G0968500	Triticum_urartu|LOC125529506
OG0009059	Triticum_aestivum|TraesCS2A03G0239500	Triticum_urartu|LOC125535746
OG0009060	Triticum_aestivum|TraesCS2A03G0951500	Triticum_urartu|LOC125539272
OG0009061	Triticum_aestivum|TraesCS2D03G0664600, Triticum_aestivum|TraesCS2B03G0796600, Triticum_aestivum|TraesCS2A03G0718900	Triticum_urartu|LOC125537670
OG0009062	Triticum_aestivum|TraesCS2B03G0348700, Triticum_aestivum|TraesCS2D03G0263800, Triticum_aestivum|TraesCS2A03G0252100	Triticum_urartu|LOC125535788
OG0009063	Triticum_aestivum|TraesCS2A03G1275800, Triticum_aestivum|TraesCS2D03G1230600	Triticum_urartu|LOC125540277
OG0009064	Triticum_aestivum|TraesCS2A03G0431800, Triticum_aestivum|TraesCS2D03G0441200	Triticum_urartu|LOC125536688
OG0009065	Triticum_aestivum|TraesCS2B03G0880800, Triticum_aestivum|TraesCS2A03G0795900	Triticum_urartu|LOC125541779
OG0009066	Triticum_aestivum|TraesCS2A03G0502100	Triticum_urartu|LOC125537045
OG0009067	Triticum_aestivum|TraesCS2B03G0603000, Triticum_aestivum|TraesCS2D03G0488600, Triticum_aestivum|TraesCS2A03G0487000	Triticum_urartu|LOC125537258
OG0009068	Triticum_aestivum|TraesCS2B03G0774900	Triticum_urartu|LOC125538117
OG0009069	Triticum_aestivum|TraesCS2D03G0620200, Triticum_aestivum|TraesCS2A03G0665000	Triticum_urartu|LOC125530871
OG0009070	Triticum_aestivum|TraesCS2A03G0705100	Triticum_urartu|LOC125537781
OG0009071	Triticum_aestivum|TraesCS2A03G0745100	Triticum_urartu|LOC125537132
OG0009072	Triticum_aestivum|TraesCS2A03G0273300	Triticum_urartu|LOC125535904
OG0009073	Triticum_aestivum|TraesCS2A03G0182200	Triticum_urartu|LOC125535516
OG0009074	Triticum_aestivum|TraesCS2B03G0219100, Triticum_aestivum|TraesCS2D03G0151100, Triticum_aestivum|TraesCS2A03G0157100	Triticum_urartu|LOC125535445
OG0009075	Triticum_aestivum|TraesCS2D03G0887400, Triticum_aestivum|TraesCS2B03G1044400, Triticum_aestivum|TraesCS2A03G0945900	Triticum_urartu|LOC125533805
OG0009076	Triticum_aestivum|TraesCS2B03G0465400, Triticum_aestivum|TraesCS2D03G0363400, Triticum_aestivum|TraesCS2A03G0346200	Triticum_urartu|LOC125536221
OG0009077	Triticum_aestivum|TraesCS2A03G0001600	Triticum_urartu|LOC125534926
OG0009078	Triticum_aestivum|TraesCS3B03G0001500, Triticum_aestivum|TraesCS5B03G1326100, Triticum_aestivum|TraesCS5D03G1185700, Triticum_aestivum|TraesCS2B03G0075800, Triticum_aestivum|TraesCS2D03G0051400, Triticum_aestivum|TraesCS2B03G0079000	Triticum_urartu|LOC125535072
OG0009079	Triticum_aestivum|TraesCS2D03G0197700	Triticum_urartu|LOC125529295
OG0009080	Triticum_aestivum|TraesCS2B03G0698600	Triticum_urartu|LOC125537432
OG0009081	Triticum_aestivum|TraesCS2B03G0369300, Triticum_aestivum|TraesCS2D03G0277500, Triticum_aestivum|TraesCS2A03G0267700	Triticum_urartu|LOC125535884
OG0009082	Triticum_aestivum|TraesCS2A03G1034500	Triticum_urartu|LOC125533961
OG0009082	Triticum_aestivum|TraesCS2D03G0978300	Triticum_urartu|LOC125533961
OG0009083	Triticum_aestivum|TraesCS2D03G0190300, Triticum_aestivum|TraesCS2B03G0253600, Triticum_aestivum|TraesCS2A03G0187800	Triticum_urartu|LOC125535522
OG0009084	Triticum_aestivum|TraesCS2D03G1023500, Triticum_aestivum|TraesCS2A03G1080700	Triticum_urartu|LOC125539703
OG0009085	Triticum_aestivum|TraesCS2A03G0010000	Triticum_urartu|LOC125530406
OG0009086	Triticum_aestivum|TraesCS2A03G0236200, Triticum_aestivum|TraesCS2D03G0241800, Triticum_aestivum|TraesCS2B03G0326000	Triticum_urartu|LOC125541015
OG0009087	Triticum_aestivum|TraesCS2A03G1198100	Triticum_urartu|LOC125537639
OG0009088	Triticum_aestivum|TraesCS2A03G0776900	Triticum_urartu|LOC125541771
OG0009089	Triticum_aestivum|TraesCS2A03G0917400	Triticum_urartu|LOC125539106, Triticum_urartu|LOC125539122
OG0009090	Triticum_aestivum|TraesCS2D03G0688500, Triticum_aestivum|TraesCS2B03G0822900, Triticum_aestivum|TraesCS2A03G0746700	Triticum_urartu|LOC125538207
OG0009091	Triticum_aestivum|TraesCS2A03G0730800	Triticum_urartu|LOC125541687
OG0009091	Triticum_aestivum|TraesCS2D03G0673900	Triticum_urartu|LOC125541687
OG0009092	Triticum_aestivum|TraesCS2A03G0960200	Triticum_urartu|LOC125537589
OG0009093	Triticum_aestivum|TraesCS2D03G0879300, Triticum_aestivum|TraesCS2B03G1032100, Triticum_aestivum|TraesCS2A03G0937200	Triticum_urartu|LOC125533791, Triticum_urartu|LOC125533795
OG0009094	Triticum_aestivum|TraesCS2D03G0705900	Triticum_urartu|LOC125538354
OG0009095	Triticum_aestivum|TraesCS2A03G0002000, Triticum_aestivum|TraesCS2D03G0001900, Triticum_aestivum|TraesCS2B03G0002500	Triticum_urartu|LOC125534920
OG0009096	Triticum_aestivum|TraesCS2D03G0128200, Triticum_aestivum|TraesCS2B03G0177700, Triticum_aestivum|TraesCS2A03G0131100	Triticum_urartu|LOC125540803
OG0009097	Triticum_aestivum|TraesCS2A03G0690900	Triticum_urartu|LOC125541625
OG0009098	Triticum_aestivum|TraesCS2A03G1251600	Triticum_urartu|LOC125540221
OG0009099	Triticum_aestivum|TraesCS2A03G1245900	Triticum_urartu|LOC125527866
OG0009100	Triticum_aestivum|TraesCS2A03G0298900	Triticum_urartu|LOC125536030
OG0009100	Triticum_aestivum|TraesCS2B03G0419300	Triticum_urartu|LOC125536030
OG0009100	Triticum_aestivum|TraesCS2D03G0317200	Triticum_urartu|LOC125536030
OG0009101	Triticum_aestivum|TraesCS2A03G0940300	Triticum_urartu|LOC125539223
OG0009102	Triticum_aestivum|TraesCS2D03G0571800, Triticum_aestivum|TraesCS2A03G0590900	Triticum_urartu|LOC125537142
OG0009103	Triticum_aestivum|TraesCS2A03G0026200	Triticum_urartu|LOC125534980
