Orthogroup	Triticum_aestivum	Aegilops_tauschii
OG0007570	Triticum_aestivum|TraesCS1A03G0615800, Triticum_aestivum|TraesCS1B03G0698500, Triticum_aestivum|TraesCS1D03G0576200	Aegilops_tauschii|LOC109785405
OG0007571	Triticum_aestivum|TraesCS1A03G0264500, Triticum_aestivum|TraesCS1D03G0212200	Aegilops_tauschii|LOC109756393
OG0007572	Triticum_aestivum|TraesCS1B03G0500700, Triticum_aestivum|TraesCS1A03G0409400, Triticum_aestivum|TraesCS1D03G0377700	Aegilops_tauschii|LOC109775263
OG0007573	Triticum_aestivum|TraesCS1B03G0187500, Triticum_aestivum|TraesCS1A03G0138300, Triticum_aestivum|TraesCS1D03G0125400	Aegilops_tauschii|LOC109746705
OG0007574	Triticum_aestivum|TraesCS1A03G0102200, Triticum_aestivum|TraesCS1B03G0129400, Triticum_aestivum|TraesCS1D03G0089700	Aegilops_tauschii|LOC109741536
OG0007575	Triticum_aestivum|TraesCS1D03G0725300	Aegilops_tauschii|LOC109763928
OG0007576	Triticum_aestivum|TraesCS1D03G0350400	Aegilops_tauschii|LOC109778776
OG0007577	Triticum_aestivum|TraesCS1B03G0450400, Triticum_aestivum|TraesCS1D03G0348800	Aegilops_tauschii|LOC109733324
OG0007578	Triticum_aestivum|TraesCS1D03G0543800	Aegilops_tauschii|LOC109732136
OG0007579	Triticum_aestivum|TraesCS1A03G0860700, Triticum_aestivum|TraesCS1D03G0831900	Aegilops_tauschii|LOC109753971
OG0007580	Triticum_aestivum|TraesCS1D03G0660600	Aegilops_tauschii|LOC109744177
OG0007581	Triticum_aestivum|TraesCS1B03G0682400, Triticum_aestivum|TraesCS1D03G0559300	Aegilops_tauschii|LOC109758785
OG0007582	Triticum_aestivum|TraesCS1B03G0765300, Triticum_aestivum|TraesCS1D03G0637500	Aegilops_tauschii|LOC109752156
OG0007583	Triticum_aestivum|TraesCS1A03G0555300	Aegilops_tauschii|LOC109770171
OG0007584	Triticum_aestivum|TraesCS1D03G0786200	Aegilops_tauschii|LOC109742816
OG0007585	Triticum_aestivum|TraesCS1A03G0846300, Triticum_aestivum|TraesCS1B03G0972700, Triticum_aestivum|TraesCS1D03G0814400	Aegilops_tauschii|LOC109777275
OG0007586	Triticum_aestivum|TraesCS5D03G0920700, Triticum_aestivum|TraesCS5A03G0966500	Aegilops_tauschii|LOC109784557
OG0007586	Triticum_aestivum|TraesCS1B03G1282800, Triticum_aestivum|TraesCS1A03G0436400, Triticum_aestivum|TraesCS1B03G0529400	Aegilops_tauschii|LOC120975653
OG0007587	Triticum_aestivum|TraesCS1B03G0889300, Triticum_aestivum|TraesCS1A03G0776200, Triticum_aestivum|TraesCS1D03G0742700	Aegilops_tauschii|LOC109783730
OG0007588	Triticum_aestivum|TraesCS1A03G0452800, Triticum_aestivum|TraesCS1D03G0447100	Aegilops_tauschii|LOC109768960
OG0007589	Triticum_aestivum|TraesCS1D03G0591500	Aegilops_tauschii|LOC109780524
OG0007590	Triticum_aestivum|TraesCS1D03G0179900	Aegilops_tauschii|LOC109745540
OG0007591	Triticum_aestivum|TraesCS1B03G0386500	Aegilops_tauschii|LOC109755592
OG0007592	Triticum_aestivum|TraesCS1D03G0606600	Aegilops_tauschii|LOC109739252
OG0007593	Triticum_aestivum|TraesCS1A03G0554900, Triticum_aestivum|TraesCS1D03G0534800	Aegilops_tauschii|LOC109770174
OG0007594	Triticum_aestivum|TraesCS1D03G0204800	Aegilops_tauschii|LOC109743845
OG0007595	Triticum_aestivum|TraesCS1D03G0513400	Aegilops_tauschii|LOC109760668
OG0007596	Triticum_aestivum|TraesCS1D03G0058100, Triticum_aestivum|TraesCS1B03G0074500	Aegilops_tauschii|LOC109784112
OG0007597	Triticum_aestivum|TraesCS1A03G0450100, Triticum_aestivum|TraesCS1D03G0450100	Aegilops_tauschii|LOC109751334
OG0007598	Triticum_aestivum|TraesCS1A03G0504200, Triticum_aestivum|TraesCS1B03G0576000, Triticum_aestivum|TraesCS1D03G0484000	Aegilops_tauschii|LOC109743516
OG0007599	Triticum_aestivum|TraesCS1A03G0230500, Triticum_aestivum|TraesCS1B03G0335700, Triticum_aestivum|TraesCS1D03G0246500	Aegilops_tauschii|LOC109733779
OG0007600	Triticum_aestivum|TraesCS1B03G0941600, Triticum_aestivum|TraesCS1D03G0786600, Triticum_aestivum|TraesCS1A03G0816200	Aegilops_tauschii|LOC109779556
OG0007601	Triticum_aestivum|TraesCS1D03G0548000	Aegilops_tauschii|LOC109766711
OG0007602	Triticum_aestivum|TraesCS1A03G0221000, Triticum_aestivum|TraesCS1B03G0324000, Triticum_aestivum|TraesCS1D03G0234400	Aegilops_tauschii|LOC109749255
OG0007603	Triticum_aestivum|TraesCS1A03G0731500, Triticum_aestivum|TraesCS1B03G0835300	Aegilops_tauschii|LOC109781033
OG0007604	Triticum_aestivum|TraesCS1B03G0004400, Triticum_aestivum|TraesCS1A03G0017700, Triticum_aestivum|TraesCS1B03G0005600, Triticum_aestivum|TraesCS1B03G0000900	Aegilops_tauschii|LOC109754238
OG0007605	Triticum_aestivum|TraesCS1B03G0335100, Triticum_aestivum|TraesCS1A03G0230800, Triticum_aestivum|TraesCS1D03G0244900	Aegilops_tauschii|LOC109760446
OG0007606	Triticum_aestivum|TraesCS1A03G0695500, Triticum_aestivum|TraesCS1B03G0792800, Triticum_aestivum|TraesCS1D03G0661400	Aegilops_tauschii|LOC109744257
OG0007607	Triticum_aestivum|TraesCS1A03G0039600, Triticum_aestivum|TraesCS1D03G0032900	Aegilops_tauschii|LOC109748216
OG0007608	Triticum_aestivum|TraesCS1B03G0722600, Triticum_aestivum|TraesCS1D03G0592800	Aegilops_tauschii|LOC109774090
OG0007610	Triticum_aestivum|TraesCS1A03G1039500, Triticum_aestivum|TraesCS1D03G1003400	Aegilops_tauschii|LOC109762109
OG0007611	Triticum_aestivum|TraesCS5D03G0359700, Triticum_aestivum|TraesCS5A03G0411600	Aegilops_tauschii|LOC109760902
OG0007611	Triticum_aestivum|TraesCS1D03G0263800	Aegilops_tauschii|LOC109750755
OG0007612	Triticum_aestivum|TraesCS3D03G0092600	Aegilops_tauschii|LOC109756883
OG0007613	Triticum_aestivum|TraesCS1A03G0830500, Triticum_aestivum|TraesCS1D03G0798800	Aegilops_tauschii|LOC109744121
OG0007614	Triticum_aestivum|TraesCS1A03G0714300, Triticum_aestivum|TraesCS1D03G0677400	Aegilops_tauschii|LOC109751181
OG0007615	Triticum_aestivum|TraesCS1B03G0576800, Triticum_aestivum|TraesCS1D03G0482100	Aegilops_tauschii|LOC109780826
OG0007616	Triticum_aestivum|TraesCS1D03G0492200	Aegilops_tauschii|LOC109742035
OG0007617	Triticum_aestivum|TraesCS1D03G0646400	Aegilops_tauschii|LOC109736411
OG0007618	Triticum_aestivum|TraesCS1B03G0885100, Triticum_aestivum|TraesCS1D03G0740000	Aegilops_tauschii|LOC109748272
OG0007619	Triticum_aestivum|TraesCS1A03G0694700, Triticum_aestivum|TraesCS1D03G0661000	Aegilops_tauschii|LOC109744273
OG0007620	Triticum_aestivum|TraesCS1A03G0488800, Triticum_aestivum|TraesCS1D03G0474400, Triticum_aestivum|TraesCS1B03G0584000	Aegilops_tauschii|LOC109778027
OG0007621	Triticum_aestivum|TraesCS1D03G0672800	Aegilops_tauschii|LOC109782682
OG0007622	Triticum_aestivum|TraesCS1B03G1068600, Triticum_aestivum|TraesCS1D03G0888200	Aegilops_tauschii|LOC109774774
OG0007623	Triticum_aestivum|TraesCS1B03G0200100, Triticum_aestivum|TraesCS1B03G0200400	Aegilops_tauschii|LOC109738084
OG0007624	Triticum_aestivum|TraesCS1B03G1138700, Triticum_aestivum|TraesCS1A03G0961400, Triticum_aestivum|TraesCS1D03G0935700	Aegilops_tauschii|LOC109766634
OG0007625	Triticum_aestivum|TraesCS1D03G0360000	Aegilops_tauschii|LOC109737003
OG0007626	Triticum_aestivum|TraesCS1B03G0636100, Triticum_aestivum|TraesCS1A03G0546800, Triticum_aestivum|TraesCS1D03G0526600	Aegilops_tauschii|LOC109752551
OG0007627	Triticum_aestivum|TraesCS1D03G0582300	Aegilops_tauschii|LOC109753065
OG0007628	Triticum_aestivum|TraesCS1A03G0432300, Triticum_aestivum|TraesCS1D03G0406700	Aegilops_tauschii|LOC109741840
OG0007629	Triticum_aestivum|TraesCS1B03G0595600, Triticum_aestivum|TraesCS1D03G0420600, Triticum_aestivum|TraesCS1A03G0474300	Aegilops_tauschii|LOC109764527
OG0007630	Triticum_aestivum|TraesCS1A03G0371500, Triticum_aestivum|TraesCS1D03G0323000, Triticum_aestivum|TraesCS1B03G0419200	Aegilops_tauschii|LOC109759038
OG0007631	Triticum_aestivum|TraesCS1A03G0170400, Triticum_aestivum|TraesCS1D03G0164800	Aegilops_tauschii|LOC109747792
OG0007632	Triticum_aestivum|TraesCS1A03G0637200, Triticum_aestivum|TraesCS1B03G0724600, Triticum_aestivum|TraesCS1D03G0596000	Aegilops_tauschii|LOC109783968
OG0007633	Triticum_aestivum|TraesCS1D03G0674800	Aegilops_tauschii|LOC109751175
OG0007634	Triticum_aestivum|TraesCS1D03G0625500	Aegilops_tauschii|LOC109779321
OG0007635	Triticum_aestivum|TraesCS1D03G0925300	Aegilops_tauschii|LOC109763906
OG0007636	Triticum_aestivum|TraesCS1B03G0917200, Triticum_aestivum|TraesCS1A03G0797300, Triticum_aestivum|TraesCS1D03G0764100	Aegilops_tauschii|LOC109763454
OG0007637	Triticum_aestivum|TraesCS1A03G0865000	Aegilops_tauschii|LOC109787540
OG0007638	Triticum_aestivum|TraesCS1D03G0342700	Aegilops_tauschii|LOC109783093
OG0007639	Triticum_aestivum|TraesCS1A03G0881700, Triticum_aestivum|TraesCS1D03G0855600	Aegilops_tauschii|LOC109765739
OG0007640	Triticum_aestivum|TraesCS1B03G0909700, Triticum_aestivum|TraesCS1A03G0791800, Triticum_aestivum|TraesCS1D03G0758000	Aegilops_tauschii|LOC109759017
OG0007641	Triticum_aestivum|TraesCS1D03G1016500	Aegilops_tauschii|LOC109747282
OG0007642	Triticum_aestivum|TraesCS1D03G0647700	Aegilops_tauschii|LOC109742698
OG0007643	Triticum_aestivum|TraesCS1B03G0946500, Triticum_aestivum|TraesCS1D03G0791100	Aegilops_tauschii|LOC109767021
OG0007644	Triticum_aestivum|TraesCS1A03G0678400, Triticum_aestivum|TraesCS1B03G0770800, Triticum_aestivum|TraesCS1D03G0642600	Aegilops_tauschii|LOC109772904
OG0007645	Triticum_aestivum|TraesCS1B03G0772400, Triticum_aestivum|TraesCS1D03G0643000	Aegilops_tauschii|LOC109752781
OG0007646	Triticum_aestivum|TraesCS1D03G0728000, Triticum_aestivum|TraesCS1B03G0868300	Aegilops_tauschii|LOC109767085
OG0007647	Triticum_aestivum|TraesCS1D03G0458200	Aegilops_tauschii|LOC109765437
OG0007648	Triticum_aestivum|TraesCS1D03G0768400	Aegilops_tauschii|LOC109785949
OG0007649	Triticum_aestivum|TraesCS1D03G0211600	Aegilops_tauschii|LOC109766109
OG0007650	Triticum_aestivum|TraesCS1A03G0511800, Triticum_aestivum|TraesCS1B03G0601300, Triticum_aestivum|TraesCS1D03G0498100	Aegilops_tauschii|LOC109781070
OG0007651	Triticum_aestivum|TraesCS1B03G1193400, Triticum_aestivum|TraesCS1A03G1012500, Triticum_aestivum|TraesCS1D03G0973300	Aegilops_tauschii|LOC109764807
OG0007652	Triticum_aestivum|TraesCS1D03G0795000, Triticum_aestivum|TraesCS1B03G0950500, Triticum_aestivum|TraesCS1A03G0826100	Aegilops_tauschii|LOC109754826
OG0007653	Triticum_aestivum|TraesCS6D03G0070300, Triticum_aestivum|TraesCS1D03G0720500, Triticum_aestivum|TraesCS1A03G0751400	Aegilops_tauschii|LOC109755455
OG0007654	Triticum_aestivum|TraesCS1A03G0486900, Triticum_aestivum|TraesCS1D03G0473300	Aegilops_tauschii|LOC109778036
OG0007655	Triticum_aestivum|TraesCS1D03G0989200	Aegilops_tauschii|LOC109766237
OG0007656	Triticum_aestivum|TraesCS1B03G0644100, Triticum_aestivum|TraesCS1D03G0532400	Aegilops_tauschii|LOC109770177
OG0007657	Triticum_aestivum|TraesCS1D03G0760600, Triticum_aestivum|TraesCS1B03G0913000, Triticum_aestivum|TraesCS1A03G0794300	Aegilops_tauschii|LOC109787028
OG0007659	Triticum_aestivum|TraesCS1D03G0428700	Aegilops_tauschii|LOC109773675
OG0007660	Triticum_aestivum|TraesCS1D03G0320000	Aegilops_tauschii|LOC109768506
OG0007661	Triticum_aestivum|TraesCS1D03G0540000	Aegilops_tauschii|LOC109782810
OG0007662	Triticum_aestivum|TraesCS1D03G0646500	Aegilops_tauschii|LOC109736412
OG0007663	Triticum_aestivum|TraesCS1D03G0796500	Aegilops_tauschii|LOC109785020
OG0007664	Triticum_aestivum|TraesCS1D03G0555800	Aegilops_tauschii|LOC109734383
OG0007665	Triticum_aestivum|TraesCS1D03G0810500	Aegilops_tauschii|LOC109741072
OG0007666	Triticum_aestivum|TraesCS1D03G0625800	Aegilops_tauschii|LOC109779324
OG0007667	Triticum_aestivum|TraesCS6B03G0444900	Aegilops_tauschii|LOC109735411, Aegilops_tauschii|LOC120976620
OG0007668	Triticum_aestivum|TraesCS1D03G0516200, Triticum_aestivum|TraesCS1B03G0625200, Triticum_aestivum|TraesCS1A03G0535100	Aegilops_tauschii|LOC109765046
OG0007669	Triticum_aestivum|TraesCS1D03G0590300	Aegilops_tauschii|LOC109782123
OG0007670	Triticum_aestivum|TraesCS1D03G0843300, Triticum_aestivum|TraesCS1A03G0862600, Triticum_aestivum|TraesCS1B03G1013100	Aegilops_tauschii|LOC109782849
OG0007671	Triticum_aestivum|TraesCS1D03G0338300	Aegilops_tauschii|LOC109740760
OG0007672	Triticum_aestivum|TraesCS1A03G0536800, Triticum_aestivum|TraesCS1B03G0626800, Triticum_aestivum|TraesCS1D03G0517000	Aegilops_tauschii|LOC109734413
OG0007673	Triticum_aestivum|TraesCS1B03G0960200, Triticum_aestivum|TraesCS1D03G0805200	Aegilops_tauschii|LOC109747249
OG0007674	Triticum_aestivum|TraesCS1D03G0811000	Aegilops_tauschii|LOC109741071
OG0007675	Triticum_aestivum|TraesCS1D03G0512000	Aegilops_tauschii|LOC109772393
OG0007676	Triticum_aestivum|TraesCS1D03G0203900	Aegilops_tauschii|LOC109784933
OG0007678	Triticum_aestivum|TraesCS1D03G0328100	Aegilops_tauschii|LOC109758129
OG0007679	Triticum_aestivum|TraesCS1D03G0257300	Aegilops_tauschii|LOC109779760
OG0007680	Triticum_aestivum|TraesCS1D03G0592700	Aegilops_tauschii|LOC109774075
OG0007681	Triticum_aestivum|TraesCS1A03G0473400, Triticum_aestivum|TraesCS1B03G0597200, Triticum_aestivum|TraesCS1D03G0421800	Aegilops_tauschii|LOC109747697
OG0007682	Triticum_aestivum|TraesCS1B03G0461100, Triticum_aestivum|TraesCS1A03G0382100, Triticum_aestivum|TraesCS1D03G0357200	Aegilops_tauschii|LOC109744831
OG0007683	Triticum_aestivum|TraesCS1D03G0452800, Triticum_aestivum|TraesCS1B03G0592200, Triticum_aestivum|TraesCS1A03G0479200	Aegilops_tauschii|LOC109771658
OG0007684	Triticum_aestivum|TraesCS1D03G0554900	Aegilops_tauschii|LOC109751441
OG0007685	Triticum_aestivum|TraesCS1D03G0061600	Aegilops_tauschii|LOC109742468
OG0007686	Triticum_aestivum|TraesCS1D03G0601400	Aegilops_tauschii|LOC109778335
OG0007687	Triticum_aestivum|TraesCS1D03G0309000	Aegilops_tauschii|LOC109740084
OG0007688	Triticum_aestivum|TraesCS1D03G0783400	Aegilops_tauschii|LOC109764003
OG0007689	Triticum_aestivum|TraesCS1A03G0303700, Triticum_aestivum|TraesCS1D03G0293600	Aegilops_tauschii|LOC109732258
OG0007690	Triticum_aestivum|TraesCS1A03G1050100, Triticum_aestivum|TraesCS1D03G1013200	Aegilops_tauschii|LOC109762580
OG0007691	Triticum_aestivum|TraesCS1D03G0314100	Aegilops_tauschii|LOC109754084
OG0007692	Triticum_aestivum|TraesCS1A03G0596600, Triticum_aestivum|TraesCS1D03G0570600	Aegilops_tauschii|LOC109771501
OG0007694	Triticum_aestivum|TraesCS1D03G0502200, Triticum_aestivum|TraesCS1A03G0517100, Triticum_aestivum|TraesCS1B03G0606600	Aegilops_tauschii|LOC109750794
OG0007695	Triticum_aestivum|TraesCS1D03G0121800	Aegilops_tauschii|LOC109773954
OG0007696	Triticum_aestivum|TraesCS1A03G0557400, Triticum_aestivum|TraesCS1D03G0537400	Aegilops_tauschii|LOC109781570
OG0007697	Triticum_aestivum|TraesCS1D03G0518300	Aegilops_tauschii|LOC109765730
OG0007698	Triticum_aestivum|TraesCS1B03G0870600, Triticum_aestivum|TraesCS1A03G0761800	Aegilops_tauschii|LOC109767095
OG0007699	Triticum_aestivum|TraesCS1D03G0592300	Aegilops_tauschii|LOC109767806
OG0007700	Triticum_aestivum|TraesCS1D03G0863700	Aegilops_tauschii|LOC109786760
OG0007701	Triticum_aestivum|TraesCS1A03G0555200, Triticum_aestivum|TraesCS1B03G0647000, Triticum_aestivum|TraesCS1D03G0535000	Aegilops_tauschii|LOC109770172
OG0007702	Triticum_aestivum|TraesCS1B03G0587700, Triticum_aestivum|TraesCS1D03G0456700, Triticum_aestivum|TraesCS1A03G0484600	Aegilops_tauschii|LOC109732821
OG0007703	Triticum_aestivum|TraesCS1D03G0831000	Aegilops_tauschii|LOC109753972
OG0007704	Triticum_aestivum|TraesCS1D03G0569400	Aegilops_tauschii|LOC109733573
OG0007705	Triticum_aestivum|TraesCS1D03G0808000	Aegilops_tauschii|LOC109741063
OG0007706	Triticum_aestivum|TraesCS1B03G0561000, Triticum_aestivum|TraesCS1D03G0423900	Aegilops_tauschii|LOC109734616
OG0007707	Triticum_aestivum|TraesCS1D03G1045100	Aegilops_tauschii|LOC109754654
OG0007708	Triticum_aestivum|TraesCS1D03G0298400	Aegilops_tauschii|LOC109734315
OG0007709	Triticum_aestivum|TraesCS1D03G0980700	Aegilops_tauschii|LOC109740212
OG0007710	Triticum_aestivum|TraesCS1A03G0492000, Triticum_aestivum|TraesCS1D03G0477700	Aegilops_tauschii|LOC109732430
OG0007711	Triticum_aestivum|TraesCS1D03G0269400	Aegilops_tauschii|LOC109780902
OG0007712	Triticum_aestivum|TraesCS1D03G0197000	Aegilops_tauschii|LOC109768037
OG0007714	Triticum_aestivum|TraesCS1D03G0820900	Aegilops_tauschii|LOC109751073
OG0007715	Triticum_aestivum|TraesCS1D03G0363600	Aegilops_tauschii|LOC109750848
OG0007716	Triticum_aestivum|TraesCS1D03G0548800	Aegilops_tauschii|LOC109755148
OG0007717	Triticum_aestivum|TraesCS1D03G0965200	Aegilops_tauschii|LOC109736881
OG0007718	Triticum_aestivum|TraesCS5D03G0054400, Triticum_aestivum|TraesCS5D03G0057700	Aegilops_tauschii|LOC109746172, Aegilops_tauschii|LOC109779436
OG0007719	Triticum_aestivum|TraesCS1A03G0219300, Triticum_aestivum|TraesCS1D03G0233100	Aegilops_tauschii|LOC109753445
OG0007720	Triticum_aestivum|TraesCS1B03G1278400	Aegilops_tauschii|LOC109784060
OG0007720	Triticum_aestivum|TraesCS1D03G1042100	Aegilops_tauschii|LOC109784060
OG0007721	Triticum_aestivum|TraesCS1A03G0416900, Triticum_aestivum|TraesCS1D03G0399000	Aegilops_tauschii|LOC109742568
OG0007722	Triticum_aestivum|TraesCS1A03G0843600, Triticum_aestivum|TraesCS1D03G0812300	Aegilops_tauschii|LOC109773081
OG0007723	Triticum_aestivum|TraesCS1B03G0237400, Triticum_aestivum|TraesCS1B03G0231200, Triticum_aestivum|TraesCS1B03G0227600, Triticum_aestivum|TraesCS5D03G0057600	Aegilops_tauschii|LOC120963797
OG0007724	Triticum_aestivum|TraesCS1A03G0736800, Triticum_aestivum|TraesCS1B03G0840600	Aegilops_tauschii|LOC109752169
OG0007725	Triticum_aestivum|TraesCS1A03G0430900, Triticum_aestivum|TraesCS1D03G0406100	Aegilops_tauschii|LOC109746019
OG0007726	Triticum_aestivum|TraesCS1A03G0212200, Triticum_aestivum|TraesCS1B03G0286800, Triticum_aestivum|TraesCS1D03G0204900	Aegilops_tauschii|LOC109775477
OG0007727	Triticum_aestivum|TraesCS1D03G0380200	Aegilops_tauschii|LOC109756013
OG0007728	Triticum_aestivum|TraesCS1D03G0605900	Aegilops_tauschii|LOC109756241
OG0007729	Triticum_aestivum|TraesCS1B03G0588900, Triticum_aestivum|TraesCS1D03G0455900	Aegilops_tauschii|LOC109732818
OG0007730	Triticum_aestivum|TraesCS1D03G0327000	Aegilops_tauschii|LOC109785580
OG0007731	Triticum_aestivum|TraesCS1D03G0993500	Aegilops_tauschii|LOC109736420
OG0007732	Triticum_aestivum|TraesCS1A03G0764000	Aegilops_tauschii|LOC109767267
OG0007732	Triticum_aestivum|TraesCS1D03G0731100	Aegilops_tauschii|LOC109767267
OG0007733	Triticum_aestivum|TraesCS1A03G0215100, Triticum_aestivum|TraesCS1D03G0210000	Aegilops_tauschii|LOC109762595
OG0007734	Triticum_aestivum|TraesCS1A03G1081200, Triticum_aestivum|TraesCS1B03G1278300, Triticum_aestivum|TraesCS1D03G1042000	Aegilops_tauschii|LOC109784059
OG0007735	Triticum_aestivum|TraesCS1D03G0285600	Aegilops_tauschii|LOC109766961
OG0007736	Triticum_aestivum|TraesCS1D03G0170500	Aegilops_tauschii|LOC109736594
OG0007737	Triticum_aestivum|TraesCS1D03G0931400	Aegilops_tauschii|LOC109782565
OG0007738	Triticum_aestivum|TraesCS1D03G0612500	Aegilops_tauschii|LOC109741186
OG0007739	Triticum_aestivum|TraesCS1B03G0614800, Triticum_aestivum|TraesCS1D03G0507800	Aegilops_tauschii|LOC109784662
OG0007740	Triticum_aestivum|TraesCS1B03G0940900, Triticum_aestivum|TraesCS1A03G0815300, Triticum_aestivum|TraesCS1D03G0785500	Aegilops_tauschii|LOC109750772
OG0007741	Triticum_aestivum|TraesCS1B03G0497300, Triticum_aestivum|TraesCS1D03G0375700, Triticum_aestivum|TraesCS1A03G0406000	Aegilops_tauschii|LOC109759716
OG0007742	Triticum_aestivum|TraesCS1A03G0876900, Triticum_aestivum|TraesCS1D03G0852300, Triticum_aestivum|TraesCS1B03G1023800	Aegilops_tauschii|LOC109732744
OG0007743	Triticum_aestivum|TraesCS1D03G0950700	Aegilops_tauschii|LOC109784133
OG0007744	Triticum_aestivum|TraesCS1A03G0550700, Triticum_aestivum|TraesCS1D03G0530700	Aegilops_tauschii|LOC109766554
OG0007745	Triticum_aestivum|TraesCS1D03G0690100	Aegilops_tauschii|LOC109762348
OG0007746	Triticum_aestivum|TraesCS1A03G0103400, Triticum_aestivum|TraesCS1B03G0131000, Triticum_aestivum|TraesCS1D03G0090700	Aegilops_tauschii|LOC109741526
OG0007747	Triticum_aestivum|TraesCS1D03G0507100, Triticum_aestivum|TraesCS1B03G0613600	Aegilops_tauschii|LOC109771895
OG0007748	Triticum_aestivum|TraesCS1B03G1171300	Aegilops_tauschii|LOC109761983
OG0007748	Triticum_aestivum|TraesCS1D03G0955800	Aegilops_tauschii|LOC109761983
OG0007749	Triticum_aestivum|TraesCS1D03G0926800	Aegilops_tauschii|LOC109763897
OG0007750	Triticum_aestivum|TraesCS1D03G0250900	Aegilops_tauschii|LOC109765538
OG0007751	Triticum_aestivum|TraesCS1A03G0115600, Triticum_aestivum|TraesCS1D03G0103000	Aegilops_tauschii|LOC109744920
OG0007752	Triticum_aestivum|TraesCS1B03G0734100, Triticum_aestivum|TraesCS1A03G0648100, Triticum_aestivum|TraesCS1D03G0605700	Aegilops_tauschii|LOC109756242
OG0007753	Triticum_aestivum|TraesCS1D03G0279200	Aegilops_tauschii|LOC109771890
OG0007754	Triticum_aestivum|TraesCS1A03G0841600, Triticum_aestivum|TraesCS1B03G0967200, Triticum_aestivum|TraesCS1D03G0810100	Aegilops_tauschii|LOC109741083
OG0007755	Triticum_aestivum|TraesCS1B03G0657500, Triticum_aestivum|TraesCS1D03G0542000	Aegilops_tauschii|LOC109779973
OG0007756	Triticum_aestivum|TraesCS1D03G0458500	Aegilops_tauschii|LOC109765454
OG0007757	Triticum_aestivum|TraesCS1A03G0456700, Triticum_aestivum|TraesCS1B03G0551700, Triticum_aestivum|TraesCS1D03G0430200	Aegilops_tauschii|LOC109773681
OG0007758	Triticum_aestivum|TraesCS1B03G0340300	Aegilops_tauschii|LOC109767657
OG0007758	Triticum_aestivum|TraesCS1D03G0253100	Aegilops_tauschii|LOC109767657
OG0007759	Triticum_aestivum|TraesCS1D03G0759600	Aegilops_tauschii|LOC109783854
OG0007760	Triticum_aestivum|TraesCS1D03G0527200, Triticum_aestivum|TraesCS1A03G0547200	Aegilops_tauschii|LOC109774568
OG0007761	Triticum_aestivum|TraesCS1B03G1280900, Triticum_aestivum|TraesCS1A03G1083900, Triticum_aestivum|TraesCS1D03G1045000	Aegilops_tauschii|LOC109754665
OG0007762	Triticum_aestivum|TraesCS1A03G0093300, Triticum_aestivum|TraesCS1D03G0082800	Aegilops_tauschii|LOC109787361
OG0007763	Triticum_aestivum|TraesCS1A03G0439600, Triticum_aestivum|TraesCS1B03G0534500, Triticum_aestivum|TraesCS1D03G0413100	Aegilops_tauschii|LOC109772936
OG0007764	Triticum_aestivum|TraesCS1D03G0673700	Aegilops_tauschii|LOC109770573
OG0007765	Triticum_aestivum|TraesCS1D03G0314400	Aegilops_tauschii|LOC109741835
OG0007766	Triticum_aestivum|TraesCS4D03G0288100	Aegilops_tauschii|LOC109741927
OG0007767	Triticum_aestivum|TraesCS1D03G0569800	Aegilops_tauschii|LOC109748924
OG0007768	Triticum_aestivum|TraesCS1D03G0966700	Aegilops_tauschii|LOC109782507
OG0007769	Triticum_aestivum|TraesCS1D03G0953500	Aegilops_tauschii|LOC109732968
OG0007770	Triticum_aestivum|TraesCS1B03G0650200, Triticum_aestivum|TraesCS1D03G0536800, Triticum_aestivum|TraesCS1A03G0557100	Aegilops_tauschii|LOC109759533
OG0007771	Triticum_aestivum|TraesCS1D03G0677700	Aegilops_tauschii|LOC109743304
OG0007772	Triticum_aestivum|TraesCS1A03G0322700, Triticum_aestivum|TraesCS1D03G0299600	Aegilops_tauschii|LOC109755296
OG0007773	Triticum_aestivum|TraesCS1D03G0061500, Triticum_aestivum|TraesCS1B03G0078100	Aegilops_tauschii|LOC109742464
OG0007774	Triticum_aestivum|TraesCS1D03G0807400	Aegilops_tauschii|LOC109741061
OG0007775	Triticum_aestivum|TraesCS1D03G0420300	Aegilops_tauschii|LOC109764528
OG0007776	Triticum_aestivum|TraesCS1B03G1236400, Triticum_aestivum|TraesCS1A03G1037900, Triticum_aestivum|TraesCS1D03G1000900	Aegilops_tauschii|LOC109784877
OG0007777	Triticum_aestivum|TraesCS1A03G0601600, Triticum_aestivum|TraesCS1D03G0566600	Aegilops_tauschii|LOC109784381
OG0007778	Triticum_aestivum|TraesCS1D03G0567900, Triticum_aestivum|TraesCS1B03G0691500, Triticum_aestivum|TraesCS1A03G0599900	Aegilops_tauschii|LOC109733547
OG0007779	Triticum_aestivum|TraesCS1B03G0506100, Triticum_aestivum|TraesCS1D03G0390700	Aegilops_tauschii|LOC109733360
OG0007780	Triticum_aestivum|TraesCS1D03G0131900	Aegilops_tauschii|LOC109744419
OG0007781	Triticum_aestivum|TraesCS1A03G0565000, Triticum_aestivum|TraesCS1B03G0657900, Triticum_aestivum|TraesCS1D03G0542400	Aegilops_tauschii|LOC109779971
OG0007782	Triticum_aestivum|TraesCS1A03G0190400, Triticum_aestivum|TraesCS1B03G0257500, Triticum_aestivum|TraesCS1D03G0184600	Aegilops_tauschii|LOC109764644
