Orthogroup	Triticum_turgidum	Triticum_urartu
OG0006865	Triticum_turgidum|TRITD_6Av1G118020	Triticum_urartu|LOC125513351
OG0006866	Triticum_turgidum|TRITD_5Av1G253730	Triticum_urartu|LOC125511595
OG0006867	Triticum_turgidum|TRITD_6Av1G021400	Triticum_urartu|LOC125516075, Triticum_urartu|LOC125512159
OG0006868	Triticum_turgidum|TRITD_6Av1G165830	Triticum_urartu|LOC125514118, Triticum_urartu|LOC125514130
OG0006869	Triticum_turgidum|TRITD_6Av1G094060	Triticum_urartu|LOC125512526, Triticum_urartu|LOC125528062
OG0006870	Triticum_turgidum|TRITD_6Av1G211890	Triticum_urartu|LOC125512818
OG0006870	Triticum_turgidum|TRITD_6Bv1G207830	Triticum_urartu|LOC125555461
OG0006872	Triticum_turgidum|TRITD_6Bv1G207880, Triticum_turgidum|TRITD_6Av1G211950	Triticum_urartu|LOC125515134
OG0006872	Triticum_turgidum|TRITD_6Bv1G207880, Triticum_turgidum|TRITD_6Av1G211950	Triticum_urartu|LOC125515156
OG0006873	Triticum_turgidum|TRITD_6Bv1G068020, Triticum_turgidum|TRITD_6Av1G059250	Triticum_urartu|LOC125517272, Triticum_urartu|LOC125528775
OG0006874	Triticum_turgidum|TRITD_6Av1G005860	Triticum_urartu|LOC125516050
OG0006875	Triticum_turgidum|TRITD_6Bv1G223060, Triticum_turgidum|TRITD_6Av1G222600	Triticum_urartu|LOC125517070, Triticum_urartu|LOC125530257
OG0006876	Triticum_turgidum|TRITD_6Av1G037130	Triticum_urartu|LOC125514646
OG0006877	Triticum_turgidum|TRITD_6Av1G016110	Triticum_urartu|LOC125513431
OG0006878	Triticum_turgidum|TRITD_6Bv1G051890, Triticum_turgidum|TRITD_6Av1G039250	Triticum_urartu|LOC125513877, Triticum_urartu|LOC125526858
OG0006879	Triticum_turgidum|TRITD_6Av1G170840	Triticum_urartu|LOC125551503
OG0006880	Triticum_turgidum|TRITD_6Bv1G185030, Triticum_turgidum|TRITD_6Av1G193130	Triticum_urartu|LOC125514704
OG0006881	Triticum_turgidum|TRITD_6Av1G180630	Triticum_urartu|LOC125512471, Triticum_urartu|LOC125512472
OG0006882	Triticum_turgidum|TRITD_6Av1G189300	Triticum_urartu|LOC125514637, Triticum_urartu|LOC125514639
OG0006883	Triticum_turgidum|TRITD_7Bv1G014910	Triticum_urartu|LOC125527905
OG0006884	Triticum_turgidum|TRITD_6Av1G135300	Triticum_urartu|LOC125513206
OG0006886	Triticum_turgidum|TRITD_6Av1G187800	Triticum_urartu|LOC125514589
OG0006887	Triticum_turgidum|TRITD_6Av1G161470	Triticum_urartu|LOC125514062, Triticum_urartu|LOC125527233
OG0006888	Triticum_turgidum|TRITD_6Av1G167370	Triticum_urartu|LOC125512361, Triticum_urartu|LOC125512363
OG0006889	Triticum_turgidum|TRITD_6Av1G152650	Triticum_urartu|LOC125513848, Triticum_urartu|LOC125512168
OG0006890	Triticum_turgidum|TRITD_6Bv1G000650	Triticum_urartu|LOC125516088
OG0006891	Triticum_turgidum|TRITD_7Bv1G012910	Triticum_urartu|LOC125524609
OG0006892	Triticum_turgidum|TRITD_6Av1G010330	Triticum_urartu|LOC125529018
OG0006893	Triticum_turgidum|TRITD_6Av1G054920	Triticum_urartu|LOC125517145, Triticum_urartu|LOC125517155
OG0006894	Triticum_turgidum|TRITD_6Av1G222960	Triticum_urartu|LOC125515565, Triticum_urartu|LOC125515569
OG0006895	Triticum_turgidum|TRITD_6Bv1G170050, Triticum_turgidum|TRITD_6Av1G181260	Triticum_urartu|LOC125514465, Triticum_urartu|LOC125514490
OG0006896	Triticum_turgidum|TRITD_6Bv1G133080, Triticum_turgidum|TRITD_6Av1G146330	Triticum_urartu|LOC125513586, Triticum_urartu|LOC125513589
OG0006897	Triticum_turgidum|TRITD_6Av1G203610	Triticum_urartu|LOC125514959
OG0006898	Triticum_turgidum|TRITD_6Bv1G049740, Triticum_turgidum|TRITD_6Av1G037000	Triticum_urartu|LOC125514554
OG0006899	Triticum_turgidum|TRITD_6Av1G033700	Triticum_urartu|LOC125516710, Triticum_urartu|LOC125516673
OG0006900	Triticum_turgidum|TRITD_6Bv1G044990, Triticum_turgidum|TRITD_6Av1G031100	Triticum_urartu|LOC125513180, Triticum_urartu|LOC125530403
OG0006901	Triticum_turgidum|TRITD_6Av1G065580	Triticum_urartu|LOC125517488
OG0006902	Triticum_turgidum|TRITD_6Av1G076230	Triticum_urartu|LOC125515846, Triticum_urartu|LOC125515857
OG0006903	Triticum_turgidum|TRITD_6Av1G162760	Triticum_urartu|LOC125512382
OG0006904	Triticum_turgidum|TRITD_6Av1G085490	Triticum_urartu|LOC125515845
OG0006905	Triticum_turgidum|TRITD_6Bv1G170900, Triticum_turgidum|TRITD_6Av1G181420	Triticum_urartu|LOC125514482
OG0006906	Triticum_turgidum|TRITD_6Av1G059580	Triticum_urartu|LOC125517284
OG0006906	Triticum_turgidum|TRITD_6Av1G059580	Triticum_urartu|LOC125517291
OG0006907	Triticum_turgidum|TRITD_6Av1G218740	Triticum_urartu|LOC125515383, Triticum_urartu|LOC125515413
OG0006909	Triticum_turgidum|TRITD_6Av1G196470	Triticum_urartu|LOC125508811, Triticum_urartu|LOC125508813
OG0006911	Triticum_turgidum|TRITD_6Av1G049290	Triticum_urartu|LOC125516179, Triticum_urartu|LOC125528872
OG0006912	Triticum_turgidum|TRITD_6Av1G214270	Triticum_urartu|LOC125512896, Triticum_urartu|LOC125512905
OG0006913	Triticum_turgidum|TRITD_6Av1G199080	Triticum_urartu|LOC125514835
OG0006914	Triticum_turgidum|TRITD_6Av1G191520	Triticum_urartu|LOC125514655
OG0006914	Triticum_turgidum|TRITD_6Av1G191520	Triticum_urartu|LOC125514656
OG0006915	Triticum_turgidum|TRITD_6Bv1G045170, Triticum_turgidum|TRITD_6Av1G032100	Triticum_urartu|LOC125515485, Triticum_urartu|LOC125515454
OG0006916	Triticum_turgidum|TRITD_6Bv1G171140, Triticum_turgidum|TRITD_6Av1G181740	Triticum_urartu|LOC125514474, Triticum_urartu|LOC125527613
OG0006917	Triticum_turgidum|TRITD_6Bv1G006410, Triticum_turgidum|TRITD_6Av1G004820	Triticum_urartu|LOC125510754, Triticum_urartu|LOC125514879
OG0006918	Triticum_turgidum|TRITD_6Bv1G200190	Triticum_urartu|LOC125528434
OG0006918	Triticum_turgidum|TRITD_5Bv1G214720, Triticum_turgidum|TRITD_5Av1G010360	Triticum_urartu|LOC125555486
OG0006919	Triticum_turgidum|TRITD_6Av1G181610	Triticum_urartu|LOC125512484
OG0006919	Triticum_turgidum|TRITD_6Av1G181590	Triticum_urartu|LOC125512483
OG0006920	Triticum_turgidum|TRITD_6Av1G001940	Triticum_urartu|LOC125531298, Triticum_urartu|LOC125515811, Triticum_urartu|LOC125515788
OG0006921	Triticum_turgidum|TRITD_6Bv1G061230, Triticum_turgidum|TRITD_6Av1G048900	Triticum_urartu|LOC125516129, Triticum_urartu|LOC125516151
OG0006922	Triticum_turgidum|TRITD_6Av1G127260	Triticum_urartu|LOC125512485
OG0006923	Triticum_turgidum|TRITD_6Av1G034280	Triticum_urartu|LOC125513952, Triticum_urartu|LOC125513972
OG0006924	Triticum_turgidum|TRITD_6Bv1G159550, Triticum_turgidum|TRITD_6Av1G172060	Triticum_urartu|LOC125514290, Triticum_urartu|LOC125530516
OG0006925	Triticum_turgidum|TRITD_6Av1G191880	Triticum_urartu|LOC125514666, Triticum_urartu|LOC125514827
OG0006926	Triticum_turgidum|TRITD_6Bv1G045020, Triticum_turgidum|TRITD_6Av1G031950	Triticum_urartu|LOC125513277, Triticum_urartu|LOC125513291
OG0006927	Triticum_turgidum|TRITD_6Av1G138810	Triticum_urartu|LOC125513304
OG0006927	Triticum_turgidum|TRITD_6Bv1G130250	Triticum_urartu|LOC125528582
OG0006928	Triticum_turgidum|TRITD_6Av1G222950, Triticum_turgidum|TRITD_6Bv1G223210	Triticum_urartu|LOC125513111, Triticum_urartu|LOC125513115
OG0006929	Triticum_turgidum|TRITD_6Av1G218660	Triticum_urartu|LOC125512991, Triticum_urartu|LOC125512999, Triticum_urartu|LOC125527470
OG0006930	Triticum_turgidum|TRITD_6Av1G089660	Triticum_urartu|LOC125513230
OG0006930	Triticum_turgidum|TRITD_6Av1G089660	Triticum_urartu|LOC125513234
OG0006932	Triticum_turgidum|TRITD_6Av1G202590	Triticum_urartu|LOC125512694
OG0006932	Triticum_turgidum|TRITD_6Av1G202590	Triticum_urartu|LOC125512702
OG0006933	Triticum_turgidum|TRITD_6Av1G220080, Triticum_turgidum|TRITD_6Bv1G220590	Triticum_urartu|LOC125530908
OG0006934	Triticum_turgidum|TRITD_6Av1G010030	Triticum_urartu|LOC125516218, Triticum_urartu|LOC125516237
OG0006935	Triticum_turgidum|TRITD_6Bv1G021360, Triticum_turgidum|TRITD_6Av1G025610, Triticum_turgidum|TRITD_6Bv1G021430, Triticum_turgidum|TRITD_7Bv1G189920	Triticum_urartu|LOC125513867
OG0006937	Triticum_turgidum|TRITD_6Av1G213510	Triticum_urartu|LOC125515222
OG0006938	Triticum_turgidum|TRITD_6Bv1G227050, Triticum_turgidum|TRITD_6Av1G226360, Triticum_turgidum|TRITD_6Bv1G222920	Triticum_urartu|LOC125530748
OG0006939	Triticum_turgidum|TRITD_6Av1G034180	Triticum_urartu|LOC125514167, Triticum_urartu|LOC125514156
OG0006940	Triticum_turgidum|TRITD_6Av1G143410	Triticum_urartu|LOC125508954
OG0006940	Triticum_turgidum|TRITD_6Av1G143410	Triticum_urartu|LOC125513812
OG0006941	Triticum_turgidum|TRITD_6Av1G194330	Triticum_urartu|LOC125514724, Triticum_urartu|LOC125527991
OG0006942	Triticum_turgidum|TRITD_6Av1G152630	Triticum_urartu|LOC125513850, Triticum_urartu|LOC125532107
OG0006943	Triticum_turgidum|TRITD_6Av1G207300	Triticum_urartu|LOC125515037, Triticum_urartu|LOC125515038
OG0006944	Triticum_turgidum|TRITD_6Bv1G071750, Triticum_turgidum|TRITD_6Av1G064690	Triticum_urartu|LOC125517393, Triticum_urartu|LOC125517410
OG0006945	Triticum_turgidum|TRITD_6Bv1G151350, Triticum_turgidum|TRITD_6Av1G166290	Triticum_urartu|LOC125512344, Triticum_urartu|LOC125512347
OG0006947	Triticum_turgidum|TRITD_6Av1G209730	Triticum_urartu|LOC125516951
OG0006948	Triticum_turgidum|TRITD_6Av1G044680	Triticum_urartu|LOC125515931
OG0006949	Triticum_turgidum|TRITD_6Av1G085330	Triticum_urartu|LOC125515912
OG0006950	Triticum_turgidum|TRITD_6Av1G053650	Triticum_urartu|LOC125516284
OG0006950	Triticum_turgidum|TRITD_6Av1G053650	Triticum_urartu|LOC125516318
OG0006951	Triticum_turgidum|TRITD_6Av1G046000	Triticum_urartu|LOC125527092
OG0006953	Triticum_turgidum|TRITD_6Bv1G031230, Triticum_turgidum|TRITD_3Bv1G050890	Triticum_urartu|LOC125546703
OG0006954	Triticum_turgidum|TRITD_6Bv1G175490, Triticum_turgidum|TRITD_6Av1G186810	Triticum_urartu|LOC125514571, Triticum_urartu|LOC125514577
OG0006955	Triticum_turgidum|TRITD_3Av1G006580	Triticum_urartu|LOC125514548, Triticum_urartu|LOC125514549, Triticum_urartu|LOC125540506
OG0006956	Triticum_turgidum|TRITD_6Av1G167620	Triticum_urartu|LOC125512358
OG0006957	Triticum_turgidum|TRITD_6Av1G039370	Triticum_urartu|LOC125516595
OG0006958	Triticum_turgidum|TRITD_6Bv1G207300, Triticum_turgidum|TRITD_6Av1G210810	Triticum_urartu|LOC125515112, Triticum_urartu|LOC125515117
OG0006959	Triticum_turgidum|TRITD_6Bv1G118710, Triticum_turgidum|TRITD_6Av1G125770	Triticum_urartu|LOC125513449
OG0006960	Triticum_turgidum|TRITD_6Bv1G003710	Triticum_urartu|LOC125516347
OG0006961	Triticum_turgidum|TRITD_6Bv1G123480, Triticum_turgidum|TRITD_6Av1G130910	Triticum_urartu|LOC125512753
OG0006963	Triticum_turgidum|TRITD_6Av1G082910	Triticum_urartu|LOC125512239, Triticum_urartu|LOC125512241
OG0006964	Triticum_turgidum|TRITD_6Bv1G116700, Triticum_turgidum|TRITD_6Av1G117350	Triticum_urartu|LOC125551993, Triticum_urartu|LOC125513332
OG0006965	Triticum_turgidum|TRITD_6Av1G192840	Triticum_urartu|LOC125514706
OG0006967	Triticum_turgidum|TRITD_6Bv1G025020, Triticum_turgidum|TRITD_6Av1G017550	Triticum_urartu|LOC125517361, Triticum_urartu|LOC125512645
OG0006968	Triticum_turgidum|TRITD_6Bv1G046160, Triticum_turgidum|TRITD_6Av1G033240	Triticum_urartu|LOC125531924, Triticum_urartu|LOC125514580
OG0006969	Triticum_turgidum|TRITD_6Av1G219180, Triticum_turgidum|TRITD_6Bv1G218980	Triticum_urartu|LOC125517031
OG0006970	Triticum_turgidum|TRITD_6Av1G024690	Triticum_urartu|LOC125514815
OG0006970	Triticum_turgidum|TRITD_6Av1G024690	Triticum_urartu|LOC125514889
OG0006971	Triticum_turgidum|TRITD_3Bv1G000330	Triticum_urartu|LOC125542230
OG0006972	Triticum_turgidum|TRITD_6Av1G172910	Triticum_urartu|LOC125514305
OG0006973	Triticum_turgidum|TRITD_6Av1G155340, Triticum_turgidum|TRITD_6Bv1G141230	Triticum_urartu|LOC125513925
OG0006974	Triticum_turgidum|TRITD_6Av1G096730	Triticum_urartu|LOC125513178
OG0006974	Triticum_turgidum|TRITD_6Av1G096730	Triticum_urartu|LOC125513179
OG0006975	Triticum_turgidum|TRITD_6Av1G175020	Triticum_urartu|LOC125512425
OG0006976	Triticum_turgidum|TRITD_6Bv1G144000, Triticum_turgidum|TRITD_6Av1G157330	Triticum_urartu|LOC125513977
OG0006977	Triticum_turgidum|TRITD_6Bv1G126900, Triticum_turgidum|TRITD_7Bv1G133890, Triticum_turgidum|TRITD_6Av1G132960	Triticum_urartu|LOC125513364
OG0006979	Triticum_turgidum|TRITD_6Bv1G133310, Triticum_turgidum|TRITD_6Av1G145590	Triticum_urartu|LOC125513567, Triticum_urartu|LOC125513574
OG0006980	Triticum_turgidum|TRITD_2Bv1G257910	Triticum_urartu|LOC125512772
OG0006981	Triticum_turgidum|TRITD_6Av1G135150	Triticum_urartu|LOC125513208, Triticum_urartu|LOC125529630
OG0006982	Triticum_turgidum|TRITD_6Bv1G213960, Triticum_turgidum|TRITD_6Av1G215720	Triticum_urartu|LOC125512919, Triticum_urartu|LOC125512930
OG0006983	Triticum_turgidum|TRITD_6Bv1G061290, Triticum_turgidum|TRITD_6Av1G048920	Triticum_urartu|LOC125516131, Triticum_urartu|LOC125516155
OG0006984	Triticum_turgidum|TRITD_7Av1G148100, Triticum_turgidum|TRITD_7Bv1G101530, Triticum_turgidum|TRITD_6Bv1G218450	Triticum_urartu|LOC125519536, Triticum_urartu|LOC125519458
OG0006985	Triticum_turgidum|TRITD_6Bv1G148900, Triticum_turgidum|TRITD_6Av1G163260	Triticum_urartu|LOC125514086, Triticum_urartu|LOC125514094
OG0006986	Triticum_turgidum|TRITD_6Av1G215740	Triticum_urartu|LOC125515283, Triticum_urartu|LOC125515295
OG0006987	Triticum_turgidum|TRITD_6Av1G069580	Triticum_urartu|LOC125517595, Triticum_urartu|LOC125517609
OG0006988	Triticum_turgidum|TRITD_6Av1G002190	Triticum_urartu|LOC125515850
OG0006989	Triticum_turgidum|TRITD_6Av1G032090	Triticum_urartu|LOC125513313, Triticum_urartu|LOC125513317
OG0006990	Triticum_turgidum|TRITD_6Bv1G160270, Triticum_turgidum|TRITD_6Av1G172560	Triticum_urartu|LOC125514303
OG0006991	Triticum_turgidum|TRITD_6Bv1G212510, Triticum_turgidum|TRITD_6Av1G214080	Triticum_urartu|LOC125515230
OG0006992	Triticum_turgidum|TRITD_6Bv1G041660, Triticum_turgidum|TRITD_6Av1G028730	Triticum_urartu|LOC125551156, Triticum_urartu|LOC125515185
OG0006993	Triticum_turgidum|TRITD_6Av1G016500	Triticum_urartu|LOC125513368
OG0006994	Triticum_turgidum|TRITD_6Av1G109950, Triticum_turgidum|TRITD_6Bv1G110200	Triticum_urartu|LOC125537566, Triticum_urartu|LOC125513394
OG0006995	Triticum_turgidum|TRITD_6Av1G210170	Triticum_urartu|LOC125515092
OG0006996	Triticum_turgidum|TRITD_6Av1G022690	Triticum_urartu|LOC125513731, Triticum_urartu|LOC125513738
OG0006997	Triticum_turgidum|TRITD_6Av1G218770	Triticum_urartu|LOC125515385, Triticum_urartu|LOC125515389
OG0006998	Triticum_turgidum|TRITD_6Av1G138250	Triticum_urartu|LOC125513279
OG0006999	Triticum_turgidum|TRITD_6Av1G183880	Triticum_urartu|LOC125512502
OG0007000	Triticum_turgidum|TRITD_6Bv1G130020, Triticum_turgidum|TRITD_6Av1G138260	Triticum_urartu|LOC125513278
OG0007001	Triticum_turgidum|TRITD_6Bv1G050740	Triticum_urartu|LOC125529440
OG0007001	Triticum_turgidum|TRITD_6Av1G037770	Triticum_urartu|LOC125514401
OG0007003	Triticum_turgidum|TRITD_7Av1G271600, Triticum_turgidum|TRITD_1Av1G139350	Triticum_urartu|LOC125523849, Triticum_urartu|LOC125523817, Triticum_urartu|LOC125531358, Triticum_urartu|LOC125528760, Triticum_urartu|LOC125528759
OG0007004	Triticum_turgidum|TRITD_6Av1G063930	Triticum_urartu|LOC125517391
OG0007005	Triticum_turgidum|TRITD_6Av1G044080	Triticum_urartu|LOC125515864, Triticum_urartu|LOC125515871
OG0007006	Triticum_turgidum|TRITD_6Av1G192540	Triticum_urartu|LOC125528935
OG0007006	Triticum_turgidum|TRITD_6Bv1G183600	Triticum_urartu|LOC125514685
OG0007007	Triticum_turgidum|TRITD_6Av1G140200	Triticum_urartu|LOC125513779
OG0007008	Triticum_turgidum|TRITD_6Bv1G223270, Triticum_turgidum|TRITD_6Av1G222990	Triticum_urartu|LOC125515563, Triticum_urartu|LOC125515570
OG0007010	Triticum_turgidum|TRITD_6Av1G186700	Triticum_urartu|LOC125514559
OG0007011	Triticum_turgidum|TRITD_6Av1G022960	Triticum_urartu|LOC125515169
OG0007011	Triticum_turgidum|TRITD_6Av1G022960	Triticum_urartu|LOC125515119
OG0007011	Triticum_turgidum|TRITD_6Av1G022960	Triticum_urartu|LOC125515419
OG0007012	Triticum_turgidum|TRITD_6Av1G167590	Triticum_urartu|LOC125513318, Triticum_urartu|LOC125514171
OG0007013	Triticum_turgidum|TRITD_6Av1G145860	Triticum_urartu|LOC125513929, Triticum_urartu|LOC125527928
OG0007014	Triticum_turgidum|TRITD_6Av1G089200	Triticum_urartu|LOC125512667
OG0007015	Triticum_turgidum|TRITD_6Bv1G011310, Triticum_turgidum|TRITD_6Av1G007550	Triticum_urartu|LOC125515747
OG0007017	Triticum_turgidum|TRITD_6Av1G052660	Triticum_urartu|LOC125514439
OG0007018	Triticum_turgidum|TRITD_6Av1G036380	Triticum_urartu|LOC125515191
OG0007018	Triticum_turgidum|TRITD_6Av1G036380	Triticum_urartu|LOC125515199
OG0007019	Triticum_turgidum|TRITD_6Av1G195400	Triticum_urartu|LOC125512586
OG0007019	Triticum_turgidum|TRITD_6Bv1G188720	Triticum_urartu|LOC125512589
OG0007020	Triticum_turgidum|TRITD_6Av1G223780, Triticum_turgidum|TRITD_6Bv1G224270, Triticum_turgidum|TRITD_7Av1G219490	Triticum_urartu|LOC125522518
OG0007021	Triticum_turgidum|TRITD_6Bv1G194010, Triticum_turgidum|TRITD_6Av1G199170	Triticum_urartu|LOC125514837, Triticum_urartu|LOC125514864
OG0007022	Triticum_turgidum|TRITD_6Av1G153400	Triticum_urartu|LOC125513902
OG0007023	Triticum_turgidum|TRITD_6Av1G034310	Triticum_urartu|LOC125515617, Triticum_urartu|LOC125515639
OG0007024	Triticum_turgidum|TRITD_6Av1G193400	Triticum_urartu|LOC125512565
OG0007024	Triticum_turgidum|TRITD_6Av1G193400	Triticum_urartu|LOC125512570
OG0007025	Triticum_turgidum|TRITD_6Av1G198980	Triticum_urartu|LOC125512561, Triticum_urartu|LOC125512649
OG0007027	Triticum_turgidum|TRITD_6Av1G211930	Triticum_urartu|LOC125515131, Triticum_urartu|LOC125515153
OG0007029	Triticum_turgidum|TRITD_6Bv1G063740, Triticum_turgidum|TRITD_6Av1G051440	Triticum_urartu|LOC125516744, Triticum_urartu|LOC125528123
OG0007030	Triticum_turgidum|TRITD_6Av1G131470	Triticum_urartu|LOC125516721, Triticum_urartu|LOC125529061
OG0007031	Triticum_turgidum|TRITD_6Av1G209530	Triticum_urartu|LOC125515081
OG0007032	Triticum_turgidum|TRITD_6Bv1G131750, Triticum_turgidum|TRITD_6Av1G147550	Triticum_urartu|LOC125513609
OG0007033	Triticum_turgidum|TRITD_6Av1G166770	Triticum_urartu|LOC125514149
OG0007034	Triticum_turgidum|TRITD_6Av1G221160	Triticum_urartu|LOC125515516
OG0007035	Triticum_turgidum|TRITD_6Bv1G206220, Triticum_turgidum|TRITD_6Av1G209700	Triticum_urartu|LOC125515094, Triticum_urartu|LOC125515097
OG0007036	Triticum_turgidum|TRITD_6Av1G184410	Triticum_urartu|LOC125514529, Triticum_urartu|LOC125528131
OG0007037	Triticum_turgidum|TRITD_6Av1G213890	Triticum_urartu|LOC125515210
OG0007038	Triticum_turgidum|TRITD_6Av1G036390	Triticum_urartu|LOC125514077, Triticum_urartu|LOC125514255
OG0007039	Triticum_turgidum|TRITD_7Bv1G133800, Triticum_turgidum|TRITD_6Av1G132880	Triticum_urartu|LOC125513363, Triticum_urartu|LOC125530316
OG0007040	Triticum_turgidum|TRITD_6Av1G201690	Triticum_urartu|LOC125514900
OG0007041	Triticum_turgidum|TRITD_6Av1G142790	Triticum_urartu|LOC125513801
OG0007042	Triticum_turgidum|TRITD_6Av1G210820	Triticum_urartu|LOC125515111, Triticum_urartu|LOC125515115
OG0007043	Triticum_turgidum|TRITD_6Av1G185040	Triticum_urartu|LOC125514540
OG0007044	Triticum_turgidum|TRITD_6Av1G159250, Triticum_turgidum|TRITD_6Bv1G145200	Triticum_urartu|LOC125512266
OG0007045	Triticum_turgidum|TRITD_7Av1G190890	Triticum_urartu|LOC125530061, Triticum_urartu|LOC125523188
OG0007046	Triticum_turgidum|TRITD_7Av1G063410	Triticum_urartu|LOC125520386
OG0007047	Triticum_turgidum|TRITD_7Av1G088720	Triticum_urartu|LOC125520426, Triticum_urartu|LOC125520460
OG0007048	Triticum_turgidum|TRITD_7Av1G019150	Triticum_urartu|LOC125519700
OG0007049	Triticum_turgidum|TRITD_7Bv1G013510, Triticum_turgidum|TRITD_7Av1G039660	Triticum_urartu|LOC125510240, Triticum_urartu|LOC125520278
OG0007050	Triticum_turgidum|TRITD_7Bv1G227050, Triticum_turgidum|TRITD_7Av1G274380	Triticum_urartu|LOC125520945
OG0007051	Triticum_turgidum|TRITD_7Av1G107020	Triticum_urartu|LOC125521732
OG0007052	Triticum_turgidum|TRITD_7Av1G103500	Triticum_urartu|LOC125525434
OG0007055	Triticum_turgidum|TRITD_7Bv1G123060, Triticum_turgidum|TRITD_7Av1G165230	Triticum_urartu|LOC125521537, Triticum_urartu|LOC125521515
OG0007056	Triticum_turgidum|TRITD_7Av1G183570	Triticum_urartu|LOC125519804, Triticum_urartu|LOC125529847
OG0007057	Triticum_turgidum|TRITD_7Bv1G173320, Triticum_turgidum|TRITD_7Av1G224920	Triticum_urartu|LOC125534668, Triticum_urartu|LOC125522041
OG0007058	Triticum_turgidum|TRITD_7Av1G041250	Triticum_urartu|LOC125524791
OG0007059	Triticum_turgidum|TRITD_7Av1G038760	Triticum_urartu|LOC125519861, Triticum_urartu|LOC125519840
OG0007060	Triticum_turgidum|TRITD_7Av1G226260	Triticum_urartu|LOC125523315
OG0007063	Triticum_turgidum|TRITD_7Av1G192250	Triticum_urartu|LOC125520140, Triticum_urartu|LOC125520115
OG0007064	Triticum_turgidum|TRITD_7Av1G271210	Triticum_urartu|LOC125525821, Triticum_urartu|LOC125525881
OG0007065	Triticum_turgidum|TRITD_7Av1G200130	Triticum_urartu|LOC125524405
OG0007066	Triticum_turgidum|TRITD_7Bv1G087960, Triticum_turgidum|TRITD_7Av1G118220	Triticum_urartu|LOC125526947, Triticum_urartu|LOC125530694
OG0007067	Triticum_turgidum|TRITD_7Av1G275970	Triticum_urartu|LOC125520590
OG0007068	Triticum_turgidum|TRITD_7Av1G102740, Triticum_turgidum|TRITD_7Bv1G076540	Triticum_urartu|LOC125525756
OG0007069	Triticum_turgidum|TRITD_7Av1G014190	Triticum_urartu|LOC125520628
OG0007069	Triticum_turgidum|TRITD_4Av1G248480	Triticum_urartu|LOC125518222
OG0007070	Triticum_turgidum|TRITD_7Bv1G012780, Triticum_turgidum|TRITD_7Av1G039380	Triticum_urartu|LOC125523550, Triticum_urartu|LOC125521817
OG0007071	Triticum_turgidum|TRITD_7Av1G086890	Triticum_urartu|LOC125536602
OG0007071	Triticum_turgidum|TRITD_7Av1G086890	Triticum_urartu|LOC125522185
OG0007072	Triticum_turgidum|TRITD_7Bv1G018880, Triticum_turgidum|TRITD_7Av1G045120	Triticum_urartu|LOC125518473
OG0007073	Triticum_turgidum|TRITD_7Av1G176280	Triticum_urartu|LOC125522834
OG0007074	Triticum_turgidum|TRITD_7Av1G224940	Triticum_urartu|LOC125540530, Triticum_urartu|LOC125521323
OG0007075	Triticum_turgidum|TRITD_7Bv1G232910	Triticum_urartu|LOC125529989
OG0007076	Triticum_turgidum|TRITD_4Av1G262640, Triticum_turgidum|TRITD_7Av1G000500	Triticum_urartu|LOC125519073, Triticum_urartu|LOC125519081, Triticum_urartu|LOC125519047
OG0007077	Triticum_turgidum|TRITD_7Av1G054240	Triticum_urartu|LOC125520020, Triticum_urartu|LOC125527886
OG0007080	Triticum_turgidum|TRITD_7Bv1G163200	Triticum_urartu|LOC125518952
OG0007081	Triticum_turgidum|TRITD_7Bv1G062920, Triticum_turgidum|TRITD_7Av1G088760	Triticum_urartu|LOC125521737, Triticum_urartu|LOC125521598
OG0007082	Triticum_turgidum|TRITD_7Av1G266040	Triticum_urartu|LOC125523833, Triticum_urartu|LOC125529500
OG0007083	Triticum_turgidum|TRITD_7Av1G025880	Triticum_urartu|LOC125525935
OG0007085	Triticum_turgidum|TRITD_7Bv1G126220, Triticum_turgidum|TRITD_7Av1G169150	Triticum_urartu|LOC125520390, Triticum_urartu|LOC125520420
OG0007086	Triticum_turgidum|TRITD_7Bv1G205590, Triticum_turgidum|TRITD_7Av1G255750	Triticum_urartu|LOC125523031, Triticum_urartu|LOC125523098
OG0007087	Triticum_turgidum|TRITD_7Bv1G148030, Triticum_turgidum|TRITD_7Av1G197380	Triticum_urartu|LOC125528907, Triticum_urartu|LOC125519974
OG0007088	Triticum_turgidum|TRITD_7Av1G068690	Triticum_urartu|LOC125526431
OG0007089	Triticum_turgidum|TRITD_7Av1G139960	Triticum_urartu|LOC125521275
OG0007090	Triticum_turgidum|TRITD_7Av1G245100	Triticum_urartu|LOC125523910, Triticum_urartu|LOC125519277
OG0007091	Triticum_turgidum|TRITD_7Av1G230980	Triticum_urartu|LOC125522117
OG0007093	Triticum_turgidum|TRITD_7Av1G259240	Triticum_urartu|LOC125522449, Triticum_urartu|LOC125522487
OG0007094	Triticum_turgidum|TRITD_7Av1G161950	Triticum_urartu|LOC125520139, Triticum_urartu|LOC125526996
OG0007095	Triticum_turgidum|TRITD_7Av1G178660	Triticum_urartu|LOC125523453, Triticum_urartu|LOC125523437
OG0007096	Triticum_turgidum|TRITD_7Av1G140240	Triticum_urartu|LOC125522619
OG0007098	Triticum_turgidum|TRITD_7Av1G177380	Triticum_urartu|LOC125522054
OG0007098	Triticum_turgidum|TRITD_7Av1G177380	Triticum_urartu|LOC125530240
