Orthogroup	Triticum_turgidum	Hordeum_vulgare
OG0011471	Triticum_turgidum|TRITD_5Av1G052020, Triticum_turgidum|TRITD_5Bv1G047950	Hordeum_vulgare|LOC123395602
OG0011472	Triticum_turgidum|TRITD_5Bv1G021810, Triticum_turgidum|TRITD_5Av1G021630	Hordeum_vulgare|LOC123395455
OG0011473	Triticum_turgidum|TRITD_5Bv1G103450, Triticum_turgidum|TRITD_5Av1G125110	Hordeum_vulgare|LOC123411056
OG0011474	Triticum_turgidum|TRITD_5Av1G040520	Hordeum_vulgare|LOC123396518
OG0011475	Triticum_turgidum|TRITD_5Av1G202350, Triticum_turgidum|TRITD_5Bv1G197440	Hordeum_vulgare|LOC123452187
OG0011476	Triticum_turgidum|TRITD_5Av1G134660, Triticum_turgidum|TRITD_5Bv1G113900	Hordeum_vulgare|LOC123394924
OG0011477	Triticum_turgidum|TRITD_5Av1G024810, Triticum_turgidum|TRITD_5Bv1G025560	Hordeum_vulgare|LOC123399564
OG0011478	Triticum_turgidum|TRITD_5Av1G200800	Hordeum_vulgare|LOC123398280
OG0011479	Triticum_turgidum|TRITD_5Av1G148140, Triticum_turgidum|TRITD_5Bv1G137780	Hordeum_vulgare|LOC123398630
OG0011480	Triticum_turgidum|TRITD_5Bv1G084380, Triticum_turgidum|TRITD_5Av1G103540	Hordeum_vulgare|LOC123398070
OG0011481	Triticum_turgidum|TRITD_5Av1G140570, Triticum_turgidum|TRITD_5Bv1G120560	Hordeum_vulgare|LOC123395853
OG0011482	Triticum_turgidum|TRITD_5Bv1G245500	Hordeum_vulgare|LOC123395071
OG0011483	Triticum_turgidum|TRITD_5Av1G186050, Triticum_turgidum|TRITD_5Bv1G175890	Hordeum_vulgare|LOC123400180
OG0011484	Triticum_turgidum|TRITD_5Bv1G115090	Hordeum_vulgare|LOC123398156
OG0011485	Triticum_turgidum|TRITD_5Av1G150670, Triticum_turgidum|TRITD_5Bv1G140160	Hordeum_vulgare|LOC123398847
OG0011486	Triticum_turgidum|TRITD_5Av1G179540, Triticum_turgidum|TRITD_5Bv1G168490	Hordeum_vulgare|LOC123400017
OG0011487	Triticum_turgidum|TRITD_5Av1G016350, Triticum_turgidum|TRITD_5Bv1G015680	Hordeum_vulgare|LOC123397985
OG0011488	Triticum_turgidum|TRITD_5Bv1G091720	Hordeum_vulgare|LOC123396685
OG0011490	Triticum_turgidum|TRITD_5Av1G128730, Triticum_turgidum|TRITD_5Bv1G107330	Hordeum_vulgare|LOC123452574
OG0011491	Triticum_turgidum|TRITD_5Av1G041760, Triticum_turgidum|TRITD_5Bv1G038950	Hordeum_vulgare|LOC123397871
OG0011493	Triticum_turgidum|TRITD_5Bv1G113170	Hordeum_vulgare|LOC123396064
OG0011494	Triticum_turgidum|TRITD_5Av1G144700, Triticum_turgidum|TRITD_5Bv1G134610	Hordeum_vulgare|LOC123395589
OG0011495	Triticum_turgidum|TRITD_5Bv1G204540, Triticum_turgidum|TRITD_5Av1G208270	Hordeum_vulgare|LOC123452397
OG0011496	Triticum_turgidum|TRITD_5Av1G092070, Triticum_turgidum|TRITD_5Bv1G075670	Hordeum_vulgare|LOC123451758
OG0011497	Triticum_turgidum|TRITD_5Av1G097390, Triticum_turgidum|TRITD_5Bv1G078710	Hordeum_vulgare|LOC123452567
OG0011498	Triticum_turgidum|TRITD_5Av1G183260, Triticum_turgidum|TRITD_5Bv1G172390	Hordeum_vulgare|LOC123400105
OG0011499	Triticum_turgidum|TRITD_5Bv1G093720	Hordeum_vulgare|LOC123399979
OG0011500	Triticum_turgidum|TRITD_5Av1G220740, Triticum_turgidum|TRITD_5Bv1G218530	Hordeum_vulgare|LOC123452753
OG0011501	Triticum_turgidum|TRITD_5Av1G127570, Triticum_turgidum|TRITD_5Bv1G107040	Hordeum_vulgare|LOC123397727
OG0011502	Triticum_turgidum|TRITD_5Av1G080100	Hordeum_vulgare|LOC123452501
OG0011503	Triticum_turgidum|TRITD_4Av1G215510	Hordeum_vulgare|LOC123395064
OG0011504	Triticum_turgidum|TRITD_5Bv1G211720, Triticum_turgidum|TRITD_5Av1G215130	Hordeum_vulgare|LOC123452585
OG0011505	Triticum_turgidum|TRITD_5Av1G046060, Triticum_turgidum|TRITD_5Bv1G043190	Hordeum_vulgare|LOC123395639
OG0011506	Triticum_turgidum|TRITD_5Av1G116920	Hordeum_vulgare|LOC123397996
OG0011507	Triticum_turgidum|TRITD_5Av1G031510, Triticum_turgidum|TRITD_5Bv1G030300	Hordeum_vulgare|LOC123398247
OG0011508	Triticum_turgidum|TRITD_5Bv1G195210, Triticum_turgidum|TRITD_5Av1G200130	Hordeum_vulgare|LOC123452147
OG0011510	Triticum_turgidum|TRITD_5Bv1G170840	Hordeum_vulgare|LOC123400058
OG0011511	Triticum_turgidum|TRITD_5Bv1G044590	Hordeum_vulgare|LOC123398344
OG0011512	Triticum_turgidum|TRITD_5Av1G142900, Triticum_turgidum|TRITD_5Bv1G132810	Hordeum_vulgare|LOC123398090
OG0011513	Triticum_turgidum|TRITD_5Av1G063990, Triticum_turgidum|TRITD_5Bv1G053960	Hordeum_vulgare|LOC123395483
OG0011514	Triticum_turgidum|TRITD_5Bv1G106550, Triticum_turgidum|TRITD_5Av1G127100	Hordeum_vulgare|LOC123395358
OG0011515	Triticum_turgidum|TRITD_5Bv1G016810, Triticum_turgidum|TRITD_5Av1G017380	Hordeum_vulgare|LOC123400120
OG0011516	Triticum_turgidum|TRITD_5Av1G156620, Triticum_turgidum|TRITD_5Bv1G145580	Hordeum_vulgare|LOC123399217
OG0011517	Triticum_turgidum|TRITD_5Bv1G059650, Triticum_turgidum|TRITD_5Av1G074500	Hordeum_vulgare|LOC123398470
OG0011518	Triticum_turgidum|TRITD_5Av1G130940, Triticum_turgidum|TRITD_5Bv1G109790	Hordeum_vulgare|LOC123395657
OG0011519	Triticum_turgidum|TRITD_4Av1G220620, Triticum_turgidum|TRITD_5Bv1G239620	Hordeum_vulgare|LOC123394936
OG0011520	Triticum_turgidum|TRITD_5Bv1G030770, Triticum_turgidum|TRITD_5Av1G032220	Hordeum_vulgare|LOC123395110
OG0011521	Triticum_turgidum|TRITD_5Bv1G209110, Triticum_turgidum|TRITD_5Av1G213400	Hordeum_vulgare|LOC123452528
OG0011522	Triticum_turgidum|TRITD_5Av1G018520, Triticum_turgidum|TRITD_5Bv1G018570	Hordeum_vulgare|LOC123399494
OG0011523	Triticum_turgidum|TRITD_5Av1G101180	Hordeum_vulgare|LOC123452547
OG0011524	Triticum_turgidum|TRITD_5Av1G199330	Hordeum_vulgare|LOC123452126
OG0011525	Triticum_turgidum|TRITD_5Bv1G121310	Hordeum_vulgare|LOC123395820
OG0011526	Triticum_turgidum|TRITD_5Bv1G111550, Triticum_turgidum|TRITD_5Av1G132540	Hordeum_vulgare|LOC123450101, Hordeum_vulgare|LOC123395466
OG0011528	Triticum_turgidum|TRITD_5Av1G046770, Triticum_turgidum|TRITD_5Bv1G043640	Hordeum_vulgare|LOC123396706
OG0011529	Triticum_turgidum|TRITD_5Av1G203670, Triticum_turgidum|TRITD_5Bv1G199470	Hordeum_vulgare|LOC123452229
OG0011530	Triticum_turgidum|TRITD_5Bv1G159710, Triticum_turgidum|TRITD_5Av1G167820	Hordeum_vulgare|LOC123399775
OG0011531	Triticum_turgidum|TRITD_5Av1G165470	Hordeum_vulgare|LOC123398964
OG0011532	Triticum_turgidum|TRITD_5Av1G021980, Triticum_turgidum|TRITD_5Bv1G022380	Hordeum_vulgare|LOC123399148
OG0011533	Triticum_turgidum|TRITD_5Bv1G233550, Triticum_turgidum|TRITD_5Av1G233900	Hordeum_vulgare|LOC123399260
OG0011534	Triticum_turgidum|TRITD_5Av1G136960, Triticum_turgidum|TRITD_5Bv1G115330	Hordeum_vulgare|LOC123452811
OG0011535	Triticum_turgidum|TRITD_5Bv1G169370, Triticum_turgidum|TRITD_5Av1G179990	Hordeum_vulgare|LOC123400038
OG0011536	Triticum_turgidum|TRITD_5Av1G113970, Triticum_turgidum|TRITD_5Bv1G094790	Hordeum_vulgare|LOC123395254
OG0011537	Triticum_turgidum|TRITD_5Bv1G173000	Hordeum_vulgare|LOC123400115
OG0011538	Triticum_turgidum|TRITD_5Bv1G199930, Triticum_turgidum|TRITD_5Av1G203970	Hordeum_vulgare|LOC123452252
OG0011539	Triticum_turgidum|TRITD_5Av1G151070, Triticum_turgidum|TRITD_5Bv1G140420	Hordeum_vulgare|LOC123398886
OG0011540	Triticum_turgidum|TRITD_5Av1G161430, Triticum_turgidum|TRITD_5Bv1G153320	Hordeum_vulgare|LOC123397570
OG0011541	Triticum_turgidum|TRITD_5Av1G228990, Triticum_turgidum|TRITD_5Bv1G228230	Hordeum_vulgare|LOC123452949
OG0011542	Triticum_turgidum|TRITD_5Av1G118070, Triticum_turgidum|TRITD_5Bv1G095920	Hordeum_vulgare|LOC123400171
OG0011544	Triticum_turgidum|TRITD_5Bv1G180360, Triticum_turgidum|TRITD_5Av1G188900	Hordeum_vulgare|LOC123397773
OG0011545	Triticum_turgidum|TRITD_5Bv1G166580, Triticum_turgidum|TRITD_5Av1G177300	Hordeum_vulgare|LOC123396608
OG0011546	Triticum_turgidum|TRITD_4Av1G214090, Triticum_turgidum|TRITD_5Bv1G246190	Hordeum_vulgare|LOC123395093
OG0011548	Triticum_turgidum|TRITD_5Av1G090500, Triticum_turgidum|TRITD_5Bv1G070680	Hordeum_vulgare|LOC123396075
OG0011549	Triticum_turgidum|TRITD_4Av1G252520, Triticum_turgidum|TRITD_7Av1G010280, Triticum_turgidum|TRITD_5Bv1G095370	Hordeum_vulgare|LOC123408933
OG0011550	Triticum_turgidum|TRITD_4Av1G215900, Triticum_turgidum|TRITD_5Bv1G244480	Hordeum_vulgare|LOC123395046
OG0011551	Triticum_turgidum|TRITD_5Bv1G133710, Triticum_turgidum|TRITD_5Av1G143820	Hordeum_vulgare|LOC123395470
OG0011552	Triticum_turgidum|TRITD_5Av1G089770, Triticum_turgidum|TRITD_5Bv1G072550	Hordeum_vulgare|LOC123398299
OG0011553	Triticum_turgidum|TRITD_5Av1G115750, Triticum_turgidum|TRITD_5Bv1G097120	Hordeum_vulgare|LOC123395108
OG0011554	Triticum_turgidum|TRITD_5Av1G174160	Hordeum_vulgare|LOC123399899
OG0011555	Triticum_turgidum|TRITD_5Bv1G211590, Triticum_turgidum|TRITD_5Av1G215020	Hordeum_vulgare|LOC123452582
OG0011556	Triticum_turgidum|TRITD_5Bv1G111480	Hordeum_vulgare|LOC123396732, Hordeum_vulgare|LOC123395754
OG0011557	Triticum_turgidum|TRITD_5Av1G151250, Triticum_turgidum|TRITD_5Bv1G140530	Hordeum_vulgare|LOC123398896
OG0011558	Triticum_turgidum|TRITD_5Bv1G084160	Hordeum_vulgare|LOC123396733
OG0011559	Triticum_turgidum|TRITD_5Bv1G176000, Triticum_turgidum|TRITD_5Av1G186080	Hordeum_vulgare|LOC123400185
OG0011560	Triticum_turgidum|TRITD_5Bv1G146000, Triticum_turgidum|TRITD_5Av1G157200	Hordeum_vulgare|LOC123399243
OG0011561	Triticum_turgidum|TRITD_5Av1G152330, Triticum_turgidum|TRITD_5Bv1G141370	Hordeum_vulgare|LOC123398967
OG0011562	Triticum_turgidum|TRITD_5Av1G036270, Triticum_turgidum|TRITD_5Bv1G033810	Hordeum_vulgare|LOC123397577
OG0011563	Triticum_turgidum|TRITD_5Av1G148960, Triticum_turgidum|TRITD_5Bv1G138400	Hordeum_vulgare|LOC123398671
OG0011564	Triticum_turgidum|TRITD_5Av1G113540, Triticum_turgidum|TRITD_5Bv1G094160	Hordeum_vulgare|LOC123399898
OG0011565	Triticum_turgidum|TRITD_5Av1G209620, Triticum_turgidum|TRITD_5Bv1G206170	Hordeum_vulgare|LOC123452454
OG0011566	Triticum_turgidum|TRITD_5Av1G143070, Triticum_turgidum|TRITD_5Bv1G132910	Hordeum_vulgare|LOC123395512
OG0011567	Triticum_turgidum|TRITD_5Bv1G068050, Triticum_turgidum|TRITD_5Av1G079750	Hordeum_vulgare|LOC123452372
OG0011569	Triticum_turgidum|TRITD_5Bv1G023720, Triticum_turgidum|TRITD_5Av1G022720	Hordeum_vulgare|LOC123452006
OG0011570	Triticum_turgidum|TRITD_5Bv1G200030	Hordeum_vulgare|LOC123452255
OG0011571	Triticum_turgidum|TRITD_5Av1G203590, Triticum_turgidum|TRITD_5Bv1G199310	Hordeum_vulgare|LOC123452225
OG0011572	Triticum_turgidum|TRITD_5Av1G022320, Triticum_turgidum|TRITD_5Bv1G023470	Hordeum_vulgare|LOC123398007
OG0011573	Triticum_turgidum|TRITD_5Av1G206670, Triticum_turgidum|TRITD_5Bv1G202950	Hordeum_vulgare|LOC123452346
OG0011574	Triticum_turgidum|TRITD_5Bv1G022100, Triticum_turgidum|TRITD_5Av1G021840	Hordeum_vulgare|LOC123397772
OG0011575	Triticum_turgidum|TRITD_5Bv1G212920, Triticum_turgidum|TRITD_5Av1G216080	Hordeum_vulgare|LOC123452621
OG0011576	Triticum_turgidum|TRITD_5Av1G019500, Triticum_turgidum|TRITD_5Bv1G019850	Hordeum_vulgare|LOC123398477
OG0011577	Triticum_turgidum|TRITD_5Bv1G034410, Triticum_turgidum|TRITD_5Av1G037100	Hordeum_vulgare|LOC123397542
OG0011578	Triticum_turgidum|TRITD_5Bv1G062590, Triticum_turgidum|TRITD_5Av1G065140	Hordeum_vulgare|LOC123399512
OG0011579	Triticum_turgidum|TRITD_5Bv1G202500	Hordeum_vulgare|LOC123398420
OG0011580	Triticum_turgidum|TRITD_5Av1G174070, Triticum_turgidum|TRITD_5Bv1G163670	Hordeum_vulgare|LOC123399891
OG0011581	Triticum_turgidum|TRITD_5Av1G122820	Hordeum_vulgare|LOC123452827
OG0011582	Triticum_turgidum|TRITD_5Bv1G196050, Triticum_turgidum|TRITD_5Av1G201130	Hordeum_vulgare|LOC123452160
OG0011583	Triticum_turgidum|TRITD_5Bv1G248660, Triticum_turgidum|TRITD_4Av1G211810	Hordeum_vulgare|LOC123395155
OG0011584	Triticum_turgidum|TRITD_5Bv1G048240, Triticum_turgidum|TRITD_5Av1G052470	Hordeum_vulgare|LOC123396647
OG0011585	Triticum_turgidum|TRITD_5Bv1G153410, Triticum_turgidum|TRITD_5Av1G161870	Hordeum_vulgare|LOC123399505
OG0011586	Triticum_turgidum|TRITD_5Av1G233470, Triticum_turgidum|TRITD_5Bv1G232930	Hordeum_vulgare|LOC123453047
OG0011587	Triticum_turgidum|TRITD_5Bv1G119770	Hordeum_vulgare|LOC123396814
OG0011588	Triticum_turgidum|TRITD_5Bv1G135200	Hordeum_vulgare|LOC123398322
OG0011589	Triticum_turgidum|TRITD_5Bv1G091590	Hordeum_vulgare|LOC123395636
OG0011590	Triticum_turgidum|TRITD_5Bv1G176710, Triticum_turgidum|TRITD_5Av1G187020	Hordeum_vulgare|LOC123400207
OG0011591	Triticum_turgidum|TRITD_5Bv1G082150	Hordeum_vulgare|LOC123395840
OG0011592	Triticum_turgidum|TRITD_5Av1G012480, Triticum_turgidum|TRITD_5Bv1G010100	Hordeum_vulgare|LOC123396424
OG0011593	Triticum_turgidum|TRITD_5Bv1G162860, Triticum_turgidum|TRITD_5Av1G171830	Hordeum_vulgare|LOC123399857
OG0011594	Triticum_turgidum|TRITD_5Bv1G126820	Hordeum_vulgare|LOC123396849
OG0011595	Triticum_turgidum|TRITD_5Av1G115900, Triticum_turgidum|TRITD_5Bv1G096850	Hordeum_vulgare|LOC123399744
OG0011596	Triticum_turgidum|TRITD_5Bv1G120600, Triticum_turgidum|TRITD_5Av1G140600	Hordeum_vulgare|LOC123396561
OG0011597	Triticum_turgidum|TRITD_5Bv1G250100, Triticum_turgidum|TRITD_4Av1G209860	Hordeum_vulgare|LOC123395190
OG0011598	Triticum_turgidum|TRITD_5Av1G125120, Triticum_turgidum|TRITD_5Bv1G103480	Hordeum_vulgare|LOC123395691
OG0011599	Triticum_turgidum|TRITD_5Av1G145380, Triticum_turgidum|TRITD_5Bv1G134890	Hordeum_vulgare|LOC123398297
OG0011600	Triticum_turgidum|TRITD_5Av1G193530, Triticum_turgidum|TRITD_5Bv1G186380	Hordeum_vulgare|LOC123451944
OG0011601	Triticum_turgidum|TRITD_5Bv1G099680, Triticum_turgidum|TRITD_5Av1G120510	Hordeum_vulgare|LOC123397735
OG0011602	Triticum_turgidum|TRITD_5Bv1G047670, Triticum_turgidum|TRITD_5Av1G051820	Hordeum_vulgare|LOC123397991
OG0011603	Triticum_turgidum|TRITD_5Bv1G200950, Triticum_turgidum|TRITD_5Bv1G200960	Hordeum_vulgare|LOC123398394
OG0011604	Triticum_turgidum|TRITD_5Bv1G216810, Triticum_turgidum|TRITD_5Av1G219230	Hordeum_vulgare|LOC123452710
OG0011605	Triticum_turgidum|TRITD_5Bv1G199130, Triticum_turgidum|TRITD_5Av1G203500	Hordeum_vulgare|LOC123452221
OG0011606	Triticum_turgidum|TRITD_5Av1G204570, Triticum_turgidum|TRITD_5Bv1G200470	Hordeum_vulgare|LOC123452268
OG0011607	Triticum_turgidum|TRITD_5Bv1G026210, Triticum_turgidum|TRITD_5Av1G023710	Hordeum_vulgare|LOC123398014
OG0011608	Triticum_turgidum|TRITD_5Bv1G106690, Triticum_turgidum|TRITD_5Av1G127450	Hordeum_vulgare|LOC123451761
OG0011609	Triticum_turgidum|TRITD_5Bv1G212750, Triticum_turgidum|TRITD_5Av1G216000	Hordeum_vulgare|LOC123400183
OG0011610	Triticum_turgidum|TRITD_5Bv1G230050, Triticum_turgidum|TRITD_5Av1G230850	Hordeum_vulgare|LOC123452990
OG0011611	Triticum_turgidum|TRITD_5Bv1G027900	Hordeum_vulgare|LOC123439310
OG0011612	Triticum_turgidum|TRITD_5Bv1G123840	Hordeum_vulgare|LOC123397492
OG0011613	Triticum_turgidum|TRITD_5Bv1G143960, Triticum_turgidum|TRITD_5Av1G155090	Hordeum_vulgare|LOC123399157
OG0011614	Triticum_turgidum|TRITD_5Bv1G218390, Triticum_turgidum|TRITD_5Av1G220580	Hordeum_vulgare|LOC123452742, Hordeum_vulgare|LOC123452756
OG0011615	Triticum_turgidum|TRITD_7Bv1G000770, Triticum_turgidum|TRITD_5Bv1G252830	Hordeum_vulgare|LOC123395263
OG0011616	Triticum_turgidum|TRITD_5Bv1G039920, Triticum_turgidum|TRITD_5Av1G040920	Hordeum_vulgare|LOC123452630
OG0011617	Triticum_turgidum|TRITD_5Av1G183230, Triticum_turgidum|TRITD_5Av1G235170, Triticum_turgidum|TRITD_5Bv1G234390	Hordeum_vulgare|LOC123453099
OG0011618	Triticum_turgidum|TRITD_5Bv1G247870, Triticum_turgidum|TRITD_4Av1G212370	Hordeum_vulgare|LOC123395139
OG0011619	Triticum_turgidum|TRITD_5Av1G162070, Triticum_turgidum|TRITD_5Bv1G153860	Hordeum_vulgare|LOC123399515
OG0011620	Triticum_turgidum|TRITD_5Av1G080490, Triticum_turgidum|TRITD_5Bv1G066480	Hordeum_vulgare|LOC123399021
OG0011621	Triticum_turgidum|TRITD_5Bv1G142540, Triticum_turgidum|TRITD_5Av1G153930	Hordeum_vulgare|LOC123399057
OG0011622	Triticum_turgidum|TRITD_5Bv1G194940, Triticum_turgidum|TRITD_5Av1G200030	Hordeum_vulgare|LOC123452144
OG0011623	Triticum_turgidum|TRITD_5Av1G172550, Triticum_turgidum|TRITD_5Bv1G163410	Hordeum_vulgare|LOC123399885
OG0011624	Triticum_turgidum|TRITD_5Av1G125000, Triticum_turgidum|TRITD_5Bv1G103250	Hordeum_vulgare|LOC123398603
OG0011625	Triticum_turgidum|TRITD_5Bv1G020150	Hordeum_vulgare|LOC123397929
OG0011626	Triticum_turgidum|TRITD_5Bv1G239810, Triticum_turgidum|TRITD_4Av1G220310	Hordeum_vulgare|LOC123394945
OG0011627	Triticum_turgidum|TRITD_5Bv1G221430, Triticum_turgidum|TRITD_5Av1G222270	Hordeum_vulgare|LOC123452794
OG0011629	Triticum_turgidum|TRITD_5Bv1G185670, Triticum_turgidum|TRITD_5Av1G193280	Hordeum_vulgare|LOC123451927
OG0011630	Triticum_turgidum|TRITD_5Bv1G204300, Triticum_turgidum|TRITD_5Av1G208030	Hordeum_vulgare|LOC123452384
OG0011631	Triticum_turgidum|TRITD_5Bv1G093940	Hordeum_vulgare|LOC123399017
OG0011632	Triticum_turgidum|TRITD_5Av1G224840, Triticum_turgidum|TRITD_5Bv1G224240	Hordeum_vulgare|LOC123452860
OG0011633	Triticum_turgidum|TRITD_5Bv1G189170, Triticum_turgidum|TRITD_5Av1G195810	Hordeum_vulgare|LOC123452021
OG0011634	Triticum_turgidum|TRITD_5Bv1G137400, Triticum_turgidum|TRITD_5Av1G147780	Hordeum_vulgare|LOC123398590
OG0011635	Triticum_turgidum|TRITD_5Bv1G056690, Triticum_turgidum|TRITD_5Av1G073320	Hordeum_vulgare|LOC123397677
OG0011637	Triticum_turgidum|TRITD_5Av1G000440	Hordeum_vulgare|LOC123395802
OG0011638	Triticum_turgidum|TRITD_5Av1G210780, Triticum_turgidum|TRITD_5Bv1G207190	Hordeum_vulgare|LOC123452487
OG0011639	Triticum_turgidum|TRITD_7Bv1G185240	Hordeum_vulgare|LOC123399984, Hordeum_vulgare|LOC123399395
OG0011640	Triticum_turgidum|TRITD_5Av1G168560, Triticum_turgidum|TRITD_5Bv1G160720	Hordeum_vulgare|LOC123396116
OG0011641	Triticum_turgidum|TRITD_5Av1G033650, Triticum_turgidum|TRITD_5Bv1G031610	Hordeum_vulgare|LOC123452767
OG0011642	Triticum_turgidum|TRITD_5Bv1G163940	Hordeum_vulgare|LOC123399904
OG0011643	Triticum_turgidum|TRITD_5Av1G054110, Triticum_turgidum|TRITD_5Bv1G049100	Hordeum_vulgare|LOC123398334
OG0011644	Triticum_turgidum|TRITD_5Bv1G110940	Hordeum_vulgare|LOC123398414
OG0011645	Triticum_turgidum|TRITD_5Bv1G149660, Triticum_turgidum|TRITD_5Av1G160020	Hordeum_vulgare|LOC123399416
OG0011646	Triticum_turgidum|TRITD_5Av1G134930, Triticum_turgidum|TRITD_5Bv1G114040	Hordeum_vulgare|LOC123398058
OG0011647	Triticum_turgidum|TRITD_5Av1G086340, Triticum_turgidum|TRITD_5Bv1G055250	Hordeum_vulgare|LOC123397694
OG0011648	Triticum_turgidum|TRITD_5Bv1G189260, Triticum_turgidum|TRITD_5Av1G195890	Hordeum_vulgare|LOC123452024
OG0011649	Triticum_turgidum|TRITD_5Bv1G110840, Triticum_turgidum|TRITD_5Av1G131600	Hordeum_vulgare|LOC123398173
OG0011651	Triticum_turgidum|TRITD_5Bv1G005160, Triticum_turgidum|TRITD_5Av1G006310	Hordeum_vulgare|LOC123395977
OG0011652	Triticum_turgidum|TRITD_5Av1G036640	Hordeum_vulgare|LOC123396574
OG0011653	Triticum_turgidum|TRITD_5Av1G004740, Triticum_turgidum|TRITD_5Bv1G004010, Triticum_turgidum|TRITD_5Bv1G003920	Hordeum_vulgare|LOC123395748
OG0011654	Triticum_turgidum|TRITD_5Bv1G177100	Hordeum_vulgare|LOC123397684
OG0011655	Triticum_turgidum|TRITD_5Bv1G047930, Triticum_turgidum|TRITD_5Av1G052000	Hordeum_vulgare|LOC123395601
OG0011656	Triticum_turgidum|TRITD_5Bv1G061570, Triticum_turgidum|TRITD_5Av1G071960	Hordeum_vulgare|LOC123398983
OG0011657	Triticum_turgidum|TRITD_5Av1G053150, Triticum_turgidum|TRITD_5Bv1G048550	Hordeum_vulgare|LOC123452789
OG0011658	Triticum_turgidum|TRITD_5Bv1G175880, Triticum_turgidum|TRITD_5Av1G186030	Hordeum_vulgare|LOC123400179
OG0011659	Triticum_turgidum|TRITD_5Bv1G135190, Triticum_turgidum|TRITD_5Av1G145040	Hordeum_vulgare|LOC123398321
OG0011660	Triticum_turgidum|TRITD_5Av1G003250	Hordeum_vulgare|LOC123452759, Hordeum_vulgare|LOC123398752
OG0011661	Triticum_turgidum|TRITD_5Av1G089330, Triticum_turgidum|TRITD_5Bv1G060750	Hordeum_vulgare|LOC123395533
OG0011662	Triticum_turgidum|TRITD_5Bv1G072190, Triticum_turgidum|TRITD_5Av1G086830	Hordeum_vulgare|LOC123397937
OG0011663	Triticum_turgidum|TRITD_5Bv1G175480, Triticum_turgidum|TRITD_5Av1G185810	Hordeum_vulgare|LOC123400170
OG0011664	Triticum_turgidum|TRITD_5Av1G006420	Hordeum_vulgare|LOC123395392
OG0011665	Triticum_turgidum|TRITD_5Bv1G127650	Hordeum_vulgare|LOC123397227
OG0011666	Triticum_turgidum|TRITD_5Av1G156700, Triticum_turgidum|TRITD_5Bv1G145640	Hordeum_vulgare|LOC123399222
OG0011667	Triticum_turgidum|TRITD_5Bv1G164540, Triticum_turgidum|TRITD_5Av1G173140	Hordeum_vulgare|LOC123399922
OG0011668	Triticum_turgidum|TRITD_5Bv1G177120, Triticum_turgidum|TRITD_5Av1G187390	Hordeum_vulgare|LOC123397687
OG0011669	Triticum_turgidum|TRITD_5Bv1G082420	Hordeum_vulgare|LOC123453194
OG0011670	Triticum_turgidum|TRITD_5Av1G137240, Triticum_turgidum|TRITD_5Bv1G116700	Hordeum_vulgare|LOC123395024
OG0011671	Triticum_turgidum|TRITD_5Av1G228200, Triticum_turgidum|TRITD_5Bv1G227070	Hordeum_vulgare|LOC123452923
OG0011672	Triticum_turgidum|TRITD_5Bv1G244380, Triticum_turgidum|TRITD_4Av1G215970	Hordeum_vulgare|LOC123395044
OG0011673	Triticum_turgidum|TRITD_5Av1G168010, Triticum_turgidum|TRITD_5Bv1G159820	Hordeum_vulgare|LOC123399777
OG0011674	Triticum_turgidum|TRITD_5Av1G229240, Triticum_turgidum|TRITD_5Bv1G228660	Hordeum_vulgare|LOC123452954
OG0011675	Triticum_turgidum|TRITD_5Av1G205350	Hordeum_vulgare|LOC123452301, Hordeum_vulgare|LOC123452307
OG0011676	Triticum_turgidum|TRITD_5Av1G179120, Triticum_turgidum|TRITD_5Bv1G168190	Hordeum_vulgare|LOC123400009
OG0011677	Triticum_turgidum|TRITD_5Bv1G162970, Triticum_turgidum|TRITD_5Av1G171950	Hordeum_vulgare|LOC123445276
OG0011678	Triticum_turgidum|TRITD_5Av1G152540, Triticum_turgidum|TRITD_5Bv1G141610	Hordeum_vulgare|LOC123398976
OG0011679	Triticum_turgidum|TRITD_4Av1G223890, Triticum_turgidum|TRITD_5Bv1G237390	Hordeum_vulgare|LOC123453189
OG0011680	Triticum_turgidum|TRITD_5Bv1G075820, Triticum_turgidum|TRITD_5Av1G092450	Hordeum_vulgare|LOC123409964
OG0011681	Triticum_turgidum|TRITD_5Bv1G118270, Triticum_turgidum|TRITD_5Av1G138360	Hordeum_vulgare|LOC123398676
OG0011682	Triticum_turgidum|TRITD_5Bv1G100800, Triticum_turgidum|TRITD_5Av1G122720	Hordeum_vulgare|LOC123395300
OG0011683	Triticum_turgidum|TRITD_5Bv1G121820	Hordeum_vulgare|LOC123395959
OG0011684	Triticum_turgidum|TRITD_5Bv1G097410, Triticum_turgidum|TRITD_5Av1G115320	Hordeum_vulgare|LOC123398268
OG0011685	Triticum_turgidum|TRITD_5Bv1G037050	Hordeum_vulgare|LOC123452554
OG0011686	Triticum_turgidum|TRITD_5Bv1G213220, Triticum_turgidum|TRITD_5Av1G216250	Hordeum_vulgare|LOC123452632
OG0011687	Triticum_turgidum|TRITD_5Av1G046930, Triticum_turgidum|TRITD_5Bv1G043790	Hordeum_vulgare|LOC123451875
OG0011688	Triticum_turgidum|TRITD_5Bv1G042780, Triticum_turgidum|TRITD_5Av1G044900	Hordeum_vulgare|LOC123395257
OG0011689	Triticum_turgidum|TRITD_5Bv1G206120, Triticum_turgidum|TRITD_5Av1G209460	Hordeum_vulgare|LOC123452451
