Orthogroup	Aegilops_tauschii	Triticum_aestivum
OG0005656	Aegilops_tauschii|LOC109744157	Triticum_aestivum|TraesCS1D03G0483400
OG0005657	Aegilops_tauschii|LOC109785981	Triticum_aestivum|TraesCS1D03G0641800
OG0005658	Aegilops_tauschii|LOC109785820	Triticum_aestivum|TraesCS1A03G0087100, Triticum_aestivum|TraesCS1D03G0076100
OG0005659	Aegilops_tauschii|LOC109743422	Triticum_aestivum|TraesCS1D03G0722200
OG0005659	Aegilops_tauschii|LOC109743419	Triticum_aestivum|TraesCS1A03G0753800, Triticum_aestivum|TraesCS1D03G0721900
OG0005660	Aegilops_tauschii|LOC109780617	Triticum_aestivum|TraesCS1D03G0630700, Triticum_aestivum|TraesCS1B03G0759800
OG0005661	Aegilops_tauschii|LOC109785898	Triticum_aestivum|TraesCS1D03G0235300
OG0005662	Aegilops_tauschii|LOC109768118	Triticum_aestivum|TraesCS1D03G0732700
OG0005663	Aegilops_tauschii|LOC109764647	Triticum_aestivum|TraesCS1D03G0184400
OG0005664	Aegilops_tauschii|LOC109784934	Triticum_aestivum|TraesCS1A03G0210300, Triticum_aestivum|TraesCS1B03G0281600, Triticum_aestivum|TraesCS1D03G0203800
OG0005666	Aegilops_tauschii|LOC109773683	Triticum_aestivum|TraesCS1A03G0457400, Triticum_aestivum|TraesCS1B03G0551400, Triticum_aestivum|TraesCS1D03G0430400
OG0005667	Aegilops_tauschii|LOC109739953	Triticum_aestivum|TraesCS1A03G0447800, Triticum_aestivum|TraesCS1D03G0418100
OG0005668	Aegilops_tauschii|LOC109752212	Triticum_aestivum|TraesCS2B03G1317800, Triticum_aestivum|TraesCS2A03G1162100, Triticum_aestivum|TraesCS2D03G1110800
OG0005669	Aegilops_tauschii|LOC109740189	Triticum_aestivum|TraesCS2A03G0619000, Triticum_aestivum|TraesCS2D03G0612700
OG0005670	Aegilops_tauschii|LOC109768953	Triticum_aestivum|TraesCS2D03G1041700
OG0005671	Aegilops_tauschii|LOC109732110	Triticum_aestivum|TraesCS2A03G0906500, Triticum_aestivum|TraesCS2D03G0845500
OG0005672	Aegilops_tauschii|LOC120976780	Triticum_aestivum|TraesCS3D03G0633700
OG0005672	Aegilops_tauschii|LOC109732305	Triticum_aestivum|TraesCS2B03G0226000
OG0005672	Aegilops_tauschii|LOC109747526, Aegilops_tauschii|LOC120968240	Triticum_aestivum|TraesCS7D03G0989200
OG0005672	Aegilops_tauschii|LOC120961964	Triticum_aestivum|TraesCS2B03G0940400
OG0005673	Aegilops_tauschii|LOC109762017	Triticum_aestivum|TraesCS2D03G0630800
OG0005674	Aegilops_tauschii|LOC109744781	Triticum_aestivum|TraesCS2D03G1082200
OG0005675	Aegilops_tauschii|LOC109782932	Triticum_aestivum|TraesCS2B03G1162900, Triticum_aestivum|TraesCS4A03G0077700, Triticum_aestivum|TraesCS2A03G1041400, Triticum_aestivum|TraesCS2D03G0979800
OG0005676	Aegilops_tauschii|LOC109748846	Triticum_aestivum|TraesCS3D03G0049100
OG0005676	Aegilops_tauschii|LOC109770358	Triticum_aestivum|TraesCS2D03G0804200
OG0005677	Aegilops_tauschii|LOC109778484	Triticum_aestivum|TraesCS2D03G0812300
OG0005678	Aegilops_tauschii|LOC109756255	Triticum_aestivum|TraesCS2D03G0004200
OG0005679	Aegilops_tauschii|LOC109771036	Triticum_aestivum|TraesCS2A03G0161900, Triticum_aestivum|TraesCS2A03G0161800, Triticum_aestivum|TraesCS2A03G0162000, Triticum_aestivum|TraesCS2B03G0225300, Triticum_aestivum|TraesCS2D03G0159200
OG0005680	Aegilops_tauschii|LOC109759485	Triticum_aestivum|TraesCS2A03G0148100, Triticum_aestivum|TraesCS2B03G0206600, Triticum_aestivum|TraesCS2D03G0145800
OG0005681	Aegilops_tauschii|LOC109747778	Triticum_aestivum|TraesCS2B03G0849300, Triticum_aestivum|TraesCS2D03G0709700, Triticum_aestivum|TraesCS2A03G0770700
OG0005682	Aegilops_tauschii|LOC109755928	Triticum_aestivum|TraesCS2D03G0962700
OG0005683	Aegilops_tauschii|LOC109737444	Triticum_aestivum|TraesCS2B03G1175900, Triticum_aestivum|TraesCS2A03G1051100, Triticum_aestivum|TraesCS2D03G0992000
OG0005684	Aegilops_tauschii|LOC109745465	Triticum_aestivum|TraesCS2A03G0325800, Triticum_aestivum|TraesCS2B03G0446300, Triticum_aestivum|TraesCS2D03G0347800
OG0005685	Aegilops_tauschii|LOC109761091	Triticum_aestivum|TraesCS2A03G0922200, Triticum_aestivum|TraesCS2D03G0861700
OG0005686	Aegilops_tauschii|LOC109742378	Triticum_aestivum|TraesCS2A03G0476300, Triticum_aestivum|TraesCS2D03G0482300
OG0005688	Aegilops_tauschii|LOC109781356	Triticum_aestivum|TraesCS2D03G0966400
OG0005689	Aegilops_tauschii|LOC109771482	Triticum_aestivum|TraesCS2D03G0616300, Triticum_aestivum|TraesCS2A03G0616000, Triticum_aestivum|TraesCS2B03G0744900
OG0005690	Aegilops_tauschii|LOC109770774	Triticum_aestivum|TraesCS2D03G0823700
OG0005691	Aegilops_tauschii|LOC109735738	Triticum_aestivum|TraesCS2D03G0801600
OG0005692	Aegilops_tauschii|LOC109744533	Triticum_aestivum|TraesCS2D03G0270700
OG0005693	Aegilops_tauschii|LOC109771497	Triticum_aestivum|TraesCS2B03G0778700, Triticum_aestivum|TraesCS2D03G0647900
OG0005694	Aegilops_tauschii|LOC120975932	Triticum_aestivum|TraesCS5D03G0552100, Triticum_aestivum|TraesCS6B03G1120100
OG0005695	Aegilops_tauschii|LOC109755487	Triticum_aestivum|TraesCS5B03G0977200, Triticum_aestivum|TraesCS5D03G0886300
OG0005696	Aegilops_tauschii|LOC109746738	Triticum_aestivum|TraesCS2D03G0477300
OG0005697	Aegilops_tauschii|LOC109740197	Triticum_aestivum|TraesCS2A03G0620700, Triticum_aestivum|TraesCS2B03G0740100, Triticum_aestivum|TraesCS2D03G0612300
OG0005698	Aegilops_tauschii|LOC109760267	Triticum_aestivum|TraesCS2D03G0790900
OG0005699	Aegilops_tauschii|LOC109752145	Triticum_aestivum|TraesCS2D03G0303700
OG0005700	Aegilops_tauschii|LOC109775577	Triticum_aestivum|TraesCS2A03G0200000, Triticum_aestivum|TraesCS2B03G0272300, Triticum_aestivum|TraesCS2D03G0203800
OG0005701	Aegilops_tauschii|LOC109745042	Triticum_aestivum|TraesCS2A03G0685800, Triticum_aestivum|TraesCS2B03G0767700, Triticum_aestivum|TraesCS2D03G0639600
OG0005702	Aegilops_tauschii|LOC109733063	Triticum_aestivum|TraesCS2D03G0485400
OG0005703	Aegilops_tauschii|LOC109783265	Triticum_aestivum|TraesCS2D03G0234800
OG0005704	Aegilops_tauschii|LOC109747192	Triticum_aestivum|TraesCS2D03G1204900, Triticum_aestivum|TraesCS2A03G1249400, Triticum_aestivum|TraesCS2B03G1430300
OG0005705	Aegilops_tauschii|LOC109770356	Triticum_aestivum|TraesCS2A03G0861500, Triticum_aestivum|TraesCS2D03G0804700
OG0005706	Aegilops_tauschii|LOC109782118	Triticum_aestivum|TraesCS2B03G0970900, Triticum_aestivum|TraesCS2D03G0820300
OG0005707	Aegilops_tauschii|LOC109750220	Triticum_aestivum|TraesCS2B03G1016700, Triticum_aestivum|TraesCS2A03G0924600, Triticum_aestivum|TraesCS2D03G0864700
OG0005708	Aegilops_tauschii|LOC109770354	Triticum_aestivum|TraesCS2D03G0804800
OG0005710	Aegilops_tauschii|LOC109736635	Triticum_aestivum|TraesCS2D03G0418200
OG0005711	Aegilops_tauschii|LOC109754195	Triticum_aestivum|TraesCS2D03G0342600
OG0005712	Aegilops_tauschii|LOC109781357	Triticum_aestivum|TraesCS2A03G1026700, Triticum_aestivum|TraesCS2B03G1148300, Triticum_aestivum|TraesCS2D03G0966300
OG0005713	Aegilops_tauschii|LOC109744477	Triticum_aestivum|TraesCS2B03G0811400, Triticum_aestivum|TraesCS2A03G0734800, Triticum_aestivum|TraesCS2D03G0677600
OG0005714	Aegilops_tauschii|LOC109732106	Triticum_aestivum|TraesCS2D03G0845300
OG0005715	Aegilops_tauschii|LOC109766281	Triticum_aestivum|TraesCS2A03G0771800, Triticum_aestivum|TraesCS2B03G0853700, Triticum_aestivum|TraesCS2D03G0711000
OG0005716	Aegilops_tauschii|LOC109752045	Triticum_aestivum|TraesCS2A03G0407900, Triticum_aestivum|TraesCS2D03G0427000
OG0005717	Aegilops_tauschii|LOC109744978	Triticum_aestivum|TraesCS2A03G0462000, Triticum_aestivum|TraesCS2D03G0468000
OG0005718	Aegilops_tauschii|LOC109775252	Triticum_aestivum|TraesCS2D03G0808000
OG0005719	Aegilops_tauschii|LOC109749821	Triticum_aestivum|TraesCS2D03G0981800
OG0005719	Aegilops_tauschii|LOC109749810	Triticum_aestivum|TraesCS2D03G0981900, Triticum_aestivum|TraesCS2B03G1163900
OG0005720	Aegilops_tauschii|LOC109771812	Triticum_aestivum|TraesCS2B03G0922800, Triticum_aestivum|TraesCS2D03G0775400
OG0005721	Aegilops_tauschii|LOC109767714	Triticum_aestivum|TraesCS2D03G0384900
OG0005722	Aegilops_tauschii|LOC109762090	Triticum_aestivum|TraesCS2A03G0395300, Triticum_aestivum|TraesCS2D03G0413100
OG0005723	Aegilops_tauschii|LOC109779741	Triticum_aestivum|TraesCS2D03G0836200
OG0005724	Aegilops_tauschii|LOC109774692	Triticum_aestivum|TraesCS6D03G0928700
OG0005725	Aegilops_tauschii|LOC109759182	Triticum_aestivum|TraesCS2A03G0713200, Triticum_aestivum|TraesCS2B03G0791900, Triticum_aestivum|TraesCS2D03G0659300
OG0005726	Aegilops_tauschii|LOC109737223	Triticum_aestivum|TraesCS2D03G0991800
OG0005727	Aegilops_tauschii|LOC109771991	Triticum_aestivum|TraesCS2A03G0857600, Triticum_aestivum|TraesCS2B03G0950100, Triticum_aestivum|TraesCS2D03G0798600, Triticum_aestivum|TraesCS2D03G0798500
OG0005727	Aegilops_tauschii|LOC109771990	Triticum_aestivum|TraesCS2A03G0857600, Triticum_aestivum|TraesCS2B03G0950100, Triticum_aestivum|TraesCS2D03G0798600, Triticum_aestivum|TraesCS2D03G0798500
OG0005728	Aegilops_tauschii|LOC109749968	Triticum_aestivum|TraesCS2A03G0814900, Triticum_aestivum|TraesCS2D03G0753500
OG0005729	Aegilops_tauschii|LOC109759225	Triticum_aestivum|TraesCS2B03G1021500, Triticum_aestivum|TraesCS2D03G0868500
OG0005730	Aegilops_tauschii|LOC109770357	Triticum_aestivum|TraesCS2D03G0804600
OG0005731	Aegilops_tauschii|LOC109760325	Triticum_aestivum|TraesCS2D03G1135600, Triticum_aestivum|TraesCS2D03G1139000
OG0005731	Aegilops_tauschii|LOC109760336	Triticum_aestivum|TraesCS2A03G1186400
OG0005732	Aegilops_tauschii|LOC109744449	Triticum_aestivum|TraesCS2A03G0728800, Triticum_aestivum|TraesCS2B03G0805100, Triticum_aestivum|TraesCS2D03G0671800
OG0005733	Aegilops_tauschii|LOC109772226	Triticum_aestivum|TraesCS2D03G0926400
OG0005734	Aegilops_tauschii|LOC109783380	Triticum_aestivum|TraesCS2D03G0239800
OG0005734	Aegilops_tauschii|LOC109732271	Triticum_aestivum|TraesCS2D03G0574500
OG0005735	Aegilops_tauschii|LOC109744526	Triticum_aestivum|TraesCS2A03G0863200, Triticum_aestivum|TraesCS2D03G0802400
OG0005736	Aegilops_tauschii|LOC109734280	Triticum_aestivum|TraesCS5B03G1120700, Triticum_aestivum|TraesCS5D03G1000200
OG0005736	Aegilops_tauschii|LOC109734251	Triticum_aestivum|TraesCS2D03G1035300, Triticum_aestivum|TraesCS2B03G1223600
OG0005737	Aegilops_tauschii|LOC109761838	Triticum_aestivum|TraesCS2D03G0879200
OG0005738	Aegilops_tauschii|LOC109738063	Triticum_aestivum|TraesCS2A03G0676400, Triticum_aestivum|TraesCS2D03G0630000
OG0005739	Aegilops_tauschii|LOC109771499	Triticum_aestivum|TraesCS2D03G0647500
OG0005740	Aegilops_tauschii|LOC109731843	Triticum_aestivum|TraesCS2B03G0788200
OG0005740	Aegilops_tauschii|LOC109731843	Triticum_aestivum|TraesCS2D03G0656300
OG0005741	Aegilops_tauschii|LOC109761089	Triticum_aestivum|TraesCS2A03G0922100
OG0005741	Aegilops_tauschii|LOC109761089	Triticum_aestivum|TraesCS2D03G0861600
OG0005742	Aegilops_tauschii|LOC109750909	Triticum_aestivum|TraesCS2B03G1249100, Triticum_aestivum|TraesCS2A03G1112000, Triticum_aestivum|TraesCS2B03G1248800, Triticum_aestivum|TraesCS2A03G1111800
OG0005743	Aegilops_tauschii|LOC109750924	Triticum_aestivum|TraesCS2B03G1247600, Triticum_aestivum|TraesCS2A03G1111400, Triticum_aestivum|TraesCS2D03G1057100
OG0005744	Aegilops_tauschii|LOC109744181	Triticum_aestivum|TraesCS2B03G0366900, Triticum_aestivum|TraesCS2A03G0265100
OG0005745	Aegilops_tauschii|LOC109769479	Triticum_aestivum|TraesCS2D03G0207400
OG0005746	Aegilops_tauschii|LOC109775058	Triticum_aestivum|TraesCSU03G0022100
OG0005747	Aegilops_tauschii|LOC109766481	Triticum_aestivum|TraesCS2D03G0724400
OG0005748	Aegilops_tauschii|LOC109740473	Triticum_aestivum|TraesCS2B03G0832100, Triticum_aestivum|TraesCS2A03G0754100, Triticum_aestivum|TraesCS2D03G0697500
OG0005749	Aegilops_tauschii|LOC109758829	Triticum_aestivum|TraesCS2A03G0261700, Triticum_aestivum|TraesCS2B03G0362600, Triticum_aestivum|TraesCS2D03G0272200
OG0005750	Aegilops_tauschii|LOC109778169	Triticum_aestivum|TraesCS2D03G0339400
OG0005751	Aegilops_tauschii|LOC109777197	Triticum_aestivum|TraesCS2B03G0587200, Triticum_aestivum|TraesCS2D03G0472900, Triticum_aestivum|TraesCS2A03G0465500
OG0005752	Aegilops_tauschii|LOC109769329	Triticum_aestivum|TraesCS2D03G0287100
OG0005753	Aegilops_tauschii|LOC109780050	Triticum_aestivum|TraesCS2D03G0928600
OG0005754	Aegilops_tauschii|LOC109736350	Triticum_aestivum|TraesCS2D03G0799600
OG0005755	Aegilops_tauschii|LOC109767026	Triticum_aestivum|TraesCS2B03G0409800, Triticum_aestivum|TraesCS2D03G0307200
OG0005756	Aegilops_tauschii|LOC109773316	Triticum_aestivum|TraesCS2D03G0769800, Triticum_aestivum|TraesCS2A03G0827700, Triticum_aestivum|TraesCS2B03G0914600
OG0005757	Aegilops_tauschii|LOC109744484	Triticum_aestivum|TraesCS2A03G0735100, Triticum_aestivum|TraesCS2D03G0677700
OG0005758	Aegilops_tauschii|LOC109762324	Triticum_aestivum|TraesCS2A03G1124900, Triticum_aestivum|TraesCS2D03G1049700
OG0005758	Aegilops_tauschii|LOC109736860	Triticum_aestivum|TraesCS2D03G1070800
OG0005759	Aegilops_tauschii|LOC109782227	Triticum_aestivum|TraesCS2D03G1159100
OG0005761	Aegilops_tauschii|LOC109738267	Triticum_aestivum|TraesCS2B03G0609800, Triticum_aestivum|TraesCS2D03G0494300, Triticum_aestivum|TraesCS2A03G0518800
OG0005762	Aegilops_tauschii|LOC109759149	Triticum_aestivum|TraesCS2D03G0671100
OG0005763	Aegilops_tauschii|LOC109749767	Triticum_aestivum|TraesCS2D03G1020400
OG0005765	Aegilops_tauschii|LOC109735983	Triticum_aestivum|TraesCS2D03G0444300
OG0005766	Aegilops_tauschii|LOC109774429	Triticum_aestivum|TraesCS2D03G0299800
OG0005767	Aegilops_tauschii|LOC109759728	Triticum_aestivum|TraesCS2D03G1042800
OG0005768	Aegilops_tauschii|LOC109778505	Triticum_aestivum|TraesCS2A03G0079400, Triticum_aestivum|TraesCS2B03G0062100, Triticum_aestivum|TraesCS2B03G0116100, Triticum_aestivum|TraesCS2A03G0079300, Triticum_aestivum|TraesCS2D03G0073900
OG0005769	Aegilops_tauschii|LOC109784446	Triticum_aestivum|TraesCS2D03G0262700
OG0005770	Aegilops_tauschii|LOC109777771	Triticum_aestivum|TraesCS2D03G0028200
OG0005771	Aegilops_tauschii|LOC109740215	Triticum_aestivum|TraesCS2D03G0612000
OG0005772	Aegilops_tauschii|LOC109743678	Triticum_aestivum|TraesCS2A03G0843400, Triticum_aestivum|TraesCS2D03G0785800
OG0005773	Aegilops_tauschii|LOC109778866	Triticum_aestivum|TraesCS2B03G0538600, Triticum_aestivum|TraesCS2D03G0426500
OG0005776	Aegilops_tauschii|LOC109743808	Triticum_aestivum|TraesCS2B03G0925200, Triticum_aestivum|TraesCS2A03G0825700, Triticum_aestivum|TraesCS2B03G0912700, Triticum_aestivum|TraesCS2D03G0767700
OG0005777	Aegilops_tauschii|LOC109764226	Triticum_aestivum|TraesCS2A03G0434000, Triticum_aestivum|TraesCS2D03G0437900
OG0005778	Aegilops_tauschii|LOC109749818	Triticum_aestivum|TraesCS2D03G0982600
OG0005779	Aegilops_tauschii|LOC109732108	Triticum_aestivum|TraesCS2D03G0845100
OG0005780	Aegilops_tauschii|LOC109767400	Triticum_aestivum|TraesCS2A03G1284000, Triticum_aestivum|TraesCS2D03G1247000
OG0005781	Aegilops_tauschii|LOC109738617	Triticum_aestivum|TraesCS3A03G0044200, Triticum_aestivum|TraesCS3D03G0043900
OG0005782	Aegilops_tauschii|LOC109759178	Triticum_aestivum|TraesCS2D03G0658800
OG0005783	Aegilops_tauschii|LOC109759442	Triticum_aestivum|TraesCS2A03G0735900, Triticum_aestivum|TraesCS2B03G0812100, Triticum_aestivum|TraesCS2D03G0678200
OG0005784	Aegilops_tauschii|LOC109783607	Triticum_aestivum|TraesCS2D03G0645600
OG0005786	Aegilops_tauschii|LOC109734943	Triticum_aestivum|TraesCS2D03G0630500
OG0005787	Aegilops_tauschii|LOC109757904	Triticum_aestivum|TraesCS2A03G1317200, Triticum_aestivum|TraesCS2B03G1519700
OG0005788	Aegilops_tauschii|LOC109732906	Triticum_aestivum|TraesCS2D03G0908200
OG0005789	Aegilops_tauschii|LOC109750761	Triticum_aestivum|TraesCS2B03G0422300
OG0005789	Aegilops_tauschii|LOC109750761	Triticum_aestivum|TraesCS2D03G0320800
OG0005790	Aegilops_tauschii|LOC109758754	Triticum_aestivum|TraesCS2D03G1297500
OG0005791	Aegilops_tauschii|LOC109744620	Triticum_aestivum|TraesCS2B03G0468800, Triticum_aestivum|TraesCS2A03G0349100, Triticum_aestivum|TraesCS2D03G0366600
OG0005792	Aegilops_tauschii|LOC109773807	Triticum_aestivum|TraesCS2D03G0900800
OG0005793	Aegilops_tauschii|LOC109778269	Triticum_aestivum|TraesCS2D03G0247800
OG0005794	Aegilops_tauschii|LOC109750713	Triticum_aestivum|TraesCS2B03G1298100
OG0005795	Aegilops_tauschii|LOC109771849	Triticum_aestivum|TraesCS2D03G0221100
OG0005796	Aegilops_tauschii|LOC109764878	Triticum_aestivum|TraesCS2D03G0963000
OG0005797	Aegilops_tauschii|LOC109786259	Triticum_aestivum|TraesCS2B03G0514500, Triticum_aestivum|TraesCS2A03G0402700, Triticum_aestivum|TraesCS2D03G0404700
OG0005798	Aegilops_tauschii|LOC109746766	Triticum_aestivum|TraesCS2A03G0067200, Triticum_aestivum|TraesCS2A03G0067300, Triticum_aestivum|TraesCS2A03G0067100
OG0005800	Aegilops_tauschii|LOC109778524	Triticum_aestivum|TraesCS2D03G0072400
OG0005801	Aegilops_tauschii|LOC109740813	Triticum_aestivum|TraesCS2A03G0655300, Triticum_aestivum|TraesCS2B03G0714900, Triticum_aestivum|TraesCS2D03G0594100
OG0005802	Aegilops_tauschii|LOC109752214	Triticum_aestivum|TraesCS2B03G1317600
OG0005803	Aegilops_tauschii|LOC109783691	Triticum_aestivum|TraesCS2A03G1052600, Triticum_aestivum|TraesCS2D03G0994200
OG0005804	Aegilops_tauschii|LOC109763982	Triticum_aestivum|TraesCS2A03G0198400, Triticum_aestivum|TraesCS2B03G0269000, Triticum_aestivum|TraesCS2D03G0199400
OG0005805	Aegilops_tauschii|LOC109765217	Triticum_aestivum|TraesCS2A03G1372100, Triticum_aestivum|TraesCS7A03G1169700, Triticum_aestivum|TraesCS7B03G1037300, Triticum_aestivum|TraesCS7D03G1114500
OG0005806	Aegilops_tauschii|LOC109748760	Triticum_aestivum|TraesCS2B03G1159900, Triticum_aestivum|TraesCS2D03G0976600
OG0005807	Aegilops_tauschii|LOC109772198	Triticum_aestivum|TraesCS2D03G0446600
OG0005808	Aegilops_tauschii|LOC109742178	Triticum_aestivum|TraesCS2D03G0837700, Triticum_aestivum|TraesCS2B03G0988700, Triticum_aestivum|TraesCS2A03G0897900
OG0005809	Aegilops_tauschii|LOC109786226	Triticum_aestivum|TraesCS2B03G1037900, Triticum_aestivum|TraesCS2D03G0882500
OG0005810	Aegilops_tauschii|LOC109765911	Triticum_aestivum|TraesCS2D03G1290800
OG0005812	Aegilops_tauschii|LOC109781606	Triticum_aestivum|TraesCS2A03G0596100, Triticum_aestivum|TraesCS2D03G0575500, Triticum_aestivum|TraesCS2B03G0711300
OG0005813	Aegilops_tauschii|LOC109750725	Triticum_aestivum|TraesCS2B03G0842700, Triticum_aestivum|TraesCS2D03G0705000
OG0005814	Aegilops_tauschii|LOC109784859	Triticum_aestivum|TraesCS2D03G0000800
OG0005815	Aegilops_tauschii|LOC109771468	Triticum_aestivum|TraesCS2B03G0743600, Triticum_aestivum|TraesCS2A03G0616800, Triticum_aestivum|TraesCS2D03G0615400
OG0005816	Aegilops_tauschii|LOC109773797	Triticum_aestivum|TraesCS2A03G0697300
OG0005817	Aegilops_tauschii|LOC109733795	Triticum_aestivum|TraesCS2B03G0859300, Triticum_aestivum|TraesCS2A03G0776700, Triticum_aestivum|TraesCS2D03G0716700
OG0005818	Aegilops_tauschii|LOC109768343	Triticum_aestivum|TraesCS2B03G1534400, Triticum_aestivum|TraesCS2D03G1300100
OG0005819	Aegilops_tauschii|LOC109777879	Triticum_aestivum|TraesCS2D03G1249000
OG0005820	Aegilops_tauschii|LOC109767230, Aegilops_tauschii|LOC109732216, Aegilops_tauschii|LOC109786152	Triticum_aestivum|TraesCS2A03G1093000, Triticum_aestivum|TraesCS2B03G1225800, Triticum_aestivum|TraesCS2D03G1038800
OG0005821	Aegilops_tauschii|LOC109774907	Triticum_aestivum|TraesCS2D03G0762200
OG0005822	Aegilops_tauschii|LOC109760096	Triticum_aestivum|TraesCS2A03G0839200, Triticum_aestivum|TraesCS2D03G0783800
OG0005823	Aegilops_tauschii|LOC109754335	Triticum_aestivum|TraesCS2A03G0134700, Triticum_aestivum|TraesCS2D03G0133100
OG0005824	Aegilops_tauschii|LOC109782671	Triticum_aestivum|TraesCS2A03G0894700, Triticum_aestivum|TraesCS2D03G0835700, Triticum_aestivum|TraesCS2B03G0985900
OG0005825	Aegilops_tauschii|LOC109771470	Triticum_aestivum|TraesCS2B03G0745000
OG0005825	Aegilops_tauschii|LOC109771470	Triticum_aestivum|TraesCS2D03G0616500
OG0005826	Aegilops_tauschii|LOC109751975	Triticum_aestivum|TraesCS2B03G0599300, Triticum_aestivum|TraesCS2A03G0479400, Triticum_aestivum|TraesCS2D03G0484000
OG0005827	Aegilops_tauschii|LOC109739758	Triticum_aestivum|TraesCS6A03G0007500
OG0005828	Aegilops_tauschii|LOC109754304	Triticum_aestivum|TraesCS2B03G0181300, Triticum_aestivum|TraesCS2B03G0183800, Triticum_aestivum|TraesCS2A03G0133800
OG0005829	Aegilops_tauschii|LOC109786154	Triticum_aestivum|TraesCS2D03G1134800
OG0005829	Aegilops_tauschii|LOC109786148	Triticum_aestivum|TraesCS2D03G1135100
OG0005830	Aegilops_tauschii|LOC109748113	Triticum_aestivum|TraesCS2A03G1225200, Triticum_aestivum|TraesCS2D03G1185200
OG0005831	Aegilops_tauschii|LOC109765884	Triticum_aestivum|TraesCS2D03G0875100
OG0005832	Aegilops_tauschii|LOC109769384	Triticum_aestivum|TraesCS2A03G0973300, Triticum_aestivum|TraesCS2D03G0912400
OG0005833	Aegilops_tauschii|LOC109751638	Triticum_aestivum|TraesCS2D03G0707800
OG0005834	Aegilops_tauschii|LOC109751069	Triticum_aestivum|TraesCS2B03G0545700, Triticum_aestivum|TraesCS2A03G0416400, Triticum_aestivum|TraesCS2D03G0432500
OG0005835	Aegilops_tauschii|LOC109744298	Triticum_aestivum|TraesCS2A03G0572500, Triticum_aestivum|TraesCS2D03G0509400
OG0005836	Aegilops_tauschii|LOC109782918	Triticum_aestivum|TraesCS2D03G0950200
OG0005837	Aegilops_tauschii|LOC109736233	Triticum_aestivum|TraesCS2B03G0502800, Triticum_aestivum|TraesCS2A03G0377800, Triticum_aestivum|TraesCS2D03G0395000
OG0005838	Aegilops_tauschii|LOC109752215	Triticum_aestivum|TraesCS2A03G1160200, Triticum_aestivum|TraesCS2B03G1315700, Triticum_aestivum|TraesCS2D03G1109200
OG0005839	Aegilops_tauschii|LOC109752296	Triticum_aestivum|TraesCS2A03G0674200, Triticum_aestivum|TraesCS2B03G0754300, Triticum_aestivum|TraesCS2D03G0627800
OG0005840	Aegilops_tauschii|LOC109785912	Triticum_aestivum|TraesCS2B03G0297200, Triticum_aestivum|TraesCS2D03G0222100
OG0005841	Aegilops_tauschii|LOC109748240	Triticum_aestivum|TraesCS2D03G1303600
OG0005842	Aegilops_tauschii|LOC109767299	Triticum_aestivum|TraesCS2B03G1576800
OG0005842	Aegilops_tauschii|LOC109767299	Triticum_aestivum|TraesCS2D03G1342100
OG0005843	Aegilops_tauschii|LOC109736783	Triticum_aestivum|TraesCS2D03G0521300
OG0005844	Aegilops_tauschii|LOC109777521	Triticum_aestivum|TraesCS2D03G0890400
OG0005845	Aegilops_tauschii|LOC109753527	Triticum_aestivum|TraesCS2A03G0937700, Triticum_aestivum|TraesCS2B03G1033300, Triticum_aestivum|TraesCS2D03G0879600
OG0005846	Aegilops_tauschii|LOC109738203	Triticum_aestivum|TraesCS2B03G0781000, Triticum_aestivum|TraesCS2A03G0701900, Triticum_aestivum|TraesCS2D03G0650200
OG0005847	Aegilops_tauschii|LOC109773197	Triticum_aestivum|TraesCS2D03G0283400
OG0005848	Aegilops_tauschii|LOC109751316	Triticum_aestivum|TraesCS2A03G0495700, Triticum_aestivum|TraesCS2D03G0502500
OG0005849	Aegilops_tauschii|LOC109782152	Triticum_aestivum|TraesCS2D03G0297500
OG0005850	Aegilops_tauschii|LOC109748505	Triticum_aestivum|TraesCS2B03G1152400, Triticum_aestivum|TraesCS2D03G0970400
OG0005851	Aegilops_tauschii|LOC109751252	Triticum_aestivum|TraesCS2A03G0345700, Triticum_aestivum|TraesCS2D03G0361500, Triticum_aestivum|TraesCS2B03G0463800
OG0005852	Aegilops_tauschii|LOC109771934	Triticum_aestivum|TraesCS2D03G0942400
OG0005853	Aegilops_tauschii|LOC109735741	Triticum_aestivum|TraesCS2A03G0860500, Triticum_aestivum|TraesCS2D03G0800600
OG0005854	Aegilops_tauschii|LOC109768539	Triticum_aestivum|TraesCS2D03G0909500
OG0005855	Aegilops_tauschii|LOC109770045	Triticum_aestivum|TraesCS2A03G0354000, Triticum_aestivum|TraesCS2D03G0369400
OG0005856	Aegilops_tauschii|LOC109747545	Triticum_aestivum|TraesCS2D03G0637500
OG0005857	Aegilops_tauschii|LOC109785397	Triticum_aestivum|TraesCS2D03G1316200, Triticum_aestivum|TraesCS2A03G1344800, Triticum_aestivum|TraesCS2B03G1545100
OG0005858	Aegilops_tauschii|LOC109771699	Triticum_aestivum|TraesCS2D03G0372200
OG0005859	Aegilops_tauschii|LOC109738463	Triticum_aestivum|TraesCS2D03G1154400, Triticum_aestivum|TraesCS2B03G1366400, Triticum_aestivum|TraesCS2B03G1366800
OG0005860	Aegilops_tauschii|LOC109748096	Triticum_aestivum|TraesCS2D03G0093700
