Orthogroup	Aegilops_tauschii	Hordeum_vulgare
OG0006528	Aegilops_tauschii|LOC109780964	Hordeum_vulgare|LOC123447838
OG0006529	Aegilops_tauschii|LOC109757818	Hordeum_vulgare|LOC123448074
OG0006530	Aegilops_tauschii|LOC109775599	Hordeum_vulgare|LOC123447743
OG0006531	Aegilops_tauschii|LOC109740649	Hordeum_vulgare|LOC123448622
OG0006532	Aegilops_tauschii|LOC109757833	Hordeum_vulgare|LOC123448087
OG0006533	Aegilops_tauschii|LOC109780257	Hordeum_vulgare|LOC123448977
OG0006534	Aegilops_tauschii|LOC109745265	Hordeum_vulgare|LOC123446642
OG0006535	Aegilops_tauschii|LOC109744476	Hordeum_vulgare|LOC123446753
OG0006536	Aegilops_tauschii|LOC109738630	Hordeum_vulgare|LOC123449285
OG0006537	Aegilops_tauschii|LOC120962947, Aegilops_tauschii|LOC109757659	Hordeum_vulgare|LOC123448484
OG0006538	Aegilops_tauschii|LOC109750386	Hordeum_vulgare|LOC123449775
OG0006539	Aegilops_tauschii|LOC109745125	Hordeum_vulgare|LOC123448507
OG0006540	Aegilops_tauschii|LOC109779065	Hordeum_vulgare|LOC123446990
OG0006541	Aegilops_tauschii|LOC109785910	Hordeum_vulgare|LOC123448861
OG0006542	Aegilops_tauschii|LOC109766565	Hordeum_vulgare|LOC123449131
OG0006543	Aegilops_tauschii|LOC109743327	Hordeum_vulgare|LOC123446895
OG0006544	Aegilops_tauschii|LOC109755196	Hordeum_vulgare|LOC123448605
OG0006546	Aegilops_tauschii|LOC109757762	Hordeum_vulgare|LOC123446272
OG0006547	Aegilops_tauschii|LOC109772171	Hordeum_vulgare|LOC123449821
OG0006548	Aegilops_tauschii|LOC109782513	Hordeum_vulgare|LOC123448388
OG0006549	Aegilops_tauschii|LOC109732315	Hordeum_vulgare|LOC123446301
OG0006550	Aegilops_tauschii|LOC109772852	Hordeum_vulgare|LOC123446919
OG0006551	Aegilops_tauschii|LOC109740357	Hordeum_vulgare|LOC123449154
OG0006552	Aegilops_tauschii|LOC109739101	Hordeum_vulgare|LOC123448951
OG0006553	Aegilops_tauschii|LOC109755596	Hordeum_vulgare|LOC123447609
OG0006554	Aegilops_tauschii|LOC109740326	Hordeum_vulgare|LOC123452045
OG0006555	Aegilops_tauschii|LOC109764437	Hordeum_vulgare|LOC123398853
OG0006556	Aegilops_tauschii|LOC109767067	Hordeum_vulgare|LOC123395059
OG0006557	Aegilops_tauschii|LOC109741453	Hordeum_vulgare|LOC123399040
OG0006558	Aegilops_tauschii|LOC109741576	Hordeum_vulgare|LOC123452615
OG0006559	Aegilops_tauschii|LOC109772263	Hordeum_vulgare|LOC123453113
OG0006560	Aegilops_tauschii|LOC109749218	Hordeum_vulgare|LOC123395384
OG0006562	Aegilops_tauschii|LOC109783335	Hordeum_vulgare|LOC123405648, Hordeum_vulgare|LOC123398233
OG0006563	Aegilops_tauschii|LOC109753943	Hordeum_vulgare|LOC123399812
OG0006564	Aegilops_tauschii|LOC109752002	Hordeum_vulgare|LOC123452901
OG0006565	Aegilops_tauschii|LOC109786652	Hordeum_vulgare|LOC123397515
OG0006566	Aegilops_tauschii|LOC109758690	Hordeum_vulgare|LOC123396544
OG0006567	Aegilops_tauschii|LOC109751573	Hordeum_vulgare|LOC123399375
OG0006568	Aegilops_tauschii|LOC109772523	Hordeum_vulgare|LOC123395214
OG0006569	Aegilops_tauschii|LOC109746846	Hordeum_vulgare|LOC123395565
OG0006570	Aegilops_tauschii|LOC109762494	Hordeum_vulgare|LOC123452680
OG0006571	Aegilops_tauschii|LOC109769620	Hordeum_vulgare|LOC123396081, Hordeum_vulgare|LOC123422396
OG0006572	Aegilops_tauschii|LOC109746134	Hordeum_vulgare|LOC123395651
OG0006573	Aegilops_tauschii|LOC109766931	Hordeum_vulgare|LOC123411138
OG0006573	Aegilops_tauschii|LOC109749136	Hordeum_vulgare|LOC123400086
OG0006574	Aegilops_tauschii|LOC109782958	Hordeum_vulgare|LOC123397828
OG0006575	Aegilops_tauschii|LOC109743837	Hordeum_vulgare|LOC123395800
OG0006576	Aegilops_tauschii|LOC109746038	Hordeum_vulgare|LOC123396493
OG0006577	Aegilops_tauschii|LOC109743824	Hordeum_vulgare|LOC123413004
OG0006578	Aegilops_tauschii|LOC109767418	Hordeum_vulgare|LOC123395728
OG0006579	Aegilops_tauschii|LOC109733405	Hordeum_vulgare|LOC123452805
OG0006580	Aegilops_tauschii|LOC109760242	Hordeum_vulgare|LOC123452955
OG0006581	Aegilops_tauschii|LOC109774944, Aegilops_tauschii|LOC109774929	Hordeum_vulgare|LOC123399177
OG0006584	Aegilops_tauschii|LOC109782960	Hordeum_vulgare|LOC123396161
OG0006585	Aegilops_tauschii|LOC109767909	Hordeum_vulgare|LOC123398249
OG0006586	Aegilops_tauschii|LOC109763438	Hordeum_vulgare|LOC123452982
OG0006587	Aegilops_tauschii|LOC109752006	Hordeum_vulgare|LOC123396517
OG0006588	Aegilops_tauschii|LOC109734988, Aegilops_tauschii|LOC109769142	Hordeum_vulgare|LOC123410108
OG0006589	Aegilops_tauschii|LOC109783003	Hordeum_vulgare|LOC123397613
OG0006591	Aegilops_tauschii|LOC109786642	Hordeum_vulgare|LOC123399934
OG0006592	Aegilops_tauschii|LOC109780536	Hordeum_vulgare|LOC123396596
OG0006593	Aegilops_tauschii|LOC109735956, Aegilops_tauschii|LOC109745741	Hordeum_vulgare|LOC123399428
OG0006594	Aegilops_tauschii|LOC109766937	Hordeum_vulgare|LOC123399621
OG0006595	Aegilops_tauschii|LOC109787639	Hordeum_vulgare|LOC123398540
OG0006596	Aegilops_tauschii|LOC109744779	Hordeum_vulgare|LOC123398474
OG0006597	Aegilops_tauschii|LOC109786128	Hordeum_vulgare|LOC123399241
OG0006598	Aegilops_tauschii|LOC109760403	Hordeum_vulgare|LOC123400194
OG0006599	Aegilops_tauschii|LOC109736354	Hordeum_vulgare|LOC123452246
OG0006600	Aegilops_tauschii|LOC109737704	Hordeum_vulgare|LOC123395458
OG0006601	Aegilops_tauschii|LOC109763820	Hordeum_vulgare|LOC123395051
OG0006602	Aegilops_tauschii|LOC109766271	Hordeum_vulgare|LOC123398001
OG0006603	Aegilops_tauschii|LOC109760838	Hordeum_vulgare|LOC123452000
OG0006606	Aegilops_tauschii|LOC109779062	Hordeum_vulgare|LOC123452748
OG0006607	Aegilops_tauschii|LOC109769942	Hordeum_vulgare|LOC123395761
OG0006608	Aegilops_tauschii|LOC109752641	Hordeum_vulgare|LOC123395419
OG0006609	Aegilops_tauschii|LOC109733667	Hordeum_vulgare|LOC123395283
OG0006610	Aegilops_tauschii|LOC109743072	Hordeum_vulgare|LOC123395707
OG0006611	Aegilops_tauschii|LOC109754694	Hordeum_vulgare|LOC123399801
OG0006612	Aegilops_tauschii|LOC109733625	Hordeum_vulgare|LOC123397001
OG0006613	Aegilops_tauschii|LOC109773443	Hordeum_vulgare|LOC123398171
OG0006614	Aegilops_tauschii|LOC109733968	Hordeum_vulgare|LOC123453101
OG0006615	Aegilops_tauschii|LOC109782941	Hordeum_vulgare|LOC123453019
OG0006616	Aegilops_tauschii|LOC109767663	Hordeum_vulgare|LOC123396089, Hordeum_vulgare|LOC123395938
OG0006617	Aegilops_tauschii|LOC109774759	Hordeum_vulgare|LOC123398251
OG0006618	Aegilops_tauschii|LOC109771515	Hordeum_vulgare|LOC123396158
OG0006619	Aegilops_tauschii|LOC109787296	Hordeum_vulgare|LOC123395473
OG0006621	Aegilops_tauschii|LOC109731829	Hordeum_vulgare|LOC123395053
OG0006622	Aegilops_tauschii|LOC109737683	Hordeum_vulgare|LOC123399448
OG0006623	Aegilops_tauschii|LOC109741319	Hordeum_vulgare|LOC123396118
OG0006624	Aegilops_tauschii|LOC109739506	Hordeum_vulgare|LOC123452543
OG0006626	Aegilops_tauschii|LOC109734044	Hordeum_vulgare|LOC123399765
OG0006627	Aegilops_tauschii|LOC120964893	Hordeum_vulgare|LOC123399960
OG0006628	Aegilops_tauschii|LOC109768826	Hordeum_vulgare|LOC123399162
OG0006629	Aegilops_tauschii|LOC109743629	Hordeum_vulgare|LOC123395031
OG0006631	Aegilops_tauschii|LOC109735427	Hordeum_vulgare|LOC123397646
OG0006632	Aegilops_tauschii|LOC109745723	Hordeum_vulgare|LOC123400001
OG0006633	Aegilops_tauschii|LOC109737923	Hordeum_vulgare|LOC123451864
OG0006634	Aegilops_tauschii|LOC109778710	Hordeum_vulgare|LOC123398755
OG0006635	Aegilops_tauschii|LOC109742489	Hordeum_vulgare|LOC123410159, Hordeum_vulgare|LOC123397850
OG0006636	Aegilops_tauschii|LOC109739342	Hordeum_vulgare|LOC123397125
OG0006637	Aegilops_tauschii|LOC109732561	Hordeum_vulgare|LOC123427882, Hordeum_vulgare|LOC123452576
OG0006638	Aegilops_tauschii|LOC109765242	Hordeum_vulgare|LOC123451789
OG0006639	Aegilops_tauschii|LOC109755445	Hordeum_vulgare|LOC123398890
OG0006640	Aegilops_tauschii|LOC109734005, Aegilops_tauschii|LOC109784489	Hordeum_vulgare|LOC123394944
OG0006641	Aegilops_tauschii|LOC109753324	Hordeum_vulgare|LOC123398450
OG0006642	Aegilops_tauschii|LOC109782076, Aegilops_tauschii|LOC109782067, Aegilops_tauschii|LOC109782073	Hordeum_vulgare|LOC123451799
OG0006643	Aegilops_tauschii|LOC109767419	Hordeum_vulgare|LOC123395729
OG0006644	Aegilops_tauschii|LOC120965251	Hordeum_vulgare|LOC123397657
OG0006645	Aegilops_tauschii|LOC109758117	Hordeum_vulgare|LOC123453159
OG0006646	Aegilops_tauschii|LOC109782368	Hordeum_vulgare|LOC123400040
OG0006647	Aegilops_tauschii|LOC109785208	Hordeum_vulgare|LOC123397879
OG0006649	Aegilops_tauschii|LOC109731676	Hordeum_vulgare|LOC123399918
OG0006650	Aegilops_tauschii|LOC109769594	Hordeum_vulgare|LOC123396404
OG0006651	Aegilops_tauschii|LOC109747180	Hordeum_vulgare|LOC123453130
OG0006652	Aegilops_tauschii|LOC109737918	Hordeum_vulgare|LOC123452289
OG0006654	Aegilops_tauschii|LOC109745574	Hordeum_vulgare|LOC123413530
OG0006655	Aegilops_tauschii|LOC109751714	Hordeum_vulgare|LOC123453149, Hordeum_vulgare|LOC123453151
OG0006656	Aegilops_tauschii|LOC109764445	Hordeum_vulgare|LOC123452778
OG0006658	Aegilops_tauschii|LOC109780794	Hordeum_vulgare|LOC123400085
OG0006659	Aegilops_tauschii|LOC109787442	Hordeum_vulgare|LOC123398069
OG0006660	Aegilops_tauschii|LOC109739242	Hordeum_vulgare|LOC123399896
OG0006661	Aegilops_tauschii|LOC109755575	Hordeum_vulgare|LOC123451999
OG0006662	Aegilops_tauschii|LOC109764620	Hordeum_vulgare|LOC123399637
OG0006663	Aegilops_tauschii|LOC109766206	Hordeum_vulgare|LOC123396395
OG0006664	Aegilops_tauschii|LOC109765934	Hordeum_vulgare|LOC123451898
OG0006665	Aegilops_tauschii|LOC109740169, Aegilops_tauschii|LOC109740172	Hordeum_vulgare|LOC123397997
OG0006666	Aegilops_tauschii|LOC109735713	Hordeum_vulgare|LOC123399664
OG0006667	Aegilops_tauschii|LOC109755506	Hordeum_vulgare|LOC123399367
OG0006668	Aegilops_tauschii|LOC109780879	Hordeum_vulgare|LOC123395670
OG0006669	Aegilops_tauschii|LOC109765193	Hordeum_vulgare|LOC123453045
OG0006670	Aegilops_tauschii|LOC109753888	Hordeum_vulgare|LOC123399755
OG0006671	Aegilops_tauschii|LOC109782647	Hordeum_vulgare|LOC123452004
OG0006672	Aegilops_tauschii|LOC109773849	Hordeum_vulgare|LOC123398333
OG0006673	Aegilops_tauschii|LOC109768180	Hordeum_vulgare|LOC123399545
OG0006674	Aegilops_tauschii|LOC109769176	Hordeum_vulgare|LOC123395856
OG0006676	Aegilops_tauschii|LOC109780201	Hordeum_vulgare|LOC123398444, Hordeum_vulgare|LOC123398523
OG0006677	Aegilops_tauschii|LOC109767645	Hordeum_vulgare|LOC123398578
OG0006678	Aegilops_tauschii|LOC109760886	Hordeum_vulgare|LOC123452407
OG0006680	Aegilops_tauschii|LOC109783768	Hordeum_vulgare|LOC123453175
OG0006681	Aegilops_tauschii|LOC109770118	Hordeum_vulgare|LOC123395023
OG0006682	Aegilops_tauschii|LOC109787159	Hordeum_vulgare|LOC123395318
OG0006684	Aegilops_tauschii|LOC109751473	Hordeum_vulgare|LOC123395828
OG0006686	Aegilops_tauschii|LOC109750662	Hordeum_vulgare|LOC123398258
OG0006687	Aegilops_tauschii|LOC109749260	Hordeum_vulgare|LOC123397908
OG0006689	Aegilops_tauschii|LOC109735708	Hordeum_vulgare|LOC123397557
OG0006690	Aegilops_tauschii|LOC109766319, Aegilops_tauschii|LOC109753450	Hordeum_vulgare|LOC123447102
OG0006691	Aegilops_tauschii|LOC109767072	Hordeum_vulgare|LOC123395054
OG0006692	Aegilops_tauschii|LOC109787642	Hordeum_vulgare|LOC123452128
OG0006693	Aegilops_tauschii|LOC109779126	Hordeum_vulgare|LOC123451876
OG0006694	Aegilops_tauschii|LOC109762800	Hordeum_vulgare|LOC123452815
OG0006695	Aegilops_tauschii|LOC109782588	Hordeum_vulgare|LOC123398283
OG0006696	Aegilops_tauschii|LOC109755574	Hordeum_vulgare|LOC123451998
OG0006697	Aegilops_tauschii|LOC109774114	Hordeum_vulgare|LOC123452525
OG0006698	Aegilops_tauschii|LOC109762802	Hordeum_vulgare|LOC123396710
OG0006699	Aegilops_tauschii|LOC109742483	Hordeum_vulgare|LOC123397853, Hordeum_vulgare|LOC123398245
OG0006700	Aegilops_tauschii|LOC109787307	Hordeum_vulgare|LOC123397895
OG0006701	Aegilops_tauschii|LOC109762205	Hordeum_vulgare|LOC123399032
OG0006702	Aegilops_tauschii|LOC109782213	Hordeum_vulgare|LOC123398449
OG0006703	Aegilops_tauschii|LOC109760888	Hordeum_vulgare|LOC123398448
OG0006704	Aegilops_tauschii|LOC109731886	Hordeum_vulgare|LOC123398257
OG0006705	Aegilops_tauschii|LOC109763362	Hordeum_vulgare|LOC123452866
OG0006706	Aegilops_tauschii|LOC109766316	Hordeum_vulgare|LOC123395927
OG0006707	Aegilops_tauschii|LOC109760711	Hordeum_vulgare|LOC123395052
OG0006708	Aegilops_tauschii|LOC109784461	Hordeum_vulgare|LOC123395549
OG0006709	Aegilops_tauschii|LOC109787037	Hordeum_vulgare|LOC123398865
OG0006710	Aegilops_tauschii|LOC109764295	Hordeum_vulgare|LOC123396585
OG0006711	Aegilops_tauschii|LOC109776344	Hordeum_vulgare|LOC123394955
OG0006712	Aegilops_tauschii|LOC109778878	Hordeum_vulgare|LOC123397916
OG0006713	Aegilops_tauschii|LOC109754119	Hordeum_vulgare|LOC123395994
OG0006714	Aegilops_tauschii|LOC109758703	Hordeum_vulgare|LOC123452311
OG0006715	Aegilops_tauschii|LOC109783004	Hordeum_vulgare|LOC123397616
OG0006716	Aegilops_tauschii|LOC109774050	Hordeum_vulgare|LOC123398289
OG0006717	Aegilops_tauschii|LOC109783016	Hordeum_vulgare|LOC123452626
OG0006718	Aegilops_tauschii|LOC109761023	Hordeum_vulgare|LOC123399846
OG0006719	Aegilops_tauschii|LOC109773037	Hordeum_vulgare|LOC123452698
OG0006720	Aegilops_tauschii|LOC109735260	Hordeum_vulgare|LOC123395555
OG0006721	Aegilops_tauschii|LOC109743477	Hordeum_vulgare|LOC123452350
OG0006722	Aegilops_tauschii|LOC109732566	Hordeum_vulgare|LOC123452563
OG0006725	Aegilops_tauschii|LOC109754575	Hordeum_vulgare|LOC123453161
OG0006726	Aegilops_tauschii|LOC109784353	Hordeum_vulgare|LOC123395095
OG0006727	Aegilops_tauschii|LOC109751421, Aegilops_tauschii|LOC120965443	Hordeum_vulgare|LOC123397377
OG0006728	Aegilops_tauschii|LOC109732838	Hordeum_vulgare|LOC123452648
OG0006729	Aegilops_tauschii|LOC109783329	Hordeum_vulgare|LOC123396014
OG0006730	Aegilops_tauschii|LOC109758237	Hordeum_vulgare|LOC123399331
OG0006731	Aegilops_tauschii|LOC109773877	Hordeum_vulgare|LOC123395682
OG0006732	Aegilops_tauschii|LOC109769583	Hordeum_vulgare|LOC123398285
OG0006733	Aegilops_tauschii|LOC109756055	Hordeum_vulgare|LOC123397279, Hordeum_vulgare|LOC123399079
OG0006734	Aegilops_tauschii|LOC109737984	Hordeum_vulgare|LOC123397858
OG0006735	Aegilops_tauschii|LOC109741578	Hordeum_vulgare|LOC123395541
OG0006736	Aegilops_tauschii|LOC109741377	Hordeum_vulgare|LOC123395751
OG0006737	Aegilops_tauschii|LOC109769584	Hordeum_vulgare|LOC123395662
OG0006738	Aegilops_tauschii|LOC109786394	Hordeum_vulgare|LOC123452174, Hordeum_vulgare|LOC123452176
OG0006739	Aegilops_tauschii|LOC109753954	Hordeum_vulgare|LOC123398910
OG0006740	Aegilops_tauschii|LOC109782699	Hordeum_vulgare|LOC123398128
OG0006741	Aegilops_tauschii|LOC109769580	Hordeum_vulgare|LOC123395342
OG0006742	Aegilops_tauschii|LOC109759851	Hordeum_vulgare|LOC123452202
OG0006743	Aegilops_tauschii|LOC109771732	Hordeum_vulgare|LOC123451837
OG0006744	Aegilops_tauschii|LOC109766272	Hordeum_vulgare|LOC123398002
OG0006745	Aegilops_tauschii|LOC109752501	Hordeum_vulgare|LOC123395732
OG0006746	Aegilops_tauschii|LOC109760658	Hordeum_vulgare|LOC123399142
OG0006747	Aegilops_tauschii|LOC109750644	Hordeum_vulgare|LOC123398887
OG0006750	Aegilops_tauschii|LOC109777123	Hordeum_vulgare|LOC123395228
OG0006751	Aegilops_tauschii|LOC109772046	Hordeum_vulgare|LOC123396078
OG0006752	Aegilops_tauschii|LOC109770103	Hordeum_vulgare|LOC123396093
OG0006753	Aegilops_tauschii|LOC109778705	Hordeum_vulgare|LOC123398778
OG0006754	Aegilops_tauschii|LOC109772454	Hordeum_vulgare|LOC123399343
OG0006755	Aegilops_tauschii|LOC109780793	Hordeum_vulgare|LOC123398563
OG0006757	Aegilops_tauschii|LOC109767554	Hordeum_vulgare|LOC123452079
OG0006758	Aegilops_tauschii|LOC109733665	Hordeum_vulgare|LOC123395275
OG0006759	Aegilops_tauschii|LOC109753683	Hordeum_vulgare|LOC123400012
OG0006760	Aegilops_tauschii|LOC109754034	Hordeum_vulgare|LOC123399188
OG0006761	Aegilops_tauschii|LOC109731885	Hordeum_vulgare|LOC123398238
OG0006762	Aegilops_tauschii|LOC109738359	Hordeum_vulgare|LOC123399947
OG0006763	Aegilops_tauschii|LOC109786479	Hordeum_vulgare|LOC123398511
OG0006764	Aegilops_tauschii|LOC109750663	Hordeum_vulgare|LOC123397950
OG0006765	Aegilops_tauschii|LOC109782942	Hordeum_vulgare|LOC123453020
OG0006766	Aegilops_tauschii|LOC109766326	Hordeum_vulgare|LOC123452608
OG0006767	Aegilops_tauschii|LOC109757513	Hordeum_vulgare|LOC123398573
OG0006768	Aegilops_tauschii|LOC109750274	Hordeum_vulgare|LOC123452624
OG0006769	Aegilops_tauschii|LOC109784832	Hordeum_vulgare|LOC123441924, Hordeum_vulgare|LOC123451760
OG0006770	Aegilops_tauschii|LOC109771542	Hordeum_vulgare|LOC123399358
OG0006771	Aegilops_tauschii|LOC109736398	Hordeum_vulgare|LOC123395564
OG0006773	Aegilops_tauschii|LOC109741384	Hordeum_vulgare|LOC123395860
OG0006774	Aegilops_tauschii|LOC109765396	Hordeum_vulgare|LOC123398306
OG0006775	Aegilops_tauschii|LOC109786467	Hordeum_vulgare|LOC123453005
OG0006776	Aegilops_tauschii|LOC109777597	Hordeum_vulgare|LOC123452725
OG0006777	Aegilops_tauschii|LOC109772897	Hordeum_vulgare|LOC123396957
OG0006778	Aegilops_tauschii|LOC109734017, Aegilops_tauschii|LOC109745865	Hordeum_vulgare|LOC123399398
OG0006779	Aegilops_tauschii|LOC109771168	Hordeum_vulgare|LOC123398593
OG0006780	Aegilops_tauschii|LOC109731888	Hordeum_vulgare|LOC123398282
OG0006781	Aegilops_tauschii|LOC109757231	Hordeum_vulgare|LOC123405256
OG0006783	Aegilops_tauschii|LOC109780698	Hordeum_vulgare|LOC123397663
OG0006784	Aegilops_tauschii|LOC109754576	Hordeum_vulgare|LOC123453164, Hordeum_vulgare|LOC123398977, Hordeum_vulgare|LOC123398978
OG0006785	Aegilops_tauschii|LOC109784496	Hordeum_vulgare|LOC123452886
OG0006786	Aegilops_tauschii|LOC109772032	Hordeum_vulgare|LOC123397800
OG0006787	Aegilops_tauschii|LOC109774869	Hordeum_vulgare|LOC123395472
OG0006788	Aegilops_tauschii|LOC109757525	Hordeum_vulgare|LOC123395309
OG0006789	Aegilops_tauschii|LOC109781078	Hordeum_vulgare|LOC123395678
OG0006790	Aegilops_tauschii|LOC109770114, Aegilops_tauschii|LOC109770117	Hordeum_vulgare|LOC123395917
OG0006791	Aegilops_tauschii|LOC109774003	Hordeum_vulgare|LOC123398126
OG0006792	Aegilops_tauschii|LOC109743062	Hordeum_vulgare|LOC123452870
OG0006793	Aegilops_tauschii|LOC109767413	Hordeum_vulgare|LOC123452903
OG0006794	Aegilops_tauschii|LOC109787097	Hordeum_vulgare|LOC123451922
OG0006795	Aegilops_tauschii|LOC109753796	Hordeum_vulgare|LOC123452559
OG0006796	Aegilops_tauschii|LOC109742821	Hordeum_vulgare|LOC123452749
OG0006797	Aegilops_tauschii|LOC109770286	Hordeum_vulgare|LOC123410612
OG0006798	Aegilops_tauschii|LOC109762258	Hordeum_vulgare|LOC123399534
OG0006799	Aegilops_tauschii|LOC109775198	Hordeum_vulgare|LOC123426234
OG0006800	Aegilops_tauschii|LOC109733636	Hordeum_vulgare|LOC123400042
OG0006801	Aegilops_tauschii|LOC109780662	Hordeum_vulgare|LOC123400167
OG0006802	Aegilops_tauschii|LOC109769939	Hordeum_vulgare|LOC123394953
OG0006803	Aegilops_tauschii|LOC109751593	Hordeum_vulgare|LOC123399372
OG0006804	Aegilops_tauschii|LOC109771901	Hordeum_vulgare|LOC123396343
OG0006805	Aegilops_tauschii|LOC109749645	Hordeum_vulgare|LOC123400186
OG0006806	Aegilops_tauschii|LOC109770541	Hordeum_vulgare|LOC123452848
OG0006807	Aegilops_tauschii|LOC109733626	Hordeum_vulgare|LOC123396994
OG0006808	Aegilops_tauschii|LOC109782587	Hordeum_vulgare|LOC123398411
OG0006809	Aegilops_tauschii|LOC109743484	Hordeum_vulgare|LOC123452345
OG0006810	Aegilops_tauschii|LOC109782214	Hordeum_vulgare|LOC123397992
OG0006811	Aegilops_tauschii|LOC109769206	Hordeum_vulgare|LOC123439118
OG0006812	Aegilops_tauschii|LOC109763250	Hordeum_vulgare|LOC123398670
OG0006813	Aegilops_tauschii|LOC109775940	Hordeum_vulgare|LOC123396787
OG0006814	Aegilops_tauschii|LOC109763249	Hordeum_vulgare|LOC123396029
OG0006815	Aegilops_tauschii|LOC109760899	Hordeum_vulgare|LOC123395005
OG0006816	Aegilops_tauschii|LOC109743043	Hordeum_vulgare|LOC123398347
OG0006817	Aegilops_tauschii|LOC109756331	Hordeum_vulgare|LOC123400142
OG0006818	Aegilops_tauschii|LOC109735513	Hordeum_vulgare|LOC123395334
OG0006819	Aegilops_tauschii|LOC109739803	Hordeum_vulgare|LOC123453013
OG0006820	Aegilops_tauschii|LOC109736418	Hordeum_vulgare|LOC123394920
OG0006821	Aegilops_tauschii|LOC109769111	Hordeum_vulgare|LOC123399802
OG0006822	Aegilops_tauschii|LOC109755448	Hordeum_vulgare|LOC123397579
OG0006823	Aegilops_tauschii|LOC109733635	Hordeum_vulgare|LOC123400044
OG0006824	Aegilops_tauschii|LOC109760657	Hordeum_vulgare|LOC123452936
OG0006825	Aegilops_tauschii|LOC109747768	Hordeum_vulgare|LOC123395529
OG0006826	Aegilops_tauschii|LOC109778706	Hordeum_vulgare|LOC123398776
OG0006827	Aegilops_tauschii|LOC109753398	Hordeum_vulgare|LOC123452421
OG0006829	Aegilops_tauschii|LOC109733633	Hordeum_vulgare|LOC123400045
OG0006830	Aegilops_tauschii|LOC109778141	Hordeum_vulgare|LOC123400055
OG0006831	Aegilops_tauschii|LOC109781736	Hordeum_vulgare|LOC123452545
OG0006832	Aegilops_tauschii|LOC109735218	Hordeum_vulgare|LOC123399072
OG0006833	Aegilops_tauschii|LOC109735512	Hordeum_vulgare|LOC123395335
OG0006834	Aegilops_tauschii|LOC109763504	Hordeum_vulgare|LOC123397480
OG0006835	Aegilops_tauschii|LOC109740643	Hordeum_vulgare|LOC123395838
OG0006837	Aegilops_tauschii|LOC109769948	Hordeum_vulgare|LOC123398112
OG0006838	Aegilops_tauschii|LOC109770665	Hordeum_vulgare|LOC123396056
OG0006839	Aegilops_tauschii|LOC109733966	Hordeum_vulgare|LOC123453104
OG0006840	Aegilops_tauschii|LOC109764871	Hordeum_vulgare|LOC123427959
OG0006841	Aegilops_tauschii|LOC109735467	Hordeum_vulgare|LOC123395327
OG0006842	Aegilops_tauschii|LOC109765935	Hordeum_vulgare|LOC123451897
OG0006843	Aegilops_tauschii|LOC109762436	Hordeum_vulgare|LOC123395738
OG0006844	Aegilops_tauschii|LOC109765269	Hordeum_vulgare|LOC123399743
OG0006845	Aegilops_tauschii|LOC109753263	Hordeum_vulgare|LOC123399992, Hordeum_vulgare|LOC123439064
OG0006846	Aegilops_tauschii|LOC109782209	Hordeum_vulgare|LOC123398724
OG0006847	Aegilops_tauschii|LOC109742262	Hordeum_vulgare|LOC123453060
OG0006848	Aegilops_tauschii|LOC109757856	Hordeum_vulgare|LOC123452035
OG0006849	Aegilops_tauschii|LOC109738790	Hordeum_vulgare|LOC123395440
OG0006850	Aegilops_tauschii|LOC109779188, Aegilops_tauschii|LOC109778447	Hordeum_vulgare|LOC123396692
OG0006851	Aegilops_tauschii|LOC109764982	Hordeum_vulgare|LOC123446915
OG0006852	Aegilops_tauschii|LOC109770929	Hordeum_vulgare|LOC123397176
OG0006853	Aegilops_tauschii|LOC109760897	Hordeum_vulgare|LOC123397807
OG0006854	Aegilops_tauschii|LOC109733532	Hordeum_vulgare|LOC123399737
OG0006855	Aegilops_tauschii|LOC109749704	Hordeum_vulgare|LOC123395644
OG0006856	Aegilops_tauschii|LOC109760223	Hordeum_vulgare|LOC123395331
OG0006857	Aegilops_tauschii|LOC109785888	Hordeum_vulgare|LOC123399807
OG0006859	Aegilops_tauschii|LOC109760248	Hordeum_vulgare|LOC123452953
OG0006860	Aegilops_tauschii|LOC109787100	Hordeum_vulgare|LOC123395433
OG0006862	Aegilops_tauschii|LOC109735535	Hordeum_vulgare|LOC123396035
OG0006863	Aegilops_tauschii|LOC109784495	Hordeum_vulgare|LOC123397272
OG0006864	Aegilops_tauschii|LOC109744723	Hordeum_vulgare|LOC123403387
OG0006865	Aegilops_tauschii|LOC109761439	Hordeum_vulgare|LOC123402960
OG0006866	Aegilops_tauschii|LOC109737863	Hordeum_vulgare|LOC123447528
OG0006867	Aegilops_tauschii|LOC109762456	Hordeum_vulgare|LOC123406354
OG0006868	Aegilops_tauschii|LOC109779515	Hordeum_vulgare|LOC123404257
OG0006869	Aegilops_tauschii|LOC109784815	Hordeum_vulgare|LOC123402732
OG0006870	Aegilops_tauschii|LOC109755648	Hordeum_vulgare|LOC123404550, Hordeum_vulgare|LOC123404050
OG0006871	Aegilops_tauschii|LOC109752713, Aegilops_tauschii|LOC109763819	Hordeum_vulgare|LOC123447325
OG0006872	Aegilops_tauschii|LOC109749825	Hordeum_vulgare|LOC123402479
OG0006873	Aegilops_tauschii|LOC109772338	Hordeum_vulgare|LOC123405212
OG0006874	Aegilops_tauschii|LOC109777440, Aegilops_tauschii|LOC109777441	Hordeum_vulgare|LOC123402667
